repeat,seed,n_features,train_acc,train_acc_balanced,train_auc,train_f1_macro,train_f1_weighted,val_acc,val_acc_balanced,val_auc,val_f1_macro,val_f1_weighted
7,42,345,0.8864942528735632,0.8539934188523075,0.994652808392211,0.7190055756589194,0.9207474328174019,0.8703703703703703,0.7639243519204579,0.9851194705142681,0.7036559533528197,0.9076880415261525
7,42,344,0.8922413793103449,0.8516285994319915,0.9945947308084413,0.7219641604949614,0.9226370382250125,0.8796296296296297,0.7847616938169065,0.985668733542758,0.7126470864163419,0.9122869303116207
7,42,343,0.8870689655172413,0.8469898527186223,0.9948639955817359,0.719072555478566,0.9202090223599759,0.8695286195286195,0.7704522622554297,0.9862792483057423,0.7094372930538644,0.9061748571135976
7,42,342,0.8916666666666667,0.8495750789387446,0.9946835287494982,0.7255453567413653,0.9219819904616177,0.872895622895623,0.7632331912392748,0.9843570079541378,0.7043402382899765,0.9062820225228014
7,42,341,0.8922413793103449,0.8571102555345484,0.994911313751437,0.7251022002782439,0.9242973716030537,0.877104377104377,0.7730686192194117,0.9866130108714217,0.708188828602167,0.9116135016141571
7,42,340,0.8933908045977011,0.852169083932796,0.9949570288140042,0.7212411734265245,0.9227134010141461,0.8737373737373737,0.7951354569562331,0.986964946006933,0.707071338793247,0.907805674490164
7,42,339,0.8899425287356322,0.8483198416297758,0.9948163266716814,0.7202181134763442,0.920699764342603,0.8804713804713805,0.7759948109407695,0.9840903301561065,0.7113753799166689,0.9130865838467304
7,42,338,0.8864942528735632,0.8502726630180168,0.9948241279267576,0.7147531266648963,0.9171444997122266,0.8695286195286195,0.77113730950981,0.986221403509152,0.7044420893582718,0.9054278243486118
7,42,337,0.8902298850574712,0.855734098296362,0.9947333355174307,0.7240822556591218,0.9217418171293567,0.877104377104377,0.7688811690990555,0.985571242612057,0.7082024426340268,0.9096692274847852
7,42,336,0.8931034482758621,0.8504270092383822,0.9949947594800179,0.7180236083907691,0.9246681484018745,0.8703703703703703,0.7664736250135866,0.9841257182679971,0.6995016265838088,0.9050100256913146
7,42,335,0.8910919540229885,0.8543941665755311,0.995117160770574,0.7233471375328604,0.9228052031438406,0.8787878787878788,0.7576431625891211,0.9851749652049584,0.7069402943961036,0.912186023888002
7,42,334,0.8910919540229885,0.8485129327350696,0.9948283981188056,0.7206521325292989,0.9225182939866894,0.8787878787878788,0.7804357938566424,0.9847385794696941,0.7130504456169305,0.911484544987121
7,42,333,0.8867816091954023,0.8535648119780465,0.9949050162065722,0.7157773533101743,0.9197766094439056,0.8779461279461279,0.76602976011564,0.9840501371342488,0.710225962965143,0.9137374792322422
7,42,332,0.8931034482758621,0.850770047930946,0.9950151111484115,0.7295540857969129,0.9240571524623,0.872895622895623,0.7532373124768345,0.9841836073264973,0.7033257053649017,0.9069884761397901
7,42,331,0.8948275862068965,0.8500151864840629,0.9951115002725013,0.7175534701360963,0.9224270449662318,0.8787878787878788,0.7590706804254534,0.9859161090460806,0.6930103627323464,0.9076906053176645
7,42,330,0.8850574712643678,0.8516287536294567,0.9949508554329186,0.7162368772873687,0.9183489977530891,0.8712121212121212,0.7691713595349731,0.9841250940440012,0.6992530553661196,0.9066933032193869
7,42,329,0.8919540229885058,0.8504805461676426,0.9951168418002578,0.7242505466871314,0.9230328268299476,0.8703703703703703,0.7630605710665822,0.9846507832363058,0.7029203574471385,0.9042898368528215
7,42,328,0.8913793103448275,0.85595298942419,0.9949572761461155,0.7279627060640885,0.9221885268089106,0.877104377104377,0.774269249290098,0.9838878865775682,0.7224549073334049,0.9120040640014384
7,42,327,0.8905172413793103,0.8496415842732907,0.9950083233888624,0.7236440534329691,0.9211859400797338,0.8813131313131313,0.7644788996484378,0.9837198502808494,0.7136841297388246,0.9136743128073529
7,42,326,0.889367816091954,0.8521466765680319,0.9947997148619345,0.7213667083335669,0.9206573207815708,0.8745791245791246,0.7683931937834215,0.9860952288018655,0.7060796165629634,0.9082994323308705
7,42,325,0.8859195402298851,0.8554140092201012,0.9948195017725884,0.7171851322592784,0.9194898849330619,0.872895622895623,0.7625972679196208,0.9831596304169716,0.7029560008688732,0.9079553987675264
7,42,324,0.8916666666666667,0.8545312580691632,0.9951125013755581,0.7241721802954373,0.923811823383758,0.8720538720538721,0.7553621343493997,0.9850189701756008,0.705384003481825,0.9083604759575438
