repeat,seed,n_features,train_acc,train_acc_balanced,train_auc,train_f1_macro,train_f1_weighted,val_acc,val_acc_balanced,val_auc,val_f1_macro,val_f1_weighted
7,42,345,0.9867966109995593,0.9918861881641047,0.9999130456864443,0.7868063435831673,0.9905937597496166,0.9862028474974314,0.917524568912151,0.9995943845268664,0.7762042776181802,0.9902988890849714
7,42,344,0.9872079925559528,0.9910526435761764,0.9999142051349784,0.8078782844708602,0.991148958904505,0.9867312490826361,0.9240843108496303,0.999503870509472,0.7886465794307463,0.9906947497049677
7,42,343,0.986884764190215,0.9915126906477287,0.9999089380454561,0.8204946227594059,0.9908412376045412,0.9864964039336562,0.9173124711583227,0.9995528018822155,0.7983927790450605,0.9906994242606558
7,42,342,0.9874234781331113,0.9893861664520497,0.9999133561891554,0.8171572232380607,0.9907989031957835,0.9864670482900337,0.9119238458148115,0.9994572866453001,0.7946110535033154,0.990031428070668
7,42,341,0.9875312209216905,0.9915031532673365,0.9999104303551519,0.7861343981284291,0.991584951047752,0.9867606047262586,0.9169855539642886,0.9995310846061912,0.7793060771933061,0.9911820182973813
7,42,340,0.9880895244625104,0.9904474876656775,0.9999210175025058,0.7970661656787766,0.9914146883408421,0.9873477175987083,0.9173966128322474,0.9995253284072567,0.7787323905833073,0.9908200913014542
7,42,339,0.9876977325040404,0.9915256402005264,0.999927771859893,0.8054871894298478,0.9914031113414138,0.9875238514604433,0.9169782812917607,0.999493816475641,0.7756918244492985,0.9910670632112727
7,42,338,0.9874136833341496,0.9903287555484949,0.9999193865013722,0.803744324689537,0.9910190415341403,0.9868193160135036,0.9164653106897425,0.999535592646686,0.7827021605385147,0.9905875429102882
7,42,337,0.9868259953964444,0.9905474388485905,0.9999208260240041,0.7772512532870499,0.9910337007678959,0.9860854249229415,0.9173118980039938,0.9994376589112006,0.7746336852903147,0.9906514375928704
7,42,336,0.9870904549684117,0.9912697843892722,0.9999088002021209,0.8230521058090804,0.9909165384286739,0.985997357992074,0.9159926032927603,0.999570236481554,0.7969852351526661,0.9900451596106583
7,42,335,0.9876879377050786,0.9901342799373254,0.9999249701985921,0.8182159776909024,0.991143287330419,0.9872009393805959,0.9179726819515459,0.9994376382551777,0.7926046678155094,0.9906857318813155
7,42,334,0.9872079925559528,0.9916672213403595,0.9999161040584253,0.7958231590296689,0.9909984686597434,0.9867899603698811,0.9172911303156758,0.999627727943046,0.7798671653207169,0.9906911342112362
7,42,333,0.9874234781331113,0.9898313953967669,0.9999213819768914,0.8150048747219185,0.9912071776299971,0.9866138265081462,0.9172293440892435,0.9994997638203474,0.7860271313155747,0.9905853719917841
7,42,332,0.9871492237621823,0.9920118030169641,0.9999296305250545,0.8201370148091606,0.9908018280727562,0.9867312490826361,0.9183732593772941,0.9995774612294298,0.7954753434790552,0.9905539610229849
7,42,331,0.9868651745922915,0.9927948748126844,0.9999148794258887,0.8229196293134183,0.9905679194563335,0.9862615587846764,0.9172145270947232,0.9995113339103731,0.7940947214977322,0.9903103578882395
7,42,330,0.9875410157206523,0.9904431121386417,0.9999099999996656,0.8213622968200059,0.9911753528005386,0.9867312490826361,0.9161820336547402,0.9994782815071602,0.7985477326110617,0.99073009174968
7,42,329,0.9872863509476468,0.9912088171248661,0.9999169248363361,0.8000871229123386,0.9908872357092045,0.9864964039336562,0.9253020390893905,0.9993868189565117,0.7804724083864616,0.9903733636092659
7,42,328,0.9868651745922915,0.9926876370842908,0.9999168862166959,0.7908096537292844,0.9908566645841044,0.9864376926464112,0.917239789171218,0.9994291901985138,0.7742813966443624,0.9905197525121191
7,42,327,0.9868553797933297,0.9916799183380834,0.9999075687333934,0.8069711487473186,0.9907575220242972,0.9862322031410539,0.9172241109167392,0.9995493545861049,0.7829203652614943,0.9903694886902135
7,42,326,0.9873255301434938,0.9897058435214399,0.9999169870077438,0.8220020819728453,0.9910455748505549,0.9868486716571261,0.9161375494604591,0.999555489722944,0.801028359309371,0.990761689476415
7,42,325,0.9873255301434938,0.9902842967356675,0.999924388503919,0.7961846031975341,0.9911347226886508,0.9866138265081462,0.9169102843718332,0.9995165668193792,0.7785497359667818,0.9905772839156981
7,42,324,0.9868553797933297,0.9895064222912859,0.999921575439935,0.8207921134562463,0.9909077773860099,0.9870541611624835,0.9167991248907765,0.9995407482496604,0.8022015502762011,0.9909801047023606
7,42,323,0.9847494980165532,0.9907966234493563,0.9999080996424009,0.7855371896751109,0.9902660557829273,0.9841479524438573,0.9455964305590802,0.9994662179735877,0.7812244446548252,0.9899560994173748
7,42,322,0.9872863509476468,0.9898666120818213,0.9999139419506587,0.7978323967721996,0.9910049409549171,0.9869954498752385,0.9179268845799093,0.9995458937257367,0.7963722376972305,0.9907492886285539
7,42,321,0.9869141485871002,0.9915436288762671,0.9999021842632031,0.7951213490965133,0.990956852021697,0.985997357992074,0.9160119981482643,0.9994970752376,0.776623464921307,0.9903198631247112
7,42,320,0.9872569665507616,0.9910049269155854,0.9999068546092059,0.8228380289371282,0.9910660383953335,0.9865844708645237,0.917210410117701,0.999609071457767,0.8000142385647507,0.9907292852182168
7,42,319,0.9870708653704883,0.9901939136421322,0.9999017455451589,0.7959534275105687,0.9908242827987436,0.986056069279319,0.9180805241624891,0.9995492215462036,0.7773623930834563,0.9900257228513245
7,42,318,0.9878642440863902,0.990236369821227,0.9999203724348766,0.8115202214958137,0.9913976615674419,0.9874357845295758,0.9184701738677341,0.9995054300998043,0.7961193966887737,0.9909963394874913
7,42,317,0.9872079925559528,0.9913099067080852,0.9999131998222921,0.8147229242694652,0.9911900557530656,0.985821224130339,0.9239029072545577,0.999510726940351,0.7977834561855918,0.9902844383776199
7,42,316,0.987198197756991,0.9892010062275151,0.9999166529525244,0.7931591081230478,0.9912035732093994,0.9867606047262586,0.9173101202054759,0.9995984162535996,0.7810776694156532,0.9908242360063898
7,42,315,0.987041480973603,0.9901990692817116,0.9999113232651042,0.7913656786036686,0.990968626502265,0.9868486716571261,0.9165558114706037,0.9994662979970323,0.7879872069261202,0.9909251459224524
7,42,314,0.9855526715314168,0.9892818270819155,0.9999174288831774,0.7799250639417423,0.9902951439700746,0.9852928225451343,0.9402668555817862,0.9995903729075388,0.7732638235681414,0.9902751084405738
7,42,313,0.9871296341642588,0.9898962691679146,0.9999099259760729,0.8115677752426163,0.9909705622150323,0.9866431821517687,0.9172861911178216,0.9994583865975626,0.7891302939235803,0.9906193129121192
7,42,312,0.9865909202213624,0.9899147018362326,0.9999130876889855,0.7879779103527715,0.9907317009486805,0.9857918684867165,0.9167976269138945,0.9995038413992552,0.7738149078738346,0.9901549667191323
7,42,311,0.9864929722317449,0.9897016861835095,0.9999233866459271,0.8188618158711245,0.9904510526529104,0.9864083370027887,0.9173267076010285,0.9995306876434352,0.7994355686955447,0.990384588937751
7,42,310,0.9877173221019638,0.9902897774950674,0.9999039044253505,0.8274463254483814,0.9910063719473408,0.9869954498752385,0.9303691944444031,0.9994961199471839,0.806351638379017,0.9905787610333374
7,42,309,0.9867574318037122,0.9911008253842871,0.9999156776807897,0.8026479240681786,0.9907029555957002,0.9867899603698811,0.9173644836003116,0.9994255367525113,0.7810731802173411,0.9907659547660645
7,42,308,0.987276556148685,0.9912790440181739,0.9999171892163906,0.8099059166413349,0.9909608842010634,0.9869660942316161,0.9183796425956572,0.9996396422727878,0.7895312992602433,0.9907284245192861
7,42,307,0.9871492237621823,0.9904871590926517,0.9999080841684176,0.8232614312738488,0.9912095255131156,0.9861441362101864,0.9177985446492118,0.9995885294273752,0.8024010003172015,0.9905621288928949
7,42,306,0.9873647093393408,0.9900554655248877,0.9999088047182186,0.7959323417388424,0.9912127264209425,0.9868486716571261,0.9179914533906341,0.9995968098289276,0.7865502487198145,0.9906942030560569
7,42,305,0.9861893334639307,0.9901490705135337,0.9999079825627879,0.8140209080857087,0.9905047035288099,0.9860854249229415,0.9167903217406068,0.9993975737935108,0.7949220605753482,0.9904663231517211
7,42,304,0.9876291689113081,0.9919822578269359,0.9999216448538283,0.8193114875052515,0.9910911931549582,0.9870541611624835,0.9169274603563428,0.9994052770597649,0.7891464257118257,0.9906816389240402
7,42,303,0.9870806601694501,0.9896891118851863,0.9999104772799907,0.8239085301833541,0.9909359403191871,0.9864083370027887,0.9168106322052477,0.9994633688493265,0.799540424264211,0.9904546023305628
7,42,302,0.9877075273030022,0.9920188889904716,0.9999155822327757,0.8064910450973076,0.9911631510581749,0.9866138265081462,0.9128809542660038,0.999508469853536,0.7752959178725797,0.990563254140455
7,42,301,0.9857975415054606,0.9928311703560678,0.9999170776362689,0.78512089469354,0.990645645178399,0.9850579773961544,0.93774530438103,0.9995730644609583,0.7686897933048349,0.9900506129287403
7,42,300,0.9868162005974828,0.990394086279132,0.9999105901339447,0.8257190421597312,0.990752742166311,0.9857625128430941,0.9171025401634705,0.99957665550132,0.8024001637607676,0.9900395272509086
7,42,299,0.9869043537881385,0.9906242592677387,0.9999163508747224,0.8068672353348489,0.9907836523428883,0.9864670482900337,0.9248532856557214,0.9995694096970262,0.7884871852016839,0.9904834793539796
7,42,298,0.9869729173808708,0.9901199095657454,0.9999146182782251,0.8207763318391522,0.9906614419164008,0.9858505797739615,0.9170897906058749,0.9994223005917283,0.7982125599191542,0.989907880132832
7,42,297,0.9863264606493952,0.9905937653627109,0.9999081601733502,0.8168093004778362,0.9901341607216246,0.9857918684867165,0.917122530792567,0.9994641123188525,0.7966265558025242,0.9897597248012607
