repeat,seed,n_features,train_acc,train_acc_balanced,train_auc,train_f1_macro,train_f1_weighted,val_acc,val_acc_balanced,val_auc,val_f1_macro,val_f1_weighted
1,42,345,0.7866242038216561,0.9037311537132084,0.9938673094685846,0.7218063425971554,0.8164515276523627,0.8011363636363636,0.8642979836979837,0.9877198171881183,0.7586811418115538,0.8235960763233906
1,42,344,0.7887473460721869,0.8896144676784417,0.9940175754042622,0.719348463206911,0.8187499434133585,0.7982954545454546,0.8578026448216924,0.9873406728842994,0.7613121721282831,0.8194011940913822
1,42,343,0.8046709129511678,0.9101152756112094,0.9937512113247162,0.7461889105994711,0.8327608003155399,0.8267045454545454,0.8681923215732741,0.9884007411832546,0.7827525664913089,0.8480290620124431
1,42,342,0.7834394904458599,0.9003897607898963,0.9931754772777621,0.7237465433519474,0.8124584898849676,0.7982954545454546,0.8528136762612952,0.9874024169277692,0.7466095234871442,0.8146868380144877
1,42,341,0.7919320594479831,0.8949220168133424,0.99362444265198,0.7261059295442532,0.8244376474991765,0.8096590909090909,0.8742489550775265,0.9887318340091709,0.7708512965576558,0.830650489431914
1,42,340,0.7940552016985138,0.8942960720323421,0.9936603865446944,0.7328829331979588,0.8279297227311245,0.8267045454545454,0.8829543271162318,0.9879638224855901,0.7794699086895178,0.8514956997553312
1,42,339,0.79723991507431,0.893956248537463,0.9938405692690907,0.7412772221843329,0.827652848088888,0.8238636363636364,0.894119405119405,0.9891496465584627,0.7893460641232659,0.8414495792638274
1,42,338,0.8036093418259024,0.8881089958674399,0.9934588962745639,0.7358254089545526,0.8297650151261345,0.8153409090909091,0.8799617781046352,0.9882405840172142,0.7757937632846631,0.8341321625211099
1,42,337,0.778131634819533,0.8980098262961098,0.9935642075103155,0.7249686509582989,0.810420992217256,0.7784090909090909,0.8614528283385426,0.989162835592416,0.736728435742086,0.801491215929806
1,42,336,0.7749469214437368,0.8910293252012689,0.9930526945068192,0.7120120751416836,0.8057968122040959,0.7869318181818182,0.8604780767161719,0.986605675337914,0.7370138107540679,0.8088411031067312
1,42,335,0.7791932059447984,0.893987851010269,0.9940201712441202,0.7238797155012012,0.8137621221434526,0.7897727272727273,0.8598558544939496,0.9876923506306676,0.7476221552885636,0.8113957161948857
1,42,334,0.8057324840764332,0.8892550867934712,0.9940030202810971,0.7420660150376093,0.8377838516153603,0.8210227272727273,0.8683788645788646,0.9888788810416851,0.7723975767496266,0.8396861262002836
1,42,333,0.7845010615711253,0.8881973001276606,0.993830875165525,0.7058615660817854,0.8181644458182239,0.7897727272727273,0.855397349730683,0.9884602134414444,0.7279295150427242,0.8100463033730942
1,42,332,0.7908704883227177,0.897770325323402,0.9939235907379175,0.7240271001075214,0.8196871599576975,0.8238636363636364,0.8879317507984174,0.9881173386888896,0.7708364433960161,0.8426285403836825
1,42,331,0.7993630573248408,0.8954903443042506,0.9938424468965558,0.7269112167100283,0.823910508715697,0.8068181818181818,0.8678242664433141,0.9877030569926378,0.7671252571876777,0.8272518376393413
1,42,330,0.7823779193205945,0.8873232863368673,0.99315750174094,0.7180492374081189,0.8153215692352018,0.8153409090909091,0.8641771499390548,0.9879111019930243,0.7649135224346924,0.8354770747240913
1,42,329,0.8089171974522293,0.905194504821504,0.9936121251108557,0.7427204889692807,0.8337842812743725,0.8096590909090909,0.8547880302070778,0.9886216609148819,0.7586191252745274,0.8303142770508078
1,42,328,0.7951167728237792,0.8902349239337312,0.9933943421924866,0.7313145695769987,0.8283464165736932,0.8096590909090909,0.8831101291767958,0.9870765943356787,0.7725981962756866,0.8328449041657158
1,42,327,0.7951167728237792,0.9006195925957922,0.9935969018663742,0.739065522029778,0.8273904273790548,0.8096590909090909,0.8546432623099288,0.9876104300294398,0.7693552701977749,0.8334503501206106
1,42,326,0.7866242038216561,0.8877048413079045,0.993599998458279,0.7206512164202948,0.8187555855253178,0.8210227272727273,0.8644749606749607,0.9879211031822521,0.7814445290578845,0.8423449216347997
1,42,325,0.802547770700637,0.8978148556913805,0.9935845646910272,0.7452620975915052,0.8331442769546322,0.8210227272727273,0.8631833997262568,0.9861725933673468,0.7664268565706006,0.8414065995577876
1,42,324,0.7834394904458599,0.8939003580147251,0.994242915374638,0.7086856644521459,0.8113384193913374,0.8011363636363636,0.8663173826888113,0.9881490923704034,0.7492106213603235,0.818181844333689
1,42,323,0.7855626326963907,0.8998291618494655,0.993744400419102,0.7264159185989759,0.8166275036942434,0.8039772727272727,0.8680108094489047,0.9873334309889388,0.7587817675307998,0.8225300703665867
1,42,322,0.7940552016985138,0.9000138654745052,0.993136073898984,0.7320148323353226,0.8250500598569244,0.8238636363636364,0.859787383301669,0.9879464568734909,0.7682689659289096,0.8426164748812934
1,42,321,0.7834394904458599,0.8853996423493576,0.9931177480400281,0.7232389886989473,0.8183049484638018,0.8210227272727273,0.8645554874602494,0.9883760051809429,0.7739254250203618,0.8391051358133673
1,42,320,0.7983014861995754,0.8861754753734965,0.9935829124095404,0.7271728734124483,0.8321847343611891,0.8125,0.8478170129312985,0.9889394465045587,0.761521886872737,0.8321236169898317
