repeat,seed,n_features,train_acc,train_acc_balanced,train_auc,train_f1_macro,train_f1_weighted,val_acc,val_acc_balanced,val_auc,val_f1_macro,val_f1_weighted
2,42,345,0.9808133472367049,0.9722749166663445,0.9998879620016126,0.816051394595362,0.9867339177849141,0.9786705322012839,0.9483322714124935,0.9990444764466568,0.8266564902247867,0.9848304828654497
2,42,344,0.9816475495307612,0.969849087042974,0.9998862877097355,0.815065448824354,0.9872200626255255,0.98012010768275,0.9636226661918436,0.9993686457771054,0.8356107494365052,0.9859696751761
2,42,343,0.9809523809523809,0.9702146682948115,0.9999049927392886,0.8385633741195498,0.9869105000357002,0.9776351211430938,0.9417889015207862,0.9991068309516702,0.8440841288179908,0.9848234112867724
2,42,342,0.9787973583594022,0.972642405704945,0.9998868817127204,0.8215339756926433,0.9851151210734432,0.9759784634499896,0.9480184132847757,0.9990453327046896,0.8317003550708129,0.9828172024739661
2,42,341,0.9803962460896768,0.9724139254292388,0.999903185099927,0.8243007631999145,0.986452560590592,0.9778422033547318,0.9883535759438987,0.9992337346514251,0.84783861828162,0.9841324553789276
2,42,340,0.97851929092805,0.968272099880939,0.9999034182151566,0.8009383355091981,0.9855035915488248,0.9765997100849038,0.9466247123388394,0.9986424643547451,0.807130622373396,0.9834168658004625
2,42,339,0.978380257212374,0.9727181844656225,0.9999027285402016,0.8177151298482965,0.9851287758742567,0.9761855456616276,0.9482565912609507,0.999030144185849,0.8305816910670422,0.9831161759525129
2,42,338,0.978241223496698,0.9665492527096152,0.9998869365021167,0.8057621107423492,0.9857165377314763,0.9741147235452474,0.9678319581995389,0.9991719374589141,0.827877276705123,0.9825235789342965
2,42,337,0.9795620437956204,0.9714975092060064,0.999887043337924,0.8198406728768671,0.9859073110859062,0.9774280389314558,0.968288375318615,0.9991940090265499,0.835273830803813,0.9843311672665045
2,42,336,0.9792839763642683,0.9721769765095947,0.9999006124942443,0.8113241027655961,0.9854944803573262,0.9772209567198178,0.9680969114413301,0.9993042319868357,0.8220518326270381,0.9837883702461505
2,42,335,0.9778936392075078,0.9693304215167339,0.9998945514332322,0.830728141966504,0.9854171732436124,0.9763926278732656,0.9814869325375538,0.9994308432324374,0.8520659158086679,0.983919257906566
