trial_number,param_hidden_layer_sizes,param_activation,param_learning_rate_init,param_batch_size,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,32,logistic,0.07155682161754869,64,0.05981221901152557,"[0.2650242702239493, 0.26599768430138515, 0.27071157402692725, 0.2802644207148503, 0.2744212956438519]","[0.2680467073655755, 0.27645549254933177, 0.2788488284146205, 0.2884539365684234, 0.2866940352979962]","[0.9811250309411595, 0.9695767956044257, 0.9839096123743692, 0.9838186856902023, 0.976871101189126]","[1.5141960085306843, 1.5120299724551427, 1.5334700148159168, 1.552537042973476, 1.5379864321309742]",0.2712838489821928,0.2796998000391895,0.9790602451598567,1.5300438941812389,0.015208029522742533
1,128,tanh,0.0007013219779945792,32,0.06823493012435795,"[0.4500093066507462, 0.4581016012564577, 0.4396363840566098, 0.4358318380151459, 0.4445059071236298]","[0.48355174136179985, 0.4853809236052602, 0.4657763119700914, 0.4688248144266553, 0.46633707526025747]","[0.9959769252326116, 0.9951152268144605, 0.9957806961782636, 0.994444481242576, 0.9951172540546582]","[1.9295379732451576, 1.9385977516761783, 1.9011933922049649, 1.8991011336843773, 1.9059602364385455]",0.4456170074205179,0.47397417332481284,0.995286916704514,1.9148780974498447,0.016082574068001627
2,128,logistic,0.002807908107885727,64,0.0020468963963126683,"[0.7743906385326317, 0.7711948917962256, 0.7886768639738301, 0.7674188240532912, 0.754824293756613]","[0.8012171121468556, 0.7802633593545647, 0.8127464535685965, 0.7869654267411101, 0.7822353503722929]","[0.9998308997458559, 0.9998392582118367, 0.9999300484776922, 0.9997638547794739, 0.9998516977640185]","[2.575438650425343, 2.5512975093626267, 2.6013533660201187, 2.5541481055738755, 2.5369113418929246]",0.7713011024225183,0.792685540436684,0.9998431517957755,2.5638297946549775,0.02244183734682555
3,16,logistic,0.00190891715848709,64,0.000304739361773639,"[0.8554151464709703, 0.7958683166968871, 0.8727497855485516, 0.8382234345319, 0.8293273372858233]","[0.8902764391130802, 0.8083848530878, 0.911165994326241, 0.8642084382158793, 0.8519761264806016]","[0.9998705657465566, 0.9998704933253538, 0.9999184668731931, 0.9997991253436354, 0.9999222428599752]","[2.745562151330607, 2.604123663110041, 2.7838342467479857, 2.7022309980914145, 2.6812257066264005]",0.8383168041068265,0.8652023702447205,0.9998761788297429,2.70339535318129,0.060985525930577364
4,16,tanh,6.114056485865795e-05,256,0.0001942205696972693,"[0.6981450935796397, 0.7136679122593482, 0.6854486524248827, 0.6654488066708126, 0.6396823028645741]","[0.7262868968699121, 0.7446944737974062, 0.7161921367680298, 0.6872172020694406, 0.6560880234387133]","[0.9996069068877715, 0.9996376789914997, 0.9996679210072208, 0.9993317379236377, 0.9993382969430972]","[2.4240388973373235, 2.458000065048254, 2.4013087102001336, 2.3519977466638906, 2.2951086232463846]",0.6804785535598514,0.7060957465887003,0.9995165083506455,2.386090808499197,0.057066063566303414
5,64,tanh,0.0001529539827781372,128,0.011951333297092363,"[0.7584505711413756, 0.7556014812607459, 0.7479450181664233, 0.7355265229093016, 0.7468405418772222]","[0.7915807930702976, 0.7768571574825742, 0.7752552995875805, 0.7619145025527188, 0.7759533073716146]","[0.999840571851058, 0.999842314673353, 0.9998894897872956, 0.9997232938705635, 0.9998660240432465]","[2.5498719360627313, 2.532300953416673, 2.5230898075412993, 2.4971643193325836, 2.522659873292083]",0.7488728270710137,0.7763122120129571,0.9998323388451034,2.525017377929074,0.017063796534157856
6,256,relu,3.366599461480363e-05,32,0.00011490069048873207,"[0.8606060686944074, 0.8695870281126962, 0.8194273577445186, 0.8634389902359372, 0.8564785676076433]","[0.8939273841647704, 0.8957654149278893, 0.8575138519510196, 0.8847042317290661, 0.8866252129297824]","[0.9999011445766602, 0.9998992312838275, 0.9999401835836053, 0.9998110617673759, 0.9999337561271032]","[2.754434597435838, 2.7652516743244133, 2.6768813932791433, 2.747954283732379, 2.743037536664529]",0.8539076024790406,0.8837072191405057,0.9998970754677143,2.737511897087261,0.031213801921152577
7,16,relu,0.002334359420826885,128,0.03461194599494401,"[0.7153397158166659, 0.7126130959690096, 0.7125028203433647, 0.7276105440108525, 0.7099674960724943]","[0.7467840753115087, 0.7408793683165275, 0.7455464877610828, 0.7602272550225306, 0.7392796197036837]","[0.9997933421037485, 0.9997177411384784, 0.9998422283957307, 0.9996654176404027, 0.9997857089266385]","[2.461917133231923, 2.4532102054240155, 2.457891536500178, 2.487503216673786, 2.4490328247028166]",0.7156067344424775,0.7465433612230666,0.9997608876409997,2.4619109833065442,0.013510506311445245
8,256,tanh,0.007961907345193564,64,0.006594466135702374,"[0.7208654110165442, 0.7510901002702258, 0.750107906824877, 0.7534503510481138, 0.772443244187907]","[0.7451972737200228, 0.7786805979287851, 0.7833514902493401, 0.7779716371398316, 0.7953231908460228]","[0.9997591662139982, 0.9997521492421242, 0.9998436625030963, 0.9996713964670937, 0.9998643940290738]","[2.465821850950565, 2.529522847441135, 2.5333030595773134, 2.531093384655039, 2.5676308290630034]",0.7495914026695335,0.7761048379768005,0.9997781536910771,2.5254743943374107,0.03299952104335386
9,64,relu,0.0019048450023136211,128,0.001969043480269282,"[0.9084256960615764, 0.8803232956177687, 0.8886671871406878, 0.831307386505408, 0.8728315358331397]","[0.9196043156802309, 0.9050845927794938, 0.9128556683716381, 0.8499352117318704, 0.9044054259986383]","[0.9998674847376927, 0.9998861521363704, 0.999941211941291, 0.9998051155858508, 0.9999240537647982]","[2.8278974964795003, 2.785294040533633, 2.801464067453617, 2.6810477138231295, 2.777161015596576]",0.8763110202317161,0.8983770429123744,0.9998848036332006,2.7745728667772913,0.049870330102809494
