trial_number,param_C,param_penalty,param_l1_ratio,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
10,0.01680751512335245,elasticnet,0.2086197163522147,"[0.8359695537955716, 0.7242529135881932, 0.7674661180275293, 0.8162839180113386, 0.8142220447540167]","[0.4629012174447105, 0.465538782358787, 0.5058985841211618, 0.5075110210043463, 0.5696489877863585]","[0.9904780028824699, 0.9876830706238922, 0.9721982555445368, 0.9852990569685521, 0.9858641268694229]","[2.289348774122752, 2.1774747665708722, 2.245562957693228, 2.309093995984237, 2.369735159409798]",0.7916389096353298,0.5022997185430729,0.9843045025777748,2.2782431307561777,0.06429332693066526
11,30.217059207318947,l1,0.2989849431861984,"[0.9627917649470025, 0.9369743864963676, 0.9543824543831275, 0.9427821974733687, 0.9520763512629017]","[0.7735819147355621, 0.8315329103497882, 0.8142477138034074, 0.8166869285159684, 0.7934730760181988]","[0.9993886010474513, 0.9996834724782491, 0.9997050509370495, 0.9995302955329527, 0.9994091117963637]","[2.735762280730016, 2.7681907693244048, 2.7683352191235846, 2.7589994215222897, 2.744958539077464]",0.9498014309125535,0.8059045086845849,0.9995433063584134,2.755249245955552,0.012949362914015251
12,54.366161363925684,l1,0.28220624059352295,"[0.9557121846363618, 0.9347642814727629, 0.9551635549824736, 0.9448932575022789, 0.9447535640375267]","[0.7784577800419307, 0.8125974704178074, 0.8054058092455239, 0.822263427915692, 0.8102832914547533]","[0.9995868240118694, 0.9992327060046224, 0.999500772676913, 0.9995049318541267, 0.9991147631209353]","[2.7337567886901617, 2.746594457895193, 2.7600701369049103, 2.7666616172720975, 2.7541516186132156]",0.9470573685262809,0.8058015558151415,0.9993879995336933,2.7522469238751155,0.011370570616252665
13,88.65411336605942,l1,0.23251827830246596,"[0.9449175748792917, 0.9224184259049885, 0.9536183753423443, 0.9365282187928687, 0.950746440334816]","[0.7680130159868302, 0.8096773840971629, 0.8296878105076293, 0.7581873193651708, 0.8109470547669518]","[0.9992685277464435, 0.9991272714308969, 0.9996635414540705, 0.9992907010995051, 0.9995311107856589]","[2.712199118612565, 2.7312230814330483, 2.782969727304044, 2.6940062392575443, 2.761224605887427]",0.9416458070508618,0.795302516944749,0.9993762305033149,2.736324554498926,0.03223254936919217
14,4.778725623510222,l1,0.13414509242543593,"[0.9574255708309346, 0.9193829853182544, 0.9426093531136357, 0.9490831943953978, 0.9407845644780233]","[0.8294001852435623, 0.8138706488631274, 0.7737296294203013, 0.8019661608256703, 0.814930062346054]","[0.9994539243221584, 0.9993197878795118, 0.9994474301128387, 0.9995603888266991, 0.9995852896079518]","[2.7862796803966554, 2.7325734220608937, 2.715786412646776, 2.7506097440477673, 2.755299916432029]",0.9418571336272492,0.806779337339743,0.9994733641498319,2.748109835116824,0.023668830446349595
15,40.75091567281119,elasticnet,0.6042376778390343,"[0.9344185179602117, 0.9436422145037967, 0.9645111458484169, 0.9280873045522077, 0.9365186064687702]","[0.8034345666030787, 0.8077561759620195, 0.81037926979049, 0.7667034456267884, 0.7346476500322844]","[0.9995115432806969, 0.9988147152199852, 0.9996206681819909, 0.9987983695640793, 0.9987822797329298]","[2.7373646278439874, 2.7502131056858015, 2.7745110838208977, 2.6935891197430752, 2.669948536233984]",0.9414355578666805,0.7845842216029322,0.9991055151959364,2.725125294665549,0.038097665830581835
16,9.989250154095531,l1,0.2788690163895143,"[0.9396268836350018, 0.9401177770092994, 0.9415718530455696, 0.957266732719381, 0.9208650486892008]","[0.795532521042994, 0.8052429264874255, 0.819694066520524, 0.8016397279315991, 0.8233410079746686]","[0.9996741971109508, 0.9994989126771959, 0.9996344901337255, 0.9996295817212717, 0.9992651911435669]","[2.7348336017889467, 2.7448596161739207, 2.7609004096998193, 2.758536042372252, 2.7434712478074363]",0.9398896590196906,0.8090900499914422,0.9995404745573422,2.748520183568475,0.009795932353965066
17,92.01325346164971,l1,0.37339513855579615,"[0.9633635332841345, 0.9193635272658907, 0.964112608887102, 0.9394129901871159, 0.9631682343574853]","[0.7771075249956256, 0.7906043354545949, 0.8092534041120735, 0.8159803335721278, 0.774987607824389]","[0.999534548717082, 0.9995294475626878, 0.999764207336305, 0.9996693402797885, 0.9989651155042988]","[2.740005606996842, 2.709497310283173, 2.7731302203354806, 2.7550626640390323, 2.737120957686173]",0.9498841787963457,0.7935866411917621,0.9994925318800323,2.7429633518681404,0.02106794281367989
18,0.005646593163343748,l2,0.6077913491248,"[0.6818570374941508, 0.6840540313739736, 0.7093560335240049, 0.7380311226147479, 0.7091321900319063]","[0.40138646240107684, 0.41041383380780144, 0.38999840030923844, 0.41970326824002363, 0.4576711590474092]","[0.9134464102758375, 0.9496200015814026, 0.9832551145062761, 0.9460263967508264, 0.9854951960406401]","[1.9966899101710651, 2.0440878667631774, 2.0826095483395193, 2.103760787605598, 2.1522985451199554]",0.7044860830077567,0.41583462476110994,0.9555686238309965,2.0758893315998628,0.052809523391301176
19,0.6125306336537113,elasticnet,0.22193462020964289,"[0.9298633373865366, 0.8996275817252376, 0.9363670968726029, 0.9112769166453184, 0.9032678582942342]","[0.683863565932665, 0.7760450208220661, 0.6668896598432592, 0.7476492655874637, 0.6976998469570401]","[0.9983929700284009, 0.9953352117000402, 0.9979372300744004, 0.9991578554184609, 0.998953676115928]","[2.612119873347602, 2.6710078142473437, 2.6011939867902623, 2.658084037651243, 2.5999213813672024]",0.9160805581847858,0.7144294718284987,0.9979553886674462,2.628465418680731,0.03004259617947985
20,7.894799935281012,l1,0.4245503527938219,"[0.9552084822096595, 0.9190444196750731, 0.9461673494261658, 0.9349758736847741, 0.9462323624885487]","[0.7720493216720739, 0.8032561451509054, 0.803343865711592, 0.8318056600533889, 0.8139317345685535]","[0.9995916642110623, 0.9993815331098105, 0.9995983202839818, 0.9995077615106888, 0.9993019947067472]","[2.7268494680927957, 2.721682097935789, 2.7491095354217396, 2.7662892952488516, 2.7594660917638496]",0.9403256974968442,0.8048773454313027,0.999476254764458,2.7446792976926053,0.01761841252687739
21,17.08187315997579,l1,0.30242455690595305,"[0.9670686094085076, 0.9326024670555835, 0.9507466282179786, 0.9391776664754109, 0.9402317100146571]","[0.8053238726959449, 0.787525047048923, 0.7965615559276736, 0.8245599741154089, 0.8203967073543041]","[0.9995131358243089, 0.9989636935416644, 0.9995041016242522, 0.9994718766303997, 0.9991751491562778]","[2.7719056179287613, 2.719091207646171, 2.7468122857699044, 2.7632095172212194, 2.759803566525239]",0.9459654162344275,0.8068734314284509,0.9993255913553807,2.7521644390182587,0.018398632254270453
22,20.573737665085638,l1,0.1772690922170344,"[0.9282735360668923, 0.9307691127285733, 0.9403474756895807, 0.9436811374733446, 0.933425516621207]","[0.7947654875084215, 0.807975077505851, 0.7873827455389091, 0.7934572866690727, 0.8367585259131881]","[0.9995634702445425, 0.9993337955380085, 0.9997162242366622, 0.998977530130231, 0.9996589217331912]","[2.7226024938198563, 2.7380779857724327, 2.727446445465152, 2.7361159542726483, 2.7698429642675864]",0.9352993557159195,0.8040678246270885,0.9994499883765272,2.7388171687195353,0.016508494599671276
23,3.0478239245647174,l1,0.30107525871988833,"[0.9481718274257858, 0.9311471138937607, 0.953536787094992, 0.935312940953279, 0.9552670529885938]","[0.7671602986352057, 0.7982539434433181, 0.7729477897376431, 0.8171915957184183, 0.7952748474609841]","[0.999517705806789, 0.9995567077168102, 0.9997746682197456, 0.9994668243567872, 0.9989102468855728]","[2.7148498318677805, 2.728957765053889, 2.726259245052381, 2.7519713610284846, 2.749452147335151]",0.9446871444712823,0.7901656949991139,0.9994452305971411,2.734298070067537,0.014236339456199334
24,28.77975357059486,l1,0.2683079463667306,"[0.9584651565487533, 0.9034249806166624, 0.9096807642030867, 0.939251198362137, 0.9533242335442215]","[0.7665246322351191, 0.8218441111196142, 0.792369715576553, 0.8073176182782079, 0.810451231029905]","[0.9995599940973819, 0.9992255048006615, 0.9995235357187322, 0.999645223316727, 0.9994487641608398]","[2.724549782881254, 2.724494596536938, 2.7015740154983723, 2.746214039957072, 2.763224228734966]",0.9328292666549721,0.7997014616478799,0.9994806044188685,2.7320113327217204,0.021045513056207055
25,93.65666596708233,l1,0.5643514965335601,"[0.9407280337039637, 0.9355579766749773, 0.9687023258637447, 0.9677746449533433, 0.9461724421877541]","[0.8082348068342047, 0.8024402354903963, 0.784866161720285, 0.7792650399051355, 0.7935654457802268]","[0.9997427618678724, 0.9989692692152388, 0.9994710736274279, 0.9995468589619446, 0.9990478677580512]","[2.748705602406041, 2.7369674813806126, 2.7530395612114575, 2.7465865438204236, 2.738785755726032]",0.9517870846767567,0.7936743379460497,0.999355566286107,2.7448169889089136,0.006063891109322415
26,1.6944210779466462,l1,0.3630025660374466,"[0.9494806531845004, 0.9148344761296414, 0.9476804106818639, 0.9375213104353928, 0.9601438624738609]","[0.8050862589580677, 0.7955655676024429, 0.7737866567959459, 0.8093358971774228, 0.7861565323001084]","[0.9995307572341986, 0.9988590788733933, 0.9993650005824567, 0.9994569121051572, 0.9991084835864992]","[2.7540976693767667, 2.7092591226054776, 2.7208320680602665, 2.746314119717973, 2.745408878360468]",0.941932142581052,0.7939861825667976,0.9992640464763409,2.73518237162419,0.017112754289021637
27,14.491390707549655,l1,0.18503968939398935,"[0.9462491651592942, 0.9178355191839839, 0.9450918828493371, 0.9589896200565917, 0.9350611944782574]","[0.7875883502255262, 0.7526904617698578, 0.7996294527743357, 0.8043830993613503, 0.8068213587497662]","[0.9994852697785559, 0.9989696864073067, 0.9995343229934943, 0.9996895056493684, 0.9992342500847569]","[2.7333227851633763, 2.6694956673611485, 2.744255658617167, 2.7630622250673103, 2.7411168033127806]",0.940645476345493,0.7902225445761673,0.9993826069826964,2.7302506279043564,0.03191055920064161
28,0.2009987465563532,elasticnet,0.42178385981600347,"[0.8762465959853482, 0.8673659461236727, 0.9077727602516962, 0.9069571702072265, 0.898573260459128]","[0.6239984050838908, 0.6781923000483083, 0.5885375748421899, 0.6891514210766431, 0.6654176560205006]","[0.997065635458148, 0.989815302359248, 0.9978868063238703, 0.9986076253472528, 0.9965502269407347]","[2.497310636527387, 2.535373548531229, 2.4941971414177564, 2.5947162166311224, 2.5605411434203633]",0.8913831466054143,0.6490594714143066,0.9959851192858509,2.5364277373055715,0.03819341642965341
29,5.2154865676013635,l2,0.10334644724607747,"[0.9556268102711999, 0.9021281515635025, 0.8966509738077529, 0.9251249620595194, 0.9243180630582859]","[0.7800030238518455, 0.6741691814775376, 0.7677776444867146, 0.8116935525444988, 0.78694588243658]","[0.9992959335790061, 0.9962880272083945, 0.9980077359622986, 0.9989671538594642, 0.9978162693719048]","[2.7349257677020518, 2.5725853602494344, 2.662436354256766, 2.7357856684634827, 2.7090802148667708]",0.9207697921520521,0.7641178569594353,0.9980750239962136,2.6829626731077005,0.06128138214025046
30,0.7360987348566443,l1,0.2583190061936432,"[0.9422553669501353, 0.9225980980634384, 0.952811704561752, 0.9368487996142385, 0.9528259921677954]","[0.7869284401238041, 0.8045625314580401, 0.8162824467266304, 0.818621122094972, 0.7873314325021322]","[0.9994216669148084, 0.9995217197115687, 0.9995958980720547, 0.9994761151124976, 0.999548177997656]","[2.7286054739887478, 2.726682349233047, 2.768690049360437, 2.754946036821708, 2.7397056026675837]",0.941467992271472,0.8027451945811157,0.9995127155617173,2.7437259024143046,0.01602730744533531
31,40.78398363480438,l1,0.2733034257918085,"[0.9728114437713224, 0.923710730273201, 0.9643792219699736, 0.9053990832655197, 0.942310546495215]","[0.8110726489564283, 0.7986866165900911, 0.8161945502972214, 0.7602374595433351, 0.7984279680243047]","[0.9996962415020633, 0.999446267851333, 0.9996837244714244, 0.9990461314160075, 0.9996556885846465]","[2.783580334229814, 2.721843614714625, 2.7802574967386193, 2.6646826742248626, 2.740394203104166]",0.9417222051550465,0.7969238486822761,0.9995056107650949,2.7381516646024173,0.04360123654477924
32,7.757278150955812,l1,0.3411083604296922,"[0.9530506708628542, 0.9372321711445233, 0.9454468329274583, 0.9422676904548797, 0.9413252404140544]","[0.8366835603439864, 0.8156747301358176, 0.7816092114328473, 0.7979272645093402, 0.8113322014987756]","[0.9997444944868864, 0.9990112428933545, 0.9996543964073104, 0.9995013051412878, 0.9993832128574535]","[2.789478725693727, 2.7519181441736955, 2.726710440767616, 2.7396962601055077, 2.7520406547702834]",0.9438645211607539,0.8086453935841534,0.9994589303572585,2.7519688451021658,0.02095520079232624
33,44.618845534669305,l1,0.33595004710336396,"[0.964034191608749, 0.9166279886500263, 0.9108203500767292, 0.9407518432463763, 0.9433096496832073]","[0.8036610956456961, 0.8074718221708568, 0.7914147681641741, 0.7807251675432905, 0.7887376664352669]","[0.9996441520076327, 0.9995720376322972, 0.9995912246892397, 0.9994517128653366, 0.9992863761875972]","[2.767339439262078, 2.72367184845318, 2.701826342930143, 2.7209287236550033, 2.7313336923060714]",0.9351088046530176,0.7944021039918568,0.9995091006764205,2.729020009321295,0.021481615675449862
34,0.0001192982795457291,l1,0.4325781616112875,"[0.04, 0.04, 0.04, 0.04, 0.04]","[3.6707609769871524e-05, 8.473977826424687e-06, 0.00023659472590923495, 0.0003487677108603171, 1.1298238180983653e-05]","[0.5, 0.5, 0.5, 0.5, 0.5]","[0.5400367076097699, 0.5400084739778265, 0.5402365947259092, 0.5403487677108603, 0.540011298238181]",0.04,0.00012836845250936642,0.5,0.5401283684525093,0.0001391190781810726
35,3.5676859188308137,l1,0.3444455007308599,"[0.9443701274271283, 0.908220305974699, 0.900751044465433, 0.9451355046052915, 0.9241715279090641]","[0.7967504346743105, 0.7935350724906739, 0.8093881533534848, 0.7784029158656612, 0.7968298464492779]","[0.9995841946189239, 0.9995936409688673, 0.9995128242556126, 0.9992267968660309, 0.9991744769963791]","[2.740704756720363, 2.7013490194342404, 2.7096520220745304, 2.722765217336984, 2.720175851354721]",0.9245297020763232,0.7949812845666817,0.9994183867411628,2.718929373384168,0.013308439562374161
36,19.837228271928954,l1,0.15030431733559066,"[0.9479377233325152, 0.9403334490478366, 0.9449852903478217, 0.9454178446645349, 0.9424565649158625]","[0.8122894634933878, 0.814142100433387, 0.79235200868861, 0.7883247827669747, 0.8008522184715481]","[0.999560220536224, 0.9993885984714516, 0.999181823776517, 0.999610627119152, 0.9996291466939645]","[2.7597874073621274, 2.753864147952675, 2.7365191228129486, 2.7333532545506616, 2.742937930081375]",0.9442261744617142,0.8015921147707814,0.9994740833194617,2.7452923725519573,0.010086002346297104
37,0.07226049087694976,l1,0.5415855636957587,"[0.9382046537778557, 0.9221452077318324, 0.9299706662381323, 0.9406079086656933, 0.8933201345209895]","[0.6027965942190366, 0.691871420506121, 0.7319906906336034, 0.7144562018265195, 0.7374889319530216]","[0.9984173911042857, 0.9989558553245075, 0.9986054268873183, 0.9983594373775824, 0.9932418660555491]","[2.539418639101178, 2.6129724835624613, 2.6605667837590543, 2.653423547869795, 2.62405093252956]",0.9248497141869005,0.6957207678276603,0.9975159953498485,2.6180864773644097,0.043136159815910506
38,1.0810133056049678,l1,0.8078278676398994,"[0.9333922243865658, 0.9470009878614707, 0.9545770612491801, 0.9464414889992014, 0.9481341760160309]","[0.7842431280790172, 0.8010202339616462, 0.7628529308149403, 0.7995364206813848, 0.788932165727313]","[0.9996649055381188, 0.9987953519808364, 0.9992056346997295, 0.9994010548900616, 0.99934041740923]","[2.717300258003702, 2.746816573803953, 2.71663562676385, 2.745378964570648, 2.736406759152574]",0.9459091877024898,0.7873169758528602,0.9992814729035953,2.732507636458945,0.013181843454726989
39,7.470223698209188,elasticnet,0.31202031375385697,"[0.963195008036434, 0.9425913389331327, 0.9627256330398779, 0.9578287494671034, 0.9550904446204476]","[0.7837783045970846, 0.7687964070869517, 0.7305655659895163, 0.7705461669921952, 0.8005671424503408]","[0.9993665379542391, 0.9993189840380755, 0.9993283543481776, 0.9996429250424764, 0.9992154879388844]","[2.746339850587758, 2.71070673005816, 2.692619553377572, 2.7280178415017753, 2.7548730750096726]",0.9562862348193992,0.7708507174232178,0.9993744578643706,2.726511410106988,0.022795904401939793
40,0.2349936116171167,l2,0.4947699251003761,"[0.8954614120334794, 0.8892726944689767, 0.8984690584764254, 0.9152067906664815, 0.9199829014539317]","[0.5861380089436008, 0.5794904673022344, 0.687843041413108, 0.6474684386074868, 0.591527087613269]","[0.9940620524973263, 0.9930772358590337, 0.9981916928615981, 0.9981194340891725, 0.9958534925909859]","[2.4756614734744065, 2.4618403976302448, 2.5845037927511316, 2.560794663363141, 2.507363481658187]",0.903678571419859,0.6184934087759398,0.9958607815796233,2.518032761775422,0.047568307905796914
41,12.033141664682402,l1,0.2574144377441181,"[0.9204306733196042, 0.9321520694549034, 0.9654660408784187, 0.9548307654969435, 0.9538567890420262]","[0.7958409686262162, 0.8137595796992368, 0.8002577260123259, 0.7571301792348701, 0.8262741485608309]","[0.9995816546417524, 0.9993432150724901, 0.999696141790492, 0.999371916309236, 0.9994233001622571]","[2.715853296587573, 2.7452548642266303, 2.7654199086812365, 2.7113328610410496, 2.7795542377651143]",0.9453472676383792,0.798652520426696,0.9994832455952455,2.743483033660321,0.026767643172183758
42,44.37769167460154,l1,0.38321606236387384,"[0.963101540447103, 0.9445927994101494, 0.9517955791980759, 0.9419136843809102, 0.9293441201160039]","[0.7881605889551185, 0.8211195218759747, 0.800517066960827, 0.7802389042954183, 0.7794487988766265]","[0.9996596449043939, 0.9993469183980398, 0.9995617727880354, 0.9991286922702999, 0.9992091791219159]","[2.750921774306615, 2.765059239684164, 2.7518744189469384, 2.7212812809466285, 2.7080020981145463]",0.9461495447104484,0.793896976192793,0.9993812414965368,2.739427762399779,0.02126438977067092
43,12.088869904765478,l1,0.29844155874124395,"[0.9565220169326726, 0.9160840236759265, 0.9561062751287399, 0.9394511192285155, 0.9476784072849823]","[0.7985223622192934, 0.8018216659671978, 0.7650829123454842, 0.8342851936663742, 0.806911716293191]","[0.9996394646471737, 0.9993682968773265, 0.9995432848856476, 0.9992661379575409, 0.9990229123729308]","[2.75468384379914, 2.7172739865204507, 2.7207324723598716, 2.773002450852431, 2.753613035951104]",0.9431683684501673,0.8013247700983082,0.9993680193481239,2.7438611578965997,0.021462797521824194
44,6.574986141856354,l1,0.18911041966742223,"[0.9390371113634187, 0.9311003696103869, 0.9527798426062981, 0.9613680544125003, 0.9332997476509516]","[0.8309943950843407, 0.8050311749230863, 0.8118451543171236, 0.800698447921053, 0.7975305778836155]","[0.9996874926725385, 0.9990320545276233, 0.9995409428652562, 0.9996217632779407, 0.9993900081902762]","[2.7697189991202977, 2.7351635990610967, 2.7641659397886778, 2.761688265611494, 2.7302203337248434]",0.9435170251287112,0.8092199500258438,0.999454452306727,2.7521914274612818,0.016207840994985942
45,24.309939254426748,l1,0.17969835743412474,"[0.9629010689825336, 0.9378177123725001, 0.9576374457653989, 0.943778020747994, 0.9570253260912108]","[0.803939563638056, 0.8048531215188837, 0.7930645718540853, 0.7724019349974225, 0.8078253310401057]","[0.9995154533929147, 0.9990518386413194, 0.9995136513701545, 0.9981016201259201, 0.9993531871673256]","[2.766356086013504, 2.7417226725327035, 2.7502156689896387, 2.7142815758713366, 2.764203844298642]",0.9518319147919275,0.7964169046097107,0.9991071501395268,2.747355969541165,0.018860979521509474
46,3.054255601726447,l1,0.2093656171884778,"[0.9413485847838026, 0.9209197323436209, 0.9516284319223692, 0.9409912976092396, 0.9450521747157551]","[0.8039375412563687, 0.7950920985473325, 0.7888794482515661, 0.7188220951533291, 0.8013231654530146]","[0.9995051500261879, 0.9993267454020043, 0.9995330576244806, 0.9992097707374208, 0.9996482384850747]","[2.7447912760663593, 2.7153385762929574, 2.740040937798416, 2.6590231634999895, 2.746023578653844]",0.9399880442749575,0.7816108697323223,0.9994445924550337,2.7210435064623133,0.03294823860127388
47,57.67601983680257,l1,0.23959653073418943,"[0.9162587429076549, 0.9157419213073097, 0.9606566612767412, 0.9398455931862085, 0.9488378692146878]","[0.7954642299913367, 0.7964658509715218, 0.7825956573958018, 0.7869612945137616, 0.8048240044533287]","[0.999451072118685, 0.9986337288011521, 0.9996930116643196, 0.9994128884061252, 0.9996048211152972]","[2.7111740450176764, 2.7108415010799836, 2.7429453303368625, 2.7262197761060953, 2.7532666947833135]",0.9362681575785204,0.7932622074651501,0.9993591044211158,2.7288894694647863,0.016961774835641128
48,1.654044523011858,l2,0.15508380326291582,"[0.9140007499762168, 0.8933194709654867, 0.9555525065874422, 0.8855067595625221, 0.9244374998029747]","[0.7029653490177205, 0.7345321640935935, 0.7515017888205652, 0.7240741648314137, 0.7467356166637065]","[0.9981986072265017, 0.995648856599438, 0.9990889642324531, 0.9974265964489553, 0.9965381541678311]","[2.6151647062204386, 2.6235004916585183, 2.70614325964046, 2.607007520842891, 2.6677112706345123]",0.9145633973789284,0.7319618166853998,0.9973802357350359,2.643905449799364,0.03753428272640301
49,0.028189677090141734,l1,0.45465068489275257,"[0.893117011069057, 0.8879285542841453, 0.8532061422561188, 0.9218228982855067, 0.8888431038226983]","[0.5673220940540071, 0.5758581823712486, 0.7026338853033761, 0.6099854205109833, 0.577089757570963]","[0.9957329837190554, 0.9961272241226421, 0.9971793939416758, 0.9974133218676196, 0.9899794814072677]","[2.4561720888421195, 2.459913960778036, 2.553019421501171, 2.5292216406641095, 2.455912342800929]",0.8889835419435052,0.6065778679621155,0.9952864810116522,2.490847890917273,0.04175561205486316
50,6.326626650232947,elasticnet,0.340749412813684,"[0.9374076308990189, 0.9465342116203169, 0.9390421597200561, 0.9146238838513027, 0.9562377194978192]","[0.814018684540533, 0.7636119365578048, 0.7890575409814606, 0.7738416366332338, 0.7630751117314652]","[0.9995169149078151, 0.9989616833678956, 0.9994188825650638, 0.9988028750197556, 0.9980081978574539]","[2.7509432303473673, 2.7091078315460173, 2.7275185832665807, 2.687268395504292, 2.7173210290867384]",0.9387691211177026,0.7807209820888994,0.9989417107435967,2.718431813950199,0.020970887977767094
