trial_number,param_C,param_penalty,param_l1_ratio,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,0.0021476278468768924,elasticnet,0.49072895103586334,"[0.7163172220339618, 0.5478412141783123, 0.8547199819506268, 0.7206646242600481, 0.392849144844713]","[0.3859049189425705, 0.31957564358143037, 0.42158439230285616, 0.4111431197623766, 0.25512867610547363]","[0.9772339328265858, 0.9289738275187535, 0.986378871604757, 0.9277514687445998, 0.8176007632779444]","[2.079456073803118, 1.7963906852784963, 2.26268324585824, 2.0595592127670246, 1.465578584228131]",0.6464784374535324,0.3586673501389414,0.9275877727945281,1.9327335603870022,0.27687621361546333
1,0.46823424945079734,l1,0.2501769829290013,"[0.956672455138088, 0.9536579359880588, 0.9563884607223357, 0.9366465943422801, 0.942202668565607]","[0.7321626410079547, 0.7716367244986734, 0.72004499979181, 0.7073087526811644, 0.7236463196363971]","[0.9989370858080526, 0.9991697614641194, 0.9993552024532558, 0.9991255824565829, 0.9993275236536394]","[2.687772181954095, 2.724464421950852, 2.6757886629674017, 2.6430809294800275, 2.665176511855644]",0.949113622951274,0.7309598875231998,0.99918303116713,2.6792565416416045,0.026963741982611818
2,0.00030510379709992175,l1,0.8039496249610231,"[0.25800575057861747, 0.19469917653913268, 0.27872437389818394, 0.15558784295626402, 0.2309877307750502]","[0.03383865533034766, 0.07179936612623478, 0.07375284849352302, 0.012179635439106598, 0.10727278265815894]","[0.8084627374745611, 0.7746985083948374, 0.7968701326103885, 0.6303809828614915, 0.6721491035694291]","[1.1003071433835263, 1.0411970510602049, 1.1493473550020954, 0.7981484612568621, 1.0104096170026382]",0.2236009749494497,0.059768657609474196,0.7365122929821416,1.0198819255410654,0.12078021483583651
3,0.004410814280218459,elasticnet,0.5638702481516361,"[0.6200422517842366, 0.6895973414675557, 0.7852129876522446, 0.6279756062142543, 0.560292448479557]","[0.4102263795857024, 0.46132286563507724, 0.36611801172412556, 0.34199060522818625, 0.36297576548682053]","[0.9378048354817652, 0.9479325649006932, 0.9732682717829673, 0.9163707242110516, 0.8762577210483893]","[1.9680734668517041, 2.098852772003326, 2.1245992711593376, 1.886336935653492, 1.7995259350147668]",0.6566241271195696,0.38852672553198236,0.9303268234849733,1.9754776761365254,0.12362732183062543
4,0.3977179385818647,l2,0.3620511581509873,"[0.8900489596469449, 0.9355040748074235, 0.8855306445146103, 0.9359299243662386, 0.9244718763312895]","[0.5803866497605963, 0.6882699401053662, 0.6586455475695681, 0.6861589626310324, 0.5861078157319874]","[0.992758956619814, 0.9981606739303452, 0.9975036971188612, 0.9983970421502049, 0.997845432209817]","[2.463194566027355, 2.621934688843135, 2.5416798892030394, 2.620485929147476, 2.508425124273094]",0.9142970959333013,0.6399137831597101,0.9969331604058084,2.5511440394988196,0.06240064012079998
5,0.0007328005791958502,l2,0.2507317244767482,"[0.6400478934684425, 0.7936613467042859, 0.9037926700514756, 0.58508864016023, 0.42683945981767996]","[0.34829654317566894, 0.4204687464138545, 0.5055967999130914, 0.41778766505497683, 0.2942616931632081]","[0.9289588722253473, 0.9935648401152453, 0.9944389253932076, 0.9117186021156638, 0.7261922575388995]","[1.9173033088694589, 2.2076949332333857, 2.4038283953577744, 1.9145949073308706, 1.4472934105197877]",0.6698860020404228,0.3972822895441599,0.9109746994776728,1.9781429910622552,0.3235562580517159
6,0.00013990697602673827,elasticnet,0.11834647395126519,"[0.7904476980087765, 0.8113138052021287, 0.7993473494067395, 0.8122759575103031, 0.7968094105672968]","[0.23778913396275858, 0.24315645475053663, 0.25608549412214077, 0.24164421099184819, 0.23259195635783622]","[0.9793539517377061, 0.9790907191511922, 0.9787108265331042, 0.9793216588452865, 0.9784475549068931]","[2.007590783709241, 2.0335609791038576, 2.0341436700619844, 2.033241827347438, 2.007848921832026]",0.8020388441390489,0.24225345003702406,0.9789849422348365,2.0232772364109097,0.012706104876845575
7,0.29239985221107584,elasticnet,0.888499522243351,"[0.8929263697378045, 0.9541651903307502, 0.9360390816545392, 0.9149448880937276, 0.9316762596930152]","[0.6539524919902493, 0.7220233954607249, 0.7258975072396139, 0.7574542321647949, 0.7172183873845164]","[0.998529287440084, 0.9992423570826255, 0.9993182077048124, 0.9990584325868261, 0.9981749865623545]","[2.5454081491681375, 2.6754309428741005, 2.6612547965989655, 2.671457552845349, 2.647069633639886]",0.9259503579019673,0.7153092028479799,0.9988646542753405,2.6401242150252875,0.048361589178119606
8,0.0035857960003563157,elasticnet,0.10177137002595488,"[0.631509944900416, 0.7985532034200964, 0.83953970763619, 0.5627287747714953, 0.6444060147762414]","[0.34683326988313906, 0.44526233564322226, 0.434394174888325, 0.31974672120769415, 0.300306789012328]","[0.9348296596577534, 0.9939136760570279, 0.9868132463180425, 0.8736678014574514, 0.9013401497774945]","[1.9131728744413086, 2.2377292151203463, 2.2607471288425574, 1.7561432974366409, 1.846052953566064]",0.6953475291008878,0.3693086581269417,0.938112906653554,2.0027690938813834,0.20744668700191157
9,0.0656039864962943,l1,0.5371651983779823,"[0.8982068467965063, 0.9222768358867305, 0.9284669457310467, 0.9021761520399729, 0.9446731029874778]","[0.7033044871043533, 0.6355148248937169, 0.7110112772771529, 0.6284488382673131, 0.7150857918214183]","[0.9965569053454175, 0.9977139757572477, 0.9984029388490177, 0.9950251393953843, 0.9992792675283055]","[2.5980682392462775, 2.555505636537695, 2.637881161857217, 2.52565012970267, 2.6590381623372012]",0.9191599766883469,0.6786730438727909,0.9973956453750745,2.5952286659362125,0.04963475029617897
