trial_number,param_C,param_penalty,param_l1_ratio,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,0.04130184122809881,l2,0.4362942416699912,"[0.798513715325753, 0.8487358753795552, 0.8161422839240459, 0.7004006313276555, 0.8076062086222098]","[0.50544318416003, 0.45555603696377395, 0.5589743652997391, 0.56188706035736, 0.5280175307790205]","[0.9913107422247879, 0.9847267788003535, 0.9839911724729561, 0.9656648698578266, 0.9688018737719919]","[2.295267641710571, 2.2890186911436827, 2.359107821696741, 2.227952561542842, 2.304425613173222]",0.7942797429158439,0.5219756355119847,0.9788990874255832,2.295154465853412,0.04178454829067628
1,0.009594203502107348,l2,0.3134618200822933,"[0.726851349076037, 0.7867555710002914, 0.7746149066986248, 0.6737866575056455, 0.7295279771774591]","[0.3971311514505425, 0.4102133204149666, 0.46733667764245873, 0.4286726069252393, 0.38332436789326585]","[0.9635097786918382, 0.9590424337478837, 0.966173536937629, 0.9274627591400025, 0.9530043479266231]","[2.087492279218418, 2.1560113251631416, 2.2081251212787123, 2.0299220235708875, 2.065856692997348]",0.7383072922916115,0.41733562486529463,0.9538385712887953,2.1094814884457014,0.06420583860516767
2,0.5330930205460224,l1,0.24755189251753223,"[0.9280471104517423, 0.943448843071455, 0.9360758285050602, 0.9253632368730282, 0.9248230197526225]","[0.7451722118203744, 0.7877835900281385, 0.746453895972227, 0.7506631604527969, 0.7882079988139375]","[0.9996704389790206, 0.9986720659534527, 0.9993262105670361, 0.9995056705030442, 0.9996056028510523]","[2.6728897612511373, 2.7299044990530463, 2.6818559350443234, 2.675532067828869, 2.7126366214176123]",0.9315516077307816,0.7636561714174948,0.9993559977707213,2.694563776918998,0.02266738847066773
3,5.152415605023871,l1,0.1637163816072488,"[0.9296555731832902, 0.9436017253751596, 0.9370058760353821, 0.9184500703297173, 0.9373306583344178]","[0.7882843044518516, 0.8198398413032402, 0.8055377952254301, 0.7985394228923605, 0.8175978215972615]","[0.9995550166359004, 0.9994675187408055, 0.9996470437049031, 0.9995082161589689, 0.9997014213772846]","[2.7174948942710424, 2.7629090854192055, 2.7421907149657154, 2.7164977093810467, 2.754629901308964]",0.9332087806515933,0.8059598370940287,0.9995758433235725,2.738744461069195,0.01894526324594594
4,0.10751685214838537,l2,0.201727977361022,"[0.822974514368968, 0.9241994400369622, 0.881130543398909, 0.8328255130530128, 0.8976987481929067]","[0.5655206832390389, 0.6448036873005307, 0.6243132191580137, 0.6527404188521083, 0.5972308288568602]","[0.9950400264957797, 0.9954998193623891, 0.9902036660344886, 0.9945527384057753, 0.9975494862207609]","[2.3835352241037864, 2.564502946699882, 2.495647428591411, 2.4801186703108966, 2.492479063270528]",0.8717657518101516,0.6169217674813103,0.9945691473038387,2.4832566665953006,0.057954731864414535
5,0.38060269037703326,l1,0.37986102800263943,"[0.9360099361667367, 0.9424610475196943, 0.9282551087496661, 0.9449485736740598, 0.9240488097320394]","[0.7551988735610377, 0.6937701264318957, 0.7577372486184683, 0.7558623849294568, 0.7174004369404493]","[0.9989813768904229, 0.9979814421784391, 0.9995525169161728, 0.9994408139198557, 0.99925794519798]","[2.690190186618197, 2.634212616130029, 2.6855448742843073, 2.7002517725233726, 2.6407071918704688]",0.9351446951684392,0.7359938140962615,0.999042819020574,2.670181328285275,0.02721432543949387
6,0.06408035477196708,l2,0.5041893760148394,"[0.8745774326985221, 0.8654227741236109, 0.8716221440672178, 0.8206700833448219, 0.8345309799190391]","[0.5385999260767789, 0.5739279089756522, 0.5812321382658854, 0.5824661224981386, 0.5275159725958233]","[0.9931060996979855, 0.9974372906153025, 0.992695055253476, 0.9855260401148637, 0.9864749927029558]","[2.406283458473286, 2.4367879737145657, 2.4455493375865793, 2.388662245957824, 2.348521945217818]",0.8533646828306424,0.5607484136824556,0.9910478956769166,2.4051609921900146,0.03496551044654288
7,0.020958292958849194,l1,0.660601877285725,"[0.8854731270704239, 0.9011555183311963, 0.8574447715276987, 0.8377803267437445, 0.9097116122474971]","[0.516290805232485, 0.5933268880694075, 0.6344214961149686, 0.5618238231272352, 0.6389012592628268]","[0.9937748309232939, 0.9945342445583423, 0.9966019959911436, 0.9919279825456496, 0.9960397394920704]","[2.395538763226203, 2.489016650958946, 2.488468263633811, 2.3915321324166294, 2.544652611002394]",0.8783130711841121,0.5889528543613846,0.9945757587020999,2.4618416842475965,0.059404736427666124
8,61.278267838680605,l2,0.5537153021021675,"[0.9399268900247658, 0.9504098513908733, 0.9151705992218463, 0.9357801098979747, 0.931013316880855]","[0.7657693741348218, 0.7852706383900686, 0.8004300662751711, 0.7634041448336204, 0.779545337871469]","[0.9995134458595456, 0.999597802366517, 0.9993084215206497, 0.9995072082710774, 0.9995883207862277]","[2.7052097100191332, 2.7352782921474588, 2.714909087017667, 2.698691463002673, 2.7101469755385517]",0.9344601534832631,0.7788839123010302,0.9995030397608036,2.7128471055450967,0.0124371429857853
9,0.03675156011763674,l2,0.8629937815558933,"[0.8522634816189928, 0.8642288524379965, 0.8179644822252133, 0.8057475424410137, 0.8142086124203531]","[0.6401796315471171, 0.5788429642885335, 0.5613151074775675, 0.490457639754145, 0.5717679755007222]","[0.9865778941782142, 0.9913935976159202, 0.9839129572825364, 0.9761198760031455, 0.9916728444444898]","[2.479021007344324, 2.4344654143424505, 2.363192546985317, 2.2723250581983043, 2.377649432365565]",0.8308825942287139,0.5685126637136171,0.9859354339048613,2.385330691847192,0.07001638181764933
