trial_number,param_hidden_layer_sizes,param_activation,param_learning_rate_init,param_batch_size,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
20,256,relu,0.0017485283264479382,256,0.02223903585857582,"[0.7925716886623687, 0.7868267643386208, 0.8199807807908652, 0.82189777656922, 0.7990702346232348]","[0.8162902643913442, 0.8065617332973137, 0.8397716577637832, 0.8431609781491808, 0.8248875986508132]","[0.9998088074516679, 0.9998751232923528, 0.9998957812788991, 0.9999227867381528, 0.9998248556029297]","[2.608670760505381, 2.5932636209282873, 2.6596482198335476, 2.6649815414565534, 2.6237826888769775]",0.8040694489968618,0.826134446450487,0.9998654708728004,2.630069366320149,0.028092184272010323
21,256,relu,0.00046098917800401395,256,0.001967349221141522,"[0.9066761384276374, 0.8821908148646677, 0.891815365242905, 0.9322123498570689, 0.8590682368641666]","[0.9307868680703184, 0.9195313179213248, 0.916506581734603, 0.9564314922065159, 0.8791044924354797]","[0.9998645405710203, 0.9998956841171791, 0.9999376903817156, 0.9999417871858539, 0.9998784152119541]","[2.837327547068976, 2.8016178169031716, 2.8082596373592237, 2.8885856292494387, 2.7380511445116005]",0.894392581051289,0.9204721504736483,0.9999036234935448,2.814768355018482,0.049109546051876084
22,256,relu,0.0006121237624452055,256,0.0033018371996069874,"[0.9036474857648357, 0.8821971928934259, 0.8946724632086578, 0.9173077777826701, 0.8556867973878383]","[0.9274219891688109, 0.9195313954873159, 0.9181197921752718, 0.94271667874566, 0.8762309065555425]","[0.9998540535849432, 0.9998863548517698, 0.9999358311007143, 0.9999441937448332, 0.999876278198098]","[2.8309235285185896, 2.8016149432325115, 2.812728086484644, 2.8599686502731636, 2.7317939821414785]",0.8907023434074854,0.9168041524265202,0.9998993422960718,2.8074058381300775,0.04264960618552591
23,256,relu,6.851129479695194e-05,256,0.0007765231291620129,"[0.7818422078754924, 0.8232905744087938, 0.893990134302895, 0.8596785580293168, 0.8571070940396147]","[0.8031990654063312, 0.8544113669527336, 0.919108082467223, 0.8883750634131846, 0.8767508326727257]","[0.9998277367807081, 0.9999076964569205, 0.9999370011637067, 0.9999404678746463, 0.999872406954023]","[2.584869010062532, 2.6776096378184477, 2.8130352179338245, 2.7479940893171477, 2.7337303336663634]",0.8431817137312224,0.8683688821824397,0.9998970618460008,2.711447657759663,0.07657591962707902
24,256,relu,0.002003982101831404,256,0.008508526803427476,"[0.9059451178436572, 0.8850738328357417, 0.8901311041995108, 0.8970269095628481, 0.8456344765554245]","[0.9040947778885443, 0.9210420368216036, 0.9138512069859829, 0.9296453475254077, 0.8748156097844252]","[0.9998276905280467, 0.9998476935024366, 0.9999301799017075, 0.999936626097344, 0.9998673649633942]","[2.809867586260248, 2.805963563159782, 2.8039124910872015, 2.8266088831856, 2.7203174513032438]",0.8847622881994365,0.9086897958011928,0.9998819109985858,2.793333994999215,0.03737219300098662
25,64,relu,0.0001816286756510506,128,0.0003017028538482973,"[0.8476271154248868, 0.8618262584899072, 0.9108455372274671, 0.8945514775145881, 0.8567994505999635]","[0.8761380894671633, 0.9042286328956031, 0.9383413633693779, 0.9267905770369899, 0.8811078209383052]","[0.9998449283426677, 0.9999019656282203, 0.9999403141092174, 0.9999411312611253, 0.9998713355499251]","[2.723610133234718, 2.7659568570137307, 2.8491272147060624, 2.821283185812703, 2.7377786070881935]",0.8743299678513626,0.9053212967414879,0.9998999349782312,2.7795511995710815,0.04825254209446684
26,128,relu,0.0005463812990378684,256,0.0019162192762357728,"[0.9101610401884008, 0.8870835036375928, 0.8914092298469249, 0.914940412267067, 0.8623655176990433]","[0.9267861715794636, 0.9255080755540724, 0.9036842837056024, 0.9423946150972126, 0.8757079062536587]","[0.9998669760982846, 0.9998968538329784, 0.9999414414076456, 0.9999381472033306, 0.9998892950966425]","[2.836814187866149, 2.812488433024644, 2.795034954960173, 2.8572731745676103, 2.7379627190493445]",0.8931919407278057,0.9148162104380019,0.9999065427277763,2.8079146938935837,0.040869367295223606
27,256,relu,0.01035747843494805,256,0.0056682348348072115,"[0.8551788926313396, 0.8465422103339513, 0.8877040449370702, 0.8951982032101796, 0.8671028692678768]","[0.8821384040152985, 0.8829692536348432, 0.9083054991203877, 0.9153803419141018, 0.8762442880250095]","[0.9998044494878474, 0.9998496252877561, 0.9999214343529232, 0.9999244976451485, 0.9998247383660325]","[2.7371217461344854, 2.7293610892565505, 2.7959309784103814, 2.8105030427694295, 2.743171895658919]",0.8703452440760835,0.8930075573419283,0.9998649490279415,2.7632177504459525,0.03327210662410865
28,256,tanh,0.0007683627718700678,128,0.0009355074402939335,"[0.9045749069503447, 0.8932164703216421, 0.9004662140624353, 0.9285202254842746, 0.8677486885801013]","[0.9267185846311788, 0.930393809466933, 0.9252531326141614, 0.9529346136879124, 0.8829882478289487]","[0.9998378694377424, 0.9998787249306055, 0.9999400385274342, 0.9999474825038724, 0.9998830662888707]","[2.831131361019266, 2.8234890047191805, 2.825659385204031, 2.8814023216760596, 2.7506200026979206]",0.8989053010797596,0.923657677645827,0.999897436337705,2.8224604150632913,0.0417652245639546
29,64,tanh,0.00013497066696409454,128,0.00020901015481454547,"[0.8254576865893729, 0.8582753032226634, 0.8458473773399494, 0.8466308398530338, 0.8522122766224183]","[0.8505134470613126, 0.900926968575611, 0.879849307262408, 0.8796452026644016, 0.8728404969693186]","[0.9998358601322426, 0.9998941801635904, 0.9999100173625777, 0.9999325733426343, 0.9998763593461004]","[2.675806993782928, 2.759096451961865, 2.725606701964935, 2.7262086158600694, 2.724929132937837]",0.8456846967254876,0.8767550845066104,0.9998897980694291,2.722329579301527,0.026640938516645507
30,128,tanh,0.0025642786460763336,128,0.0011584590628697744,"[0.9120199122143963, 0.9093064751090263, 0.9069368381525004, 0.9085314036781559, 0.8659662177307424]","[0.9253691175088541, 0.9142936507861907, 0.9322548285231237, 0.9333413743668211, 0.8767534673347295]","[0.9998473932910733, 0.9998950424558973, 0.9999378915837133, 0.9999409395797872, 0.9998711650310343]","[2.837236423014324, 2.8234951683511142, 2.839129558259337, 2.841813717624764, 2.7425908500965064]",0.9005521693769643,0.9164024877039438,0.9998984863883011,2.8168531434692095,0.0376663024853683
31,256,tanh,0.0007676288587017868,128,0.0005530561845848604,"[0.914456327495315, 0.88799160461959, 0.9261509927410921, 0.9316411085343194, 0.8681377296759919]","[0.9260843950229406, 0.9173665396899409, 0.9529394113639007, 0.9545672229827775, 0.8832308312822551]","[0.9998496366275751, 0.9998927953269608, 0.9999406851598625, 0.9999483276044127, 0.999882654333896]","[2.8403903591458306, 2.8052509396364917, 2.8790310892648554, 2.8861566591215095, 2.751251215292143]",0.9056755526132617,0.926837680068363,0.9999028198105414,2.8324160524921664,0.049900457262400805
32,256,tanh,0.0009581867853020848,128,0.0005950779483151136,"[0.9128303603041688, 0.8830825639997582, 0.9240019075574533, 0.9251110966587514, 0.8604300667349386]","[0.9164047062879327, 0.9125255665913563, 0.9470050093940684, 0.9521979112266726, 0.868499184939242]","[0.9998540123938545, 0.999880975620495, 0.9999411607645533, 0.9999479941604816, 0.9998821634348921]","[2.8290890789859557, 2.7954891062116096, 2.870948077716075, 2.877257002045906, 2.7288114151090728]",0.901091199051014,0.9193264756878545,0.9999012612748552,2.820318936013724,0.05453863876349022
33,256,tanh,0.0012024364538517425,128,0.00044728595050051387,"[0.9123779445561582, 0.8866042863478164, 0.9322929766248929, 0.9272861830904656, 0.8693405859371023]","[0.9115443195390799, 0.9134923602047383, 0.9523739217461895, 0.9537857887247018, 0.8813534253476024]","[0.9998547777873452, 0.9998905803401931, 0.9999310548024094, 0.9999497273444434, 0.9998804469218642]","[2.8237770418825834, 2.799987226892748, 2.8845979531734915, 2.8810216991596107, 2.750574458206569]",0.9055803953112871,0.9225099631124625,0.999901317439251,2.827991675863,0.050619940523811156
34,256,tanh,0.001809068712195325,128,0.00038156471814798843,"[0.912947212255346, 0.8810961800041244, 0.9338623177454614, 0.9259738346672749, 0.879135546905492]","[0.9126512896816091, 0.9004903983326825, 0.9511566351948209, 0.9537643171272822, 0.885684930031583]","[0.999856465787814, 0.9998850214199476, 0.9999482384534207, 0.9999467258025395, 0.9998781549362873]","[2.8254549677247693, 2.7814715997567543, 2.884967191393703, 2.8796848775970965, 2.764698631873362]",0.9066030183155398,0.9207495140735956,0.9999029212800018,2.827255453669137,0.04917773509730068
35,16,tanh,0.0016254141530870553,128,0.00037674228347573313,"[0.8967620201029004, 0.888262310450429, 0.9017919183702452, 0.9023432606543177, 0.8648721018681635]","[0.9067246079938868, 0.9222266072070587, 0.9292815790960125, 0.9298872916801642, 0.8802711712115818]","[0.9998602904803766, 0.99988808508228, 0.9999391367963749, 0.9999411538643445, 0.9998925758624532]","[2.803346918577164, 2.8103770027397674, 2.8310126342626325, 2.8321717061988263, 2.7450358489421984]",0.8908063222892112,0.9136782514377408,0.9999042484171659,2.8043888221441176,0.03175038681942647
36,256,tanh,0.0074150327650989575,128,0.00021549210507072799,"[0.8969703622953894, 0.8983592447791011, 0.9113934651599637, 0.9231766077105148, 0.8640073997830036]","[0.9019587414380581, 0.9108428962436423, 0.9361579255950342, 0.9481225794391266, 0.880371649156572]","[0.9998182335007135, 0.9998460691319971, 0.9999146810621875, 0.9999247621032342, 0.9998567325273515]","[2.798747337234161, 2.8090482101547405, 2.8474660718171854, 2.8712239492528755, 2.744235781466927]",0.8987814159455944,0.9154907583744867,0.9998720956650967,2.814144269985178,0.04363178747994623
37,32,tanh,0.000382578340970321,128,0.0004398759650657109,"[0.9039545640498325, 0.8790827131899935, 0.8985429201375037, 0.916862065647228, 0.8545475766968632]","[0.9274998301021689, 0.9113669727421889, 0.9226682277736163, 0.9428229476809904, 0.874094763083621]","[0.9998627275709957, 0.9998878593364503, 0.9999406682904948, 0.9999486997703056, 0.9998756376452905]","[2.8313171217229973, 2.7903375452686325, 2.821151816201615, 2.859633713098524, 2.7285179774257746]",0.8905979679442841,0.915690548276517,0.9999031185227073,2.8061916347435085,0.0447117480273578
38,16,logistic,0.0194286809532241,128,0.0002167078821747254,"[0.904105214931497, 0.8434006529867526, 0.9161367843935905, 0.9130502829051848, 0.8734327028447436]","[0.9173039611465461, 0.864884541223928, 0.9397885945305446, 0.9341673773980292, 0.884592353688155]","[0.9998122842840002, 0.9998208256138257, 0.9999454322606093, 0.9999328171017055, 0.9998481810954649]","[2.821221460362043, 2.7081060198245064, 2.8558708111847446, 2.8471504774049192, 2.7578732376283637]",0.8900251276123538,0.9081473655974406,0.9998719080711211,2.798044401280915,0.056559899770969986
39,128,tanh,0.000110944869540569,128,0.0002330964057326193,"[0.8499935747029658, 0.8797798183224333, 0.8550933176732742, 0.9163933477510351, 0.8595490727829364]","[0.8705381823106149, 0.9177201464835422, 0.8856324769933659, 0.943563118235437, 0.8760974722459421]","[0.9998386303490099, 0.9999116111933659, 0.9999157945364514, 0.9999404986525352, 0.9998830555592915]","[2.7203703873625904, 2.7974115759993414, 2.7406415892030918, 2.8598969646390073, 2.73552960058817]",0.8721618262465289,0.8987102792537804,0.9998979180581309,2.7707700235584403,0.05165872092753029
40,64,logistic,0.002496542692338919,128,0.0005071469190972077,"[0.8959004806208689, 0.8756310395138311, 0.8906219120527089, 0.9067427411059528, 0.8586372349712116]","[0.921603713571169, 0.9119619649239751, 0.9234528287330361, 0.9369867336210101, 0.8750937666609603]","[0.99983590173949, 0.9998865945613882, 0.9999285469620548, 0.9999376786729599, 0.9998924689866121]","[2.8173400959315282, 2.7874795989991945, 2.8140032877478, 2.843667153399923, 2.733623470618784]",0.8855066816529146,0.9138198015020302,0.9998962381845009,2.799222721339446,0.03731802396711356
41,256,tanh,0.0008626973319241116,128,0.0008732140791813818,"[0.9046058234458044, 0.8920336328336933, 0.9235787572159926, 0.9121847629659756, 0.8669406893504277]","[0.9272454340916725, 0.9216039075845173, 0.9483836415922713, 0.9404887660734009, 0.8824752403834288]","[0.999836605882532, 0.9998934314250686, 0.9999272524086155, 0.9999469899739529, 0.9998814834856605]","[2.831687863420009, 2.8135309718432793, 2.8718896512168794, 2.8526205190133296, 2.749297413219517]",0.8998687331623787,0.9240393979450582,0.9998971526351659,2.823805283742603,0.042098796886297696
42,256,tanh,0.0014528036727010061,128,0.0003084242377953783,"[0.8762824628400036, 0.8906330624207763, 0.9050617660024092, 0.9257219864554268, 0.8796325610467705]","[0.8854437860909888, 0.920968803786412, 0.9354448416562405, 0.9526858918096335, 0.8885491380732746]","[0.9998394036960674, 0.9998845022201557, 0.9999280104950005, 0.9999496515104557, 0.9998803236822963]","[2.76156565262706, 2.811486368427344, 2.84043461815365, 2.878357529775516, 2.7680620228023414]",0.8954663677530773,0.9166184922833098,0.9998963783207951,2.8119812383571823,0.04401427168545444
43,256,tanh,0.0003704812033854701,32,0.0006229547533743191,"[0.8986639151339639, 0.8923837859703232, 0.8860630612051259, 0.8950422905088766, 0.8617303179993416]","[0.9237417438461728, 0.9317337134425798, 0.9136523632765343, 0.9251114390066641, 0.87799682439639]","[0.999821916120576, 0.9998716142279721, 0.999915563938735, 0.9999472242587137, 0.9998696134259666]","[2.8222275751007126, 2.823989113640875, 2.7996309884203954, 2.8201009537742543, 2.7395967558216983]",0.8867766741635261,0.9144472167936681,0.9998851863943926,2.8011090773515868,0.03198790028969627
44,32,tanh,0.00019789872141868944,128,0.00015819067794202815,"[0.8992430490836941, 0.8063783497375152, 0.831002715428048, 0.7669187547723546, 0.8283126709045939]","[0.9209018832721259, 0.8398787361773761, 0.8603838314323133, 0.7927958867566355, 0.8585571766738194]","[0.9998551443791557, 0.9998842421958704, 0.9999083815922164, 0.9999182430842731, 0.9998403677903344]","[2.820000076734976, 2.6461413281107617, 2.691294928452578, 2.559632884613263, 2.686710215368748]",0.8263711079852412,0.8545035028624539,0.9998812758083699,2.6807558866560655,0.08414798772434907
45,256,tanh,0.0031154938981919687,128,0.00010341236550923626,"[0.8764204933363403, 0.9197984967509127, 0.932769053521569, 0.9299313779261602, 0.8869921278652327]","[0.8803217372066718, 0.9227805752392917, 0.953849803668789, 0.9542261539584882, 0.8906171591077298]","[0.9998326622807445, 0.9999116588529009, 0.999930030440528, 0.9999448961456225, 0.9998624171018108]","[2.756574892823757, 2.8424907308431053, 2.886548887630886, 2.884102428030271, 2.7774717040747734]",0.9091823098800429,0.920359085836194,0.9998963329643213,2.8294377286805585,0.053721048499678035
46,256,tanh,0.0038580042730933374,128,0.00010344752441221819,"[0.9051500749945812, 0.9193925145581181, 0.927976708503475, 0.9300333137638351, 0.8699516152851772]","[0.9261468102125576, 0.9201579479624207, 0.9523164674702026, 0.9542868297653029, 0.8809108402988909]","[0.9998378257119743, 0.9999087028176982, 0.999927113040899, 0.9999408470368627, 0.999869955035834]","[2.831134710919113, 2.839459165338237, 2.8802202890145767, 2.884260990566001, 2.750732410619902]",0.9105008454210374,0.926763779141875,0.9998968887286536,2.837161513291566,0.048133169990522764
47,16,logistic,0.0052160827986670755,64,0.00010557596601877076,"[0.9032471147588764, 0.8434741516577631, 0.8900939899650957, 0.8934409447213063, 0.8603316396384869]","[0.926256890340636, 0.8695022340482566, 0.9209777907648227, 0.9180847781991395, 0.8789072204986447]","[0.9998325393590315, 0.9998389258578844, 0.9999345733126631, 0.9999356777893179, 0.9998711160719412]","[2.8293365444585437, 2.712815311563904, 2.8110063540425814, 2.8114614007097636, 2.7391099762090727]",0.8781175681483055,0.9027457827702999,0.9998825664781676,2.780745917396773,0.04597456424330287
48,128,tanh,0.0031974692003509525,32,0.000152184406280373,"[0.8945898770532508, 0.8777731550496348, 0.9121912056989205, 0.9225178039906389, 0.8566256433288985]","[0.9102031504470706, 0.9057905394776106, 0.9365125140732179, 0.9428164590595478, 0.8684476634308548]","[0.9998442001210163, 0.9998901004053592, 0.9999258636948761, 0.9999333990303875, 0.999888749406219]","[2.8046372276213374, 2.783453794932605, 2.8486295834670146, 2.865267662080574, 2.724962056165972]",0.8927395370242687,0.9127540652976602,0.9998964625315716,2.8053900648535004,0.049810468584420634
