trial_number,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_criterion,param_class_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
10,246,26,13,1,sqrt,True,gini,balanced_subsample,"[0.9494596664155217, 0.9439115492226219, 0.9638492298222973, 0.9645144829037868, 0.9574250191308576]","[0.8140994566459081, 0.8252499597522975, 0.8172296748219758, 0.8257469332478581, 0.8208944087569244]","[0.9993084858566798, 0.9991600861854262, 0.9996121308423273, 0.9996503925804983, 0.9994924322666573]","[2.7628676089181097, 2.7683215951603457, 2.7806910354866003, 2.789911808732143, 2.7778118601544395]",0.955831989499017,0.8206440866449928,0.9994447055463178,2.7759207816903277,0.009489081009896832
11,249,27,13,1,sqrt,True,gini,balanced_subsample,"[0.958374031476177, 0.9465099915059156, 0.9636434157888535, 0.9542061777219466, 0.9557743768871909]","[0.8292889856317158, 0.826909271281548, 0.8175417907800114, 0.8212975840541352, 0.822604209841475]","[0.9993176647260494, 0.9991369571325123, 0.9996486587864989, 0.9996579647214088, 0.9995494810640637]","[2.786980681833942, 2.772556219919976, 2.7808338653553637, 2.7751617264974904, 2.77792806779273]",0.9557015986760167,0.8235283683177771,0.9994621452861064,2.7786921122799,0.004979639631379789
12,263,22,14,1,sqrt,True,gini,balanced_subsample,"[0.9428564044730113, 0.9429083382031496, 0.9606562545672298, 0.9610987548598108, 0.9536199005462389]","[0.7987609611109694, 0.7972713409659155, 0.8000073126089049, 0.806507143912271, 0.7974357735503281]","[0.9990801474001296, 0.9985139619550076, 0.9994403936421731, 0.9993378446064333, 0.999137783531733]","[2.7406975129841102, 2.7386936411240725, 2.7601039608183076, 2.766943743378515, 2.7501934576283]",0.9522279305298881,0.7999965064296777,0.9991020262270954,2.751326463186661,0.01090679038519621
13,245,12,13,1,sqrt,True,gini,balanced_subsample,"[0.9250107588745327, 0.8899728633925271, 0.945454248630372, 0.9351389502712002, 0.9001174374285147]","[0.6711080357386926, 0.6731520006286036, 0.6446750269768887, 0.6668010423617738, 0.6743053665981387]","[0.9962444514137617, 0.996048221914574, 0.9975087447206527, 0.9958686560818788, 0.9951574631408207]","[2.592363246026987, 2.5591730859357047, 2.5876380203279132, 2.597808648714853, 2.569580267167474]",0.9191388517194294,0.6660082944608195,0.9961655074543376,2.5813126536345865,0.014574313430300977
14,240,30,12,3,sqrt,True,gini,balanced_subsample,"[0.9592646908603558, 0.9416173846190068, 0.9620940888029488, 0.9585325509417432, 0.9622968789937009]","[0.8298403838560686, 0.8209208377314708, 0.8220540219484715, 0.8218607817361199, 0.8198116729330701]","[0.9993809405622188, 0.9994485640238056, 0.9996971392350208, 0.9997060614986943, 0.9996043623288748]","[2.788486015278643, 2.7619867863742833, 2.7838452499864412, 2.7800993941765575, 2.781712914255646]",0.956761118843551,0.8228975396410402,0.9995674135297229,2.7792260720143145,0.009068885264548073
15,296,31,7,3,sqrt,True,gini,balanced_subsample,"[0.9552515931771056, 0.9461901857701365, 0.9664619533608524, 0.9585316635199552, 0.9604651350867318]","[0.8223071539858238, 0.8192182043111726, 0.8263301369202454, 0.8235145862938883, 0.81692851428214]","[0.9993883197352392, 0.9994672914763778, 0.9997109057666187, 0.999746532476035, 0.9996345162703669]","[2.7769470668981686, 2.7648756815576867, 2.792502996047716, 2.7817927822898785, 2.777028165639239]",0.9573801061829563,0.8216597191586541,0.9995895131449275,2.778629338486538,0.008911146075811243
16,221,46,16,4,sqrt,True,gini,balanced_subsample,"[0.9607098636384245, 0.9417809840562106, 0.968583886279753, 0.9396561189070272, 0.9479792258310628]","[0.8306228678131005, 0.8194552882440462, 0.8254082307826974, 0.8218062153120216, 0.8240675740820416]","[0.9992375653558987, 0.9996333420160488, 0.9997509809191811, 0.999732402952722, 0.9996520654072192]","[2.7905702968074237, 2.760869614316306, 2.793743097981632, 2.761194737171771, 2.7716988653203236]",0.9517420157424956,0.8242720352467815,0.9996012713302139,2.7756153223194913,0.014092518074040529
17,149,19,11,2,sqrt,True,gini,balanced_subsample,"[0.9410056114743588, 0.9290676965608355, 0.9637789439942388, 0.9553977936489848, 0.9490305949573637]","[0.7692145661085842, 0.7694155684975061, 0.7678291579054283, 0.7753073307511188, 0.7775580656055581]","[0.9986618167162048, 0.998057769570062, 0.9991499598343908, 0.9987477051617357, 0.9986647150466449]","[2.7088819942991478, 2.6965410346284036, 2.7307580617340577, 2.729452829561839, 2.7252533756095665]",0.9476561281271563,0.7718649377736391,0.9986563932658076,2.7181774591666032,0.01334177398936967
18,234,10,2,6,sqrt,True,gini,balanced_subsample,"[0.9185018041561692, 0.8760579360041703, 0.935574096182991, 0.9286879055959748, 0.8974970660999817]","[0.5978476900054721, 0.6139878931037945, 0.6010429652545739, 0.6142169428826579, 0.6018560199468996]","[0.994304497062026, 0.9945178814872748, 0.9963968845652508, 0.9940314048126144, 0.9923886183439666]","[2.510653991223667, 2.4845637105952396, 2.5330139460028156, 2.5369362532912474, 2.491741704390848]",0.9112637616078574,0.6057903022386796,0.9943278572542263,2.5113819211007637,0.02110190893782648
19,268,31,15,2,sqrt,True,gini,balanced_subsample,"[0.9564655862020188, 0.9389408361022784, 0.9647722142737521, 0.9591623913995357, 0.9637418597402829]","[0.8303162616433909, 0.8213503165606016, 0.8264837638073478, 0.830740332114587, 0.8242580511699749]","[0.9993888434963746, 0.999503135486986, 0.9997086573710386, 0.9997609447963259, 0.999658989586948]","[2.7861706913417845, 2.759794288149866, 2.7909646354521387, 2.7896636683104488, 2.7876589004972057]",0.9566165775435737,0.8266297450591804,0.9996041141475345,2.7828504367502886,0.01164467043164383
20,274,43,16,4,sqrt,True,gini,balanced_subsample,"[0.9578511740276835, 0.9418076219720567, 0.9685707364793315, 0.9592902853297803, 0.9514270059685397]","[0.8345418019039497, 0.8213021079794313, 0.8264077378961742, 0.8216879334387626, 0.8228988750168748]","[0.9992467041902635, 0.9996121899773155, 0.9997340720450579, 0.9997402395601078, 0.9996932143510713]","[2.7916396801218966, 2.7627219199288033, 2.7947125464205635, 2.780718458328651, 2.774019095336486]",0.9557893647554785,0.8253676912470385,0.9996052840247632,2.78076234002728,0.011694911866637398
21,275,43,16,4,sqrt,True,gini,balanced_subsample,"[0.9578511740276835, 0.9418876219720568, 0.9685863194328465, 0.9590978899697384, 0.9514270059685397]","[0.8349938142878506, 0.8220757855543914, 0.8266820133198222, 0.8214333421431701, 0.8228988750168748]","[0.9992450452925649, 0.9996127829640546, 0.9997338086534059, 0.9997395466240111, 0.9996949114601946]","[2.792090033608099, 2.763576190490503, 2.7950021414060746, 2.7802707787369196, 2.7740207924456093]",0.9557700022741731,0.8256167660644218,0.9996052189988461,2.7809919873374414,0.011592055278782093
22,278,44,16,4,sqrt,True,gini,balanced_subsample,"[0.9617165210787881, 0.941881387803782, 0.9655640739874819, 0.9395283991098377, 0.9541179496524912]","[0.8304231775328623, 0.821388871780899, 0.8262277909379114, 0.8167303000996413, 0.8253769537876086]","[0.9992430339661165, 0.9996368141713126, 0.9997348351690103, 0.9997514145524206, 0.9996807157739441]","[2.791382732577767, 2.7629070737559935, 2.791526700094404, 2.7560101137618997, 2.779175619214044]",0.9525616663264762,0.8240294188277846,0.9996093627265609,2.7762004478808215,0.014550675636903014
23,269,42,15,4,sqrt,True,gini,balanced_subsample,"[0.9557658263158814, 0.9415595119415208, 0.9673943148385671, 0.9692806442353985, 0.9483256201572668]","[0.8331827910402694, 0.8172005960111377, 0.8243951197276581, 0.8148145803223144, 0.8217919546315671]","[0.9992551882409848, 0.9996322146856454, 0.9997409369694777, 0.999752554211938, 0.9996901486626332]","[2.7882038055971354, 2.758392322638304, 2.791530371535703, 2.7838477787696507, 2.769807723451467]",0.9564651834977269,0.8222770083465892,0.9996142085541357,2.778356400398452,0.012428390237235121
24,288,49,17,6,sqrt,True,gini,balanced_subsample,"[0.9555562246595247, 0.9415018272927967, 0.9669295123400876, 0.9396083970376314, 0.9530619353842157]","[0.8188970536288693, 0.8122096930212325, 0.8219521391003388, 0.8100642196602892, 0.8182955061160427]","[0.9990399341265003, 0.9995866300832296, 0.9997144269667615, 0.9997053691180597, 0.9996064893823865]","[2.7734932124148943, 2.7532981503972587, 2.788596078407188, 2.7493779858159804, 2.770963930882645]",0.9513315793428513,0.8162837223053545,0.9995305699353875,2.767145871583593,0.014299893929118243
25,299,35,15,2,sqrt,True,gini,balanced_subsample,"[0.9586630890770437, 0.941635311124313, 0.9670592224068163, 0.9598735756232951, 0.9499689432296701]","[0.8390892670246708, 0.8252682862505643, 0.8339378901677282, 0.8345436969873016, 0.8246894701872712]","[0.9993636295628953, 0.9995897953782119, 0.9997596397634091, 0.9997819436386999, 0.9997211462883212]","[2.7971159856646097, 2.7664933927530893, 2.8007567523379535, 2.7941992162492966, 2.7743795597052623]",0.9554400282922277,0.8315057221235073,0.9996432309263075,2.7865889813420424,0.013582060872965188
26,297,34,15,2,sqrt,True,gini,balanced,"[0.9630574429785884, 0.9447791693400057, 0.9651925011542645, 0.9398331581860256, 0.9509743860974983]","[0.834950577414107, 0.826891905552853, 0.8356613193882886, 0.8293318219016033, 0.8256504586672824]","[0.999425995045271, 0.9995839883672688, 0.9997574845042985, 0.9997806844985988, 0.9997101054680302]","[2.7974340154379664, 2.7712550632601274, 2.8006113050468517, 2.7689456645862274, 2.776334950232811]",0.9527673315512765,0.8304972165848268,0.9996516515766934,2.7829161997127967,0.013404137615091707
27,298,34,20,2,sqrt,True,gini,balanced,"[0.95764882174013, 0.9416649565614614, 0.9616368493514591, 0.9398788775963189, 0.9509673952404372]","[0.8317557870711895, 0.8246673391768564, 0.8320833588209681, 0.8256353752674521, 0.8267072352837803]","[0.9994376502226942, 0.9995939811351907, 0.9997419349925533, 0.9997661262584525, 0.9996919687220192]","[2.7888422590340136, 2.7659262768735084, 2.7934621431649806, 2.7652803791222236, 2.7773665992462364]",0.9503593800979612,0.8281698191240494,0.9996463322661819,2.7781755314881926,0.011527732974203413
28,261,36,11,2,,True,gini,balanced,"[0.9456870169225822, 0.8974744202510635, 0.9548313456177595, 0.9378302662577093, 0.9068254359554447]","[0.8154756414203042, 0.8126201868455238, 0.8134165010716359, 0.8059579789456552, 0.8110347094263343]","[0.9983845742442652, 0.9872811207533289, 0.9992773312314257, 0.9984794374639386, 0.9984172352687076]","[2.7595472325871517, 2.6973757278499164, 2.767525177920821, 2.742267682667303, 2.7162773806504865]",0.9285296970009117,0.8117010035418906,0.9963679397923333,2.736598640335136,0.026331035351258535
29,177,32,10,2,sqrt,True,gini,balanced,"[0.9554475905233778, 0.9464690115324214, 0.9671222256661918, 0.9374619241406514, 0.953927062430679]","[0.8329063095400295, 0.8300188720388304, 0.8311510770296876, 0.8271360424422878, 0.8241205510080414]","[0.9994013854570519, 0.9995382511532973, 0.999720790371589, 0.9997487212582999, 0.9996749124483627]","[2.787755285520459, 2.7760261347245487, 2.7979940930674685, 2.7643466878412393, 2.777722525887083]",0.9520855628586643,0.8290665704117753,0.9996168121377202,2.78076894540816,0.011375237392889526
30,300,39,14,2,sqrt,True,gini,balanced,"[0.9554078882939713, 0.9411863524951402, 0.9628664939181236, 0.9389957795879442, 0.9482202905297277]","[0.8351599700145991, 0.8314148812687432, 0.8376092573306838, 0.8279676775387559, 0.8310282418793643]","[0.9994238683609684, 0.9996726388934221, 0.9997706621399597, 0.9997637343578809, 0.9997294191376366]","[2.7899917266695384, 2.7722738726573053, 2.8002464133887672, 2.766727191484581, 2.7789779515467283]",0.9493353609649814,0.8326360056064293,0.9996720645779735,2.7816434311493845,0.012109108967030878
31,300,38,14,2,sqrt,True,gini,balanced,"[0.956286373884193, 0.9418368391811205, 0.9666107370715877, 0.9401440852863504, 0.9475497423898154]","[0.8362631868805601, 0.8316050571714275, 0.8372887341824753, 0.8314109224305766, 0.8298210857462724]","[0.9994223082847884, 0.9996547974032199, 0.9997638057607129, 0.9997896872047954, 0.9997268512864437]","[2.7919718690495414, 2.773096693755768, 2.803663277014776, 2.7713446949217224, 2.7770976794225315]",0.9504855555626133,0.8332777972822623,0.999671489987992,2.783434842832868,0.012452140450693374
32,260,36,15,2,sqrt,True,gini,balanced,"[0.965903948946127, 0.9467314785597765, 0.965069468578969, 0.939494999429089, 0.951335406403793]","[0.841074778886705, 0.8299887732832802, 0.834226350291782, 0.8243718659872428, 0.8280948833837921]","[0.9994262766800945, 0.9996343629285007, 0.9997540805520511, 0.9997951669802658, 0.9997061393212634]","[2.8064050045129267, 2.7763546147715576, 2.799049899422802, 2.7636620323965975, 2.7791364291088483]",0.9537070603835509,0.8315513303665604,0.9996632052924351,2.784921596042546,0.015620346775114405
33,300,37,18,3,sqrt,True,gini,balanced,"[0.9526711876104375, 0.9416428126882068, 0.9638381719710957, 0.9403258170682364, 0.9541627070532079]","[0.8281378895344254, 0.8231752228820074, 0.8307106712724922, 0.8231549501263659, 0.8279284415239263]","[0.9993847789636456, 0.9996383140208064, 0.9997458685711466, 0.9997676302420593, 0.9996946962730406]","[2.780193856108508, 2.7644563495910206, 2.7942947118147345, 2.7632483974366613, 2.781785844850175]",0.9505281392782369,0.8266214350678434,0.9996462576141397,2.7767958319602197,0.01164863425665768
34,53,34,12,5,log2,False,entropy,balanced,"[0.9487924254589296, 0.9455321127186593, 0.9637912278107614, 0.9627893965977828, 0.9610701456530267]","[0.7689212359322073, 0.7698231128721226, 0.7611310316233473, 0.7639416262933955, 0.7649743287546201]","[0.9990770807054963, 0.9993044566102757, 0.9995928816082721, 0.9995097864706101, 0.9994780304872637]","[2.716790742096633, 2.7146596822010576, 2.7245151410423807, 2.7262408093617885, 2.7255225048949105]",0.956395061647832,0.7657582670951385,0.9993924471763836,2.721545775919354,0.004831220859303327
35,226,41,15,2,sqrt,True,gini,balanced,"[0.9573318387558473, 0.941807288308662, 0.9688907250748321, 0.9340897044119895, 0.9472742838230864]","[0.8418689775815564, 0.8313752602681492, 0.8394353421928747, 0.8294894127956931, 0.8352322823280722]","[0.9994586528125536, 0.9996878885247699, 0.9997785444112409, 0.9997548184879576, 0.9997302693822273]","[2.7986594691499573, 2.7728704371015813, 2.8081046116789476, 2.7633339356956403, 2.7822368355333857]",0.9498787680748834,0.8354802550332693,0.9996820347237498,2.785041057831903,0.016398630832985418
36,195,40,12,10,log2,False,gini,balanced,"[0.9477401094257466, 0.9489174038308127, 0.9634332427523712, 0.9593545541055737, 0.9581867860226368]","[0.7684923338267619, 0.7870038006821781, 0.7838484722477049, 0.782639504495672, 0.7737950831927273]","[0.9992531886359324, 0.9993097123569373, 0.9995949762178387, 0.9995387741149632, 0.9994224874694667]","[2.715485631888441, 2.735230916869928, 2.746876691217915, 2.7415328327162087, 2.731404356684831]",0.9555264192274283,0.7791558388890089,0.9994238277590277,2.7341060858754647,0.010710096372279914
37,224,47,14,1,sqrt,True,gini,balanced,"[0.946988128712822, 0.9341450197056537, 0.9594860829174068, 0.9339601407919997, 0.9316329836314293]","[0.8537889866403594, 0.8444446541171713, 0.8521215905645942, 0.8491880992576423, 0.8463847295716806]","[0.9995697590889293, 0.9996978547101832, 0.9998156660932673, 0.9997578349156945, 0.9997212257333115]","[2.8003468744421105, 2.778287528533008, 2.8114233395752684, 2.7829060749653367, 2.7777389389364213]",0.9412424711518623,0.8491856120302895,0.9997124681082772,2.7901405512904294,0.013444388380429788
38,220,47,18,1,,True,entropy,balanced,"[0.9177411527498659, 0.9119622000419519, 0.9565158329810106, 0.924187714312524, 0.8979911468006648]","[0.819918758455444, 0.8097709627241916, 0.821624203671541, 0.815199777158313, 0.8019979590865924]","[0.9883543117072828, 0.9857444366571108, 0.9912764033573811, 0.9985988844020979, 0.9910193196980166]","[2.7260142229125925, 2.7074775994232545, 2.769416440009933, 2.737986375872935, 2.6910084255852738]",0.9216796093772034,0.8137023322192164,0.9909986711643779,2.726380612760798,0.02681576381449153
39,157,46,20,1,log2,False,gini,balanced,"[0.9458371414692567, 0.9493085616624473, 0.9648260226969342, 0.9467582315200258, 0.9461387431965679]","[0.8408070732654138, 0.844227519054961, 0.8477094937153856, 0.8404683906451835, 0.8400540976889979]","[0.9996019709528632, 0.9996969280152724, 0.9998179377679566, 0.9998005035743829, 0.9997830295984795]","[2.7862461856875336, 2.7932330087326807, 2.8123534541802764, 2.787027125739592, 2.7859758704840454]",0.9505737401090464,0.8426533148739883,0.9997400739817909,2.7929671289648255,0.010052190899576258
40,166,46,20,1,log2,False,entropy,balanced,"[0.9455569227299156, 0.9485414606337861, 0.9624651156499666, 0.9452235522604397, 0.9467791189107476]","[0.8562000681705996, 0.8501280306289849, 0.8511619938124704, 0.8453170776850945, 0.8483362762929757]","[0.9996279982689724, 0.9996766203564165, 0.999781049195559, 0.9997313787916319, 0.9996937866923697]","[2.8013849891694873, 2.7983461116191872, 2.813408158657996, 2.790272008737166, 2.794809181896093]",0.9497132340369709,0.850228689318025,0.99970216666099,2.7996440900159856,0.007815079108848419
41,150,46,20,1,log2,False,entropy,balanced,"[0.9434352185948174, 0.9485414606337861, 0.965780037015521, 0.9445858088300887, 0.9467681449738476]","[0.8542245528042943, 0.8501280306289849, 0.8524094311412708, 0.8458945037351546, 0.8479434582661459]","[0.9996322078915404, 0.999677789351616, 0.9997825894236505, 0.9997265917623797, 0.9996843816329927]","[2.797291979290652, 2.798347280614387, 2.8179720575804423, 2.790206904327623, 2.794395984872986]",0.9498221340096122,0.8501199953151701,0.9997007120124358,2.799642841337218,0.009588864458784506
42,156,50,20,1,log2,False,entropy,balanced,"[0.9529391786286342, 0.9466357979141767, 0.9605085970711897, 0.945276533970996, 0.9318200096644952]","[0.8610144877351812, 0.8517662879793961, 0.8527635208051698, 0.8486095209752265, 0.8478880070166681]","[0.9995900891047793, 0.9996845039645667, 0.9997390855471271, 0.9997217227499782, 0.9996010596102122]","[2.8135437554685945, 2.7980865898581397, 2.8130112034234864, 2.7936077776962005, 2.7793090762913755]",0.9474360234498984,0.8524083649023284,0.9996672921953327,2.799511680547559,0.012838757070297375
43,154,50,20,1,log2,False,entropy,balanced,"[0.9529391786286342, 0.9466404009061216, 0.9604427173017689, 0.9453211759438477, 0.9316423018797754]","[0.8610144877351812, 0.8521322521417934, 0.8516016275871956, 0.8486530134958846, 0.8478071403261654]","[0.999590135400983, 0.9996853970103479, 0.9997403383906588, 0.9997209920218385, 0.9996027071108867]","[2.8135438017647982, 2.7984580500582625, 2.8117846832796234, 2.7936951814615707, 2.7790521493168274]",0.9473971549320297,0.8522417042572441,0.999667913986943,2.799306773176217,0.012655838998414616
44,159,50,20,1,log2,False,entropy,balanced,"[0.9529332588417466, 0.9466328388965707, 0.960514514668645, 0.945316574011036, 0.9316330937766446]","[0.8609723523239239, 0.8516510078866886, 0.8528051958614653, 0.8486311267521265, 0.8477915925826242]","[0.9995905313827954, 0.9996834552997059, 0.9997401528471325, 0.9997214348805025, 0.9995983590705011]","[2.813496142548466, 2.797967302082965, 2.8130598633772426, 2.7936691356436647, 2.7790230454297697]",0.9474060560389287,0.8523702550813657,0.9996667866961275,2.7994430978164218,0.012925939209760554
45,150,50,19,1,log2,False,entropy,balanced,"[0.9479325921173651, 0.9466703456450276, 0.95951039416724, 0.9453178896756796, 0.9285456481751223]","[0.8590503931648722, 0.8525513549145244, 0.8513548495662093, 0.8472393801650714, 0.8449265977979721]","[0.9995685672177024, 0.9996638330031737, 0.9997434479259986, 0.9997087116914409, 0.9996286562646388]","[2.80655155249994, 2.798885533562726, 2.810608691659448, 2.792265981532192, 2.773100902237733]",0.9455953739560871,0.8510245151217297,0.999662643220591,2.796282532298408,0.013198392976775733
46,133,50,20,1,log2,False,entropy,balanced,"[0.9484888143973023, 0.9404987197537712, 0.960514514668645, 0.9453195328097638, 0.9318111319549441]","[0.8592101385415285, 0.8494734434473443, 0.8530231897538778, 0.8491436428470959, 0.8474156887036577]","[0.9995983743655401, 0.999683387014872, 0.9997390968304187, 0.9997237913835363, 0.9995964320736513]","[2.807297327304371, 2.789655550215987, 2.8132768012529414, 2.794186967040396, 2.7788232527322534]",0.9453265427168853,0.8516532206587009,0.9996682163336038,2.79664797970919,0.012349881420585582
47,94,45,19,8,log2,False,entropy,balanced,"[0.9531522825783949, 0.9434514450336919, 0.9633411992712293, 0.9613334961046099, 0.9602515678687122]","[0.7571658952576084, 0.7534370996551965, 0.7464480427710821, 0.7409587196154859, 0.7612551165406067]","[0.9990346337056388, 0.9992964361568762, 0.9995070787327746, 0.9995194926325229, 0.9993375399582465]","[2.709352811541642, 2.6961849808457647, 2.7092963207750858, 2.701811708352619, 2.7208442243675655]",0.9563059981713277,0.7518529747679958,0.9993390362372118,2.7074980091765353,0.00830799980040032
48,187,48,19,1,log2,False,entropy,balanced,"[0.9434728195431838, 0.9433543134165834, 0.9594500784373168, 0.9447613096442666, 0.9326625840790445]","[0.8560420207973138, 0.8504720649383097, 0.8494218665699617, 0.8471860694876385, 0.8475015239766046]","[0.9996052395811532, 0.999671524549861, 0.999770326741135, 0.9997185860267948, 0.9996752568860853]","[2.799120079921651, 2.793497902904754, 2.8086422717484134, 2.7916659651586997, 2.779839364941734]",0.9447402210240791,0.8501247091539657,0.9996881867570059,2.7945531169350506,0.009437214144292027
49,165,50,18,1,log2,False,entropy,balanced,"[0.948459373017829, 0.9364064126559524, 0.9637572916171454, 0.945299222047031, 0.9284867003962396]","[0.8597067611020698, 0.8460698258161236, 0.8516188600866491, 0.8475396239851156, 0.8435631787604188]","[0.9995658421759631, 0.999655215261179, 0.9997429732673551, 0.999727336901712, 0.9996427767901782]","[2.807731976295862, 2.7821314537332547, 2.8151191249711496, 2.7925661829338586, 2.7716926559468367]",0.9444817999468395,0.8496996499500753,0.9996668288792774,2.7938482787761925,0.015968752840842725
