trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
21,6,20,hamming,498,"[0.7878047506732158, 0.8495368315061118, 0.8365433795845711, 0.848327703893348, 0.7962757895092889]","[0.8101303851573982, 0.8768179084561736, 0.8638864341228792, 0.8557253118555177, 0.8198777166081954]","[0.9635726345832047, 0.9668425116433537, 0.9660433937714927, 0.9615258645981232, 0.9502855951595706]","[2.5615077704138187, 2.693197251605639, 2.6664732074789432, 2.665578880346989, 2.566439101277055]",0.8236976910333071,0.8452875512400329,0.961653999951149,2.630639242224489,0.055351918499905006
22,3,25,hamming,447,"[0.8203745391760162, 0.8599069201536121, 0.8658956616807737, 0.8702049551127696, 0.8400256960887189]","[0.8452330051834182, 0.8784719068659111, 0.8911178698023299, 0.8706151965032726, 0.8514088074012046]","[0.9394423251715273, 0.9559849336876804, 0.9543715793253825, 0.9490611217964583, 0.947614520507161]","[2.6050498695309616, 2.694363760707204, 2.711385110808486, 2.6898812734125004, 2.6390490239970847]",0.8512815544423781,0.8673693571512272,0.9492948960976418,2.6679458076912477,0.03964081002755265
23,12,27,hamming,445,"[0.7777318956285241, 0.8162957065698615, 0.830386412932555, 0.8284694041166693, 0.7904554549475162]","[0.8072679645123481, 0.8493443336824298, 0.8634063238415802, 0.8599666529092306, 0.8176542159863256]","[0.9681210892277874, 0.9764164330225427, 0.9904841635044594, 0.9830309496670891, 0.9666472504523513]","[2.5531209493686595, 2.6420564732748337, 2.6842769002785944, 2.671467006692989, 2.574756921386193]",0.8086677748390251,0.8395278981863828,0.976939977174846,2.625135650200254,0.052258453405342374
24,7,24,hamming,366,"[0.8081323197488988, 0.8516560552195241, 0.8315499983292005, 0.8451722724134073, 0.8014997049924069]","[0.8383928135664027, 0.8760371416436118, 0.8533735708609897, 0.8720528332466607, 0.8245691562748877]","[0.9652788724366498, 0.9754836210496828, 0.9708883548539018, 0.9764830314411652, 0.9614322527718271]","[2.611804005751951, 2.703176817912819, 2.655811924044092, 2.6937081371012335, 2.5875011140391218]",0.8276020701406874,0.8528851031185105,0.9699132265106453,2.6504003997698433,0.04502487489456688
25,13,25,hamming,357,"[0.7884969238003185, 0.8118954035352796, 0.823215763007265, 0.804390953647636, 0.7868915189309635]","[0.8179805820364875, 0.8450077610337468, 0.8541368882573243, 0.8321654792517783, 0.8165118986630217]","[0.9674750286980038, 0.9779816058336205, 0.9908199616434945, 0.9922386277049072, 0.9684192057295045]","[2.57395253453481, 2.6348847704026466, 2.6681726129080836, 2.6287950606043213, 2.5718226233234898]",0.8029781125842925,0.8331605218484717,0.979386885921906,2.6155255203546703,0.037311751430564394
26,8,29,euclidean,417,"[0.773725081379949, 0.789423749232196, 0.8041436465485766, 0.8276556236705865, 0.7753448360205824]","[0.8065501262101136, 0.8139708110391056, 0.8324942890630083, 0.8579740906154112, 0.7959330346193829]","[0.9339489252479584, 0.9707230497531454, 0.9734835900748021, 0.9647654844755071, 0.9522854351405858]","[2.514224132838021, 2.574117610024447, 2.6101215256863872, 2.6503951987615046, 2.5235633057805513]",0.794058587370378,0.8213844703094043,0.9590412969383998,2.574484354618183,0.05149144834943358
27,15,23,manhattan,282,"[0.7608239235333305, 0.7769540319547912, 0.7787173462662602, 0.7758698122393077, 0.7535198625921118]","[0.7954646341530528, 0.8082121514553896, 0.8142656331566203, 0.8088821925825238, 0.7818877677133304]","[0.951912691640402, 0.9803249817288505, 0.9760267416741246, 0.9836247424461397, 0.9546949413934321]","[2.508201249326785, 2.5654911651390315, 2.569009721097005, 2.5683767472679713, 2.4901025716988743]",0.7691769953171603,0.8017424758121834,0.96931681977659,2.5402362909059333,0.034050662056012496
28,8,35,cosine,370,"[0.7839493785047812, 0.8303044133591442, 0.8221337152865299, 0.8232038567867238, 0.827040395536478]","[0.8092581527826165, 0.8554905345586359, 0.8375812489301278, 0.8504993174883162, 0.8588271365363744]","[0.9440240739762439, 0.9746752207235638, 0.9586682734090499, 0.9761457924125435, 0.9644458564137984]","[2.5372316052636417, 2.6604701686413437, 2.6183832376257077, 2.6498489666875833, 2.650313388486651]",0.8173263518947314,0.8423312780592142,0.96359184338704,2.6232494733409855,0.04527277898816807
29,3,50,euclidean,231,"[0.7990096164372521, 0.8226090598986575, 0.8537382042505136, 0.8675491709013045, 0.7995479843967256]","[0.829363932318715, 0.8439390345359005, 0.878876444491435, 0.871966230668962, 0.8103270603374917]","[0.9311157812731408, 0.9544884537897633, 0.945386089226085, 0.9450221214398611, 0.9374740375718598]","[2.559489330029108, 2.621036548224321, 2.6780007379680333, 2.6845375230101274, 2.547349082306077]",0.8284908071768907,0.8468945404705007,0.942697296660142,2.6180826443075333,0.057361254643145135
30,21,29,hamming,306,"[0.7600321142580391, 0.7941218775972125, 0.7987115387534783, 0.796032236792757, 0.7723654869736866]","[0.7957327449517325, 0.8217075480529477, 0.8286708400323951, 0.8275474047814041, 0.7990277240109647]","[0.9756642740612493, 0.9834486522665444, 0.9956571710740569, 0.9974170464208068, 0.9754452671697262]","[2.531429133271021, 2.5992780779167046, 2.6230395498599304, 2.620996687994968, 2.5468384781543776]",0.7842526508750347,0.8145372523658889,0.9855264821984768,2.5843163854394002,0.038132493431401286
31,7,14,hamming,469,"[0.790931183508083, 0.8382118304204914, 0.8265730523027005, 0.8419285827075907, 0.7942368891868167]","[0.8131734656323398, 0.8607784476400009, 0.8511695980458728, 0.8668366429844915, 0.8135142709004313]","[0.9627273823601772, 0.968663821826392, 0.9813054333425147, 0.9639702223072827, 0.9411923150006599]","[2.5668320315006, 2.6676540998868843, 2.659048083691088, 2.672735447999365, 2.5489434750879076]",0.8183763076251365,0.8410944850406272,0.9635718349674052,2.6230426276331693,0.05367731037232485
32,5,10,hamming,460,"[0.8125276305946509, 0.8488324370351534, 0.8585142667362863, 0.851563524420289, 0.8153671644800627]","[0.8401539101967558, 0.871173944671486, 0.8907025218088294, 0.8681857471021636, 0.8453174857961894]","[0.9597427808632848, 0.9614657930583729, 0.9627293556251643, 0.9604938624942916, 0.9535454177505741]","[2.612424321654691, 2.681472174765012, 2.71194614417028, 2.6802431340167443, 2.6142300680268264]",0.8373610046532886,0.8631067219150849,0.9595954419583375,2.660063168526711,0.03981846945740126
33,3,19,hamming,457,"[0.7995693866126234, 0.8531480476587546, 0.8605723958202595, 0.8510545840546139, 0.8008144169103809]","[0.8181384476876151, 0.8629791390606385, 0.8862490939538094, 0.8443110182305361, 0.8101196459253732]","[0.938136429042288, 0.9548096793549691, 0.954048640859889, 0.9458884196367624, 0.9357918546551958]","[2.5558442633425265, 2.670936866074362, 2.700870130633958, 2.6412540219219123, 2.5467259174909502]",0.8330317662113265,0.8443594689715944,0.9457350047098207,2.623126239892742,0.061680561988943235
34,9,34,hamming,406,"[0.7941569867401196, 0.830155755819645, 0.8162230313559735, 0.8478774017367721, 0.7940049764547493]","[0.8210041420330144, 0.866520245638287, 0.8368935801277887, 0.8750142742315482, 0.8178544171272264]","[0.9672328874135223, 0.9786149615460361, 0.9833720669765826, 0.9824993200579306, 0.9651050387076252]","[2.5823940161866563, 2.675290963003968, 2.6364886784603447, 2.7053909960262508, 2.576964432289601]",0.816483630421452,0.843457331831573,0.9753648549403394,2.635305817193364,0.050429196338177724
35,13,25,hamming,363,"[0.7803807100998018, 0.7950821109298383, 0.8275276371972466, 0.8075723711136744, 0.7863701546834616]","[0.8113470958617657, 0.8220366702631431, 0.862513940348366, 0.8339483551424678, 0.8155377534025889]","[0.9677057634559171, 0.9809205261021348, 0.9903744124635055, 0.9922519642092249, 0.967308509160619]","[2.5594335694174846, 2.5980393072951165, 2.6804159900091182, 2.633772690465367, 2.5692164172466696]",0.7993865968048045,0.8290767630036664,0.9797122350782802,2.6081755948867515,0.04443024394458106
36,5,32,hamming,425,"[0.8092339260641801, 0.8583773146998798, 0.8587447517702429, 0.8532195229119894, 0.8179070574841282]","[0.8371557315591862, 0.8790211320170083, 0.8844793641200126, 0.8581364297564563, 0.8466335771594389]","[0.9395479146873863, 0.9597793241452809, 0.9599189581542044, 0.9595327801935699, 0.9575526237993892]","[2.5859375723107525, 2.697177770862169, 2.7031430740444597, 2.6708887328620157, 2.6220932584429564]",0.8394965145860841,0.8610852469224204,0.955266320195966,2.655848081704471,0.04516203740014347
37,3,39,euclidean,422,"[0.8066186623879209, 0.8249160566115401, 0.8687673259144861, 0.8609456352556158, 0.8005907596852299]","[0.8359063583096582, 0.8439980300335183, 0.8921790546525883, 0.8683717151760203, 0.811719910302486]","[0.9320854981975712, 0.9546347490433146, 0.9531286769449312, 0.9454972353440816, 0.9363570892025672]","[2.5746105188951507, 2.6235488356883727, 2.7140750575120056, 2.6748145857757177, 2.548667759190283]",0.8323676879709586,0.8504350136948542,0.9443406497464931,2.627143351412306,0.06125472344447927
38,5,32,cosine,463,"[0.8149446716579406, 0.8394239892446873, 0.8224119734681239, 0.8586087005203052, 0.8503538328487857]","[0.8397531890476677, 0.8637681354912995, 0.8366580393703837, 0.875800936374733, 0.8732340885420398]","[0.9593243082279963, 0.9665734974630624, 0.9515320970477732, 0.9766896385590812, 0.9613496499401653]","[2.6140221689336043, 2.6697656221990496, 2.6106021098862806, 2.7110992754541194, 2.684937571330991]",0.8371486335479685,0.8578428777652247,0.9630938382476156,2.658085349560809,0.03965896836402697
39,38,32,cosine,468,"[0.7038242086210758, 0.7141884768357413, 0.7192958208047797, 0.7206732687798316, 0.7257027843906926]","[0.7357409948541366, 0.7504329407621659, 0.7497600292481252, 0.7536995422921217, 0.7608732895250343]","[0.9850030136574734, 0.9814104251999527, 0.9780081073768687, 0.997942114788414, 0.9793964990187435]","[2.424568217132686, 2.4460318427978596, 2.4470639574297737, 2.4723149258603674, 2.4659725729344704]",0.7167369118864243,0.7501013593363167,0.9843520320082904,2.4511903032310314,0.016835302734177025
40,34,37,cosine,177,"[0.70513196020001, 0.6912312695046755, 0.6843184941192747, 0.6915355037434374, 0.6838103502895039]","[0.7390948196234902, 0.7273399248988731, 0.7108599721843178, 0.7222050175203814, 0.7187471227810096]","[0.9522905227966444, 0.9820451289538403, 0.9740594570137766, 0.9948112574531897, 0.9743591348978611]","[2.3965173026201447, 2.400616323357389, 2.3692379233173693, 2.4085517787170083, 2.376916607968375]",0.6912055155713802,0.7236493714016146,0.9755131002230624,2.390367987196057,0.014838544072666682
41,5,30,cosine,462,"[0.8149446716579406, 0.8260859207978012, 0.8220841046156648, 0.8586027820472713, 0.8515677612929126]","[0.8397531890476677, 0.8437850058327458, 0.8363140904129435, 0.875793392673464, 0.8740293738271757]","[0.9593242511041118, 0.9665692628624565, 0.9515301996063686, 0.9766896473596697, 0.9613500743629716]","[2.61402211180972, 2.6364401894930034, 2.609928394634977, 2.711085822080405, 2.6869472094830598]",0.8346570480823182,0.8539350103587994,0.9630926870591157,2.651684745500233,0.04041384061672256
42,10,33,cosine,499,"[0.782041417235013, 0.8293068379806943, 0.8221751706934061, 0.8010872806399455, 0.8239630126763329]","[0.8097868972623529, 0.8566818847220838, 0.83713132356865, 0.8222930755613445, 0.8579570238781229]","[0.9662132877103646, 0.9746388057101276, 0.9608461236817786, 0.9825520744057049, 0.9697170554057597]","[2.5580416022077306, 2.6606275284129057, 2.620152617943835, 2.6059324306069946, 2.6516370919602155]",0.8117147438450782,0.8367700409985108,0.9707934693827471,2.619278254226336,0.03656681535403509
43,5,28,manhattan,394,"[0.7872543891491722, 0.8354039888874492, 0.8429322236566766, 0.8507693889848191, 0.7733115472986151]","[0.8042573477143611, 0.8462585057706764, 0.8722694845011784, 0.8679291207909324, 0.8022454877944288]","[0.9388292973569062, 0.9599496047551606, 0.953872880750443, 0.957363443032765, 0.9361215906739797]","[2.5303410342204398, 2.641612099413286, 2.669074588908298, 2.6760619528085168, 2.511678625767024]",0.8179343075953465,0.8385919893143153,0.9492273633138509,2.6057536602235127,0.07039289729158443
44,45,36,cosine,434,"[0.6927500325415279, 0.6888074802103138, 0.7026338279196725, 0.7098752184620344, 0.6806257087051638]","[0.7229042886022135, 0.716700790064084, 0.7373619968182565, 0.7421654758007997, 0.7165122352748629]","[0.9649549421363244, 0.9874343834089773, 0.9779890331762198, 0.9987303759460291, 0.9794750119129069]","[2.380609263280066, 2.392942653683375, 2.417984857914149, 2.450771070208863, 2.3766129558929334]",0.6949384535677425,0.7271289573120433,0.9817167493160914,2.4037841601958774,0.0275765044269414
45,14,31,hamming,472,"[0.7774370081130315, 0.8135849905067873, 0.8234776263088551, 0.8111548600956452, 0.7898558284536543]","[0.8088455508478886, 0.8477697596702474, 0.8607030579797045, 0.8367451578228635, 0.8172097209767294]","[0.9666785247048852, 0.9803426683195227, 0.9916447183001083, 0.9947541373917776, 0.9686163793932105]","[2.552961083665805, 2.641697418496557, 2.675825402588668, 2.6426541553102867, 2.5756819288235944]",0.8031020626955947,0.8342546494594867,0.9804072856219008,2.617763997776982,0.04589939760558432
46,5,40,hamming,424,"[0.809216580123192, 0.8587594153246638, 0.8568808107968456, 0.8522683198928764, 0.8139143336641547]","[0.8373117928071558, 0.8777688723626191, 0.8834378759479581, 0.8570619125434673, 0.839279492252785]","[0.9407991477999204, 0.9584034757359434, 0.9600907236273887, 0.9603811486981264, 0.9577093074519071]","[2.5873275207302684, 2.6949317634232264, 2.7004094103721923, 2.66971138113447, 2.6109031333688466]",0.8382078919603465,0.858971989182797,0.9554767606626571,2.652656641805801,0.04554036994664999
47,9,41,cosine,445,"[0.7756961797513547, 0.8110366022300937, 0.8217754524776483, 0.8052950424053493, 0.8080124695449963]","[0.8031432720470741, 0.8309241560030911, 0.8372821326527613, 0.8258134811139519, 0.8338363891214895]","[0.9466637028443542, 0.9749013368825836, 0.9589328217612971, 0.9818627898266343, 0.9692784422245299]","[2.525503154642783, 2.6168620951157684, 2.617990406891707, 2.612971313345936, 2.611127300891016]",0.8043631492818886,0.8261998861876737,0.9663278187078799,2.596890854177442,0.03578128789271702
48,5,47,hamming,392,"[0.8287117520136438, 0.8587754537856773, 0.8564963446339171, 0.8513653185782769, 0.8167431907071253]","[0.8502380864511778, 0.8789982457555887, 0.8845031212805479, 0.8566498126616985, 0.846233114636259]","[0.9408060536075805, 0.9597778510489456, 0.9630661199810601, 0.9585690229882669, 0.9575262769538924]","[2.6197558920724022, 2.6975515505902115, 2.704065585895525, 2.666584154228242, 2.6205025822972767]",0.8424184119437281,0.8633244761570543,0.9559490649159491,2.6616919530167316,0.0362231047867622
49,11,44,manhattan,391,"[0.7677318662849062, 0.8115301373028845, 0.8009050293511657, 0.7933302939406424, 0.7521092210082189]","[0.8014316049416647, 0.8465281247424019, 0.8278862788535477, 0.8198428143152787, 0.7809840091741296]","[0.9439899735477708, 0.9709745316340259, 0.9713835498775757, 0.9687486148908616, 0.9544215124472373]","[2.5131534447743418, 2.629032793679312, 2.600174858082289, 2.581921723146783, 2.4875147426295854]",0.7851213095775635,0.8153345664054046,0.9619036364794942,2.562359512462462,0.05344339724996917
50,18,50,euclidean,344,"[0.7459278821160831, 0.7533387307552989, 0.7703209878147885, 0.7854355211723937, 0.7581655334701222]","[0.7797805908259253, 0.7859228606851079, 0.8104073316079807, 0.8210210218108093, 0.7862344475109043]","[0.9427085941465748, 0.9803628546214983, 0.9834599275808038, 0.9834850170793199, 0.9741938308667585]","[2.468417067088583, 2.519624446061905, 2.564188247003573, 2.589941560062523, 2.518593811847785]",0.7626377310657373,0.7966732504881454,0.972842044858991,2.5321530264128738,0.04187806135888292
51,6,48,hamming,483,"[0.8096712140506683, 0.8552788882664478, 0.8442578898190795, 0.8477927784077405, 0.8189265073582205]","[0.8384759528274777, 0.8807839108133981, 0.8703661222233999, 0.8550274233158952, 0.850223447626267]","[0.9428101973969453, 0.9674763199679896, 0.9655449644922561, 0.961095254835016, 0.9602797361415876]","[2.5909573642750914, 2.7035391190478353, 2.6801689765347354, 2.6639154565586516, 2.629429691126075]",0.8351854555804314,0.8589753713612878,0.9594412945667589,2.653602121508478,0.03953362717614248
52,6,47,hamming,477,"[0.8096602401137686, 0.8552759292488418, 0.8446656296353394, 0.8477818104889029, 0.8192666754254474]","[0.8382767702515378, 0.8807801427199383, 0.8706119450979065, 0.8550196024730761, 0.8504346386645862]","[0.9428062564179007, 0.9677090080170585, 0.9650682930244023, 0.9609012618554571, 0.9602819968129229]","[2.590743266783207, 2.7037650799858386, 2.680345867757648, 2.663702674817436, 2.6299833109029565]",0.8353300569824601,0.8590246198414089,0.9593533632255482,2.653708040049417,0.039604543380511684
