trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
53,8,44,hamming,454,"[0.8096255644310706, 0.8506309788431459, 0.8293086597446543, 0.8464497564671295, 0.7919545211602801]","[0.8450791995812209, 0.8690724074793702, 0.8509741571679023, 0.8732443684272788, 0.8154258346000021]","[0.9663185232793652, 0.978017837377761, 0.976424832954442, 0.9676706636538505, 0.9619521728569802]","[2.6210232872916563, 2.6977212237002774, 2.6567076498669984, 2.6873647885482588, 2.569332528617262]",0.825593896129256,0.8507591934511549,0.9700768060244798,2.6464298956048906,0.04690756393835237
54,5,47,hamming,483,"[0.8292876169797349, 0.8566811705893527, 0.8564887832809043, 0.8516878992234382, 0.816747795288684]","[0.8506774054382779, 0.8776459372332586, 0.8831895645166083, 0.857416639447386, 0.8462408052242469]","[0.9408041797001003, 0.9597781735253414, 0.9625685274757941, 0.9583669019212739, 0.9575288145985621]","[2.620769202118113, 2.6941052813479525, 2.702246875273307, 2.6674714405920983, 2.620517415111493]",0.8421786530724228,0.8630340703719556,0.9558093194442143,2.6610220428885927,0.03491847151379795
55,4,46,hamming,500,"[0.8344277304127047, 0.8520864139494507, 0.8500130836218496, 0.8539725084035371, 0.825191416284831]","[0.8431585903654267, 0.8718563695742182, 0.8715431772469809, 0.8534147256061442, 0.8465675306628804]","[0.9407503777587664, 0.9566250145909986, 0.9551755106541218, 0.9532199991683994, 0.9530573045557741]","[2.618336698536898, 2.6805677981146676, 2.6767317715229524, 2.6606072331780806, 2.6248162515034856]",0.8431382305344746,0.85730807869113,0.9517656413456119,2.6522119505712167,0.025976194899407497
56,11,42,hamming,434,"[0.7897967576336817, 0.8312123531276728, 0.819231284747343, 0.8352349047922114, 0.7882159903795278]","[0.8177874297658795, 0.8574267824267339, 0.851399520058183, 0.8641500965442404, 0.8150602932405016]","[0.9693698242452058, 0.9793366585987714, 0.990292553744376, 0.983074982785514, 0.9677203841878469]","[2.576954011644767, 2.667975794153178, 2.6609233585499017, 2.682459984121966, 2.570996667807876]",0.8127382581360874,0.8411648244071077,0.9779588807123428,2.6318619632555373,0.047808786920774296
57,42,11,hamming,407,"[0.6847992737708195, 0.7169655923080213, 0.7506448765075254, 0.7248096324909001, 0.7356521306007808]","[0.7158712674613477, 0.7528795854115244, 0.7848979551179791, 0.7640701121940187, 0.7714674123794881]","[0.986467300040752, 0.9810199590219554, 0.9934742014693435, 0.9991125840438997, 0.969729272181646]","[2.387137841272919, 2.450865136741501, 2.529017033094848, 2.4879923287288186, 2.4768488151619152]",0.7225743011356094,0.7578372665128716,0.9859606633515193,2.4663722310000002,0.046947027933135335
58,27,48,hamming,379,"[0.7543393102087295, 0.7818665850363031, 0.7927942759101618, 0.7884018845874204, 0.7656862955432497]","[0.7902483445012106, 0.8117031243098171, 0.825318681348038, 0.8191693948293135, 0.7937046919026496]","[0.978553368293653, 0.98339710215205, 0.9981362033355349, 0.9976017994424465, 0.9770256286802633]","[2.523141023003593, 2.57696681149817, 2.6162491605937346, 2.6051730788591803, 2.5364166161261625]",0.776617670257173,0.8080288473782058,0.9869428203807896,2.5715893380161683,0.03670325384875115
59,7,43,hamming,455,"[0.8089006123105743, 0.8432426358486602, 0.8292304652458847, 0.8458353430833934, 0.8123415835352193]","[0.8385983910712115, 0.8636734677253994, 0.8520503115680197, 0.8685877476557574, 0.8409664701994614]","[0.9652737580568013, 0.9775308110411516, 0.9773330499168318, 0.9646392816706996, 0.9608437730157517]","[2.612772761438587, 2.6844469146152115, 2.658613826730736, 2.6790623724098506, 2.6141518267504322]",0.8279101280047465,0.8527752776439698,0.9691241347402473,2.6498095403889637,0.03090691466149885
60,9,15,cosine,19,"[0.7200807952579819, 0.7540254403458826, 0.7442170989961806, 0.7615757722535694, 0.7478237488072353]","[0.7586810091849223, 0.7911967938233414, 0.775377998006721, 0.7883302865749563, 0.777331848299314]","[0.9351069420234946, 0.9632582948892011, 0.9598817760066375, 0.9770266172023929, 0.9525489539953526]","[2.413868746466399, 2.508480529058425, 2.479476873009539, 2.5269326760309188, 2.477704551101902]",0.74554457113217,0.7781835871778511,0.9575645168234157,2.4812926751334365,0.03843005857733062
61,5,46,hamming,475,"[0.8253830206131222, 0.8587644738241071, 0.8561133937550615, 0.8525767881123271, 0.8166921114419325]","[0.8470191038632504, 0.8789880862198294, 0.8842700311551561, 0.857898467227705, 0.845234796610187]","[0.9408037498411201, 0.9597780880382757, 0.9625645555979001, 0.9583575349245039, 0.9575285807017488]","[2.613205874317493, 2.6975306480822123, 2.702947980508118, 2.6688327902645357, 2.6194554887538684]",0.8419059575493101,0.8626820970152256,0.9558065018207097,2.6603945563852456,0.03785199063702223
62,4,46,hamming,487,"[0.8352978705122364, 0.8524223037458738, 0.8496608867990645, 0.8539834763223745, 0.8264172163972667]","[0.84387724380783, 0.8721915557788168, 0.8713294795191312, 0.8534225685262874, 0.8482470088708426]","[0.9407599435600932, 0.9566246317864894, 0.9551722239051653, 0.9557758534763637, 0.953055521921411]","[2.6199350578801597, 2.68123849131118, 2.676162590223361, 2.6631818983250257, 2.6277197471895204]",0.8435563507553632,0.8578135713005816,0.9522776349299045,2.6536475569858498,0.025170911625082792
63,5,49,hamming,439,"[0.8274681426759665, 0.8587754537856773, 0.8568855431355942, 0.8525658201934897, 0.816427795288684]","[0.8495908228669751, 0.8789951130834168, 0.8834340066513842, 0.8578953603186832, 0.8460497561538564]","[0.9408055293817644, 0.9597780381072616, 0.9630663814912416, 0.9585710385100622, 0.957527064296724]","[2.617864494924706, 2.6975486049763555, 2.70338593127822, 2.669032219022235, 2.6200046157392647]",0.8424245510158824,0.8631930118148633,0.9559496103574109,2.661567173188156,0.03670577376958574
64,7,49,hamming,443,"[0.8089836848942763, 0.8490514889220414, 0.8292860082393596, 0.8474387281459113, 0.8187818939438662]","[0.8388680961167018, 0.8698683273303565, 0.8520884279714536, 0.867496583624714, 0.8507111724593897]","[0.9652697578143425, 0.9721391656372306, 0.9768808087562433, 0.9650855339512593, 0.9608441799793804]","[2.613121538825321, 2.691058981889628, 2.6582552449670565, 2.680020845721885, 2.6303372463826364]",0.8307083608290909,0.855806521500523,0.9680438892276912,2.6545587715573054,0.029318843868771906
65,3,45,hamming,470,"[0.8171458220586952, 0.867510075515554, 0.8624692348156887, 0.8701939871939323, 0.8222166865057352]","[0.8426678094570359, 0.8848468541808668, 0.8856960318730497, 0.8706012079667954, 0.8392033638994676]","[0.940129405727022, 0.9524112452824768, 0.9545785467608368, 0.9465242424581126, 0.9480178549457965]","[2.599943037242753, 2.7047681749788977, 2.702743813449575, 2.6873194376188403, 2.6094379053509993]",0.8479071612179212,0.8646030534754431,0.948332259034849,2.6608424737282133,0.04634088935695818
66,3,45,hamming,481,"[0.8203918851170043, 0.8671885846918533, 0.8624136918222137, 0.8701830192750948, 0.8222166865057352]","[0.8452268406437844, 0.8846717311222817, 0.8855317421520074, 0.8705933832790054, 0.8392033638994676]","[0.9401256719057939, 0.9525793187426074, 0.9545801151506715, 0.9465276823603525, 0.9480178605803097]","[2.6057443976665824, 2.7044396345567425, 2.7025255491248927, 2.6873040849144525, 2.6094379109855126]",0.8484787734823802,0.8650454122193093,0.948366129747947,2.6618903154496367,0.04474627418791725
67,3,45,hamming,486,"[0.8185653068566713, 0.8538396694641383, 0.8620614949994285, 0.8701939871939323, 0.8218166865057352]","[0.8435338041784852, 0.8644973096820512, 0.8852764133172615, 0.8706012079667954, 0.8389515056369234]","[0.9401246480837999, 0.9524330916372817, 0.9545989804307585, 0.9465254565795245, 0.9480176611581187]","[2.6022237591189565, 2.670770070783471, 2.7019368887474484, 2.687320651740252, 2.6087858533007773]",0.8452954290039811,0.8605720481563033,0.9483399675778967,2.654207444738181,0.041022748382273766
68,8,47,hamming,481,"[0.8096950864041869, 0.8490886630851762, 0.8292838708072501, 0.8464497564671295, 0.7905974530670011]","[0.8448779995663096, 0.8695458509901622, 0.8509432268045731, 0.8693871542187975, 0.8147211661071644]","[0.9665490020225888, 0.9784140367706745, 0.9789252165556988, 0.9678398648211969, 0.9613632934375707]","[2.6211220879930854, 2.697048550846013, 2.659152314167522, 2.683676775507124, 2.5666819126117364]",0.8250229659661488,0.8498950795374013,0.970618282721546,2.645536328225096,0.0471331557594761
69,3,49,hamming,403,"[0.817756658689949, 0.8671961456422713, 0.8620770779529435, 0.8701265335682998, 0.8214675250487616]","[0.8430957858537105, 0.8846901954428558, 0.8854889782864859, 0.8705649930759811, 0.8381569423958005]","[0.9401291686406746, 0.9524344551577139, 0.9545782055847202, 0.9470030167885252, 0.9480176801907798]","[2.600981613184334, 2.704320796242841, 2.7021442618241496, 2.6876945434328063, 2.607642147635342]",0.847724788180445,0.8643993790109666,0.9484325052724827,2.660556672463895,0.046325856248225175
70,3,49,hamming,320,"[0.8198902417257314, 0.8671961456422713, 0.8620770779529435, 0.8701045977306251, 0.801456566144652]","[0.8449498345385714, 0.8846901954428558, 0.8854889782864859, 0.8705493429802559, 0.8113068219000326]","[0.9401266376476048, 0.9524354552661808, 0.954583843178253, 0.9495059875373272, 0.9480172063997834]","[2.6049667139119075, 2.7043217963513078, 2.7021498994176825, 2.690159928248208, 2.560780594444468]",0.8441449258392446,0.8593970346296402,0.9489338260058299,2.6524757864747146,0.05872093492995683
71,4,45,hamming,398,"[0.8359384298697472, 0.8520801691014335, 0.8497008468390246, 0.8539834763223745, 0.8263724914546249]","[0.8442202301165476, 0.8718415766436491, 0.8726400538753367, 0.8539536558346417, 0.8473508479600228]","[0.9407605794151703, 0.9566256482601888, 0.9551715821302583, 0.9557218206946325, 0.9530631140750877]","[2.620919239401465, 2.6805473940052713, 2.6775124828446195, 2.663658952851649, 2.6267864534897356]",0.8436150827174409,0.8580012728860396,0.9522685489150675,2.6538849045185477,0.025241806388508214
72,7,48,hamming,438,"[0.8080875974550037, 0.8490549079331935, 0.8292336771057595, 0.8453410261573453, 0.8187818939438662]","[0.8383624581159589, 0.869864679451305, 0.8519693163427992, 0.8668504865195643, 0.8507295611231137]","[0.9663268356708207, 0.9773714339512316, 0.9743602122602197, 0.9650829433012466, 0.9608443229904098]","[2.6127768912417833, 2.69629102133573, 2.6555632057087784, 2.6772744559781563, 2.63035577805739]",0.8300998205190335,0.8555553003105482,0.9687971496347856,2.6544522704643674,0.03029866526065049
73,6,50,hamming,415,"[0.8096145742948927, 0.8552788882664478, 0.8446596355113246, 0.8498870736467977, 0.8189775866234131]","[0.8380669766000728, 0.8807839108133981, 0.8705183615920533, 0.8566378977580265, 0.848060118319372]","[0.9428103356844352, 0.9674766543461795, 0.9722122679937132, 0.9610993130820296, 0.960284195528489]","[2.5904918865794007, 2.7035394534260253, 2.687390265097091, 2.6676242844868536, 2.6273219004712742]",0.8356835516685752,0.8588134530165845,0.9607765533269692,2.655273558012129,0.041210629918600104
74,10,43,hamming,380,"[0.7901245208987473, 0.8445454519873598, 0.8103244868469293, 0.8505755078811684, 0.790118042710042]","[0.8170661709181618, 0.8772052067805752, 0.8342735010752077, 0.8766267079310501, 0.8150674073209367]","[0.9676630822180629, 0.979239117457291, 0.987807657575054, 0.972670623770984, 0.9651909243303409]","[2.574853774034972, 2.700989776225226, 2.632405645497191, 2.6998728395832026, 2.5703763743613197]",0.8171376020648493,0.8440477988051864,0.9745142810703467,2.6356996819403826,0.057203496871372474
75,4,47,hamming,447,"[0.8368273187586359, 0.8520944348934149, 0.8497054498309693, 0.8539834763223745, 0.82518506196228]","[0.8446997584013352, 0.8718596439271483, 0.8726477888582365, 0.8539360897762204, 0.8467462721658198]","[0.9407552471855566, 0.9566246494897211, 0.9551766618952611, 0.9562004155259988, 0.9530581499323254]","[2.6222823243455275, 2.680578728310284, 2.677529900584467, 2.6641199816245935, 2.624989484060425]",0.8435591483535347,0.857977910625752,0.9523630248057726,2.6539000837850595,0.025337995642676723
76,3,45,manhattan,269,"[0.8111837272112292, 0.8276118673371917, 0.8589450619517751, 0.8471952713774868, 0.7984147156627516]","[0.8390377421690727, 0.8392377605041963, 0.8779583049601023, 0.8603707660320729, 0.8096509589163523]","[0.9377027720672853, 0.9559551825245972, 0.9491315169551363, 0.9459355902133604, 0.931428384954864]","[2.5879242414475874, 2.6228048103659853, 2.6860348838670136, 2.65350162762292, 2.539494059533968]",0.8286701287080869,0.8452511065163593,0.9440306893430487,2.617951924567495,0.050950798961450536
77,12,49,hamming,473,"[0.7841239455647393, 0.820631891345466, 0.8291447808060249, 0.8240585631488312, 0.7892038522712079]","[0.813808520542066, 0.8517936602329139, 0.8621995300344965, 0.8558632058151491, 0.8156533643315841]","[0.9676909412263939, 0.9790928272267009, 0.9904962201291396, 0.983225830881234, 0.9677644455284153]","[2.565623407333199, 2.651518378805081, 2.681840530969661, 2.6631475998452143, 2.5726216621312075]",0.8094326066272538,0.8398636561912418,0.9776540529983768,2.6269503158168725,0.04824802819805634
78,50,42,euclidean,427,"[0.6887778167854346, 0.6877357903025286, 0.6987983084822073, 0.6968471591627748, 0.6865447644052015]","[0.7186876774389251, 0.7126701714029784, 0.7283125025571476, 0.7353848921818646, 0.7237947310533092]","[0.9602907613252252, 0.9835040583970508, 0.9871426516360041, 0.9876826979773958, 0.9854670969243524]","[2.367756255549585, 2.3839100201025576, 2.414253462675359, 2.4199147493220354, 2.395806592382863]",0.6917407678276294,0.723769994926845,0.9808174532520055,2.39632821600648,0.019227478394470976
79,35,46,hamming,176,"[0.7280920897065029, 0.7376321192471046, 0.7731873503973395, 0.7514478717127357, 0.7415147418199656]","[0.7649868937059335, 0.7715500145456943, 0.8107377625979569, 0.7847467324926855, 0.7757040917854633]","[0.9886468474566718, 0.9831841201756107, 0.9950007444288506, 0.9864842754797981, 0.9647919208646428]","[2.481725830869108, 2.4923662539684095, 2.578925857424147, 2.5226788796852193, 2.4820107544700716]",0.7463748345767297,0.7815450990255467,0.9836215816811148,2.5115415152833913,0.036860336323384285
80,9,44,hamming,490,"[0.7909473856350627, 0.8522989507832147, 0.823268273658262, 0.8491523633343142, 0.7891110239232287]","[0.8183630365685733, 0.8820494278132263, 0.8431544009230154, 0.8752849485071333, 0.8138731180388374]","[0.9668293186389202, 0.9788255650225197, 0.9858750148360998, 0.972664129844651, 0.965546920952804]","[2.576139740842556, 2.713173943618961, 2.6522976894173773, 2.6971014416860983, 2.5685310629148703]",0.8209555994668165,0.8465449863701572,0.973948189858999,2.641448775695973,0.05990272238393838
81,6,48,hamming,461,"[0.8096712140506683, 0.8552788882664478, 0.8446688414952142, 0.849898041565635, 0.8189838361120948]","[0.8376348992053719, 0.8807839108133981, 0.8705369011554098, 0.8576088736837435, 0.8477920072744431]","[0.9428113678890907, 0.9677089773375477, 0.9717914962662015, 0.9608993034436764, 0.9602828144553365]","[2.590117481145131, 2.7037717764173936, 2.6869972389168257, 2.668406218693055, 2.627058657841874]",0.835700164298012,0.8588713184264734,0.9606987918783705,2.655270274602856,0.041406112557446896
82,5,19,hamming,453,"[0.8134677482491558, 0.8576239368522605, 0.8597962516402213, 0.8521484818087366, 0.7940710263930734]","[0.8385922530609777, 0.8782355075392972, 0.8908784295838551, 0.8572727903801698, 0.817927955194228]","[0.9603142406378993, 0.9593566063112519, 0.9603618716967144, 0.9614965948211015, 0.9464188563254726]","[2.6123742419480327, 2.69521605070281, 2.711036552920791, 2.670917867010008, 2.558417837912774]",0.8354214889886895,0.8565813871517056,0.957589633958488,2.6495925100988833,0.05658563251447928
83,4,47,hamming,468,"[0.8359430318025589, 0.8520772100838272, 0.8500606050148224, 0.8540509299480068, 0.82518506196228]","[0.8442279304379485, 0.8716819042970585, 0.872681835248083, 0.8539754142108784, 0.8467279231521592]","[0.9407613004833746, 0.9567895984351383, 0.955173340775717, 0.9562517077490298, 0.953060398769938]","[2.620932262723882, 2.680548712816024, 2.6779157810386227, 2.664278051907915, 2.6249733838843774]",0.843463367762299,0.8578590014692257,0.9524072692426395,2.6537296384741644,0.025760789199128477
84,8,50,hamming,415,"[0.809693061145061, 0.8490776831236059, 0.8272364658182738, 0.8478003392360854, 0.7921384032488382]","[0.8449370528936226, 0.8693889607617112, 0.8512411981136355, 0.8750621288254444, 0.8165108848634215]","[0.9663114683265416, 0.9730184506389505, 0.9789238746740696, 0.9683159468031254, 0.9618098354099941]","[2.620941582365225, 2.6914850945242677, 2.657401538605979, 2.6911784148646554, 2.570459123522254]",0.8251891905143728,0.851428045091567,0.9696759151705361,2.646293150776476,0.0459867300482308
85,6,41,hamming,352,"[0.8096833773717522, 0.85527132731603, 0.8449937519866052, 0.8511101627777562, 0.8150912323008623]","[0.8383037073374385, 0.8806199250181563, 0.8707083624389049, 0.8577577757344526, 0.8418568487021985]","[0.942803063907742, 0.9674757211736589, 0.9722325469773936, 0.9626267524525944, 0.9602849542951968]","[2.590790148616933, 2.703366973507845, 2.687934661402904, 2.671494690964803, 2.6172330352982573]",0.8352299703506013,0.8578493238462302,0.9610846077613171,2.6541639019581487,0.0429927533796037
86,3,46,hamming,500,"[0.8170655813365286, 0.8538396694641383, 0.8620724749609988, 0.8701939871939323, 0.8217656072405424]","[0.8426223882972974, 0.8644934084729101, 0.8854812494575128, 0.8706012079667954, 0.8379604911891212]","[0.9401287030874961, 0.9524136948285645, 0.9546128566500542, 0.9465261426607998, 0.9480171075479852]","[2.599816672721322, 2.6707467727656127, 2.7021665810685658, 2.6873213378215275, 2.607743205977649]",0.8449874640392281,0.8602317490767273,0.9483397009549799,2.6535589140709352,0.041917386961366314
87,5,39,hamming,402,"[0.8107459783149956, 0.85876237434227, 0.8561133937550615, 0.8526877298137546, 0.8139345017313816]","[0.8385674948391107, 0.8789297737476948, 0.8842763078255469, 0.8579310882632335, 0.839305788725665]","[0.9408054564518085, 0.9597786910256167, 0.9626192834633729, 0.9603898260950721, 0.9575487041554996]","[2.590118929605915, 2.6974708391155815, 2.703008985043981, 2.67100864417206, 2.6107889946125464]",0.8384487955914928,0.8598020906802502,0.9562283922382739,2.6544792785100166,0.04588621153868225
88,7,49,manhattan,211,"[0.7769089501030508, 0.7999866691061377, 0.8064543071615948, 0.8092729239765301, 0.7677394029975007]","[0.8013654391108517, 0.8266384756127586, 0.8285703475379872, 0.8391506123202898, 0.7887294341035067]","[0.9384746456695029, 0.9690041479267779, 0.959599693851213, 0.9619733097036826, 0.9481225721139288]","[2.5167490348834054, 2.595629292645674, 2.594624348550795, 2.6103968460005023, 2.504591409214936]",0.7920724506689629,0.8168908617370787,0.9554348738530212,2.564398186259062,0.044389574898286356
89,4,44,hamming,435,"[0.8344369342783282, 0.8520737910726751, 0.8500160419829176, 0.8543875167264149, 0.8264016529115986]","[0.8433373349526961, 0.8716894697853528, 0.8715469401162153, 0.8536970333378546, 0.8482353796395516]","[0.940756720898177, 0.9566208861002746, 0.955171564016082, 0.9533176083171546, 0.9530614797206134]","[2.6185309901292015, 2.6803841469583025, 2.676734546115215, 2.6614021583814242, 2.6276985122717638]",0.843463187394387,0.857701231566334,0.9517856518104605,2.652950070771181,0.025345934220271118
90,8,17,euclidean,112,"[0.7289104197026451, 0.7744018498766312, 0.7702329265194782, 0.7616830286107195, 0.7569582626515637]","[0.755552082683107, 0.8017794690554868, 0.8025912470868279, 0.7884033028701454, 0.7816365602038953]","[0.9352070170319284, 0.9671878779012492, 0.9709888711547617, 0.9710544007365997, 0.9453261086546216]","[2.4196695194176807, 2.543369196833367, 2.543813044761068, 2.5211407322174644, 2.483920931510081]",0.7584372974722076,0.7859925323798926,0.9579528550958321,2.502382684947932,0.04675582808630724
91,5,13,cosine,465,"[0.7860771864649141, 0.8142239765140844, 0.8377433140405763, 0.8557151836388662, 0.8124312368454276]","[0.8089805276704739, 0.834226584122041, 0.8583067505159575, 0.8754995256412493, 0.8344248877754754]","[0.9370254271162675, 0.9665743414970746, 0.9633142794939676, 0.9792676924545894, 0.9491806496451097]","[2.5320831412516553, 2.6150249021332, 2.6593643440505015, 2.710482401734705, 2.596036774266013]",0.8212381795007737,0.8422876551450393,0.9590724780414017,2.622598312687215,0.06005201462173057
92,6,26,cosine,473,"[0.7853777819122447, 0.8461031212029448, 0.8223837621832175, 0.8534042210557423, 0.8298271290074234]","[0.8095387565599645, 0.8709881371175424, 0.8357224291333277, 0.8806669220297515, 0.857286286525781]","[0.9582582076637607, 0.9718192742070692, 0.9540963024290463, 0.9773308140844661, 0.9645014972986224]","[2.55317474613597, 2.688910532527556, 2.612202493745592, 2.7114019571699597, 2.651614912831827]",0.8274192030723146,0.8508405062732735,0.9652012191365928,2.6434609284821806,0.056350371449785594
93,3,22,hamming,453,"[0.7925955930072648, 0.8619531381374762, 0.8655568128667446, 0.8511203949839515, 0.8395222105797571]","[0.8132539170985492, 0.8770717164516492, 0.8906120896502349, 0.8441939799017913, 0.8500424621382844]","[0.9394609991224891, 0.9563356929654955, 0.9542970491327118, 0.9484220279039619, 0.9453943311520733]","[2.5453105092283033, 2.6953605475546207, 2.7104659516496916, 2.643736402789705, 2.6349590038701147]",0.8421496299150389,0.8550348330481018,0.9487820200553463,2.645966483018487,0.05806499458328796
94,10,43,hamming,479,"[0.7901600393270186, 0.8435920311869382, 0.8219099300313419, 0.8508643157425869, 0.7876315382875467]","[0.8170804142423636, 0.8770706474570938, 0.8417257893202104, 0.8777613455671813, 0.8152059963386801]","[0.9676731438867765, 0.9785548262308787, 0.9878048232529396, 0.9725098034661456, 0.9651194110148418]","[2.5749135974561588, 2.6992175048749107, 2.651440542604492, 2.701135464775914, 2.5679569456410687]",0.8188315709150864,0.8457688385851057,0.9743324015703164,2.6389328110705086,0.05795841779839928
95,5,45,cosine,428,"[0.8130498913753121, 0.8261080611187065, 0.8328644187155392, 0.8654716056589211, 0.8346784504083681]","[0.8365013277317402, 0.8436102608238101, 0.8546343710211118, 0.8817874704625009, 0.862192925999208]","[0.940221046641967, 0.9666167392306018, 0.9540512176294561, 0.9737444449509931, 0.9613517416285188]","[2.589772265749019, 2.6363350611731184, 2.641550007366107, 2.721003521072415, 2.6582231180360947]",0.8344344854553695,0.8557452712076742,0.9591970380163074,2.649376794679351,0.04240917507384466
96,7,48,hamming,461,"[0.8090137748434403, 0.8438647007544117, 0.8288475143670291, 0.8473742979975605, 0.8187684103390002]","[0.838675503096365, 0.8657528583924338, 0.8518282068327052, 0.8674669883303556, 0.850682928196854]","[0.9643253714658576, 0.9771374451678858, 0.9733628423869591, 0.9650849015306491, 0.9608447402391717]","[2.612014649405663, 2.6867550043147315, 2.6540385635866937, 2.679926187858565, 2.6302960787750256]",0.8295737396602885,0.8548812969697426,0.9681510601581047,2.6526060967881357,0.02849557764578525
97,4,35,hamming,442,"[0.8349894367236205, 0.8524426207538085, 0.8500669819844476, 0.8543754749811933, 0.824188744686363]","[0.8434664608623541, 0.8723551699278346, 0.8730144343082509, 0.8584344166630814, 0.8467934490231602]","[0.9407592736474804, 0.9566185310058036, 0.9531493322357077, 0.955813436671194, 0.9526606672841527]","[2.6192151712334546, 2.6814163216874465, 2.6762307485284063, 2.668623328315469, 2.6236428609936757]",0.8432126518258866,0.8588127861569361,0.9518002481688675,2.6538256861516905,0.026799592834233107
98,6,47,hamming,495,"[0.809669443979392, 0.8531614622253234, 0.8442688697806495, 0.8477818104889029, 0.818255809114706]","[0.838289050375563, 0.874843961259986, 0.8703739586496166, 0.8550196024730761, 0.8474138374306937]","[0.9428044718129975, 0.9674772191679878, 0.9722671129044342, 0.9611036785583446, 0.9602808258607672]","[2.5907629661679525, 2.6954826426532974, 2.6869099413347004, 2.6639050915203235, 2.625950472406167]",0.8346274791177948,0.8571880820377871,0.9607866616609062,2.6526022228164883,0.03918651364696674
99,9,49,hamming,420,"[0.7910258562859529, 0.8535249593219233, 0.8140370044302372, 0.8493479601259425, 0.79048915592821]","[0.8184159160869605, 0.8825251198744438, 0.8363790629002652, 0.8748332958574422, 0.8158850534276665]","[0.9672202126885519, 0.9788270198633109, 0.9858777982268001, 0.9726615471444545, 0.9651035368192572]","[2.5766619850614654, 2.7148770990596782, 2.6362938655573025, 2.696842803127839, 2.5714777461751335]",0.8196849872184533,0.8456076896293556,0.973938022948475,2.639230699796284,0.05925447486073397
