trial_number,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,0.0021476278468768924,"[0.9023128182012623, 0.9128289555734941, 0.9205350887399457, 0.9289295704364148, 0.9045478020635249]","[0.8374706725968742, 0.8656542511258999, 0.8659977494917327, 0.8608158812456175, 0.8569649991511747]","[0.9997079207561436, 0.9998182316072081, 0.9997896378212991, 0.9998310653339211, 0.999799724479551]","[2.73949141155428, 2.778301438306602, 2.7863224760529777, 2.789576517015953, 2.7613125256942506]",0.9138308470029284,0.85738071072226,0.9997893159996247,2.7710008737248124,0.01854623713119464
1,16.764624757559194,"[0.589457348732834, 0.5822766290644146, 0.5892983423105382, 0.5838544872738611, 0.5867872864142177]","[0.5939018910460481, 0.591880255308888, 0.5970978518703692, 0.5917834282185267, 0.5943527070056424]","[0.8654617150167083, 0.8796472233279319, 0.8866007648141712, 0.8888566649446894, 0.8737208110390021]","[2.0488209547955902, 2.0538041077012346, 2.0729969589950787, 2.064494580437077, 2.0548608044588623]",0.5863348187591731,0.5938032266898949,0.8788574358285006,2.058995481277569,0.008646945946132927
2,0.001739061465622332,"[0.9023128182012623, 0.9128690357338148, 0.9205350887399457, 0.928932530548899, 0.9045478020635249]","[0.8374706725968742, 0.8659801908336143, 0.8659977494917327, 0.8615792757901914, 0.8569649991511747]","[0.9997099529301743, 0.9998192509414743, 0.9997910487622882, 0.999831380591881, 0.9998010177714819]","[2.7394934437283105, 2.7786684775089032, 2.7863238869939666, 2.7903431869309716, 2.7613138189861814]",0.9138394550574894,0.8575985775727176,0.99979053019946,2.771228562829667,0.01872970862802192
3,32.483696759414876,"[0.442742073835112, 0.4467628503964398, 0.453429041232332, 0.4598121356357367, 0.4518066361626847]","[0.48462258640599065, 0.48768149943324657, 0.4925753823598869, 0.49749301991626055, 0.49045560517083236]","[0.8095462609295637, 0.8240922889984093, 0.834189620047472, 0.8317180899890252, 0.8183847442901492]","[1.7369109211706664, 1.7585366388280956, 1.7801940436396908, 1.7890232455410224, 1.7606469856236662]",0.45091054745246106,0.49056561865724346,0.8235862008509238,1.7650623669606282,0.018208107872811838
4,0.085205402583452,"[0.8750613640757662, 0.9050795998239319, 0.910127178932557, 0.9275647570253426, 0.8960978726275362]","[0.8015524496908735, 0.8211127067313585, 0.8275394410106844, 0.8372255073728596, 0.8298204380697731]","[0.9995163275530098, 0.9997397962240782, 0.9996665414588084, 0.9997881846705126, 0.9997082076869809]","[2.6761301413196494, 2.7259321027793684, 2.73733316140205, 2.764578449068715, 2.7256265183842903]",0.9027861544970268,0.8234501085751098,0.9996838115186779,2.7259200745908148,0.028649091583871047
5,0.46823424945079734,"[0.794458706628687, 0.8140053148207498, 0.8363642713129914, 0.8297943517513581, 0.7965949784901285]","[0.7470149688008826, 0.7508286095715561, 0.765154468265962, 0.7648265653398205, 0.7529113904898405]","[0.9989195135450372, 0.9995175819349068, 0.9991187545560074, 0.9996737905212604, 0.9994533488774462]","[2.5403931889746065, 2.564351506327213, 2.600637494134961, 2.594294707612439, 2.5489597178574153]",0.814243524600783,0.7561472004936124,0.9993365978869315,2.569727322981327,0.02399866376932492
6,3.9395547356033496,"[0.7223425490187253, 0.7257355622552718, 0.7415533826774288, 0.7303826972297407, 0.7105548704304845]","[0.7113994145916058, 0.7204897591991041, 0.7327750081321868, 0.7268094508175723, 0.7095626548618106]","[0.9659649208347593, 0.9843462107045815, 0.9671391619200651, 0.9861001277991154, 0.9832835648375504]","[2.39970688444509, 2.4305715321589574, 2.441467552729681, 2.4432922758464284, 2.4034010901298455]",0.7261138123223303,0.7202072575204559,0.9773667972192144,2.4236878670620006,0.0186251215134995
7,0.12897570997998525,"[0.8674313166822445, 0.8915113450068236, 0.9078492817488011, 0.9173033934161942, 0.8910413924863247]","[0.7921773598614952, 0.8180233187209995, 0.8278971388237787, 0.8215979858323237, 0.8257447273316401]","[0.999456000148149, 0.9997097151353188, 0.9996169371579261, 0.9997731007444456, 0.9996748612692737]","[2.6590646766918886, 2.7092443788631417, 2.7353633577305057, 2.738674479992963, 2.7164609810872387]",0.8950273458680776,0.8170881061140474,0.9996461228910226,2.7117615748731474,0.028589272073551927
8,0.006036747479545877,"[0.9022057814631923, 0.9126690612210866, 0.9203260121435624, 0.9287644696941689, 0.9048540043408704]","[0.8183462497091745, 0.8573743092524688, 0.8555890435602752, 0.8557787042373713, 0.8500457421791121]","[0.9996900751882534, 0.9998074074466914, 0.9997815346208889, 0.9998266820513464, 0.999790121958762]","[2.72024210636062, 2.769850777920247, 2.7756965903247264, 2.7843698559828867, 2.7546898684787444]",0.9137638657725761,0.8474268097876804,0.9997791642531885,2.760969839813445,0.02254548873356935
9,0.0013376034245027606,"[0.9023928982813423, 0.9128690357338148, 0.9205780875787134, 0.928932530548899, 0.9045524034669531]","[0.8415141463779606, 0.866274995796618, 0.8740210549152697, 0.8615792757901914, 0.8588731077618966]","[0.9997113766193396, 0.9998211835994012, 0.999791739993041, 0.9998321337774702, 0.9998021228806038]","[2.7436184212786427, 2.7789652151298343, 2.7943908824870243, 2.7903439401165606, 2.7632276341094535]",0.9138649911219445,0.8604525161283872,0.999791711373971,2.774109218624303,0.018690052848300096
10,0.0001015789785629197,"[0.903058057618262, 0.9129931209575401, 0.9211998342285512, 0.9292849713584846, 0.9047944637090133]","[0.8543476247928588, 0.8740909442209006, 0.8810304184837987, 0.8814841225344423, 0.8651726032673167]","[0.999732503691284, 0.9998293954210331, 0.9998001568178614, 0.9998384012314641, 0.9998090104967793]","[2.757138186102405, 2.786913460599474, 2.8020304095302113, 2.810607495124391, 2.7697760774731095]",0.9142660895743703,0.8712251426598634,0.9998018935316842,2.785293125765918,0.01978412931606502
11,0.00011215526318158494,"[0.9030150587794943, 0.9129530407972196, 0.9211998342285512, 0.9292849713584846, 0.9047944637090133]","[0.8531642881940918, 0.8737055622650729, 0.8810304184837987, 0.8814841225344423, 0.8651726032673167]","[0.9997321469770286, 0.9998292247693905, 0.9998000071965991, 0.999837687760796, 0.9998088490012534]","[2.755911493950615, 2.7864878278316834, 2.802030259908949, 2.810606781653723, 2.7697759159775837]",0.9142494737745526,0.8709113989489443,0.9998015831410134,2.784962455864511,0.020128872405481075
12,0.0001298585386381052,"[0.9030150587794943, 0.912885473229652, 0.9211998342285512, 0.9292449713584847, 0.9047271236416732]","[0.8531642881940918, 0.873320582513119, 0.8810304184837987, 0.8810379561715023, 0.8651366024501244]","[0.9997308370169684, 0.9998283483792916, 0.9997997752016071, 0.999837442401924, 0.9998084728257507]","[2.7559101839905544, 2.7860344041220624, 2.802030027913957, 2.810120369931911, 2.769672198917548]",0.914214492247571,0.8707379695625272,0.9998009751651082,2.784753436975207,0.02001489316991016
13,0.000179730005347433,"[0.9030104568466824, 0.912882514868584, 0.9206273378421013, 0.9291776312911446, 0.9047271236416732]","[0.85267072893101, 0.8729814318335104, 0.8789696229339214, 0.8805955308560616, 0.8651366024501244]","[0.9997274076200333, 0.9998280185433163, 0.9997991416777058, 0.9998367076104554, 0.9998080393050809]","[2.7554085933977257, 2.7856919652454106, 2.7993961024537284, 2.8096098697576615, 2.7696717653968785]",0.9140850128980371,0.8700707834009256,0.9997998629513184,2.7839556592502808,0.019588390204353167
14,0.00010031667739963529,"[0.903098097658302, 0.9129931209575401, 0.9212398742685913, 0.9292849713584846, 0.9047944637090133]","[0.8547011294546144, 0.8740909442209006, 0.8813753968861023, 0.8814841225344423, 0.8651726032673167]","[0.9997325432218795, 0.9998294001632364, 0.9998001584172119, 0.9998391077707867, 0.9998090119035061]","[2.757531770334796, 2.7869134653416774, 2.8024154295719055, 2.8106082016637135, 2.7697760788798362]",0.9142821055903863,0.8713648392726752,0.999802044295324,2.7854489891583856,0.019738297738806324
15,0.017410664005631144,"[0.8987016077759428, 0.9108047655039728, 0.920160048776696, 0.9285493477208684, 0.8995341341952937]","[0.8063089519742163, 0.844364227423657, 0.8507616715036729, 0.8496552447571023, 0.8401528768132551]","[0.9996534807961361, 0.9997944461069183, 0.999761726794404, 0.999818396638786, 0.9997741191348315]","[2.7046640405462954, 2.754963439034548, 2.7706834470747728, 2.778022989116757, 2.73946113014338]",0.9115499807945548,0.8382485944943807,0.9997604338942152,2.7495590091831503,0.026088975686762682
