trial_number,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_criterion,param_class_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
60,221,40,17,2,log2,True,entropy,balanced,"[0.9297323802624413, 0.958096948947459, 0.9544386880220016, 0.9525012116090441, 0.9571716751155611]","[0.7904643898025036, 0.8258345522449331, 0.8278393444528065, 0.8272299209064422, 0.8096080376192559]","[0.9995699932111671, 0.9992574573703433, 0.9995735483698754, 0.9995737708742307, 0.999654649553237]","[2.719766763276112, 2.7831889585627354, 2.7818515808446835, 2.779304903389717, 2.766434362288054]",0.9503881807913015,0.8161952490051881,0.9995258838757707,2.7661093136722603,0.023922351335628825
61,204,45,15,1,log2,True,entropy,balanced,"[0.9423765244635323, 0.9345119758541501, 0.9433248356544803, 0.9475565455221064, 0.9452885470020961]","[0.8324343565274419, 0.8591181668599096, 0.8419015225971157, 0.8504270964306113, 0.8528609140739585]","[0.9996780238678002, 0.9995835341451, 0.9997087683799408, 0.9997215393738809, 0.9998024793357672]","[2.7744889048587744, 2.7932136768591596, 2.784935126631537, 2.7977051813265987, 2.7979519404118216]",0.942611685699273,0.8473484112978074,0.9996988690204978,2.7896589660175786,0.008928565264104961
62,201,42,15,1,log2,True,entropy,balanced,"[0.9423002581257066, 0.937621443922521, 0.9455481624862457, 0.9466731776822169, 0.9495038687405304]","[0.8307196687852137, 0.8580904144356474, 0.8418804694803014, 0.850831111671273, 0.8553881259927211]","[0.9996816273337761, 0.9995996329838984, 0.9997314675424268, 0.9997288341335433, 0.9998051789435096]","[2.7727015542446964, 2.795311491342067, 2.787160099508974, 2.7972331234870333, 2.804697173676761]",0.9443293821914441,0.8473819580730313,0.9997093481874308,2.791420688451906,0.010897214430317591
63,201,42,15,1,log2,True,entropy,balanced,"[0.9423002581257066, 0.937621443922521, 0.9455481624862457, 0.9466731776822169, 0.9495038687405304]","[0.8307196687852137, 0.8580904144356474, 0.8418804694803014, 0.850831111671273, 0.8553881259927211]","[0.9996816273337761, 0.9995996329838984, 0.9997314675424268, 0.9997288341335433, 0.9998051789435096]","[2.7727015542446964, 2.795311491342067, 2.787160099508974, 2.7972331234870333, 2.804697173676761]",0.9443293821914441,0.8473819580730313,0.9997093481874308,2.791420688451906,0.010897214430317591
64,230,42,14,2,log2,True,entropy,balanced,"[0.9345295387047742, 0.959169984040173, 0.9571943923865043, 0.9521153716250234, 0.9500883374559633]","[0.797189456878161, 0.8241604099725491, 0.8243358823728201, 0.8045308329936804, 0.805061705266855]","[0.9995538805280048, 0.9992387352814164, 0.999575353556938, 0.9995764188038387, 0.9996483507245838]","[2.73127287611094, 2.7825691292941386, 2.7811056283162623, 2.756222623422542, 2.7547983934474023]",0.9506195248424877,0.8110556574968133,0.9995185477789563,2.761193730118257,0.01904868035963093
65,198,37,17,1,log2,True,entropy,balanced,"[0.9222141274863088, 0.9399524280531469, 0.9431672001728627, 0.9586402381987008, 0.9494138446068814]","[0.8105275699974313, 0.8465906023475948, 0.8378569828060379, 0.846716762959263, 0.8500667258824309]","[0.9997001464634033, 0.9995441024186661, 0.9996994783801841, 0.9997117002936914, 0.9997856137288206]","[2.7324418439471434, 2.7860871328194077, 2.780723661359085, 2.8050687014516553, 2.7992661842181326]",0.9426775677035801,0.8383517287985516,0.9996882082569531,2.7807175047590853,0.02567647429174926
66,223,42,18,2,log2,True,entropy,balanced,"[0.9361150813280187, 0.9577964564018367, 0.9497422368425003, 0.9506615654800834, 0.9589129994284492]","[0.7917659310407585, 0.8245157303731435, 0.8060455177711848, 0.8118344611388225, 0.8103586683202759]","[0.999565720294515, 0.9991914446158228, 0.9995622458570815, 0.9995639422456074, 0.9996545858684616]","[2.7274467326632923, 2.781503631390803, 2.7553500004707665, 2.7620599688645133, 2.7689262536171864]",0.9506456678961778,0.808904061728837,0.9995075877762977,2.759057317401312,0.01801789164059056
67,174,38,15,1,log2,True,entropy,balanced,"[0.9221464141587756, 0.940513329296438, 0.9435876922117236, 0.9478157188486668, 0.9515390123604958]","[0.8111875939490969, 0.8529120108170908, 0.839009151348382, 0.8348321063457438, 0.848319895563566]","[0.9996878670833469, 0.9994873789964419, 0.9997062005591262, 0.9997171032468692, 0.9997974984514171]","[2.7330218751912194, 2.792912719109971, 2.7823030441192316, 2.7823649284412797, 2.7996564063754787]",0.9411204333752199,0.8372521516047758,0.9996792096674403,2.7780517946474363,0.023460503895820498
68,251,40,19,2,log2,True,entropy,balanced,"[0.9321494921551696, 0.9560210160252592, 0.9547216989533095, 0.9523926586828985, 0.9479756396113997]","[0.7962118023811496, 0.8226347198653844, 0.8253224201963961, 0.805316911615495, 0.8211717984553448]","[0.9995491722395119, 0.9992256375119892, 0.9995580825361118, 0.9995781925928839, 0.9996485746838681]","[2.7279104667758314, 2.777881373402633, 2.7796022016858175, 2.7572877628912775, 2.7687960127506126]",0.9486521010856073,0.814131530502754,0.9995119319128729,2.762295563501234,0.018932015105332843
69,199,30,15,3,log2,True,entropy,balanced,"[0.9382869871837055, 0.9576507287387208, 0.9578622798417844, 0.9510571554106781, 0.9428586258252927]","[0.7644237178498239, 0.7774786840683019, 0.7828585989582328, 0.7711706387527726, 0.769830045914196]","[0.9994888107048164, 0.9992539593584678, 0.9994032076191537, 0.9995321392073577, 0.9995956383254178]","[2.702199515738346, 2.7343833721654907, 2.740124086419171, 2.7217599333708087, 2.7122843100649066]",0.9495431554000362,0.7731523371086654,0.9994547510430427,2.722150243551744,0.013915667350089698
70,240,46,18,1,log2,True,entropy,balanced,"[0.925352133892263, 0.9364831356590883, 0.9454146371644069, 0.9475507597355324, 0.9453733548767991]","[0.8152147148754837, 0.8572770631524647, 0.8392700973490507, 0.8512180221773359, 0.8575325195502915]","[0.9996612734293718, 0.9995594955089366, 0.999738981091314, 0.9997041286014741, 0.999796720191535]","[2.7402281221971183, 2.7933196943204894, 2.7844237156047713, 2.7984729105143424, 2.8027025946186255]",0.940034804265618,0.8441024834209252,0.9996921197645262,2.783829407451069,0.02263678510154455
71,201,44,15,1,log2,True,entropy,balanced,"[0.9414367303418874, 0.9325778828864247, 0.9431546939003793, 0.947561280834667, 0.9495299618233014]","[0.8307071154700283, 0.8588961457110752, 0.8410384572621602, 0.8521276474475222, 0.8537274478701816]","[0.9996610158400334, 0.9995735454628586, 0.9997259453416124, 0.9997276252374463, 0.9998014765854965]","[2.7718048616519493, 2.7910475740603586, 2.783919096504152, 2.7994165535196354, 2.8030588862789796]",0.9428521099573318,0.8472993627521935,0.9996979216934895,2.789849394403015,0.011209196572892486
72,193,44,14,1,log2,True,entropy,balanced,"[0.9414493534375415, 0.9345651671748118, 0.9450177946038627, 0.9515861347337256, 0.9453564482450943]","[0.8305054458169644, 0.8585019573303088, 0.8425404217523191, 0.8533303935242451, 0.855060210598562]","[0.9996610496402617, 0.9995734499335858, 0.9997369771494682, 0.9997361288484441, 0.9998072788051084]","[2.7716158488947675, 2.7926405744387064, 2.78729519350565, 2.8046526571064145, 2.8002239376487648]",0.9435949796390073,0.8479876858044797,0.9997029768753738,2.7912856423188606,0.011517208896794489
73,193,44,14,1,log2,True,entropy,balanced,"[0.9414493534375415, 0.9345651671748118, 0.9450177946038627, 0.9515861347337256, 0.9453564482450943]","[0.8305054458169644, 0.8585019573303088, 0.8425404217523191, 0.8533303935242451, 0.855060210598562]","[0.9996610496402617, 0.9995734499335858, 0.9997369771494682, 0.9997361288484441, 0.9998072788051084]","[2.7716158488947675, 2.7926405744387064, 2.78729519350565, 2.8046526571064145, 2.8002239376487648]",0.9435949796390073,0.8479876858044797,0.9997029768753738,2.7912856423188606,0.011517208896794489
74,179,42,13,1,log2,True,entropy,balanced,"[0.9424047294535682, 0.9388080503157796, 0.9429184606098459, 0.9279885286861824, 0.9495454077625777]","[0.8326244506723911, 0.8604543562040244, 0.8409074262327814, 0.8486604220345736, 0.8561174743315978]","[0.999680182106236, 0.9996207882671547, 0.9997293408100454, 0.9997275386575258, 0.999798824019248]","[2.7747093622321954, 2.798883194786959, 2.7835552276526725, 2.776376489378282, 2.8054617061134235]",0.9403330353655909,0.8477528258950737,0.999711334772042,2.787797196032707,0.01228537760579192
75,194,41,14,2,log2,True,entropy,balanced,"[0.9336687639889736, 0.9555297760295379, 0.9483971389168433, 0.9526300511443578, 0.9498614840956354]","[0.7931185839527564, 0.8199765092028909, 0.8238367648928208, 0.8166039639498429, 0.8241154182546344]","[0.9995512635989194, 0.9991852419722576, 0.9995735668633068, 0.999596694972509, 0.9996556828032158]","[2.7263386115406494, 2.7746915272046864, 2.7718074706729707, 2.7688307100667098, 2.7736325851534858]",0.9480174428350697,0.815530248050589,0.9995124900420416,2.7630601809277002,0.018468089722591396
76,181,44,14,1,log2,True,entropy,balanced,"[0.9414447515047297, 0.9336173902739963, 0.9448308787160122, 0.9516307356078916, 0.9453656510519505]","[0.8304976537178825, 0.8581837216245713, 0.8424440054467177, 0.8545535981171833, 0.8555287898460814]","[0.9996600668377568, 0.9995756962270482, 0.9997399243118816, 0.999742059254684, 0.9998081110718874]","[2.771602472060369, 2.791376808125616, 2.787014808474612, 2.805926392979759, 2.8007025519699194]",0.943377881430916,0.8482415537504873,0.9997051715406517,2.791324606722055,0.011905441617357002
77,170,35,14,2,log2,True,entropy,balanced,"[0.9337042030836931, 0.9580826170713936, 0.9504493325748659, 0.9491936861282074, 0.9559857467525338]","[0.7898847989585035, 0.8186832783573595, 0.8016839163393759, 0.7984268834826015, 0.8123611740850927]","[0.9995747308097256, 0.9992590741128617, 0.9994982319666121, 0.999595035558076, 0.9996518584496207]","[2.7231637328519223, 2.7760249695416146, 2.751631480880854, 2.747215605168885, 2.767998779287247]",0.9494831171221387,0.8042080102445865,0.9995157861793793,2.7532069135461046,0.018332667246722105
78,154,46,13,1,log2,True,entropy,balanced,"[0.9223878320394497, 0.9325503022102296, 0.9429594999100405, 0.9276162683695733, 0.9453041193325674]","[0.8165580143416891, 0.8583738150099282, 0.8407906705752798, 0.8509598198928213, 0.8529671871094965]","[0.9996442173431181, 0.9995361708099534, 0.999726227065618, 0.9997261248985394, 0.9998074503323957]","[2.738590063724257, 2.7904602880301113, 2.7834763975509382, 2.7783022131609343, 2.7980787567744594]",0.9341636043723721,0.8439299013858429,0.9996880380899249,2.77778154384814,0.020694936463485487
79,180,39,13,9,,True,entropy,balanced,"[0.9091118687917793, 0.9088407026408126, 0.924846404674626, 0.9145571772722418, 0.9154618958544616]","[0.7284507439489138, 0.7782343516746997, 0.7672481252818091, 0.7607207233583071, 0.7766572246022855]","[0.9990752199018609, 0.9948053974723647, 0.997926631050359, 0.9925656542466332, 0.9968732992871426]","[2.6366378326425544, 2.681880451787877, 2.6900211610067943, 2.667843554877182, 2.6889924197438897]",0.9145636098467842,0.762262233773203,0.9962492403916722,2.6730750840116597,0.019865083883196973
80,159,43,14,2,log2,True,entropy,balanced,"[0.9342091790639984, 0.9551734196450393, 0.9577162383952352, 0.9525825166836742, 0.9567796708016177]","[0.7965730120487163, 0.8239470575962053, 0.8249769619852235, 0.8170811881735516, 0.8115834686884017]","[0.9995554934166141, 0.9991357225034386, 0.9995920758574757, 0.9995761137506741, 0.9996332283314954]","[2.730337684529329, 2.7782561997446833, 2.7822852762379346, 2.7692398186079, 2.7679963678215147]",0.951292204917913,0.8148323376984197,0.9994985267719395,2.7656230693882717,0.018444494705562826
81,190,45,15,1,log2,True,entropy,balanced,"[0.9423765244635323, 0.9344968510288834, 0.9433277944532081, 0.9479439278120162, 0.946215369711056]","[0.8324343565274419, 0.8588226014887824, 0.8421385857118654, 0.8504393999275756, 0.853376986916068]","[0.9996601474278358, 0.9995872294559156, 0.9997133598066269, 0.9997215620145516, 0.9998021544792841]","[2.77447102841881, 2.7929066819735815, 2.7851797399717007, 2.7981048897541436, 2.7993945111064082]",0.9428720934937391,0.8474423861143467,0.9996968906368429,2.7900113702449287,0.009238810482397275
82,72,46,15,1,log2,True,entropy,balanced,"[0.9223537094519583, 0.9511781566034329, 0.9335883907335873, 0.9454523328382255, 0.959346967191853]","[0.8158984088413732, 0.8608539666558815, 0.8372347187392704, 0.8509368137684059, 0.8533652267232066]","[0.999562646190257, 0.9995496622784306, 0.9997059767285001, 0.9997131598049964, 0.9997906292117428]","[2.7378147644835886, 2.811581785537745, 2.770529086201358, 2.796102306411628, 2.812502823126802]",0.9423839113638115,0.8436578269456275,0.9996644148427855,2.7857061531522245,0.028353547733966068
83,187,41,17,1,log2,True,entropy,balanced,"[0.9421829638424518, 0.9377869585566629, 0.9457481438319998, 0.9531860401723122, 0.9544754309716333]","[0.8115072638862221, 0.8547412008764926, 0.8417246182858178, 0.8508084253702625, 0.8564904338503139]","[0.9996934117739535, 0.9995560251835296, 0.9997124248993556, 0.9997249475141872, 0.9997919107997955]","[2.753383639502627, 2.792084184616685, 2.7871851870171733, 2.8037194130567618, 2.8107577756217426]",0.9466759074750121,0.8430543884538217,0.9996957440341643,2.789426039962998,0.01985187772722045
84,192,44,15,1,log2,True,entropy,balanced,"[0.9414401495719179, 0.9325651671748116, 0.9435259472422746, 0.947565881708833, 0.9495270021488654]","[0.8305425080891403, 0.858085487517482, 0.8407721642221095, 0.8526361376282745, 0.8538212715517642]","[0.9996492207492136, 0.999571554394298, 0.9997227634089484, 0.9997279812065206, 0.9998004308156974]","[2.771631878410272, 2.7902222090865916, 2.7840208748733324, 2.799930000543628, 2.8031487045163272]",0.9429248295693405,0.8471715138017542,0.9996943901149355,2.7897907334860306,0.011353075211398396
85,217,45,13,2,log2,True,entropy,balanced,"[0.9314068228060441, 0.9614955184105063, 0.9514732324776287, 0.952619726992186, 0.9600857733109024]","[0.8009620838933996, 0.8270926871076324, 0.8228590235480193, 0.8060272721925724, 0.798921874721977]","[0.9995576108981843, 0.9992280425481467, 0.9996010677621476, 0.9995718809501132, 0.9996662369336611]","[2.731926517597628, 2.7878162480662856, 2.7739333237877957, 2.7582188801348715, 2.7586738849665404]",0.9514162147994535,0.8111725882927201,0.9995249678184507,2.7621137709106245,0.018647211127672144
86,173,43,14,1,log2,True,entropy,balanced,"[0.9222273442649421, 0.9448767780742494, 0.9433249500452294, 0.9467234299045628, 0.9421323822049379]","[0.8150189770620022, 0.8572763236928672, 0.8406154208082083, 0.8502952455295427, 0.8520891042846391]","[0.999692685959571, 0.9996153985143715, 0.9997252170048857, 0.9997240630837371, 0.9998056208686849]","[2.7369390072865154, 2.8017685002814883, 2.7836655878583234, 2.7967427385178425, 2.7940271073582617]",0.9398569768987844,0.8430590142754519,0.99971259708625,2.7826285882604864,0.023596969657242988
87,179,38,12,1,log2,True,entropy,balanced,"[0.9222686339056401, 0.9497714087686808, 0.9449192966083935, 0.947443479174656, 0.9542834699599291]","[0.8134990394782642, 0.8573962399451314, 0.8378007741462105, 0.8318749096276847, 0.8543865338087424]","[0.9997020297149642, 0.9995462874298936, 0.9997126605795674, 0.9997271831846148, 0.9997899281374885]","[2.7354697030988686, 2.806713936143706, 2.782432731334171, 2.7790455719869556, 2.80845993190616]",0.94373725768346,0.8389914994012067,0.9996956178093057,2.782424374893972,0.026396933901269258
88,192,15,17,1,log2,True,entropy,balanced_subsample,"[0.9403269463486817, 0.9528915675153256, 0.9511832512946304, 0.9421982322839725, 0.9388757994751349]","[0.6971884212134555, 0.6991829950970522, 0.6838101302276869, 0.686235884455159, 0.6843685680684705]","[0.9985993300061629, 0.998551785197105, 0.9984840327046881, 0.9988647748172521, 0.9989508215499399]","[2.6361146975683, 2.650626347809483, 2.6334774142270057, 2.627298891556384, 2.6221951890935453]",0.945095159383549,0.6901571998123648,0.9986901488550297,2.6339425080509438,0.009648029554957114
89,183,49,16,2,,True,entropy,balanced,"[0.9223473426893491, 0.9118265690040498, 0.9301896389360784, 0.9143459137191745, 0.9298440207884241]","[0.7982926440333756, 0.8199754247143922, 0.806082291629043, 0.8164696175582464, 0.8157323054426613]","[0.9964557023289652, 0.9922192864040388, 0.998190775925723, 0.9908274865465327, 0.9960060046840242]","[2.71709568905169, 2.724021280122481, 2.734462706490844, 2.7216430178239537, 2.7415823309151097]",0.9217106970274151,0.8113104566755437,0.9947398511778568,2.727761004880816,0.008956630241861576
90,227,45,14,3,log2,True,entropy,balanced,"[0.9337721681231901, 0.9577167039983158, 0.9540327471412914, 0.9542907230317837, 0.9486162101408477]","[0.7813645032062217, 0.801215745024584, 0.7849326354776729, 0.7939082245166281, 0.7802132276453374]","[0.9995077826525766, 0.9991166672350809, 0.9994819584530245, 0.9995288261365988, 0.999598766481807]","[2.7146444539819883, 2.7580491162579808, 2.7384473410719887, 2.7477277736850105, 2.7284282042679924]",0.9496857104870857,0.7883268671740888,0.9994468001918175,2.737459377852992,0.015049493010949344
91,205,44,16,1,log2,True,entropy,balanced,"[0.9422725796309596, 0.942573193191148, 0.9437048510018095, 0.9537069757141947, 0.9452714593338274]","[0.8301230451539791, 0.8600483916584287, 0.840856460195635, 0.8531319187679507, 0.8484342097266113]","[0.9996442668360948, 0.9995962855635638, 0.9997410114369418, 0.9997272795111434, 0.9998072917779042]","[2.7720398916210334, 2.8022178704131404, 2.784302322634386, 2.806566173993289, 2.793512960838343]",0.9455058117743877,0.846518805100521,0.9997032270251296,2.7917278439000386,0.012459190741715915
92,217,47,15,1,log2,True,entropy,balanced,"[0.9223630462794443, 0.932533090560795, 0.9433141869881793, 0.94802277888221, 0.9453536149618534]","[0.8162897236775577, 0.8572464421726012, 0.8414520896290457, 0.8528466154690729, 0.852867353000395]","[0.9996270170071814, 0.9995641163320204, 0.9997307729960972, 0.9997224231047714, 0.9997977057929966]","[2.7382797869641835, 2.7893436490654167, 2.7844970496133223, 2.8005918174560542, 2.798018673755245]",0.9383173435344965,0.8441404447897345,0.9996884070466134,2.782146195370844,0.02268818276560949
93,202,42,17,1,log2,True,entropy,balanced,"[0.9421853333315638, 0.9487386743785984, 0.9450831396864201, 0.9541234795114889, 0.9494556910566877]","[0.8281986794305662, 0.8600256981762189, 0.841167892765897, 0.8544053208087824, 0.8512183937182074]","[0.999696843718562, 0.9995956694960795, 0.9997297269816008, 0.9997265475241803, 0.9997911330994812]","[2.770080856480692, 2.8083600420508965, 2.785980759433918, 2.808255347844452, 2.8004652178743763]",0.9479172635929517,0.8470031969799343,0.9997079841639808,2.794628444736867,0.014735560552964868
94,203,42,18,1,log2,True,entropy,balanced,"[0.9453110398828476, 0.9518857836409057, 0.9452949562270849, 0.9340851202731706, 0.949404696445394]","[0.8310152915013569, 0.8573615802885645, 0.8390033312517088, 0.8498844833524012, 0.8500196207649051]","[0.9996979416307571, 0.9995948574281196, 0.9997144566363623, 0.9997111916354541, 0.9997881858026709]","[2.776024273014962, 2.80884222135759, 2.784012744115156, 2.783680795261026, 2.7992125030129698]",0.9451963192938806,0.8454568614317873,0.9997013266266729,2.7903545073523404,0.011919493835411587
95,201,40,18,1,log2,True,entropy,balanced,"[0.9252171538594253, 0.9547934619316888, 0.9456723466028513, 0.9536372018930394, 0.9494140256434452]","[0.8130859785210133, 0.8530880487091014, 0.8396412839617922, 0.8496108857103004, 0.8502231582931873]","[0.9996982125341184, 0.9995649365867346, 0.9997097499736464, 0.9997129174098931, 0.9997763379490607]","[2.738001344914557, 2.807446447227525, 2.78502338053829, 2.8029610050132328, 2.7994135218856933]",0.94574683798609,0.841129871039079,0.9996924308906907,2.7865691399158594,0.025419494225830203
96,197,42,17,2,log2,True,entropy,balanced_subsample,"[0.9350070054564219, 0.959378301080924, 0.949305250238369, 0.9545946343170019, 0.9591018733588382]","[0.7933948045128072, 0.8279137660105548, 0.8197252861262068, 0.8099818949621261, 0.8138371199527041]","[0.9995830777472118, 0.9991891952554287, 0.9995420755422053, 0.9995827434694371, 0.9996577972736541]","[2.727984887716441, 2.7864812623469075, 2.768572611906781, 2.7641592727485653, 2.7725967905851965]",0.951477412890311,0.8129705743128799,0.9995109778575875,2.763958965060778,0.019479866560122298
97,204,41,19,1,log2,True,entropy,balanced,"[0.9422231366994474, 0.9415069241851551, 0.94362850273042, 0.9539701912727828, 0.9493618231221135]","[0.8110899141942254, 0.8541945516213733, 0.839683484458586, 0.8379810517088231, 0.8496489928199215]","[0.9996761838098052, 0.9995707406949457, 0.9997218269087587, 0.9997272728800887, 0.9997868268805908]","[2.752989234703478, 2.7952722165014743, 2.783033814097765, 2.791678515861695, 2.7987976428226258]",0.9461381156019838,0.8385195989605858,0.9996965702348378,2.7843542847974074,0.016534607311246934
98,206,37,18,2,log2,True,entropy,balanced,"[0.9411136404364965, 0.9589979843382657, 0.9542921975311791, 0.952012247091971, 0.9499026347978097]","[0.7885781928071038, 0.8090979435119974, 0.8123727960969797, 0.8028523530030597, 0.8100553027320041]","[0.9995596399839985, 0.9992972405773302, 0.9995094358409601, 0.9995839773535704, 0.9996673034278263]","[2.729251473227599, 2.767393168427593, 2.766174429469119, 2.754448577448601, 2.7596252409576403]",0.9512637408391443,0.8045913176302288,0.9995235194367371,2.75537857790611,0.013873899546814523
99,213,39,17,1,log2,True,entropy,balanced,"[0.9252493056984854, 0.9540267815798903, 0.9453620643285057, 0.9539464261932884, 0.9503286858711135]","[0.812701603639979, 0.8519335930879373, 0.8424150496839071, 0.8508140847375988, 0.8380062286191484]","[0.999694897653861, 0.9995832705096435, 0.9997094161250244, 0.9997305395925562, 0.9997879138613566]","[2.7376458069923255, 2.805543645177471, 2.7874865301374374, 2.8044910505234437, 2.788122828351619]",0.9457826527342565,0.839174111953714,0.9997012075484883,2.7846579722364595,0.02473746946304836
