trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,23,39,manhattan,95,"[0.7399727278718008, 0.6954394791941652, 0.7043330870374095, 0.7078977456077695, 0.7335265501441836]","[0.7756447101349245, 0.7355932502894512, 0.7384143039035613, 0.7496825090370263, 0.7623636158222259]","[0.9733125617224171, 0.9776291194659862, 0.9565178363393427, 0.9673590651286476, 0.9800982172141076]","[2.4889299997291423, 2.4086618489496026, 2.3992652272803134, 2.4249393197734435, 2.475988383180517]",0.7162339179710657,0.7523396778374378,0.9709833599741003,2.439556955782604,0.0362120219408345
1,19,26,cosine,440,"[0.7796687582527588, 0.7538484790655876, 0.7577561429386367, 0.7494288318523158, 0.7885078765241866]","[0.8089022844436045, 0.7884477415519285, 0.7896988979888592, 0.7845624435027897, 0.8151961043721541]","[0.9596513026803897, 0.9820951948455466, 0.9659890338264924, 0.9771889736813923, 0.9839817576037808]","[2.548222345376753, 2.5243914154630627, 2.513444074753988, 2.5111802490364976, 2.5876857385001215]",0.7658420177266971,0.7973614943718672,0.9737812525275202,2.5369847646260846,0.02854996154292616
2,4,37,manhattan,401,"[0.810434975045839, 0.8392622428542502, 0.8096790561694486, 0.8270836806823811, 0.815891145500714]","[0.8264648454091984, 0.8674692244259287, 0.8283242808511208, 0.8388614610904337, 0.8416768564903844]","[0.938279754956625, 0.958731617296263, 0.9598167703700967, 0.9575347369368274, 0.9715707793290106]","[2.575179575411662, 2.6654630845764418, 2.597820107390666, 2.6234798787096425, 2.629138781320109]",0.8204702200505267,0.8405593336534132,0.9571867317777645,2.6182162854817044,0.030487469058883367
3,49,22,cosine,22,"[0.6312367498426177, 0.5814155620507607, 0.6105448327431592, 0.6016175444836669, 0.6081888895335645]","[0.6569472268883613, 0.6228391898876476, 0.6431741988173676, 0.6357922660031976, 0.6403367430504526]","[0.9529426942760011, 0.9795007657716414, 0.9680083783771063, 0.9674211782112336, 0.9736871873623856]","[2.24112667100698, 2.1837555177100496, 2.221727409937633, 2.204830988698098, 2.2222128199464026]",0.6066007157307538,0.6398179249294054,0.9683120407996736,2.214730681459833,0.019282891671116204
4,11,46,cosine,347,"[0.7990320242601641, 0.78934916022804, 0.7842497266827424, 0.7954250783500915, 0.7987937187585095]","[0.8233833675623804, 0.8212903560742574, 0.8098218018177561, 0.8250577176282664, 0.8196992851033048]","[0.9524081476555899, 0.9862342468460185, 0.9732618067360761, 0.9711696160516281, 0.9782827509956766]","[2.5748235394781345, 2.5968737631483156, 2.5673333352365746, 2.591652412029986, 2.5967757548574912]",0.7933699416559096,0.819850505637193,0.9722713136569979,2.5854917609501005,0.012152131401847625
5,18,38,hamming,375,"[0.7981887865649229, 0.7717625938509376, 0.775135518226136, 0.7763581481780775, 0.7937282091240401]","[0.8240296313245531, 0.8039086538708525, 0.8005893014521519, 0.8132042403052209, 0.823895338987972]","[0.9752849634912331, 0.9889374084016361, 0.9842009739886319, 0.9809132085968584, 0.9855583033795362]","[2.597503381380709, 2.564608656123426, 2.55992579366692, 2.570475597080157, 2.603181851491548]",0.7830346511888229,0.81312543318815,0.9829789715715791,2.579139055948552,0.017723667522528498
6,16,42,cosine,146,"[0.7667698321718901, 0.7219232753156176, 0.7376066883906073, 0.7384082915423152, 0.7472599603200176]","[0.7882981939899973, 0.7565024406060087, 0.7728417131536196, 0.769498979637527, 0.7776966415692351]","[0.946172188175276, 0.9864205044753929, 0.9623285070671708, 0.9755831991974248, 0.9715833647261601]","[2.5012402143371633, 2.4648462203970194, 2.4727769086113978, 2.483490470377267, 2.496539966615413]",0.7423936095480895,0.7729675937912777,0.9684175527282848,2.4837787560676525,0.013764560890576287
7,9,10,euclidean,29,"[0.774446487124493, 0.730856169108683, 0.7244473056636201, 0.7550214095769922, 0.759489842839553]","[0.8009430268608181, 0.7609220599897093, 0.7569233036599349, 0.7839761009873658, 0.7764603663903695]","[0.9554436909981326, 0.952312120294415, 0.9487357619013018, 0.9666105047242398, 0.9627497347682002]","[2.530833204983444, 2.4440903493928072, 2.430106371224857, 2.505608015288598, 2.4986999439981226]",0.7488522428626683,0.7758449715776395,0.957170362537258,2.4818675769775655,0.03834295518524775
8,30,16,manhattan,348,"[0.7668062185619958, 0.6972240351639105, 0.7287516033584724, 0.7348331740380722, 0.7179827745167673]","[0.8002770272310841, 0.7274171533109063, 0.76507347534372, 0.7803200646459609, 0.7480282370958163]","[0.9731217720042631, 0.9822686187183147, 0.9847628815190942, 0.9778764967772814, 0.9836700884843892]","[2.540205017797343, 2.4069098071931316, 2.4785879602212866, 2.4930297354613145, 2.449681100096973]",0.7291195611278436,0.7642231915254977,0.9803399715006684,2.47368272415401,0.044403342522405215
9,22,12,hamming,295,"[0.7774882173356719, 0.7437871664493134, 0.7761905272514933, 0.7443879999606006, 0.7797264765202108]","[0.8104534132589873, 0.7773147218719499, 0.8159954421848965, 0.7871073435817284, 0.8129989245483693]","[0.9610483177575121, 0.9900387731914668, 0.9814293213023635, 0.9731789285449921, 0.985032180605817]","[2.548989948352171, 2.51114066151273, 2.5736152907387533, 2.504674272087321, 2.577757581674397]",0.7643160775034581,0.8007739690891864,0.9781455042804301,2.5432355508730744,0.030544611439488167
