trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
10,7,24,manhattan,345,"[0.7848132864291577, 0.7815744998105528, 0.7865885549145466, 0.7768086185690452, 0.8064594692502125]","[0.8123636426145933, 0.8081674342444455, 0.8212707527554615, 0.7965559238314457, 0.8310001751840123]","[0.9563950431357974, 0.9582745181214263, 0.9660327718280035, 0.9547952454858248, 0.9577233154689277]","[2.5535719721795482, 2.548016452176425, 2.5738920794980116, 2.528159787886316, 2.595182959903153]",0.787248885794703,0.8138715857259917,0.9586441788079959,2.5597646503286904,0.02293154011631938
11,3,24,manhattan,350,"[0.8306236305674507, 0.8150765462031397, 0.8399798150569889, 0.8137399122311872, 0.8308155324611514]","[0.8469392119769321, 0.8277068247951509, 0.8725845313194668, 0.8282448654954284, 0.8479303546143399]","[0.9455203481308366, 0.930297947476337, 0.9545482038702279, 0.9455818073973457, 0.9456005106139779]","[2.6230831906752194, 2.5730813184746277, 2.6671125502466837, 2.5875665851239615, 2.624346397689469]",0.8260470873039836,0.8446811576402636,0.944309763497745,2.615038008441992,0.03279686541074595
12,13,20,manhattan,322,"[0.7775843522938389, 0.7553127342061372, 0.7474559533267829, 0.7693786320108341, 0.7795011317115416]","[0.8085399112305035, 0.7855388544745138, 0.7865160611026435, 0.7943235402798637, 0.8120381676538987]","[0.9674756312977779, 0.970530384591955, 0.9807155658154568, 0.9637264870860265, 0.9739199861664845]","[2.5535998948221206, 2.5113819732726057, 2.514687580244883, 2.5274286593767243, 2.565459285531925]",0.7658465607098269,0.7973913069482846,0.9712736109915401,2.5345114786496517,0.021448830637581084
13,3,35,cosine,319,"[0.8639118157927729, 0.8279336495511582, 0.8614047854072748, 0.8297228495112798, 0.875687897305152]","[0.878249842231985, 0.8350603779027318, 0.8940303413666539, 0.8470316502494142, 0.8813964303044648]","[0.959591509514064, 0.9313566632186017, 0.9631821884759337, 0.9552063527226047, 0.9593419678453317]","[2.701753167538822, 2.594350690672492, 2.7186173152498627, 2.6319608524832985, 2.7164262954549483]",0.8517321995135274,0.86715372841105,0.9537357363553071,2.672621664279885,0.050324421562631866
14,22,38,cosine,338,"[0.7336232926987922, 0.7625984862959331, 0.7335680941613977, 0.7238041363097257, 0.7740032239268183]","[0.7601674088200386, 0.7897309308910972, 0.7673355718103249, 0.7577857495332647, 0.8087706051553474]","[0.9812750828900811, 0.9684410767634023, 0.9925848830223102, 0.9742143677123645, 0.980606424394805]","[2.475065784408912, 2.5207704939504327, 2.4934885489940326, 2.455804253555355, 2.5633802534769705]",0.7455194466785334,0.7767580532420146,0.9794243669565926,2.5017018668771405,0.03755360515465267
15,50,23,cosine,490,"[0.6789611357629939, 0.6960794118431021, 0.6784324825550453, 0.6603604474466844, 0.7060694967900757]","[0.7062849459515488, 0.7289921529461101, 0.7062819192678056, 0.6882241913092162, 0.7371806896776547]","[0.9887090504513999, 0.9755677392752574, 0.995055644420527, 0.9803588572243622, 0.9790891298270785]","[2.3739551321659427, 2.4006393040644696, 2.3797700462433777, 2.328943495980263, 2.422339316294809]",0.6839805948795802,0.7133927798304672,0.9837560842397248,2.381129458949773,0.0311627344678231
16,9,38,manhattan,403,"[0.7847474537445034, 0.7844595784927644, 0.7831175216772792, 0.7819384773872939, 0.7801157013132404]","[0.8125592707628548, 0.8152278323653828, 0.8180114408330301, 0.7995157005986623, 0.8072313150418696]","[0.963945158560858, 0.9636519559726812, 0.9754292508715748, 0.9638128369623408, 0.9710747091225695]","[2.5612518830682163, 2.5633393668308284, 2.576558213381884, 2.5452670149482968, 2.5584217254776798]",0.7828757465230163,0.81050911192036,0.9675827822980049,2.5609676407413806,0.01001761616780102
17,18,10,cosine,293,"[0.758451770187658, 0.7432700107856829, 0.7432171181528677, 0.7276027649762925, 0.7542509979987538]","[0.795281429395799, 0.7745428726538344, 0.7740523531757101, 0.7617907042320214, 0.7831422635367066]","[0.9862675408798144, 0.9623933343950298, 0.9916107259203781, 0.9656941710664334, 0.9686021882614877]","[2.5400007404632716, 2.480206217834547, 2.508880197248956, 2.4550876402747472, 2.505995449796948]",0.745358532420251,0.7777619245988143,0.9749135921046287,2.498034049123694,0.028651183617162363
18,10,30,manhattan,416,"[0.7861398303174019, 0.7673752317867847, 0.7852138676999221, 0.7826022951192657, 0.7906747161119345]","[0.8106104864509684, 0.7993693956843835, 0.8186737253384178, 0.8000453722458376, 0.8199090176833268]","[0.966560363300028, 0.9642364687060743, 0.9749027477729462, 0.963784176399148, 0.9727300598990499]","[2.5633106800683985, 2.5309810961772428, 2.578790340811286, 2.5464318437642515, 2.583313793694311]",0.7824011882070618,0.8097215994805869,0.9684427632154492,2.560565550903098,0.019657888443739904
19,20,19,cosine,290,"[0.750829007147688, 0.7561082290183765, 0.7582628135996893, 0.7555881855213762, 0.7520871850095578]","[0.7892870114127897, 0.7841878149854228, 0.8011577845692149, 0.7934207379230941, 0.7786170937599662]","[0.9792797510418074, 0.966337322373394, 0.9897185432008816, 0.9725003129748356, 0.9727086695347144]","[2.5193957696022853, 2.5066333663771934, 2.549139141369786, 2.521509236419306, 2.503412948304238]",0.7545750840593375,0.7893340885300975,0.9761089198251266,2.5200180924145617,0.016158762269419934
20,3,42,manhattan,368,"[0.8320331013963512, 0.8198019137708691, 0.842091798972388, 0.8067383136316545, 0.8331298297111167]","[0.8498703967779633, 0.8322490569696268, 0.872560310080799, 0.8183262895781889, 0.851008135991393]","[0.9470738851622593, 0.9315812807961343, 0.9531627682755047, 0.9476520024696398, 0.9451400099242968]","[2.628977383336574, 2.5836322515366303, 2.667814877328692, 2.5727166056794832, 2.6292779756268065]",0.8267589914964759,0.8448028378795943,0.9449219893255669,2.6164838187016373,0.034494786821810855
21,4,42,manhattan,366,"[0.8220677716188418, 0.7968378518768097, 0.8243308297364726, 0.7998396964644501, 0.8173597318216403]","[0.8481771950306247, 0.816051819984732, 0.85718727119006, 0.8130209967920489, 0.8249445330877098]","[0.9478564959681566, 0.9355157678114787, 0.9537724170737788, 0.9482551486947282, 0.9479405527303837]","[2.618101462617623, 2.5484054396730205, 2.6352905180003114, 2.561115841951227, 2.590244817639734]",0.812087176303643,0.8318763632170351,0.946668076455705,2.5906316159763834,0.03287366879110409
22,8,43,manhattan,443,"[0.7917769474227586, 0.7803664922810857, 0.792990941959696, 0.7867724803887328, 0.7980184559971206]","[0.8143278026899041, 0.813131821297426, 0.8187888184582296, 0.8026570057516419, 0.8238095903253808]","[0.9574290868655015, 0.9614097129216154, 0.9728181456500306, 0.9566230148344244, 0.9638177462410036]","[2.5635338369781646, 2.554908026500127, 2.5845979060679563, 2.546052500974799, 2.585645792563505]",0.7899850636098786,0.8145430077045166,0.9624195413025151,2.56694761261691,0.015838977118076157
23,3,33,manhattan,295,"[0.828205930167767, 0.8151692368983521, 0.8416580872767934, 0.8072151258766445, 0.8304205166070571]","[0.8460595397379055, 0.8278170535163095, 0.8723066950149478, 0.817607625761011, 0.8485600185422101]","[0.9455386997346277, 0.9302322435040895, 0.9545293536964742, 0.9456664944724235, 0.9451336655379607]","[2.6198041696403003, 2.573218533918751, 2.6684941359882153, 2.570489246110079, 2.6241142006872282]",0.8245337793653228,0.8424701865144769,0.9442200913891151,2.6112240572689145,0.03639610058077932
24,11,39,cosine,373,"[0.8189258244479967, 0.7759889828651026, 0.7922361548859481, 0.7976375790689428, 0.8076948215501538]","[0.8406567654025713, 0.7983455985591464, 0.8210153253997806, 0.8213065987062242, 0.8284792788249764]","[0.97199032914419, 0.9538343077021548, 0.9772718037900926, 0.9671175390790587, 0.9697262984806572]","[2.631572918994758, 2.528168889126404, 2.590523284075821, 2.5860617168542257, 2.6059003988557876]",0.7984966725636288,0.8219607133785397,0.9679880556392307,2.588445441581399,0.03408201047578278
25,7,27,manhattan,174,"[0.7766695051931218, 0.7781548473776422, 0.7943159667079857, 0.7764377506589399, 0.7926436192236856]","[0.806007193119456, 0.8077695770405774, 0.8257197453457509, 0.795508212764482, 0.8227819970954738]","[0.957616968871645, 0.9577192427600284, 0.9650486673724927, 0.9546054246332801, 0.9590108191346487]","[2.5402936671842227, 2.543643667178248, 2.5850843794262293, 2.526551388056702, 2.574436435453808]",0.783644337832275,0.811557345073148,0.9588002245544189,2.554001907459842,0.022056427664356493
26,30,34,manhattan,257,"[0.711600647403096, 0.6992818582882953, 0.7157680169260958, 0.7184507388690985, 0.7181456560585802]","[0.741412019600941, 0.7361521287379234, 0.749856611462294, 0.7523982717598747, 0.75507077578881]","[0.9785448776009447, 0.9878653548666037, 0.987356797117339, 0.9725346854001373, 0.9775214717810227]","[2.4315575446049817, 2.4232993418928226, 2.4529814255057287, 2.4433836960291107, 2.4507379036284127]",0.7126493835090332,0.7469779614699685,0.9807646373532094,2.4403919823322116,0.011355070804509822
27,17,41,cosine,313,"[0.7924903044218574, 0.7731289962614853, 0.765623138414244, 0.7590651136919613, 0.780733970212159]","[0.8213760461484105, 0.7966702342878732, 0.8010605267043257, 0.7944766753623062, 0.811846061054321]","[0.9791330563309398, 0.965800017910437, 0.9895396516563217, 0.9694858438735032, 0.9806178532926809]","[2.5929994069012077, 2.5355992484597953, 2.556223316774892, 2.5230276329277705, 2.573197884559161]",0.7742083046003414,0.8050859087114473,0.9769152846127765,2.556209497924565,0.02517110018089129
28,6,29,hamming,365,"[0.8200446777142613, 0.7884686157507822, 0.8097087204085008, 0.8073782895665902, 0.8329035563285377]","[0.8437982662876818, 0.8147187989339452, 0.8419915591044266, 0.8290196388526475, 0.8563955199738781]","[0.9550491809318364, 0.960569028551612, 0.9728727915328388, 0.966392688067589, 0.9659895974086598]","[2.6188921249337795, 2.5637564432363393, 2.6245730710457664, 2.6027906164868266, 2.6552886737110755]",0.8117007719537345,0.8371847566305158,0.9641746572985073,2.6130601858827576,0.02995371868953816
29,3,24,manhattan,258,"[0.8235952795755669, 0.8151346904455451, 0.8399305299720337, 0.8036965853017248, 0.8250735015861059]","[0.8429387019298633, 0.8278766920398543, 0.8723874148095916, 0.8175475862678465, 0.8445822049747804]","[0.9455593892961986, 0.9303681244270819, 0.9545269802002199, 0.9451035453258565, 0.9422783504069456]","[2.6120933708016287, 2.5733795069124814, 2.666844924981845, 2.566347716895428, 2.611934056967832]",0.8214861173761954,0.8410665200043873,0.9435672779312606,2.606119915311843,0.035807192914658614
30,11,50,cosine,420,"[0.8189238197036955, 0.7806938840070953, 0.8105715466282567, 0.8027366602193198, 0.8094195994790444]","[0.8408249124963783, 0.8012132574288637, 0.8376925447827976, 0.8241813162958299, 0.8291346779358268]","[0.9719914049507484, 0.9544464644577698, 0.9776617633484433, 0.9596932399165002, 0.9698908500052569]","[2.6317401371508224, 2.536353605893729, 2.625925854759498, 2.58661121643165, 2.608445127420128]",0.8044691020074823,0.8266093417879393,0.9667367445357437,2.597815188331165,0.034517133213913635
31,6,29,hamming,373,"[0.821622477277225, 0.8087868414500481, 0.8228359741373771, 0.8074534145112723, 0.8309762199077342]","[0.8443495165279234, 0.8415512858105896, 0.8602234589109575, 0.8287183419741175, 0.8529940174941543]","[0.9565871824259027, 0.9609899819187349, 0.9718167710341978, 0.9664237537214152, 0.9615618234962318]","[2.622559176231051, 2.6113281091793725, 2.6548762040825324, 2.6025955102068052, 2.64553206089812]",0.8183349854567312,0.8455673241435486,0.9634759025192965,2.6273782121195763,0.019903331444018794
32,6,32,hamming,384,"[0.806359227558223, 0.7901726958356629, 0.8189164745481936, 0.8048891884438986, 0.8328506212089386]","[0.8235535149335401, 0.8151582783452014, 0.8576868640806404, 0.8275377654249612, 0.8560366723745899]","[0.9567791182965267, 0.9605554377767548, 0.9718183841638076, 0.9664184290597544, 0.9710064791625729]","[2.58669186078829, 2.565886411957619, 2.6484217227926417, 2.598845382928614, 2.659893772746101]",0.8106376415189833,0.8359946190317867,0.9653155696918834,2.6119478302426535,0.036222508508986014
33,13,27,hamming,352,"[0.7984647508469229, 0.7992631945071025, 0.7851699046779571, 0.7900933761862339, 0.8161833800056801]","[0.8200886107128674, 0.8314715694573137, 0.8189055096806193, 0.8176678579750681, 0.8494823421134664]","[0.9722594795287809, 0.9722776179186848, 0.9929799211623199, 0.9783204168130065, 0.9726798472148882]","[2.5908128410885713, 2.603012381883101, 2.597055335520896, 2.5860816509743083, 2.6383455693340347]",0.7978349212447793,0.827523177987867,0.977703456527536,2.603061555760182,0.01854393103501351
34,3,35,hamming,444,"[0.8356688897600507, 0.8223279847727354, 0.8375098653808958, 0.8402758654418803, 0.874198507008536]","[0.8487744765711238, 0.8381416010318766, 0.8606838736706425, 0.8553986324290254, 0.8871695278358301]","[0.9476255678314467, 0.9383191072380103, 0.9667318018284505, 0.9554572232369998, 0.9470165978706597]","[2.6320689341626213, 2.5987886930426223, 2.664925540879989, 2.6511317211079053, 2.708384632715026]",0.8419962224728197,0.8580336223076996,0.9510300596011134,2.6510599043816327,0.036252784710559594
35,6,35,hamming,492,"[0.8079649008813213, 0.812654380459588, 0.7967096362482673, 0.8068645211355906, 0.8328350412685857]","[0.8242960686495793, 0.843408422918676, 0.8289738446111098, 0.828761658547276, 0.8539964796908259]","[0.9565830899365767, 0.9608549601904173, 0.9728701435684435, 0.9663688322077397, 0.9687866025661358]","[2.588844059467477, 2.616917763568681, 2.5985536244278205, 2.6019950118906063, 2.6556181235255476]",0.8114056959986705,0.8358872948834934,0.9650927256938626,2.6123857165760267,0.023422568591276324
36,10,45,hamming,440,"[0.8059170342668606, 0.7878996601366333, 0.8046885547850314, 0.7944597492982396, 0.8156843747688733]","[0.8231960744625981, 0.8160138052069614, 0.8415428370606557, 0.8184978459894289, 0.8373513074601887]","[0.9611181216440986, 0.9642029730779765, 0.9884619991530643, 0.9737292456907083, 0.9826077528618988]","[2.5902312303735573, 2.5681164384215713, 2.6346933909987515, 2.586686840978377, 2.635643435090961]",0.8017298746511277,0.8273203740359666,0.9740240184855493,2.6030742671726435,0.02726191780820571
37,15,40,hamming,461,"[0.7984847840165378, 0.7809574710603775, 0.7893619829456742, 0.7901520334420377, 0.7949122704309406]","[0.8214056628068741, 0.8107417459798425, 0.8172227007082488, 0.817824515883635, 0.8242337015804226]","[0.977691976074745, 0.9731771229298875, 0.9929802806284074, 0.9784956535411428, 0.9830869075476271]","[2.597582422898157, 2.5648763399701076, 2.5995649642823304, 2.5864722028668155, 2.6022328795589904]",0.7907737083791135,0.8182856653918046,0.981086388144362,2.59014576191528,0.013727071313753033
38,31,36,hamming,394,"[0.7621054426082707, 0.7687396918566107, 0.7662603141265946, 0.7670051664480116, 0.762027426263223]","[0.7983012607718406, 0.8059067641970431, 0.8012674685067697, 0.7934113861347281, 0.7999433074476133]","[0.9877887232139543, 0.9826051303883636, 0.9974745904208957, 0.9901941934412042, 0.9881036393927236]","[2.5481954265940656, 2.5572515864420176, 2.56500237305426, 2.5506107460239438, 2.55007437310356]",0.7652276082605421,0.7997660374115989,0.9892332553714283,2.5542269010435694,0.006196099874377504
39,5,30,euclidean,433,"[0.8026821418552941, 0.788220018089545, 0.8072112058503131, 0.7795509303998267, 0.8310177903867495]","[0.8188731131137511, 0.8075106704980953, 0.842487691159745, 0.8017452184031397, 0.8517809952608836]","[0.9545650189987582, 0.959056285751023, 0.9590969262766577, 0.9439398309668314, 0.9548705485944926]","[2.5761202739678035, 2.554786974338663, 2.608795823286716, 2.525235979769798, 2.637669334242126]",0.8017364173163457,0.8244795376871229,0.9543057221175527,2.580521677121021,0.03950553800280388
40,8,45,hamming,159,"[0.8064133654256419, 0.802309275600846, 0.8445251066907977, 0.7951216406431159, 0.8092292996980877]","[0.8296705671664597, 0.8293756598485511, 0.8890183356847641, 0.816795788429764, 0.8322364663359646]","[0.9595990041136214, 0.9527403691262575, 0.983729081924005, 0.9664210626953973, 0.9642499866926678]","[2.595682936705723, 2.5844253045756544, 2.717272524299567, 2.5783384917682772, 2.60571575272672]",0.8115197376116978,0.8394193634931006,0.9653479009103899,2.6162870020151887,0.05136070817956597
41,8,37,hamming,135,"[0.8045637923246758, 0.8020603838352807, 0.8417306795896172, 0.8017695569899989, 0.826145301235014]","[0.8267325422308764, 0.8295789949201438, 0.8853600384154714, 0.8273102970191656, 0.8520372586291305]","[0.9595669564797622, 0.9625107591544619, 0.9786419485361736, 0.9595261132877521, 0.9604535952383273]","[2.5908632910353147, 2.594150137909886, 2.7057326665412624, 2.5886059672969166, 2.6386361551024717]",0.8152539427949173,0.8442038262429575,0.9641398745392955,2.6235976435771704,0.04502317105995503
42,3,37,hamming,57,"[0.8353338769789488, 0.8008598377338488, 0.8433252711657632, 0.8053766725058377, 0.8059184980168398]","[0.8330913434506378, 0.8152158955887698, 0.8638180420781282, 0.8123313005348135, 0.8072850130752759]","[0.9360052160940814, 0.9395048204757417, 0.9463202274700194, 0.9249525711609172, 0.9369976495778386]","[2.604430436523668, 2.55558055379836, 2.653463540713911, 2.5426605442015684, 2.550201160669954]",0.8181628312802476,0.8263483189455251,0.9367560969557196,2.5812672471814926,0.04210516263690742
43,5,33,hamming,114,"[0.8138152337774506, 0.8044660288228538, 0.8275614269912523, 0.8000934373934592, 0.8526296516881677]","[0.8388656966275748, 0.828716100668808, 0.8643229372169117, 0.8235740633588808, 0.8826469567300986]","[0.9546084761326145, 0.9490954217577746, 0.9720215743420536, 0.9522242287950456, 0.9521257600381741]","[2.6072894065376397, 2.5822775512494363, 2.6639059385502177, 2.5758917295473855, 2.68740236845644]",0.8197131557346367,0.8476251509204549,0.9560150922131324,2.623353398868224,0.044597457644783886
44,12,32,hamming,20,"[0.6865008329685512, 0.6581494862735414, 0.6955772459877723, 0.6232991131018117, 0.6893815072863758]","[0.7355990193788108, 0.7178251306111579, 0.745727256944831, 0.6723585538940499, 0.7305577771090419]","[0.9364048536751016, 0.930038140680083, 0.9276067010601858, 0.9231775040395105, 0.9510905150231598]","[2.3585047060224635, 2.3060127575647824, 2.368911203992789, 2.218835171035372, 2.3710297994185776]",0.6705816371236105,0.7204135475875783,0.933663542895608,2.3246587276067965,0.057966206614566675
45,8,32,hamming,97,"[0.7967508009947446, 0.7949685250693479, 0.8260189634252226, 0.7985806720584226, 0.8039257967736588]","[0.8207149681312788, 0.8232373063487508, 0.8715357144600874, 0.825043744799582, 0.8363344836169436]","[0.9601701703484445, 0.9594458245028094, 0.9768264002328086, 0.9528501321020763, 0.9632062310027691]","[2.577635939474468, 2.577651655920908, 2.6743810781181185, 2.5764745489600807, 2.6034665113933713]",0.8040489516642794,0.8353732434713285,0.9624997516377816,2.6019219467733894,0.03762748628105284
46,36,28,hamming,125,"[0.7180902850771897, 0.7496600770059585, 0.7240166471058224, 0.7251247058044967, 0.745553734830137]","[0.7510966907839426, 0.7820540777227898, 0.7590427847796286, 0.7642479898376534, 0.7780492965308631]","[0.988082851416312, 0.9817569735020625, 0.9980453652318758, 0.9929751874605836, 0.9916160679839081]","[2.4572698272774445, 2.513471128230811, 2.4811047971173266, 2.4823478831027335, 2.5152190993449084]",0.7324890899647208,0.7668981679309754,0.9904952891189482,2.489882547014645,0.021889593828841838
47,23,34,hamming,50,"[0.6951786789839525, 0.7135640317684186, 0.709507754667692, 0.6624486601414799, 0.7135490738843003]","[0.7448335936642397, 0.7544783211573255, 0.7536826412289366, 0.6957594164206765, 0.7529233521459289]","[0.9785882245913555, 0.9637537311589708, 0.9721582149031488, 0.9447570861682287, 0.9800633373765955]","[2.418600497239548, 2.431796084084715, 2.4353486107997773, 2.302965162730385, 2.4465357634068248]",0.6988496398891686,0.7403354649234214,0.9678641188396598,2.4070492236522503,0.05280032745249642
48,5,36,euclidean,222,"[0.8024236726563498, 0.7852324981970553, 0.8084387511828831, 0.7999166235052377, 0.8122658823213856]","[0.8210819901724159, 0.8059588699027185, 0.8426965392751388, 0.8193592437793707, 0.8399418156568434]","[0.9558858071684105, 0.9582359250448058, 0.9579139033458935, 0.9483844341574463, 0.9472566212657115]","[2.5793914699971765, 2.5494272931445794, 2.6090491938039153, 2.567660301442055, 2.599464319243941]",0.8016554855725824,0.8258076917572975,0.9535353381964535,2.5809985155263333,0.021471185769484664
49,15,31,hamming,134,"[0.7863532698007576, 0.7838492230345286, 0.7859102328124189, 0.7828243641613283, 0.7859559994724538]","[0.8114808334883912, 0.8128874154221536, 0.8220791898451725, 0.8027909504502763, 0.813993628096219]","[0.9692155471432846, 0.9731325105862269, 0.9878257250107516, 0.9800172816683702, 0.9820650048129926]","[2.567049650432433, 2.569869149042909, 2.5958151476683433, 2.5656325962799746, 2.5820146323816653]",0.7849786178562974,0.8126464034604425,0.9784512138443251,2.5760762351610653,0.01143648522527459
50,40,38,hamming,99,"[0.6777081173901464, 0.7101465747028584, 0.6884988220191268, 0.6929099998397932, 0.7225268635440966]","[0.707164959714401, 0.7489340582766879, 0.7277552073320345, 0.7235655421272531, 0.7595848967340997]","[0.9827194294999946, 0.9824089888088366, 0.990611460216026, 0.9755102068222279, 0.9936596555481784]","[2.367592506604542, 2.441489621788383, 2.4068654895671875, 2.391985748789274, 2.4757714158263746]",0.6983580754992043,0.7334009328368952,0.9849819481790527,2.416740956515152,0.038007911926091834
51,5,40,hamming,469,"[0.8132158363111239, 0.8237286723002076, 0.83519748040992, 0.8109863570028065, 0.8314271527994057]","[0.8346877498442733, 0.8515253379041624, 0.8721358379294871, 0.832708846412146, 0.8521561308302732]","[0.9552638336944611, 0.9602982244570556, 0.971131380912913, 0.9599022368246586, 0.9544726867126511]","[2.6031674198498584, 2.6355522346614255, 2.67846469925232, 2.603597440239611, 2.63805597034233]",0.8229110997646927,0.8486427805840684,0.9602136725203477,2.631767552869109,0.027734506828855136
52,9,40,hamming,474,"[0.8052644367769437, 0.8020699915852479, 0.7917717780947138, 0.7929408457873176, 0.8177256078610428]","[0.8234709367951824, 0.8330957246887705, 0.8216033577976094, 0.8177346671051164, 0.8365635401774425]","[0.9595729111566055, 0.965270723409111, 0.9884882084275177, 0.9737277823239276, 0.9736798963783942]","[2.5883082847287313, 2.6004364396831297, 2.601863344319841, 2.5844032952163616, 2.6279690444168797]",0.8019545320210533,0.8264936453128241,0.9721479043391111,2.6005960816729887,0.01525848496104844
