trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
53,5,35,hamming,462,"[0.8129160142815554, 0.8204150858655342, 0.8113676751274831, 0.8055444910302011, 0.8560636628619988]","[0.8350231004102601, 0.8519663192270666, 0.8446113718107173, 0.82455062464701, 0.8799831657043596]","[0.9561216884203142, 0.9598613507459206, 0.9726518973543825, 0.9598775196648262, 0.9566971935354854]","[2.6040608031121297, 2.6322427558385213, 2.628630944292583, 2.589972635342037, 2.6927440221018437]",0.8212613858333546,0.8472269163598828,0.9610419299441858,2.6295302321374225,0.035263706623733036
54,7,37,hamming,463,"[0.8073051466408665, 0.8196460279901033, 0.8115724444032952, 0.7950285962070684, 0.8513003834112445]","[0.8256064795972601, 0.8528252270316843, 0.852552504783384, 0.8168461546472376, 0.8835654349833076]","[0.9590779132642119, 0.9613589984982138, 0.9791245774429446, 0.9731050865354928, 0.9719995791546111]","[2.5919895395023387, 2.633830253520001, 2.643249526629624, 2.584979837389799, 2.7068653975491634]",0.8169705197305156,0.8462791602085747,0.9689332309790949,2.632182910918185,0.04369506788331399
55,5,35,cosine,469,"[0.8433319348593677, 0.7953222288743501, 0.8263281684715819, 0.8089246281203363, 0.8512734058044756]","[0.8702148199731213, 0.8120299614499231, 0.8544873225663047, 0.8273513201697624, 0.8649915920956589]","[0.9634599732467097, 0.9515547774407597, 0.964269118669807, 0.955866674882628, 0.9661620015957547]","[2.6770067280791987, 2.558906967765033, 2.6450846097076934, 2.5921426231727267, 2.682426999495889]",0.8250360732260222,0.8458150032509539,0.9602625091671317,2.6311135856441084,0.04830521309042648
56,10,35,cosine,465,"[0.818333824479396, 0.7792563749913378, 0.8085308593018129, 0.8010959007422881, 0.8141721978883413]","[0.8404103370848877, 0.8003022824956239, 0.8333165600221893, 0.8222180745412777, 0.8328179502452427]","[0.971828523410798, 0.9538390723550654, 0.9753524357405193, 0.9670738507875767, 0.9691288286181209]","[2.630572684975082, 2.533397729842027, 2.6171998550645217, 2.590387826071143, 2.616118976751705]",0.8042778314806351,0.8258130408778444,0.9674445421824162,2.597535414540896,0.03460702490176299
57,5,44,cosine,481,"[0.8430457270925364, 0.7956238535924132, 0.8320900343405117, 0.8191122018660887, 0.8525865284370013]","[0.8697307820844321, 0.8119590833178578, 0.8608855573814834, 0.8381409368081526, 0.8676961110235429]","[0.9635502784126652, 0.9521626443235295, 0.964290641586643, 0.9563964932522283, 0.9678603673689012]","[2.6763267875896335, 2.5597455812338006, 2.657266233308638, 2.6136496319264695, 2.6881430068294456]",0.8284916690657103,0.8496824941230937,0.9608520849887935,2.6390262481775975,0.047044404729752076
58,3,45,cosine,474,"[0.8631977505800044, 0.8079416582334786, 0.8635997972827877, 0.8304673815688571, 0.8778747225193189]","[0.8779148014044696, 0.8110682504189852, 0.8952346986402345, 0.8473271542139368, 0.8831234341244044]","[0.959232826638411, 0.9319641749565869, 0.9623013899528435, 0.954023259177059, 0.9595079853248586]","[2.700345378622885, 2.550974083609051, 2.721135885875866, 2.631817794959853, 2.7205061419685816]",0.8486162620368894,0.862933667760406,0.9534059272099518,2.6649558570072474,0.06570300429417625
59,3,44,cosine,499,"[0.8631977505800044, 0.8079416582334786, 0.8635597171224672, 0.8304673815688571, 0.8778747225193189]","[0.8779148014044696, 0.8110682504189852, 0.8952129720257457, 0.8473271542139368, 0.8831234341244044]","[0.9590360861819015, 0.9319646648438653, 0.9623013710356935, 0.9552740742020955, 0.9595079908514323]","[2.7001486381663753, 2.550974573496329, 2.721074060183906, 2.6330686099848895, 2.7205061474951555]",0.8486082460048252,0.8629293224375083,0.9536168374229976,2.665154405865331,0.06554685614428499
60,3,45,cosine,496,"[0.8631977505800044, 0.8079416582334786, 0.8635997972827877, 0.8304673815688571, 0.8778747225193189]","[0.8779148014044696, 0.8110682504189852, 0.8952346986402345, 0.8473271542139368, 0.8831234341244044]","[0.9590360813942174, 0.9319643271519614, 0.9623013899528435, 0.9552740742020955, 0.9595081343389295]","[2.7001486333786913, 2.5509742358044254, 2.721135885875866, 2.6330686099848895, 2.7205062909826525]",0.8486162620368894,0.862933667760406,0.9536168014080095,2.665166731205305,0.06555755032384378
61,3,46,cosine,486,"[0.8631977505800044, 0.8079416582334786, 0.8635997972827877, 0.8303826990264598, 0.8778747225193189]","[0.8779148014044696, 0.8110682504189852, 0.8952346986402345, 0.8472599479623735, 0.8831234341244044]","[0.9590360454618586, 0.9319643271519614, 0.9623013899528435, 0.9552318366927031, 0.9595081343389295]","[2.7001485974463324, 2.5509742358044254, 2.721135885875866, 2.6328744836815363, 2.7205062909826525]",0.84859932552841,0.8629202265100935,0.9536083467196592,2.6651278987581626,0.0655765992299302
62,3,45,cosine,500,"[0.8631977505800044, 0.8079416582334786, 0.8635997972827877, 0.8304673815688571, 0.8778747225193189]","[0.8779148014044696, 0.8110682504189852, 0.8952346986402345, 0.8473271542139368, 0.8831234341244044]","[0.9590360813942174, 0.9319643271519614, 0.9623013899528435, 0.9552740742020955, 0.9595081343389295]","[2.7001486333786913, 2.5509742358044254, 2.721135885875866, 2.6330686099848895, 2.7205062909826525]",0.8486162620368894,0.862933667760406,0.9536168014080095,2.665166731205305,0.06555755032384378
63,3,48,cosine,499,"[0.8498598137249768, 0.8079416582334786, 0.8635997972827877, 0.8303717250895599, 0.8778747225193189]","[0.8659016252681866, 0.8110682504189852, 0.8952346986402345, 0.84709508679575, 0.8831234341244044]","[0.9590369175486224, 0.931964161121926, 0.9623014951686528, 0.9552319242166764, 0.9595081343389295]","[2.6747983565417854, 2.55097406977439, 2.721135991091675, 2.6326987361019865, 2.7205062909826525]",0.8459295433700245,0.8604846190495122,0.9536085264789614,2.660022688898498,0.06363901619232429
64,3,48,cosine,498,"[0.8506290444942077, 0.8079416582334786, 0.8635997972827877, 0.8303717250895599, 0.8778747225193189]","[0.866303019892126, 0.8110682504189852, 0.8952346986402345, 0.84709508679575, 0.8831234341244044]","[0.9594215596003611, 0.931964161121926, 0.9623014951686528, 0.9552319242166764, 0.9595081343389295]","[2.676353623986695, 2.55097406977439, 2.721135991091675, 2.6326987361019865, 2.7205062909826525]",0.8460833895238705,0.8605648979743,0.9536854548893092,2.66033374238748,0.06371423267185997
65,49,50,cosine,499,"[0.696245149200939, 0.6982998977484717, 0.6856038851212051, 0.6677575053154382, 0.7102486442038846]","[0.7192172375058214, 0.7308516395612991, 0.7133003852792911, 0.6972359802215109, 0.7416488575178647]","[0.9812675632994758, 0.9748694665767611, 0.9970643450632938, 0.9804584073489643, 0.9871655577026979]","[2.3967299500062365, 2.4040210038865317, 2.39596861546379, 2.3454518928859134, 2.439063059424447]",0.6916310163179877,0.7204508200171575,0.9841650679982387,2.396246904333384,0.02991355454107684
66,7,46,cosine,424,"[0.8255117600494535, 0.7939405240488113, 0.8172315523798526, 0.8033733276357792, 0.8420829039237276]","[0.8480416479038062, 0.8152749585772847, 0.845723211937466, 0.8213084271004892, 0.862081519060417]","[0.9680954062760637, 0.9532409938038217, 0.9717735785680752, 0.9589815818537165, 0.9689262384860067]","[2.6416488142293235, 2.562456476429918, 2.634728342885394, 2.583663336589985, 2.6730906614701513]",0.8164280136075248,0.8384859529158927,0.9642035597975369,2.6191175263209545,0.04032847626847807
67,3,48,cosine,483,"[0.8498598137249768, 0.8079416582334786, 0.8635997972827877, 0.8303717250895599, 0.8778747225193189]","[0.8659055812511346, 0.8110682504189852, 0.8952346986402345, 0.84709508679575, 0.8831234341244044]","[0.9592323358748253, 0.931964161121926, 0.9623640788073442, 0.9552319150886933, 0.9595080023959481]","[2.6749977308509365, 2.55097406977439, 2.7211985747303666, 2.632698726974003, 2.7205061590396715]",0.8459295433700245,0.8604854102461017,0.9536600986577474,2.6600750522738736,0.06366031348904902
68,9,43,cosine,443,"[0.8313646646684297, 0.7919541377568831, 0.8101734552340697, 0.804231407388141, 0.815560321701223]","[0.8594481167941476, 0.8172393226687191, 0.8389119335354246, 0.8231129732886141, 0.830537384070825]","[0.9713482501418957, 0.9540478899584083, 0.9753507413441546, 0.96635462877419, 0.9697159178031743]","[2.662161031604473, 2.5632413503840104, 2.624436130113649, 2.593699009450945, 2.6158136235752223]",0.8106567973497493,0.833849946071546,0.9673634856043647,2.61187022902566,0.032855983057959434
69,4,47,cosine,454,"[0.8459327522850164, 0.7963673860863646, 0.8472646939171236, 0.8387734180284018, 0.8510726355470886]","[0.8696160780343767, 0.8107360569805513, 0.8714790856560372, 0.8549158673250458, 0.864310260400451]","[0.962543296986454, 0.9336787395249333, 0.9642554860406304, 0.954602246185982, 0.9662176678761735]","[2.678092127305847, 2.5407821825918493, 2.682999265613791, 2.6482915315394298, 2.681600563823713]",0.8358821771727989,0.8542114696792924,0.9562594873228345,2.646353134174926,0.05429855823821562
70,27,49,cosine,483,"[0.7301754199708539, 0.7549251014874676, 0.7205565216675904, 0.7407660857527817, 0.7500837395377448]","[0.7565946616939618, 0.7799314510666031, 0.7531974398885262, 0.7720374641819485, 0.779024697681075]","[0.9787619168917268, 0.9694380135205846, 0.99557405377447, 0.9744732351485834, 0.9812201182107441]","[2.4655319985565427, 2.5042945660746554, 2.4693280153305865, 2.4872767850833135, 2.510328555429564]",0.7393013736832877,0.768157142902423,0.9798934675092218,2.487351984094932,0.017977512554522377
71,3,48,cosine,484,"[0.8498598137249768, 0.8079416582334786, 0.8635997972827877, 0.8303717250895599, 0.8778747225193189]","[0.8659055812511346, 0.8110682504189852, 0.8952346986402345, 0.84709508679575, 0.8831234341244044]","[0.9592323358748253, 0.931964161121926, 0.9623014951686528, 0.9552319150886933, 0.9595081343389295]","[2.6749977308509365, 2.55097406977439, 2.721135991091675, 2.632698726974003, 2.7205062909826525]",0.8459295433700245,0.8604854102461017,0.9536476083186054,2.660062561934731,0.06364832438695794
72,4,46,cosine,486,"[0.8459373558067104, 0.797979507298486, 0.8472646939171236, 0.8388134580684418, 0.8510726355470886]","[0.8696277049935306, 0.811779827664613, 0.8714790856560372, 0.8549376338716224, 0.864310260400451]","[0.962541981317489, 0.9336792419495081, 0.96425424963999, 0.9558556160127067, 0.9662181704592381]","[2.67810704211773, 2.543438576912607, 2.6829980292131506, 2.649606707952771, 2.6816010664067775]",0.8362135301275699,0.8544269025172507,0.9565098518757864,2.647150284520607,0.05327736916192965
73,7,44,cosine,407,"[0.8396079567466684, 0.7909323939675106, 0.8168636033670729, 0.8033623536988794, 0.8447041249864271]","[0.8684413012029009, 0.8127054240345933, 0.8455224675019659, 0.8213005929169229, 0.8643460548598698]","[0.9684826696944213, 0.9532400032403653, 0.971772999129658, 0.965650749784691, 0.9689293999038846]","[2.6765319276439907, 2.556877821242469, 2.634159069998697, 2.5903136964004934, 2.6779795797501817]",0.8190940865533116,0.8424631681032505,0.9656151643506041,2.6271724190071666,0.04767900559954881
74,3,47,cosine,500,"[0.863962377827541, 0.8079416582334786, 0.8635997972827877, 0.8303826990264598, 0.8778747225193189]","[0.8783044944311288, 0.8110682504189852, 0.8952346986402345, 0.8472599479623735, 0.8831234341244044]","[0.9594220288499743, 0.9319643271519614, 0.962301509516444, 0.955231952777292, 0.9595081343389295]","[2.701688901108644, 2.5509742358044254, 2.721136005439466, 2.6328745997661254, 2.7205062909826525]",0.8487522509779172,0.8629981651154253,0.9536855905269203,2.6654360066202627,0.06574380676781255
75,6,42,cosine,499,"[0.8472245869575242, 0.7863647806977099, 0.8204138997080684, 0.8060449751168575, 0.8475218406713271]","[0.8729257093262558, 0.8023731966255303, 0.8497510127764757, 0.8204907384284202, 0.8636123770496958]","[0.9684774653688892, 0.9525528251995824, 0.9650395039929777, 0.9662735034490342, 0.9683247685866593]","[2.6886277616526693, 2.5412908025228225, 2.6352044164775217, 2.5928092169943118, 2.679458986307682]",0.8215140166302973,0.8418306068412755,0.9641336133194285,2.6274782367910015,0.055011219443068075
76,4,46,cosine,451,"[0.8466327493231547, 0.7963673860863646, 0.8472600914548062, 0.8387734180284018, 0.8488504133248662]","[0.8700617496655902, 0.8107360569805513, 0.871471349221736, 0.8549158673250458, 0.8623653165260953]","[0.9628718441109482, 0.9336787395249333, 0.9642541301796254, 0.9546021573696016, 0.9662157422265178]","[2.679566343099693, 2.5407821825918493, 2.6829855708561676, 2.6482914427230493, 2.6774314720774797]",0.8355768116435188,0.8539100679438038,0.9563245226823252,2.645811402269648,0.053960043072571344
77,11,44,cosine,423,"[0.8197639235096184, 0.7769211920330227, 0.8063209401521467, 0.8028732950477238, 0.8089073604216819]","[0.8410945020779331, 0.7981436211482591, 0.8354790796115305, 0.8233185098966527, 0.829242533720032]","[0.9723797953069888, 0.9544413668170987, 0.9776597576794589, 0.966366032348046, 0.9697311094980507]","[2.6332382208945404, 2.5295061799983802, 2.619459777443136, 2.5925578372924223, 2.607881003639765]",0.8029573422328387,0.8254556492908816,0.9681156123299285,2.596528603853649,0.03608346982456913
78,34,49,cosine,432,"[0.7150486697280233, 0.7322237463806066, 0.71143486836863, 0.701649662086391, 0.7282431055092128]","[0.7373441583877716, 0.760431236111486, 0.7414613013709301, 0.7353543292373663, 0.7607245693113737]","[0.981278343668595, 0.9726720354897144, 0.9971134574212145, 0.9677786844801147, 0.9811981051685622]","[2.4336711717843897, 2.465327017981807, 2.4500096271607745, 2.404782675803872, 2.4701657799891485]",0.7177200104145728,0.7470631188837855,0.9800081252456401,2.4447912545439983,0.02373671480088671
79,7,45,cosine,452,"[0.8367554046736295, 0.7948146911990145, 0.8172315523798526, 0.8034580101781766, 0.8443034823905221]","[0.8667825937440334, 0.8157685595084516, 0.8467674885967926, 0.8213613802612478, 0.8640971502875479]","[0.9681330858376096, 0.9532412269347301, 0.9717737496279599, 0.9656921363350439, 0.9689293523185815]","[2.671671084255273, 2.5638244776421963, 2.635772790604605, 2.5905115267744683, 2.6773299849966516]",0.8193126281642391,0.8429554344796146,0.9655539102107851,2.627821972854639,0.04455278244944977
80,4,41,cosine,476,"[0.845863518553924, 0.7974814564339928, 0.849365354612701, 0.8389939470253317, 0.852002868105228]","[0.8696643101531675, 0.8139300416378877, 0.8727426655756644, 0.8549627620077491, 0.8657902705863434]","[0.9624832877849149, 0.9336805587030353, 0.9642541676523209, 0.9547912711045154, 0.9662186885627796]","[2.6780111164920064, 2.545092056774916, 2.686362187840686, 2.648747980137596, 2.684011827254351]",0.8367414289462356,0.8554180099921623,0.9562855947615132,2.648445033699911,0.053401854367336715
81,3,47,cosine,500,"[0.863962377827541, 0.808026442347661, 0.8635997972827877, 0.8303826990264598, 0.8778747225193189]","[0.8783044944311288, 0.8110704240297606, 0.8952346986402345, 0.8472599479623735, 0.8831234341244044]","[0.9594220288499743, 0.932023115702735, 0.9623640931551354, 0.955231952777292, 0.9595081343389295]","[2.701688901108644, 2.5511199820801567, 2.7211985890781576, 2.6328745997661254, 2.7205062909826525]",0.8487692078007537,0.8629985998375803,0.9537098649648132,2.665477672603147,0.06570367445374399
82,6,47,cosine,499,"[0.8426458323787697, 0.7896935120982315, 0.8272891672135129, 0.8059758689736772, 0.8456956580530652]","[0.870449094429465, 0.8048454313197523, 0.8559364843933157, 0.8206117408105326, 0.8624257295360515]","[0.9680988869570883, 0.9525526357648899, 0.9645846899362407, 0.9666869298768234, 0.9683265880591972]","[2.681193813765323, 2.5470915791828737, 2.647810341543069, 2.5932745396610333, 2.6764479756483137]",0.8222600077434512,0.8428536960978233,0.964049946118848,2.6291636499601223,0.051603289717029495
83,3,49,cosine,488,"[0.8498598137249768, 0.8079416582334786, 0.8635997972827877, 0.8303316850495197, 0.8778747225193189]","[0.8659055812511346, 0.8110682504189852, 0.8952346986402345, 0.8470733413579832, 0.8831234341244044]","[0.9590355770792068, 0.9319641595050294, 0.9623015114318977, 0.9552318924402085, 0.959743613776399]","[2.6748009720553183, 2.550974068157493, 2.72113600735492, 2.6326369188477114, 2.720741770420122]",0.8459215353620163,0.8604810611585483,0.9536553508465483,2.6600579473671133,0.06368927394411225
84,9,46,cosine,476,"[0.8335349765187416, 0.7952828691574046, 0.8123205645546938, 0.8042069437473183, 0.8157635377069936]","[0.8615634778799643, 0.8197100921094045, 0.8403708242865748, 0.8230867190711222, 0.830441757908157]","[0.9721906565865212, 0.9540480060949568, 0.9728516360211141, 0.9663159776774575, 0.9695548707215168]","[2.667289110985227, 2.569040967361766, 2.625543024862383, 2.593609640495898, 2.6157601663366674]",0.8122217783370302,0.8350345742510445,0.9669922294203133,2.6142485820083885,0.03290240529049514
85,4,43,euclidean,455,"[0.8204265778441155, 0.7919755225937621, 0.7841370622538335, 0.8161147738092178, 0.8282988909793612]","[0.84249809568355, 0.8107013905212307, 0.8100079983258319, 0.8263206764151876, 0.8417141759999894]","[0.9538910052444188, 0.9383944877342448, 0.9536297673719588, 0.9476024104034747, 0.9532385037000107]","[2.616815678772084, 2.5410714008492374, 2.547774827951624, 2.59003786062788, 2.6232515706793613]",0.808190565496058,0.8262484673891579,0.9493512348908215,2.5837902677760374,0.034084947152617576
86,6,50,cosine,489,"[0.831939125672063, 0.7893637069133871, 0.8275562840086778, 0.8049757240476063, 0.846152310103434]","[0.8519020470593293, 0.8046518834566041, 0.8561492744839673, 0.8199086867298139, 0.8624995938430206]","[0.9680962186500359, 0.9525571276785488, 0.9645155142029165, 0.9666871336643789, 0.968559403475648]","[2.651937391381428, 2.54657271804854, 2.6482210726955615, 2.5915715444417993, 2.6772113074221027]",0.8199974301490336,0.8390222971145469,0.9640830795343056,2.623102806797886,0.047415536228885495
87,8,45,cosine,325,"[0.8353687570749736, 0.7961920949033291, 0.811067095069847, 0.8012340222373204, 0.8177936680703182]","[0.8597937044470485, 0.8171380340678935, 0.8364615055747694, 0.820565797371202, 0.8339519317475098]","[0.9713313128134601, 0.9541012093422561, 0.9746921425268615, 0.9592190402546017, 0.9688422665131131]","[2.6664937743354824, 2.5674313383134786, 2.6222207431714777, 2.581018859863124, 2.6205878663309408]",0.8123311274711575,0.8335821946416846,0.9656371942900586,2.611550516402901,0.034908374214821104
88,3,47,cosine,499,"[0.8631931470583102, 0.8079416582334786, 0.8635997972827877, 0.8303826990264598, 0.8778747225193189]","[0.8779070556811988, 0.8110682504189852, 0.8952346986402345, 0.8472599479623735, 0.8831234341244044]","[0.9590360599975019, 0.9319643271519614, 0.962301509516444, 0.955231952777292, 0.9595081343389295]","[2.700136262737011, 2.5509742358044254, 2.721136005439466, 2.6328745997661254, 2.7205062909826525]",0.8485984048240709,0.8629186773654393,0.9536083967564257,2.665125478945936,0.06557529095660496
89,5,41,cosine,240,"[0.8362623400150604, 0.7934341985989701, 0.8332074776820972, 0.8047396455818806, 0.8429201015307651]","[0.8645791569501806, 0.8092840946002714, 0.8662576914058367, 0.8246124438954504, 0.8551995743957754]","[0.9625314906639525, 0.9523579684032377, 0.9611517806661912, 0.9479686829730989, 0.9672043734512709]","[2.6633729876291934, 2.5550762616024794, 2.660616949754125, 2.57732077245043, 2.6653240493778116]",0.8221127526817547,0.8439865922495029,0.9582428592315502,2.624342204162808,0.048015740548269646
90,6,14,cosine,473,"[0.8419332649626439, 0.7850469632242604, 0.8283609944085112, 0.8012280613893548, 0.8474504711289229]","[0.8653593074403474, 0.8015479689866915, 0.8641456661236266, 0.8175271080828435, 0.8622679496674708]","[0.9697142934057734, 0.952112042950489, 0.9651014604716777, 0.9672821243524514, 0.9660622456596535]","[2.6770068658087647, 2.538706975161441, 2.6576081210038156, 2.5860372938246496, 2.6757806664560473]",0.8208039510227385,0.842169600060196,0.964054433368009,2.6270279844509434,0.05530044255880633
91,3,44,cosine,499,"[0.8639669813492351, 0.8079416582334786, 0.8635597171224672, 0.8304673815688571, 0.8778747225193189]","[0.8783122401543995, 0.8110682504189852, 0.8952129720257457, 0.8473271542139368, 0.8831234341244044]","[0.9594220550343739, 0.9319646648438653, 0.9623013710356935, 0.9552740742020955, 0.9595079908514323]","[2.7017012765380084, 2.550974573496329, 2.721074060183906, 2.6330686099848895, 2.7205061474951555]",0.8487620921586714,0.8630088101874943,0.9536940311934922,2.6654649335396576,0.0657153666602284
92,4,44,cosine,436,"[0.8466327493231547, 0.7931188368672136, 0.8494661868303157, 0.8388471266338992, 0.8510726355470886]","[0.8700617496655902, 0.8082605539929113, 0.8727291317249559, 0.8549753737454278, 0.864310260400451]","[0.9628719443331808, 0.9337371241722142, 0.9643251674720237, 0.9546442011490529, 0.9662185588978087]","[2.6795664433219257, 2.535116515032339, 2.6865204860272955, 2.64846670152838, 2.6816014548453486]",0.8358275070403345,0.8540674139058673,0.956359399204856,2.6462543201510575,0.05716115456074197
93,4,47,cosine,473,"[0.8466281458014607, 0.7967673860863647, 0.8473655261347384, 0.8388134580684418, 0.8510726355470886]","[0.8700540087136385, 0.8109846234543033, 0.8714655209956862, 0.8549376338716224, 0.864310260400451]","[0.9628718744310593, 0.9336790359391604, 0.9643255565630688, 0.9546046327985276, 0.9662176752034948]","[2.6795540289461584, 2.541431045479828, 2.6831566036934937, 2.648355724738592, 2.6816005711510345]",0.8361294303276189,0.8543504094871401,0.9563397549870623,2.6468195948018214,0.054241577656120546
94,3,42,cosine,489,"[0.8639640221127182, 0.8079416582334786, 0.8635597171224672, 0.8304673815688571, 0.8788049550774585]","[0.8783084687838282, 0.8110682504189852, 0.8952129720257457, 0.8473271542139368, 0.8846034443102969]","[0.9619201541038325, 0.9319646648438653, 0.9623020567360682, 0.9552738225579723, 0.9595111459672073]","[2.704192645000379, 2.550974573496329, 2.7210747458842808, 2.633068358340766, 2.7229195453549626]",0.8489475468229959,0.8633040579505586,0.9541943688417891,2.6664459736153434,0.06640193929721384
95,5,43,cosine,278,"[0.8401546894219857, 0.7934712794024931, 0.8407842528609352, 0.80476902936805, 0.84296470452271]","[0.865647686055352, 0.8092845352165808, 0.8747994870728004, 0.8248390732191676, 0.856179893140704]","[0.9630751776590245, 0.9523579269637161, 0.9636324752452571, 0.9550922299164939, 0.9673871687297917]","[2.668877553136362, 2.5551137415827903, 2.6792162151789927, 2.5847003325037115, 2.6665317663932058]",0.8244287911152348,0.846150134940921,0.9603089957028568,2.6308879217590126,0.05084159611966586
96,7,42,euclidean,189,"[0.8009186927973925, 0.775143281854051, 0.7645552985972222, 0.7746868978240762, 0.7939351721534582]","[0.819572699328758, 0.8067477576887886, 0.8004181320780772, 0.7950000255657699, 0.8240673945411107]","[0.9555700708606402, 0.9586601565479355, 0.964849357954999, 0.9561928799327429, 0.9545758508980772]","[2.576061462986791, 2.540551196090775, 2.529822788630298, 2.525879803322589, 2.572578417592646]",0.7818478686452399,0.8091612018405009,0.9579696632388789,2.5489787337246197,0.02126947818684425
97,18,46,cosine,490,"[0.786130722494713, 0.7776634384825388, 0.7811402815906807, 0.7848744258758157, 0.7911354430709442]","[0.8125318373679095, 0.7996560886627715, 0.8123801387257887, 0.8125291769653602, 0.8207600580162498]","[0.9816189089483981, 0.9680205887598485, 0.992434112919227, 0.9715044247137447, 0.9812472859833921]","[2.5802814688110205, 2.5453401159051587, 2.5859545332356966, 2.5689080275549205, 2.593142787070586]",0.7841888623029385,0.811571459947616,0.9789650642649221,2.574725386515477,0.01669431174899999
98,8,47,cosine,462,"[0.8368797053124242, 0.7975785008645828, 0.818065080426642, 0.8047994835642004, 0.8174234916358368]","[0.8630488826782396, 0.8179043612435808, 0.8448692911406197, 0.8228193621986613, 0.8317294101203564]","[0.9717871528938358, 0.9540466697185324, 0.9728323235035249, 0.965896976598692, 0.9691542213508665]","[2.6717157408844994, 2.5695295318266957, 2.6357666950707865, 2.5935158223615535, 2.61830712310706]",0.8149492523607373,0.8360742614762916,0.9667434688130904,2.617766982650119,0.03507055845365298
99,3,39,cosine,448,"[0.863956459354507, 0.8279446174699956, 0.8627223753662377, 0.8304409541397949, 0.8775547225193189]","[0.878279333213988, 0.8341322976655172, 0.8946790158439881, 0.8473079892359812, 0.8827918985000965]","[0.9621160150164266, 0.9313573870246349, 0.962348818617425, 0.9553720148587631, 0.9595074693057178]","[2.7043518075849216, 2.593434302160148, 2.7197502098276507, 2.633120958234539, 2.7198540903251334]",0.8525238257699709,0.8674381068919143,0.9541403409645935,2.6741022736264783,0.05153404107403755
