trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,23,11,euclidean,104,"[0.7280495879492395, 0.6979152922386461, 0.6956592103564004, 0.7026459106409895, 0.7056218817079802]","[0.7597543605089763, 0.7407008584008397, 0.739211785948726, 0.7461463205396183, 0.7412140565631993]","[0.965564276527603, 0.9693168146447255, 0.9615134768739518, 0.9685948144851344, 0.9544498783352431]","[2.4533682249858186, 2.4079329652842114, 2.3963844731790784, 2.417387045665742, 2.4012858166064226]",0.7059783765786511,0.745405476392272,0.9638878521733316,2.4152717051442547,0.020307679344489113
1,32,22,manhattan,258,"[0.7376188586543351, 0.7145787807235168, 0.7217752200841635, 0.7261340632164915, 0.7236840780858074]","[0.771709835743446, 0.7552498897479033, 0.7549425208190225, 0.7631835078310008, 0.7634840074163656]","[0.9756567266919391, 0.9739513441139147, 0.9758829122202088, 0.9719499516310376, 0.9804310718900889]","[2.4849854210897204, 2.443780014585335, 2.452600653123395, 2.4612675226785297, 2.4675991573922618]",0.724758200152863,0.7617139523115476,0.9755744013094378,2.462046553773848,0.014003723955788387
2,11,42,euclidean,254,"[0.7976688876353875, 0.7851484118565623, 0.7804148513266149, 0.7798639154915802, 0.7788906488961609]","[0.823689625319823, 0.8207131732968019, 0.8052001711827812, 0.807368717579888, 0.8015400825434815]","[0.9619566793792269, 0.9634541613298291, 0.9561764852840225, 0.959489321026888, 0.9426606439432866]","[2.5833151923344375, 2.569315746483193, 2.541791507793419, 2.5467219540983566, 2.523091375382929]",0.7843973430412612,0.8117023539845551,0.9567474581926506,2.552847155218467,0.02118805156834647
3,6,27,cosine,56,"[0.8118203518238056, 0.7914995964702072, 0.7831431892399998, 0.7787221028818759, 0.7834543954514969]","[0.8266237506129919, 0.8218197019721762, 0.8135870362587454, 0.8052577352375669, 0.8066623737704248]","[0.9592108489782436, 0.9462367659054952, 0.9535873863718869, 0.9504907133480781, 0.9414937018933363]","[2.5976549514150413, 2.5595560643478787, 2.550317611870632, 2.534470551467521, 2.531610471115258]",0.7897279271734771,0.8147901195703809,0.950203883299408,2.554721930043266,0.02379188544503893
4,13,24,cosine,254,"[0.8006756971256828, 0.7717421482758802, 0.7706734706972844, 0.762466799157845, 0.7650594050003732]","[0.8297620182224483, 0.8053998305217749, 0.7907373530224092, 0.7988730181743924, 0.7911423616898492]","[0.9651638327495103, 0.9728058618279865, 0.9656119303779873, 0.9628028323026335, 0.962536986180572]","[2.5956015480976413, 2.5499478406256415, 2.527022754097681, 2.5241426496348707, 2.5187387528707945]",0.7741235040514132,0.8031829163261749,0.9657842886877379,2.543090709065326,0.028335964330285023
5,21,42,hamming,252,"[0.8134030429097875, 0.789998945219105, 0.7750634131499607, 0.779898631477363, 0.7910722075401992]","[0.8382470774825228, 0.8225001181435272, 0.8084629863046806, 0.809085229794151, 0.811453795677999]","[0.9801532863778931, 0.9867791394238827, 0.9669920651476213, 0.9720136895651633, 0.9724871572106986]","[2.6318034067702034, 2.5992782027865147, 2.5505184646022627, 2.560997550836677, 2.575013160428897]",0.789887248059283,0.817949841480576,0.9756850675450519,2.583522157084911,0.029149053760092518
6,45,24,hamming,269,"[0.7506239078758908, 0.7484762246742327, 0.7285844670681324, 0.7372376713839934, 0.7444917624285798]","[0.7855590371113269, 0.7911382228563497, 0.7679116684779919, 0.7728241427126872, 0.7825372607776163]","[0.9960767368661945, 0.9944367462637298, 0.9843139452977091, 0.9836557709581762, 0.9866476737245522]","[2.532259681853412, 2.534051193794312, 2.4808100808438334, 2.4937175850548567, 2.5136766969307485]",0.7418828066861659,0.7799940663871945,0.9890261746220723,2.5109030476954324,0.020978857931524746
7,48,32,cosine,16,"[0.6088654958380804, 0.6079283874161762, 0.6207360159019166, 0.6128685783799753, 0.6231960967471541]","[0.6370110493223481, 0.6422892781633972, 0.6625154549544482, 0.6490164384841346, 0.6544687124715496]","[0.9816249239295343, 0.9691947213161265, 0.9645684715814724, 0.9700464763502764, 0.9496252948879632]","[2.2275014690899626, 2.2194123868956996, 2.2478199424378373, 2.2319314932143866, 2.227290104106667]",0.6147189148566605,0.6490601866791756,0.9670119776130746,2.2307910791489105,0.00942163178152618
8,14,12,euclidean,383,"[0.7955522975376893, 0.7756472819470577, 0.7737047928977625, 0.7673627011857919, 0.7739679485574128]","[0.8234555392371273, 0.8156330974604542, 0.8078186912798826, 0.7978315837251525, 0.7990974283049543]","[0.9775361268230206, 0.9750056752510884, 0.9522930091319362, 0.9626801171049308, 0.9546460847534982]","[2.596543963597837, 2.5662860546586, 2.5338164933095815, 2.5278744020158754, 2.5277114616158656]",0.7772470044251428,0.8087672680015142,0.9644322026128949,2.550446475039552,0.02712491969459057
9,11,22,hamming,222,"[0.8240570175896421, 0.8039536699312961, 0.7766033263153521, 0.7809856803580036, 0.7936068686550368]","[0.845956794283137, 0.8331506931493667, 0.8093897903788044, 0.8081574092851608, 0.8102586854782601]","[0.9734899244757237, 0.9804177558332049, 0.9637514870521272, 0.9651197026227101, 0.9534460823931319]","[2.643503736348503, 2.6175221189138678, 2.5497446037462836, 2.5542627922658747, 2.557311636526429]",0.7958413125698661,0.8213826745149457,0.9672449904753796,2.5844689775601912,0.03855730757552173
10,36,34,hamming,451,"[0.7826455804249502, 0.7651954063379237, 0.7415047912264704, 0.7487757250710679, 0.7634857720721332]","[0.8167866585354767, 0.8059322638793208, 0.7752912434247073, 0.7807851123299634, 0.7922663022974703]","[0.9953270784977694, 0.9931629276675928, 0.9886715673286197, 0.9771682817600537, 0.9946210211529461]","[2.5947593174581964, 2.5642905978848374, 2.5054676019797975, 2.506729119161085, 2.5503730955225494]",0.760321455026509,0.7942123160933877,0.9897901752813963,2.5443239464012932,0.03435745208023153
11,21,50,hamming,151,"[0.8085455625918034, 0.7711228414831665, 0.7568956883466724, 0.7521607331833106, 0.7729823384371521]","[0.8354040753877094, 0.8090711650053427, 0.7952021237756304, 0.779695492882538, 0.7973799581217443]","[0.980147095797777, 0.9854337734397864, 0.9668685491850475, 0.9713705204784692, 0.9756794349985942]","[2.62409673377729, 2.5656277799282954, 2.51896636130735, 2.5032267465443176, 2.546041731557491]",0.7723414328084208,0.803350563034593,0.9758998747799348,2.5515918706229486,0.04216248346562892
12,3,40,hamming,167,"[0.8282987904477542, 0.8221578018743699, 0.7997921867955118, 0.8485581893411827, 0.8104322953231329]","[0.8328929668286209, 0.8349922633266457, 0.8094854666213138, 0.8686039947547859, 0.8124786551147308]","[0.9511643065489567, 0.9510908803820562, 0.947139324090879, 0.942794024985449, 0.9269504319291076]","[2.612356063825332, 2.6082409455830717, 2.5564169775077046, 2.6599562090814173, 2.5498613823669714]",0.8218478527563903,0.8316906693292193,0.9438277935872896,2.5973663156728994,0.04048212412118304
13,3,17,hamming,172,"[0.8281090972310071, 0.8226470100517058, 0.8083621970469186, 0.838296830659776, 0.8013875291120253]","[0.8343719298349105, 0.8292710095035112, 0.8260968693538905, 0.8490768595442166, 0.8016606208044058]","[0.9565504757841053, 0.9511574076932894, 0.9465169818984228, 0.9452868381492336, 0.9276530641381012]","[2.619031502850023, 2.6030754272485064, 2.580976048299232, 2.6326605283532265, 2.5307012140545324]",0.8197605328202865,0.8280954578081869,0.9454329535326306,2.5932889441611042,0.03571388409363563
14,4,39,manhattan,157,"[0.8263359139882734, 0.7879063769872365, 0.807559337839138, 0.8132167589706571, 0.8029237973510749]","[0.8334560640854027, 0.8008118428106085, 0.8286066274012104, 0.8246909219654451, 0.8183428697241223]","[0.951920214524936, 0.9516940179218856, 0.9455997915086729, 0.9413593501196925, 0.947378391547467]","[2.611712192598612, 2.5404122377197305, 2.5817657567490215, 2.579267031055795, 2.568645058622664]",0.807588437027276,0.8211816651973578,0.9475903531245308,2.576360455349165,0.02297482313096703
15,3,17,hamming,340,"[0.8290696674179386, 0.8301443964830614, 0.8125351127886834, 0.8210331747081409, 0.8096280455366173]","[0.8330074514878555, 0.8389114110469784, 0.8283363602354822, 0.8263855775839087, 0.8102611999350577]","[0.9556924577162909, 0.9511821615535975, 0.9470896257843415, 0.9467703638375046, 0.929722849427844]","[2.617769576622085, 2.6202379690836373, 2.587961098808507, 2.594189116129554, 2.549612094899519]",0.8204820793868883,0.8273804000578565,0.9460914916639156,2.59395397110866,0.02553508728339601
16,17,50,hamming,351,"[0.8112889577443753, 0.7903207304273446, 0.7802711848267354, 0.7846473774826025, 0.7901713323120125]","[0.8367830173316233, 0.8224566196804858, 0.8114472153052057, 0.8110257259738417, 0.8091764186277317]","[0.9770289368728229, 0.9848037359492003, 0.9669978556578974, 0.97155514640647, 0.9716620000954415]","[2.625100911948821, 2.5975810860570308, 2.5587162557898386, 2.5672282498629144, 2.5710097510351857]",0.7913399165586141,0.8181777993837777,0.9744095349963665,2.583927250938758,0.024343419199024698
17,29,36,hamming,343,"[0.7954500496309863, 0.7677683027917491, 0.7606329119546222, 0.7651741307172237, 0.7691477464999187]","[0.8280482457301136, 0.8067785691357835, 0.7987918053239818, 0.7999955619963203, 0.7958919505490855]","[0.985326701675603, 0.9931668599353594, 0.9804136304295347, 0.9756184274727546, 0.9834337223596502]","[2.608824997036703, 2.567713731862892, 2.5398383477081388, 2.5407881201862983, 2.5484734194086545]",0.7716346283189,0.8059012265470569,0.9835918683745805,2.561127723240537,0.025866866086146606
18,7,17,manhattan,448,"[0.8147224127885451, 0.8067013678815854, 0.7882958273342808, 0.7881636624998375, 0.8043572837127493]","[0.8416548872706372, 0.8256407650418276, 0.8122170368369304, 0.8051143639041092, 0.8174096603128627]","[0.9667496123645007, 0.969337158352996, 0.9464914270728856, 0.952349654126688, 0.9500046926504203]","[2.6231269124236833, 2.601679291276409, 2.5470042912440967, 2.545627680530635, 2.5717716366760324]",0.8004481108433996,0.8204073426732734,0.9569865089134982,2.5778419624301714,0.03047791239466107
19,40,45,hamming,304,"[0.7897421689534317, 0.7648175477367442, 0.7401896466825427, 0.7433805326037988, 0.763925085043382]","[0.8258096325295955, 0.8056375746928045, 0.7748161453766176, 0.7752532378390222, 0.7939911459708843]","[0.9928267676994567, 0.9942739531767089, 0.9844993800106435, 0.9771672708862619, 0.993133605136902]","[2.608378569182484, 2.5647290756062575, 2.499505172069804, 2.495801041329083, 2.551049836151168]",0.7604109962039799,0.7951015472817848,0.9883801953819946,2.5438927388677595,0.042253678514368925
20,8,28,hamming,399,"[0.8308247352655129, 0.816689763679944, 0.7921798722378552, 0.8019669375497142, 0.8084646844259413]","[0.8453912087204943, 0.8424204298263064, 0.8237533033984653, 0.8242397517731485, 0.8215525109385682]","[0.9723223010069788, 0.9774996152782397, 0.9568835672550038, 0.9620289130180798, 0.9493842099231413]","[2.648538244992986, 2.63660980878449, 2.5728167428913244, 2.5882356023409425, 2.579401405287651]",0.8100251986317935,0.8314714409313966,0.9636237212962886,2.605120360859479,0.031198658538533597
21,8,29,hamming,402,"[0.8316698336363748, 0.8141934957671233, 0.7935145924145642, 0.7926160604064517, 0.7987608394066666]","[0.8470219072542305, 0.8410017331437751, 0.8245430167458163, 0.8197075073475572, 0.8105540041480804]","[0.9723289029719004, 0.9774055192141298, 0.9537469394434204, 0.9620637550500531, 0.9593854942883678]","[2.651020643862506, 2.632600748125028, 2.571804548603801, 2.574387322804062, 2.568700337843115]",0.8061509643262361,0.8285656337278919,0.9649861221935744,2.5997027202477025,0.034917429933815164
22,9,29,hamming,411,"[0.827142013307515, 0.8037898168769023, 0.7861233413734623, 0.7966674154320126, 0.7958681390085505]","[0.8480787885614747, 0.8301663583422857, 0.8130687395435549, 0.8265687440896081, 0.8091658438820665]","[0.9702359243168114, 0.9777379437780936, 0.9637565914396784, 0.9616081537035096, 0.9493968882010273]","[2.645456726185801, 2.6116941189972818, 2.562948672356695, 2.58484431322513, 2.554430871091644]",0.8019181451996886,0.8254096948837979,0.9645471002878241,2.591874940371311,0.033322738891095126
23,16,29,hamming,493,"[0.8108410863074244, 0.8008326232408067, 0.7769900480655433, 0.7802174458934623, 0.7923202592415981]","[0.8365530460682318, 0.8305990482595971, 0.8092844651103832, 0.807347619898537, 0.8101223814659564]","[0.9791346184683033, 0.9848088403289101, 0.9720124959814734, 0.9731457513260431, 0.9553701118998842]","[2.6265287508439594, 2.616240511829314, 2.5582870091574, 2.5607108171180424, 2.557812752607439]",0.7922402925497669,0.8187813121605411,0.9728943636009229,2.5839159683112305,0.03078124691470513
24,9,36,hamming,196,"[0.8261068830622247, 0.798515548125501, 0.7900160558566889, 0.813661959007986, 0.7923214183078185]","[0.8470814021989124, 0.8216164148418156, 0.8201845555725368, 0.8485247813389387, 0.8066825219044206]","[0.9702547356470873, 0.9776954678469707, 0.9585419483229917, 0.9615602415614688, 0.9529693933385651]","[2.6434430209082245, 2.597827430814287, 2.5687425597522173, 2.6237469819083934, 2.551973333550804]",0.8041243728720439,0.8288179351713248,0.9642043573434167,2.5971466653867856,0.03376037897076357
25,18,33,hamming,405,"[0.8118450306028957, 0.7904622291343505, 0.7714327249286929, 0.7753759595993363, 0.7885237181658765]","[0.8371309882870781, 0.821529264170129, 0.80460564950519, 0.8058117807552864, 0.8092698166499354]","[0.981618420892728, 0.9848064125960002, 0.9703247451692308, 0.9715541820372254, 0.9703069985672174]","[2.6305944397827017, 2.5967979059004795, 2.5463631196031136, 2.552741922391848, 2.568100533383029]",0.7875279324862304,0.8156694998735239,0.9757221518524805,2.5789195842122346,0.031151790676265834
26,25,38,manhattan,113,"[0.7332025906028535, 0.6964947876615323, 0.7252513860476618, 0.721455462288199, 0.6934874388177563]","[0.7743517252342234, 0.736022007674263, 0.753170405868516, 0.757214629321052, 0.7243380989474136]","[0.9733960291174624, 0.9722239772254021, 0.965377570270895, 0.9656832256891599, 0.9676500152730622]","[2.480950344954539, 2.404740772561197, 2.443799362187073, 2.444353317298411, 2.385475553038232]",0.7139783330836005,0.7490193734090936,0.9688661635151963,2.4318638700078905,0.03345284040631021
27,7,27,euclidean,479,"[0.8163738611825133, 0.810290030440163, 0.7940177696647476, 0.7799922913243027, 0.7921042029633335]","[0.8363885675106262, 0.8353599822880357, 0.8217176565426985, 0.7903656418017672, 0.8036234312685144]","[0.9627466152845673, 0.9611105401414745, 0.9500678092132911, 0.9512365404132581, 0.9518284610163706]","[2.6155090439777067, 2.606760552869673, 2.5658032354207374, 2.521594473539328, 2.547556095248219]",0.7985556311150119,0.8174910558823283,0.9553979932137924,2.5714446802111324,0.03542996616386267
28,13,31,cosine,295,"[0.8126252439325826, 0.7893250776560854, 0.7826825086060526, 0.7602355921761834, 0.7706704075651608]","[0.8378528313132046, 0.8162497808656749, 0.8087555829953536, 0.7941565499745393, 0.7957414666637718]","[0.9696380905867408, 0.976449546888092, 0.9656352821925722, 0.9676718245352354, 0.9627924721319445]","[2.620116165832528, 2.582024405409852, 2.5570733737939784, 2.522063966685958, 2.529204346360877]",0.783107765987213,0.8105512423625088,0.9684374432669169,2.5620964516166387,0.03598091807825837
29,19,46,euclidean,77,"[0.7187509184352753, 0.7323234867865736, 0.7172501604336093, 0.744315178540432, 0.7259799702178718]","[0.7519512903219734, 0.7736830179725933, 0.7513087358681034, 0.7702181531963478, 0.7639910295841632]","[0.9619834713135951, 0.9610039213716728, 0.9728553527544805, 0.9596942216779627, 0.9530959227543394]","[2.4326856800708434, 2.4670104261308397, 2.4414142490561934, 2.4742275534147424, 2.4430669225563744]",0.7277239428827524,0.7622304453886363,0.9617265779744102,2.4516809662457986,0.016023539314002716
30,7,26,hamming,375,"[0.8335160542508286, 0.8151057929408527, 0.7983018652048096, 0.79758459216912, 0.8090296231055502]","[0.8561534658909988, 0.8374756215759648, 0.8271531476283923, 0.8173273649311823, 0.8213665811680013]","[0.972337113358583, 0.9764243881333731, 0.9498233429606004, 0.9590063238575443, 0.9471281380363209]","[2.6620066335004102, 2.6290058026501906, 2.5752783557938024, 2.5739182809578467, 2.5775243423098724]",0.8107075855342323,0.8318952362389078,0.9609438612692843,2.603546683042424,0.03583248618634864
31,6,26,hamming,377,"[0.8326194192322106, 0.8155912867520876, 0.7959888637924035, 0.8149518151517776, 0.809919173836743]","[0.8526075479705351, 0.8320400772777289, 0.8258175801990743, 0.8327124031737344, 0.8256361977986186]","[0.9702366143814564, 0.9686442246678857, 0.9522512990708131, 0.9567264990577898, 0.9448960536828588]","[2.655463581584202, 2.616275588697702, 2.5740577430622906, 2.604390717383302, 2.5804514253182207]",0.8138141117530445,0.8337627612839382,0.9585509381721607,2.6061278112091437,0.029078442822066387
32,9,21,hamming,386,"[0.8297867119572047, 0.8045923465189309, 0.7813119462157071, 0.7870725734345904, 0.7973323086374353]","[0.8495298721942668, 0.830557399405308, 0.8129534355464395, 0.811891789238462, 0.8111948941721069]","[0.9723587334779837, 0.9781373548863006, 0.9616755428032218, 0.9617721504805746, 0.9517122507318834]","[2.651675317629455, 2.6132871008105396, 2.5559409245653684, 2.560736513153627, 2.5602394535414255]",0.8000191773527737,0.8232254781113166,0.9651312064759928,2.588375861940083,0.038039472010133926
33,6,25,hamming,431,"[0.8331196720806807, 0.8172575336397169, 0.8059891937829734, 0.8148991051744633, 0.8093196372472724]","[0.8530624529191434, 0.8327053514747286, 0.8353614929700656, 0.8318667194683159, 0.825328981026788]","[0.9723201128608079, 0.9664325292279627, 0.9481714563453625, 0.958787882776687, 0.9571182252769406]","[2.658502237860632, 2.616395414342408, 2.5895221430984012, 2.605553707419466, 2.591766843551001]",0.8161170283850213,0.8356649995718083,0.9605660412975521,2.6123480692543817,0.025049396763480305
34,11,20,hamming,447,"[0.8235492219778792, 0.807966246408121, 0.7829262654565848, 0.7873101260086142, 0.7964624949833518]","[0.8472340546318439, 0.8318493793826583, 0.8137777076802926, 0.8118517621562685, 0.8121663682858636]","[0.9730721308285539, 0.9781903368529454, 0.9637834090694345, 0.968778465199226, 0.9536711464935209]","[2.643855407438277, 2.618005962643725, 2.560487382206312, 2.5679403533641088, 2.5623000097627364]",0.7996428709669101,0.8233758544273855,0.9674990976887361,2.590517823083032,0.034083163668002237
35,6,25,manhattan,361,"[0.8278647818788878, 0.8096057689304783, 0.7844430597806885, 0.7871746920123683, 0.7993942006652355]","[0.8473722597269492, 0.8255576606066043, 0.8083093482196648, 0.8022826921284906, 0.8176481313691581]","[0.9667264189795489, 0.9590826436246175, 0.9487736079753468, 0.9512610411222084, 0.9499885753833296]","[2.641963460585386, 2.5942460731617003, 2.5415260159757, 2.5407184252630675, 2.567030907417723]",0.8016965006535315,0.8202340184101734,0.9551664574170102,2.5770969764807155,0.03792563840833945
36,15,27,cosine,431,"[0.7999724297732804, 0.7953455350115647, 0.7777752863577594, 0.7712299670760947, 0.7856042118553646]","[0.8304670180318462, 0.819198034307091, 0.8012643051972304, 0.8003923780170998, 0.8075835379743239]","[0.975557853713654, 0.9806756852061719, 0.9664461895212093, 0.9660378169741647, 0.9630001158688302]","[2.605997301518781, 2.5952192545248276, 2.545485781076199, 2.5376601620673593, 2.5561878656985186]",0.7859854860148128,0.8117810547055182,0.970343532256806,2.568110072977137,0.027391766995135573
