trial_number,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_criterion,param_class_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
35,276,43,7,1,log2,False,gini,balanced_subsample,"[0.953609159579087, 0.9289691104336945, 0.9175840185832653, 0.9280439140587218, 0.956949316930217]","[0.8375812013806894, 0.8408255621661965, 0.8299634780381598, 0.808596369427537, 0.8418939290391476]","[0.9998204937013255, 0.9997934097694967, 0.9997653641221035, 0.9997126325216028, 0.9998260683855784]","[2.791010854661102, 2.7695880823693875, 2.747312860743529, 2.7363529160078617, 2.7986693143549433]",0.9370311039169972,0.8317721080103461,0.9997835937000215,2.768586805627365,0.024084859279012594
36,272,42,6,10,log2,False,gini,balanced_subsample,"[0.9744585551850276, 0.9280859727473618, 0.9481170534915215, 0.9341463485192711, 0.954303508422148]","[0.7676048006370964, 0.7563574149405787, 0.7817760794028604, 0.741868755108253, 0.7407613770564702]","[0.9995885947568517, 0.9995325312282876, 0.9995008363354627, 0.9991829692066537, 0.9996393978460317]","[2.7416519505789756, 2.683975918916228, 2.729393969229845, 2.6751980728341778, 2.6947042833246497]",0.947822287673066,0.7576736854290517,0.9994888658746575,2.704984838976775,0.025979217450955782
37,265,4,7,2,log2,False,gini,balanced_subsample,"[0.8372386263110756, 0.8350348387629102, 0.830731542671222, 0.8025055318532931, 0.8455581551165365]","[0.36347231650797845, 0.3563058203221161, 0.36637525570267665, 0.3753298548285589, 0.3804384315076983]","[0.9861667330219914, 0.9855342207390371, 0.9850782731610395, 0.9857937288114978, 0.9872282878002251]","[2.1868776758410453, 2.1768748798240636, 2.182185071534938, 2.16362911549335, 2.21322487442446]",0.8302137389430074,0.3683843357738057,0.9859602487067581,2.1845583234235715,0.016308586183867373
38,290,39,12,3,log2,False,gini,balanced_subsample,"[0.9598900250360295, 0.931133197007606, 0.9499137581711635, 0.9365378636437122, 0.9603396433785896]","[0.7777658663784609, 0.8007082430893285, 0.8043919863416386, 0.7746114323841513, 0.7758270483507951]","[0.9997021888845393, 0.9996751784084633, 0.9996540643511443, 0.9994057918273428, 0.9997317190455809]","[2.7373580802990296, 2.731516618505398, 2.7539598088639465, 2.710555087855206, 2.7358984107749658]",0.9475628974474202,0.7866609153088748,0.9996337885034141,2.7338576012597087,0.013921238010817658
39,61,34,11,9,,False,gini,balanced_subsample,"[0.839455110520736, 0.8568703674989822, 0.8659197250160277, 0.8661875300702306, 0.8970716186990636]","[0.670381321960585, 0.6791613485401313, 0.6858987859298972, 0.6607600841412788, 0.6770947698241102]","[0.9550723766963798, 0.9656421350102515, 0.9741565707119243, 0.9748035126536191, 0.9817367981790699]","[2.4649088091777007, 2.501673851049365, 2.5259750816578492, 2.5017511268651287, 2.5559031867022437]",0.8651008703610081,0.6746592620792005,0.970282278650249,2.510042411090457,0.030109403660681797
40,259,12,5,7,log2,False,gini,balanced_subsample,"[0.9381793664488336, 0.9163252245961341, 0.9186542002010775, 0.9075768937396, 0.9347460188274402]","[0.6154039140880425, 0.6371176916127487, 0.6150492045438946, 0.6183904989358053, 0.6289158255264055]","[0.9973834745256558, 0.9970592447135153, 0.9971705305790948, 0.9968342050718566, 0.998070085900073]","[2.550966755062532, 2.550502160922398, 2.530873935324067, 2.5228015977472618, 2.5617319302539188]",0.9230963407626172,0.6229754269413793,0.997303508158039,2.5433752758620356,0.01431746872875798
41,216,47,9,1,log2,False,gini,balanced_subsample,"[0.9531525589083273, 0.9312859763656616, 0.906335680338388, 0.928098056054107, 0.9413731833879229]","[0.8195056056039501, 0.8405375645767201, 0.8298200835243347, 0.8120261629821554, 0.8469999174001126]","[0.9998295937911075, 0.9998164433485164, 0.9997291153256854, 0.9997493966123434, 0.9998149999806184]","[2.772487758303385, 2.771639984290898, 2.735884879188408, 2.7398736156486057, 2.7881881007686538]",0.9320490910108813,0.8297778668174546,0.9997879098116542,2.76161486763999,0.020295683176597887
42,238,44,8,1,log2,False,gini,balanced_subsample,"[0.9549266625095469, 0.9316964440202627, 0.9107595749760855, 0.9272359494542186, 0.9570012564080291]","[0.8181824615228812, 0.8396534113083856, 0.828081135403518, 0.8083037576289795, 0.8454429483055275]","[0.9998322102379491, 0.9998137115821509, 0.9997350429264443, 0.999733812300936, 0.9998309317445616]","[2.772941334270377, 2.7711635669107992, 2.7385757533060477, 2.735273519384134, 2.8022751364581184]",0.9363239774736286,0.8279327428338584,0.9997891417584084,2.7640458620658954,0.02477031575168519
43,254,50,11,2,log2,False,gini,balanced_subsample,"[0.9584584949868595, 0.9313580959988798, 0.9508675931185138, 0.9354759226672982, 0.9610969969354177]","[0.809796359514564, 0.821406171498434, 0.8116996726134115, 0.7904949626482495, 0.8287550801800952]","[0.9997462351933782, 0.9997244620843307, 0.9996838969447134, 0.9995109526012455, 0.9997465828731739]","[2.7680010896948017, 2.7524887295816445, 2.7622511626766384, 2.725481837916793, 2.7895986599886866]",0.947451420741394,0.8124304492909509,0.9996824259393684,2.759564295971713,0.0209386692496238
44,270,46,7,2,,False,gini,balanced,"[0.8518383906711371, 0.9002146421428996, 0.8901983986626655, 0.8960374597526427, 0.9163746784867776]","[0.7268564685662717, 0.7498723235315794, 0.7498961172283771, 0.7453919499931684, 0.7812151559370771]","[0.9379663599757235, 0.9627663633175575, 0.9734434222984134, 0.9644443179348677, 0.9744437600464978]","[2.516661219213132, 2.6128533289920366, 2.613537938189456, 2.6058737276806787, 2.6720335944703524]",0.8909327139432245,0.7506464030512947,0.9626128447146121,2.604191961709131,0.04985842539425512
45,202,39,9,1,log2,False,gini,balanced_subsample,"[0.9643191360127417, 0.9336350235152691, 0.9308681913354863, 0.9361209756794784, 0.9589417753575479]","[0.813933015542228, 0.8241593768694975, 0.8254469498663041, 0.8017125505686326, 0.8379992608738336]","[0.9998133588185028, 0.9997880743793295, 0.9997727419395875, 0.9996327220785561, 0.9998189849279541]","[2.778065510373472, 2.757582474764096, 2.7560878831413778, 2.737466248326667, 2.7967600211593355]",0.9447770203801047,0.8206502307440993,0.9997651764287859,2.7651924275529893,0.020355708547141135
46,291,43,6,3,log2,False,gini,balanced_subsample,"[0.9629722009756112, 0.9324297793881591, 0.9492497265808448, 0.9368151047848857, 0.960207822682428]","[0.7876926959910935, 0.8158995196608497, 0.8053319473269306, 0.7758103978871873, 0.7800721833572873]","[0.9997226702442839, 0.999677319426888, 0.999644019785194, 0.9994105569633294, 0.9997349169367834]","[2.7503875672109883, 2.7480066184758964, 2.754225693692969, 2.7120360596354023, 2.7400149229764987]",0.9483349268823857,0.7929613488446696,0.9996378966712957,2.740934172398351,0.015178910672959048
47,225,26,4,1,,True,gini,balanced,"[0.9166126247284186, 0.912251130950736, 0.9108957905796744, 0.909462511400715, 0.9424635476710453]","[0.8050721004958534, 0.8009739480275457, 0.7844449052501916, 0.8005023590984076, 0.8023427623017606]","[0.9972269440020886, 0.9968587815625745, 0.9988406194414913, 0.9854428042769848, 0.999216931355482]","[2.7189116692263604, 2.7100838605408564, 2.6941813152713574, 2.6954076747761073, 2.744023241328288]",0.9183371210661179,0.7986672150347518,0.9955172161277244,2.7125215522285937,0.018266808398019075
48,258,48,10,2,log2,False,gini,balanced_subsample,"[0.9624196777119995, 0.933499171305597, 0.9507803726031283, 0.93724400642499, 0.9589921951641138]","[0.8075303376741091, 0.8224050070567557, 0.8135003843222143, 0.7911206422865048, 0.8003257235503045]","[0.999744970820585, 0.9997302469186764, 0.999681000028803, 0.9995116722764245, 0.9997618481848152]","[2.7696949862066935, 2.7556344252810288, 2.7639617569541457, 2.727876320987919, 2.7590797668992337]",0.9485870846419658,0.8069764189779777,0.9996859476458606,2.755249451265804,0.014482303229733345
49,132,40,8,1,log2,True,gini,balanced_subsample,"[0.9533294253156782, 0.925667166301798, 0.9110668152622432, 0.9336711052305233, 0.9544157898760468]","[0.8417640432495023, 0.8413023494023827, 0.8288388510036419, 0.8035076922203647, 0.8092698781990079]","[0.9998348067024732, 0.9998208167369502, 0.9997738162252838, 0.9993797603454543, 0.9998338330568174]","[2.7949282752676536, 2.766790332441131, 2.7396794824911685, 2.7365585577963425, 2.763519501131872]",0.9356300603972578,0.82493656281498,0.9997286066133958,2.760295229825634,0.021168225042339908
