trial_number,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,0.0317784000688407,"[0.8594280078058744, 0.9218222181118664, 0.9162865849759955, 0.91797095838254, 0.9178094405108719]","[0.8208362012737517, 0.8307069377705956, 0.8437758305519978, 0.8460867447088812, 0.8321263454022909]","[0.9995466882929672, 0.9997837481502898, 0.9997732530246622, 0.9997956839020731, 0.9997275001309396]","[2.6798108973725934, 2.7523129040327516, 2.7598356685526557, 2.7638533869934943, 2.749663286044102]",0.9066634419574295,0.8347064119415034,0.9997253747001864,2.7410952285991192,0.031061728759207687
1,2.098683560764662,"[0.7720633874042133, 0.7656656475060523, 0.7701135536498391, 0.7519980059948425, 0.763571162763386]","[0.7358523984920053, 0.7336667937881736, 0.7431019242239717, 0.7213499358778784, 0.7358845468381634]","[0.9770263900958044, 0.9964348808270606, 0.9926703459668612, 0.9978431344135195, 0.996808284737589]","[2.484942175992023, 2.4957673221212864, 2.5058858238406723, 2.4711910762862406, 2.496263994339138]",0.7646823514636666,0.7339711198440385,0.9921566072081669,2.490810078515872,0.011840059861205158
2,0.00010015813955858975,"[0.8605618655240496, 0.9232130973747665, 0.9179555701859046, 0.9337712400799317, 0.9191587902725356]","[0.8548744908289012, 0.8926934983328149, 0.8805787095111748, 0.8862422008570288, 0.8611576860650577]","[0.9996971810784635, 0.9998302366046531, 0.9998361304793181, 0.9998362210503673, 0.9997829798683281]","[2.7151335374314143, 2.8157368323122345, 2.7983704101763975, 2.8198496619873277, 2.7800994562059214]",0.9109321126874376,0.8751093171189955,0.999796549816226,2.7858379796226593,0.038052191899000616
3,0.006516215458215695,"[0.8599961296274798, 0.9223000255114839, 0.917111208363031, 0.9234876070554339, 0.9187345357049498]","[0.8369661759952147, 0.8487644211781707, 0.8580878338540809, 0.8696789954673012, 0.8419907656688056]","[0.9996367786874142, 0.9998116060629971, 0.9998077081220461, 0.9998205030629883, 0.9997568348378593]","[2.6965990843101086, 2.7708760527526515, 2.775006750339158, 2.7929871055857234, 2.7604821362116145]",0.9083259012524756,0.8510976384327146,0.9997666861546609,2.759190225839851,0.033009907933331084
4,0.0007595132328682402,"[0.8602952300743384, 0.9224314791497816, 0.9172489664096459, 0.933656183874959, 0.918949933692951]","[0.847255824864358, 0.8788572475697929, 0.8744598899597245, 0.8850172555544111, 0.85541985458841]","[0.999670852974279, 0.9998241748161647, 0.9998283271683968, 0.999830891555243, 0.9997748142018541]","[2.7072219079129756, 2.801112901535739, 2.791537183537767, 2.818504330984613, 2.774144602483215]",0.9105163586403352,0.8682020145073392,0.9997858121431875,2.778504185290862,0.038421852582875754
5,0.0003581224678700232,"[0.8603684877391339, 0.9229876696259721, 0.9173289664096458, 0.933656183874959, 0.9190219897809006]","[0.8475546584887725, 0.887758676286294, 0.8768311363508772, 0.8852250363584362, 0.8573608753682578]","[0.9996831856994235, 0.9998275078137385, 0.9998317199073793, 0.9998337844287362, 0.9997784188387816]","[2.70760633192733, 2.8105738537260048, 2.7939918226679024, 2.818715004662131, 2.77616128398794]",0.9106726594861222,0.8709460765705275,0.9997909233376119,2.7814096593942614,0.03968633628546744
6,0.0013108749615263343,"[0.8602876688132933, 0.9224268766874643, 0.9172489664096459, 0.933656183874959, 0.9189098133318676]","[0.8467870485932956, 0.878041863298665, 0.8730707892809115, 0.883498592696691, 0.8532162566336041]","[0.9996620077807096, 0.9998228102722251, 0.9998248669154098, 0.9998285609292445, 0.9997703212588809]","[2.7067367251872985, 2.800291550258354, 2.7901446226059674, 2.8169833375008944, 2.7718963912243524]",0.910505901823446,0.8669229101006334,0.9997817134312939,2.777210525355373,0.03814891269725778
7,0.011840345146135165,"[0.8599130907486721, 0.922167861569243, 0.91653857672678, 0.9233553208743193, 0.9186036536863486]","[0.8258119770849303, 0.8468265089289355, 0.8532726174863448, 0.8641908435733154, 0.8376301766226671]","[0.9996145666775041, 0.9998039317632292, 0.9997978210356806, 0.9998138811815152, 0.9997494270500797]","[2.6853396345111067, 2.7687983022614078, 2.7696090152488053, 2.78736004562915, 2.7559832573590954]",0.9081157007210725,0.8455464247392387,0.9997559255416018,2.7534180510019133,0.03547396094849102
8,0.024021761202431626,"[0.8595080878859543, 0.9218310951646848, 0.9162865849759955, 0.9181846391572528, 0.9178525201084722]","[0.8219110529251159, 0.8341163571454742, 0.8437758305519978, 0.8497627536573488, 0.8327123477976421]","[0.9995621991255481, 0.9997903001284782, 0.9997840497902293, 0.9998012610970108, 0.9997360168129825]","[2.6809813399366185, 2.7557377524386375, 2.7598464653182226, 2.7677486539116125, 2.750300884719097]",0.906732585458472,0.8364556684155158,0.9997347653908498,2.7429230192648375,0.0314901161792514
9,0.17096232052870358,"[0.8455050900770938, 0.8873826161337631, 0.8744557531488768, 0.8988388194745893, 0.8879715874165247]","[0.7968061444354886, 0.8077062056709582, 0.822459303062807, 0.8189121056396396, 0.7956208220454382]","[0.9991545325691088, 0.9996942378094203, 0.9996883870325474, 0.9997233475401667, 0.9996317135616642]","[2.6414657670816912, 2.6947830596141418, 2.696603443244231, 2.7174742726543957, 2.6832241230236273]",0.8788307732501695,0.8083009161708663,0.9995784437025815,2.6867101331236176,0.025174141229786878
10,53.69295418100739,"[0.34671327948013625, 0.3438106636442906, 0.3411847048480041, 0.34644889323342964, 0.33940804320075474]","[0.36851565003998493, 0.3680808201788563, 0.36500009312370574, 0.36729343659656327, 0.36226499915446936]","[0.7741729252361123, 0.7822311156312307, 0.7911683539081648, 0.7867340178050513, 0.788321860309025]","[1.4894018547562333, 1.4941225994543776, 1.4973531518798746, 1.5004763476350442, 1.489994902664249]",0.343513116881323,0.36623099981871593,0.7845256545779169,1.4942697712779558,0.004243149737759162
11,0.00018333659054678788,"[0.8605218254840095, 0.9230997257139218, 0.9174364200352783, 0.9336637464142592, 0.9190709878515346]","[0.8545732404048522, 0.8890961838754133, 0.8773311909343184, 0.8859625042896007, 0.8585958976804607]","[0.9996919122228168, 0.9998290940517882, 0.9998345126435493, 0.9998350214878294, 0.9997817217786594]","[2.7147869781116785, 2.812025003641123, 2.7946021236131457, 2.819461272191689, 2.777448607310655]",0.9107585410998007,0.873111803436929,0.9997944524369287,2.7836647969736585,0.037384780377542406
12,0.000113042611370363,"[0.8605618655240496, 0.9232130973747665, 0.9179155701859045, 0.9337712400799317, 0.9191186699114523]","[0.8548744908289012, 0.8926934983328149, 0.8800759948189295, 0.8862422008570288, 0.8607908771691679]","[0.9996970021642799, 0.9998301009585708, 0.999835705071559, 0.9998360816525413, 0.9997829469706511]","[2.715133358517231, 2.8157366966661526, 2.797827270076393, 2.819849522589502, 2.7796924940512713]",0.9109160886152209,0.8749354124013685,0.9997963673635205,2.78564786838011,0.038029438987615564
13,0.0001333174379152173,"[0.8605618655240496, 0.9231056437491341, 0.9179155701859045, 0.9337037864542992, 0.9191186699114523]","[0.8548744908289012, 0.8899687256634533, 0.8796164767469088, 0.8862060902476361, 0.8607908771691679]","[0.9996938255111794, 0.9998295552361806, 0.9998354640143868, 0.9998357086571282, 0.9997823851364952]","[2.7151301818641302, 2.812903924648768, 2.7973675109472, 2.8197455853590636, 2.7796919322171156]",0.910881107164968,0.8742913321312134,0.999795387711074,2.7849678270072555,0.03754677598462248
14,0.3853221683198079,"[0.81576949868391, 0.8111234759017141, 0.8186619783142329, 0.8188561010196748, 0.8125285658602206]","[0.7576525544931466, 0.7536744293881131, 0.7601734335125091, 0.7523501957074502, 0.7517679287509289]","[0.9985454212370272, 0.9995735385936784, 0.9995282657653108, 0.9996221971760971, 0.9994895647581121]","[2.571967474414084, 2.5643714438835055, 2.578363677592053, 2.570828493903222, 2.563786059369262]",0.8153879239559505,0.7551237083704295,0.9993517975060451,2.5698634298324254,0.0053797566050346815
15,0.0027512108714638312,"[0.860111070995905, 0.9224209586522519, 0.9172000873863384, 0.933656183874959, 0.9187805745390669]","[0.8397419463404209, 0.8595111051235711, 0.8672372752728181, 0.8821997307362244, 0.846245706790977]","[0.9996523399007082, 0.999819354187816, 0.9998196986509243, 0.9998255918937353, 0.9997647039803615]","[2.699505357237034, 2.781751417963639, 2.7842570613100808, 2.8156815065049186, 2.7647909853104053]",0.9104337750897041,0.8589871528528021,0.9997763377227091,2.7691972656652153,0.038526786105689784
16,4.614677282138173,"[0.7109174139972559, 0.7134849876169079, 0.729287958504, 0.7022464696892466, 0.7248958735460466]","[0.7040845480750307, 0.7163573824838794, 0.7317703183163086, 0.7041354877816789, 0.7219202147765214]","[0.9338476177295273, 0.9717917630181104, 0.9710487864898429, 0.9788969327674107, 0.974470523938212]","[2.348849579801814, 2.4016341331188977, 2.432107063310151, 2.3852788902383364, 2.42128661226078]",0.7161665406706914,0.7156535902866838,0.9660111247886206,2.397831255745996,0.029312840421435383
17,0.0001241682401923922,"[0.8605618655240496, 0.923145643749134, 0.9179155701859045, 0.9337037864542992, 0.9191186699114523]","[0.8548744908289012, 0.8926574368502288, 0.8796164767469088, 0.8862060902476361, 0.8607908771691679]","[0.9996968129591827, 0.9998296096049287, 0.9998354854057613, 0.9998359156143369, 0.9997827797024729]","[2.7151331693121334, 2.8156326902042914, 2.7973675323385745, 2.8197457923162723, 2.7796923267830933]",0.910889107164968,0.8748290743685685,0.9997961206573365,2.7855143021908733,0.03796527503024337
18,0.0029395948057832472,"[0.860111070995905, 0.9224150406170396, 0.9172000873863384, 0.933656183874959, 0.9187805745390669]","[0.8397419463404209, 0.8528414610020468, 0.8668585730288427, 0.8820161279248231, 0.846245706790977]","[0.9996515921326541, 0.9998190815827032, 0.9998193412019102, 0.9998254397950656, 0.9997643591911565]","[2.69950460946898, 2.7750755832017897, 2.7838780016170914, 2.815497751594848, 2.7647906405212]",0.9104325914826618,0.8575407630174222,0.999775962780698,2.767749317280782,0.03810463363607169
