trial_number,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_criterion,param_class_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,159,4,12,5,sqrt,True,entropy,balanced,"[0.8552322104576747, 0.8451912649743513, 0.8358427344557746, 0.8128216424609088, 0.8090361745250031]","[0.29020646255964666, 0.2854324813158348, 0.2783049416251624, 0.2886427079731786, 0.26685534103793035]","[0.9888709996893872, 0.9853147151335652, 0.9869718809009291, 0.9867922491791841, 0.9868440886500881]","[2.1343096727067086, 2.115938461423751, 2.101119556981866, 2.0882565996132714, 2.0627356042130214]",0.8316248053747426,0.2818883869023506,0.9869587867106306,2.1004719789877235,0.024322296054529288
1,178,11,16,9,log2,True,gini,balanced_subsample,"[0.9204188183436237, 0.9240376845306153, 0.9321663039216014, 0.9295667453944243, 0.9308460764232264]","[0.5971847752819646, 0.581528091659763, 0.5727635671935599, 0.6053944472092688, 0.5857304423729188]","[0.9969289465673765, 0.9958952154916968, 0.996853595226805, 0.9957331433057988, 0.9965085712510228]","[2.514532540192965, 2.5014609916820754, 2.5017834663419665, 2.5306943359094918, 2.513085090047168]",0.9274071257226982,0.588520264743495,0.9963838943685399,2.512311284834733,0.010696103406434536
2,106,8,6,4,,False,entropy,balanced,"[0.6747536714421735, 0.7002350300952126, 0.6703161960179541, 0.6568519432449962, 0.649831830230663]","[0.4081415800313114, 0.4155128195942921, 0.35154016552337075, 0.4134384106523919, 0.41386325955172204]","[0.9500283419712094, 0.9282713450463848, 0.9268587943639308, 0.9393927155577559, 0.9537792264951891]","[2.0329235934446945, 2.0440191947358897, 1.9487151559052558, 2.0096830694551437, 2.0174743162775743]",0.6703977342062,0.40049924707061757,0.939666084686894,2.0105630659637117,0.033145164036411566
3,225,49,11,9,log2,False,entropy,balanced,"[0.9471898578703781, 0.9440355278520454, 0.9372746526928459, 0.9361859565123554, 0.9241226137496608]","[0.7389590654001741, 0.7454291720253956, 0.735149809493698, 0.7609799694072933, 0.7438739035298636]","[0.9993327059092983, 0.9992100982396146, 0.9988564111694288, 0.99924837131045, 0.9993505135809838]","[2.6854816291798507, 2.688674798117056, 2.6712808733559728, 2.6964142972300986, 2.6673470308605083]",0.937761721735457,0.7448783839712849,0.9991996200419552,2.6818397257486972,0.010898874966917512
4,141,43,9,1,,True,entropy,balanced_subsample,"[0.9036650250337744, 0.9031505593701913, 0.8966977777636612, 0.8897034775133278, 0.9074201212538034]","[0.8213764281106956, 0.8099320993476822, 0.7904579009991248, 0.7903297770784948, 0.7942854196636868]","[0.9920503945513005, 0.9921423052005964, 0.9868220897825636, 0.9864751728705963, 0.9871619748362315]","[2.7170918476957704, 2.70522496391847, 2.67397776854535, 2.6665084274624187, 2.6888675157537216]",0.9001273921869517,0.8012763250399366,0.9889303874482577,2.690334104675146,0.018841751563284388
5,181,20,2,10,log2,False,gini,balanced,"[0.9396738670526752, 0.9357435678960233, 0.948396654606561, 0.9445667349828588, 0.9257657213519606]","[0.7168579501426321, 0.6909638630320407, 0.692578673843414, 0.7039131563221049, 0.6911049434259401]","[0.9989511179866739, 0.998614935036855, 0.998822081922262, 0.9984658821651733, 0.998814749651326]","[2.655482935181981, 2.625322365964919, 2.639797410372237, 2.646945773470137, 2.615685414429227]",0.9388293091780158,0.6990837173532264,0.9987337533524581,2.6366467798837,0.014411229511110964
6,250,15,13,1,sqrt,True,entropy,balanced_subsample,"[0.9432564842097436, 0.9300298954485525, 0.9369751094956855, 0.9320910059689191, 0.9203763169647534]","[0.7194278978787445, 0.7223711286636704, 0.7089506173682768, 0.7350289134873857, 0.7195840908697313]","[0.9989051689889014, 0.9988562195899285, 0.9986207136051491, 0.9986058201504389, 0.9987397352994671]","[2.6615895510773893, 2.6512572437021515, 2.6445464404691115, 2.665725739606744, 2.638700143133952]",0.9325457624175308,0.7210725296535617,0.998745531526777,2.6523638235978693,0.01012607533866922
7,60,38,14,3,,False,gini,balanced,"[0.9033420518673116, 0.8953832374698084, 0.8773350927686316, 0.8744141015090614, 0.8841645358991035]","[0.7200800027863932, 0.7376624761543424, 0.6813020960158799, 0.7545115395193556, 0.6922278497844115]","[0.9796666129666938, 0.9729844411379647, 0.9590241305250328, 0.975110974880108, 0.9773218505577904]","[2.6030886676203986, 2.6060301547621156, 2.5176613193095445, 2.604036615908525, 2.5537142362413054]",0.8869278039027833,0.7171567928520766,0.9728216020135181,2.576906198768378,0.03554605151084834
8,250,29,6,10,sqrt,True,entropy,balanced,"[0.936686929419261, 0.9408530438325639, 0.9251901693360931, 0.9352468729439504, 0.918775749778793]","[0.7313639349302111, 0.7479898557418235, 0.7359489683312009, 0.7604920514456894, 0.7372959774180384]","[0.9993884381172505, 0.9992557650935757, 0.998853044442414, 0.9992707802343169, 0.9992685628222407]","[2.6674393024667227, 2.688098664667963, 2.6599921821097077, 2.6950097046239567, 2.655340290019072]",0.9313505530621322,0.7426181575733928,0.9992073181419595,2.673176028777484,0.015647567744994696
9,94,31,11,6,sqrt,False,entropy,balanced,"[0.9516377427030446, 0.9392525036390011, 0.9435058705575226, 0.9337382460418471, 0.9212332106464425]","[0.7531876281051346, 0.7677671119088911, 0.7588845813761022, 0.7752776667297124, 0.7606032587141432]","[0.9994579487963371, 0.9993860751325808, 0.9990078677029739, 0.9995024763825384, 0.9994034033099319]","[2.7042833196045164, 2.706405690680473, 2.7013983196365983, 2.708518389154098, 2.6812398726705178]",0.9378735147175716,0.7631440493667967,0.9993515542648724,2.700369118349241,0.009850472954683337
