trial_number,param_C,param_penalty,param_l1_ratio,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,0.19628224813442816,l1,0.4389238394711238,"[0.949980176589963, 0.9526896471304782, 0.9328741420057273, 0.9024830078896191, 0.9504343312291416]","[0.7822918136944175, 0.6796046060895964, 0.7120246748607372, 0.7487358845993755, 0.7104157999861032]","[0.9988371975983011, 0.9989741125025365, 0.9992553542740277, 0.9969338549771121, 0.9993489046163926]","[2.731109187882682, 2.6312683657226112, 2.6441541711404923, 2.6481527474661064, 2.6601990358316376]",0.9376922609689858,0.726614555846046,0.998669884793674,2.662976701608706,0.03529647842875189
1,0.750524162234955,elasticnet,0.40675321506062223,"[0.8994444731198236, 0.9262251499078935, 0.9210547601177188, 0.8598174071764789, 0.9028978718477753]","[0.7441511054164414, 0.7262472464973054, 0.7598901339161714, 0.7040216693361167, 0.7379049901492182]","[0.9976710096789515, 0.9985646503316055, 0.9990172761950279, 0.9945780867426663, 0.998720760014078]","[2.6412665882152164, 2.6510370467368043, 2.6799621702289183, 2.558417163255262, 2.6395236220110716]",0.901887932433938,0.7344430290630506,0.9977103565924658,2.634041318089454,0.040494079647607616
2,5.627949975223147,elasticnet,0.15682884655830956,"[0.9370082177844459, 0.9642105628251949, 0.9505787271050765, 0.8952725894519399, 0.9646793836829055]","[0.7318363896760417, 0.7880688253927766, 0.6818533786374421, 0.7499446237393665, 0.7221057356572593]","[0.9990406364158427, 0.9995690232622687, 0.9990190148041933, 0.9985727785527589, 0.9996807776618936]","[2.6678852438763303, 2.75184841148024, 2.631451120546712, 2.6437899917440655, 2.6864658970020585]",0.9423498961699126,0.7347617906205773,0.9991764461393913,2.6762881329298813,0.04230848137322984
3,0.00033325432790051225,l2,0.7960097185974554,"[0.5247569129575784, 0.797504850796164, 0.8451338181894599, 0.8217253520434542, 0.74098929737639]","[0.30953808554579376, 0.4022104240841399, 0.48292464154853, 0.496093203376312, 0.3602583988378226]","[0.9768820262914274, 0.9727599060015639, 0.967448687492738, 0.9628587439283729, 0.9922606157892951]","[1.8111770247947996, 2.1724751808818676, 2.295507147230728, 2.280677299348139, 2.093508312003508]",0.7460220462726093,0.4102049506785197,0.9744419959006795,2.1306689928518083,0.1759988070235706
4,74.42349368719802,l1,0.1946195406951466,"[0.9505111676653258, 0.9546367712627541, 0.9648068489953691, 0.8996784940613846, 0.9427428178284049]","[0.7691867142852651, 0.8168817144342898, 0.8025947456642735, 0.7567967531437009, 0.8209295254884901]","[0.9995333310621706, 0.9997568897399352, 0.9997068970632279, 0.9977791645558072, 0.9994549359496585]","[2.7192312130127614, 2.771275375436979, 2.7671084917228703, 2.654254411760893, 2.7631272792665538]",0.9424752199626477,0.7932778906032039,0.9992462436741599,2.7349993542400117,0.04451181102537491
5,0.6910765046043328,l2,0.4317295519924189,"[0.8631101506649244, 0.9236683134971047, 0.8964384012058312, 0.8744255824526441, 0.8887440291367781]","[0.727056114479484, 0.6832027562763918, 0.7223880644659922, 0.6893793285390566, 0.6270926329230609]","[0.9982181006516372, 0.9983372507931888, 0.9971213813801859, 0.9947253787664769, 0.9987033600794041]","[2.5883843657960455, 2.6052083205666854, 2.6159478470520092, 2.5585302897581776, 2.514540022139243]",0.8892772953914566,0.6898237793367972,0.9974210943341786,2.5765221690624323,0.03656086799439092
6,0.0038666394058421917,l1,0.11503184034908412,"[0.7807839018548863, 0.7123389786500027, 0.7938327734770945, 0.7921283751677329, 0.7992180641270967]","[0.32375800183271636, 0.42990981164003195, 0.3241357435105958, 0.35868529786771947, 0.3783017433758326]","[0.9761869168134905, 0.9645883915170917, 0.9795853416084291, 0.9788834997240056, 0.9854128483059483]","[2.0807288205010934, 2.1068371818071263, 2.0975538585961195, 2.129697172759458, 2.162932655808878]",0.7756604186553626,0.3629581196453793,0.9769313995937932,2.115549937894535,0.028487005516743467
7,0.5079406641139773,elasticnet,0.6454562392827867,"[0.921645457363493, 0.9313117375692618, 0.960525821328404, 0.9023309014121235, 0.8940242290504804]","[0.7046051851154944, 0.7235273981111373, 0.7221290523911579, 0.6411243184513644, 0.6975131535500168]","[0.998159559657026, 0.9992982670487406, 0.9988681817143918, 0.9954326544111853, 0.9979598001663086]","[2.6244102021360134, 2.65413740272914, 2.6815230554339538, 2.538887874274673, 2.589497182766806]",0.9219676293447525,0.6977798215238341,0.9979436925995305,2.617691143468117,0.04990559728992357
8,0.01435646126237824,l2,0.6334133723565342,"[0.821706926971837, 0.703542786024575, 0.751371546534756, 0.8028410302255317, 0.7739778808349149]","[0.49841249060042775, 0.5102166921794664, 0.5081864091391851, 0.5105125650105107, 0.48164530729301075]","[0.9798202501597569, 0.9354065122219929, 0.964095437162328, 0.9870180634843423, 0.9875422263993815]","[2.299939667732022, 2.149165990426034, 2.223653392836269, 2.3003716587203846, 2.243165414527307]",0.7706880341183229,0.5017946928445202,0.9707764978855604,2.2432592248484036,0.05605789314912198
9,1.0563971422974847,elasticnet,0.3909686167540981,"[0.9538347662701241, 0.9467990744885906, 0.9252719819864663, 0.882776586853129, 0.8914751347401374]","[0.694868775472062, 0.6998693801115289, 0.7077295990778044, 0.6282092303044755, 0.6808786998880187]","[0.9991090989780984, 0.9989016282501038, 0.9991404712693083, 0.9922119357437308, 0.9974104975154552]","[2.6478126407202844, 2.645570082850223, 2.632142052333579, 2.503197752901335, 2.5697643321436114]",0.9200315088676895,0.6823111369707779,0.9973547263513393,2.599697372189807,0.0560003666558586
