trial_number,param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,param_gamma,param_reg_alpha,param_reg_lambda,param_min_child_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,269,49,0.22178388765843296,0.8123422766222396,0.6930913311909163,0.056994021387149485,0.014201822862985769,0.010274407822199887,6,"[0.9363544909258088, 0.9340471901052504, 0.9009863055361107, 0.910878384862892, 0.9460500409092887]","[0.8093288764679901, 0.8228988791069471, 0.8022743779059031, 0.7969393499998185, 0.815145301676657]","[0.9997385503401393, 0.9996209610106803, 0.9995131959510474, 0.9993116537563203, 0.9996878114604528]","[2.745421917733938, 2.756567030222878, 2.702773879393061, 2.707129388619031, 2.7608831540463985]",0.9256632824678702,0.8093173570314631,0.9995744345037281,2.7345550740030613,0.02473052711805924
1,170,29,0.02928077464474208,0.9043582302411716,0.8849498296328364,3.098410480517198,0.013503888779919943,0.002788528837463431,10,"[0.943210636825468, 0.9218971638884054, 0.9042982877911114, 0.9239403096493084, 0.9523733333278966]","[0.7346126940965703, 0.7712057041923959, 0.7424747013220521, 0.7445468534874677, 0.7560766710040753]","[0.9994472368560361, 0.9987989581800547, 0.9989220122909568, 0.9986022416028963, 0.9995654792465936]","[2.6772705677780744, 2.691901826260856, 2.6456950014041203, 2.6670894047396727, 2.7080154835785653]",0.929143946296438,0.7497833248205124,0.9990671856353075,2.6779944567522582,0.021247945636155105
2,133,13,0.0015052715889381574,0.9931482186213735,0.6511422851700127,1.6106539660208967,0.00022631546071739383,0.001329994040120172,4,"[0.9583823378898821, 0.9304303857761735, 0.9295947585930123, 0.9372349006055201, 0.9509730976546389]","[0.720726226059143, 0.7330360911956534, 0.7138295403838143, 0.7217386670430479, 0.7159589939514032]","[0.9990351239884034, 0.9988737927725161, 0.9986866442316594, 0.9980917503567608, 0.9990828679337711]","[2.6781436879374283, 2.6623402697443432, 2.642110943208486, 2.657065318005329, 2.666014959539813]",0.9413230961038455,0.7210579037266123,0.9987540358566221,2.6611350356870798,0.011773183035677192
3,274,19,0.4547882053667229,0.6114928195853181,0.740673894508048,1.904794446019265,0.6619126130213064,4.943329579917971,4,"[0.9470708917288972, 0.925306964181004, 0.9030934020364977, 0.90437862058499, 0.9562381991271518]","[0.7746264969261482, 0.7839081760530702, 0.7726453981617746, 0.7534642515222615, 0.7818315003256874]","[0.9994750838310817, 0.999377099686333, 0.9992225977013743, 0.9984612352971403, 0.9994864846897419]","[2.721172472486127, 2.708592239920407, 2.6749613978996467, 2.6563041074043916, 2.737556184142581]",0.9272176155317082,0.7732951645977884,0.9992045002411343,2.6997172803706304,0.02989458184454059
4,158,15,0.1452197915369379,0.8552955224492484,0.6274760533832628,3.0182223818455562,0.9503263957170108,0.0001445575510161127,5,"[0.9549164746021372, 0.9466029313692252, 0.9156033940196663, 0.9194972524358769, 0.9574344608814509]","[0.8011952456149198, 0.7955718738670174, 0.7753282553631696, 0.7630124516924532, 0.8041409497476092]","[0.9997358081983365, 0.9993916688377673, 0.9994548725282777, 0.9986894219490442, 0.9996029705032329]","[2.7558475284153934, 2.74156647407401, 2.6903865219111136, 2.681199126077374, 2.761178381132293]",0.9388109026616714,0.7878497552570338,0.9993749484033317,2.7260356063220366,0.03360398891042896
5,248,50,0.037679296578403944,0.6155649190569287,0.7785691630071611,0.9408625764665712,0.13654576479256575,0.0011928586861882087,2,"[0.9527122492930594, 0.9313792576134028, 0.9047100288140559, 0.9155540305944626, 0.9602209312151895]","[0.7977386940246, 0.8200857022738063, 0.8002614269268936, 0.7822301340590038, 0.8285502156549122]","[0.9996962375114107, 0.9995240407070147, 0.9995612593889794, 0.9990585080168323, 0.9996385077310108]","[2.75014718082907, 2.750989000594224, 2.704532715129929, 2.6968426726702988, 2.7884096546011126]",0.932915299506034,0.8057732345878431,0.9994957106710496,2.738184244764927,0.033678528573457565
6,184,7,0.09405343823643662,0.9758604157764699,0.9773272737852807,1.873692525088881,0.09522505438554914,0.204133161331744,6,"[0.9340136585777964, 0.9326526085464113, 0.9030936966859915, 0.9145821019423869, 0.9524038335741847]","[0.7774147371845295, 0.7905842699315112, 0.7680832683752912, 0.7610905563483662, 0.7824567706798]","[0.9996702202367074, 0.9991139122816063, 0.9993910219831815, 0.9988544924153706, 0.9997435622560892]","[2.711098615999033, 2.7223507907595286, 2.670567987044464, 2.6745271507061235, 2.7346041665100738]",0.9273491798653541,0.7759259205038995,0.9993546418345911,2.7026297422038446,0.025693256632809715
7,168,3,0.00152493157385753,0.7739264913534355,0.7725974523521443,0.9294184275988548,0.04451707113383043,0.09895352388454398,8,"[0.9114726714562859, 0.8997056670208353, 0.8909923505157197, 0.8831812418226367, 0.9096439435135006]","[0.4670188447389332, 0.46181759126602173, 0.4740890291390808, 0.474996081510591, 0.45421561135418365]","[0.983321572918804, 0.9840795965401761, 0.9842301174381369, 0.982849126826956, 0.9856605301588443]","[2.361813089114023, 2.345602854827033, 2.3493114970929376, 2.3410264501601836, 2.3495200850265285]",0.8989991748657957,0.4664274316017621,0.9840281887765834,2.3494547952441414,0.00690835248552653
8,126,22,0.16621303245935826,0.8348521404941189,0.8826062173621825,2.5529112334109123,1.4135406588033053,0.40122691393162346,9,"[0.9449343197760771, 0.9308120234148057, 0.9035801566106177, 0.9143114509766787, 0.9541564689556559]","[0.7644035659215017, 0.7851517578639595, 0.7536673562321389, 0.7541436751556482, 0.775193583330249]","[0.9995925820510816, 0.9992115551627081, 0.9992675869909697, 0.9986999202314171, 0.9996039014513036]","[2.7089304677486608, 2.7151753364414732, 2.6565150998337264, 2.667155046363744, 2.7289539537372085]",0.9295588839467669,0.7665119877006996,0.9992751091774961,2.6953459808249627,0.028318910913976512
9,101,17,0.019238924197422437,0.7974417991685872,0.8430704522871151,4.094677885162931,0.043513016569752754,4.966159686146886,8,"[0.9479184199309002, 0.9243911025824605, 0.9125882382119233, 0.927868722545293, 0.9529621835843155]","[0.6900388349709359, 0.7151016579646217, 0.6961809955626397, 0.6980641762047805, 0.7023634306651918]","[0.9989994629259036, 0.9985726961333848, 0.9985892774104513, 0.9981505455638794, 0.9991269256151375]","[2.63695671782774, 2.638065456680467, 2.6073585111850144, 2.624083444313953, 2.6544525398646446]",0.9331457333709784,0.7003498190736339,0.9986877815297512,2.6321833339743637,0.015717392474316312
10,234,49,0.006693280766120566,0.6141155774098765,0.9634315957137292,0.2079239852113901,0.0003985875012767489,0.00010400929838949569,1,"[0.9481369697603779, 0.9179540594126522, 0.9003204566471998, 0.9137979758101088, 0.94935706024054]","[0.7836484505370364, 0.8002909944392416, 0.7738489361337589, 0.776254254462706, 0.8003681511037484]","[0.9991054881309354, 0.9987630839161495, 0.9990762112143847, 0.9984130985926152, 0.9993272070046193]","[2.7308909084283495, 2.717008137768043, 2.6732456039953436, 2.68846532886543, 2.749052418348908]",0.9259133043741757,0.7868821573352982,0.9989370177717408,2.7117324794812148,0.02760527373388173
11,286,50,0.04056354748795841,0.721082983922949,0.7291732257812209,0.02591409148866386,0.004329324172053766,0.00835498545426741,1,"[0.9534506514872205, 0.9393313282608381, 0.8995185190035453, 0.9168584353534228, 0.9533236452770996]","[0.8313362812509298, 0.8339285963179942, 0.8172644715556986, 0.8062249344786808, 0.8442091387267675]","[0.9997735381436759, 0.9997007188450441, 0.9996241167138454, 0.9994145153791183, 0.999793704559488]","[2.784560470881826, 2.7729606434238763, 2.7164071072730893, 2.722497885211222, 2.797326488563355]",0.9324965158764252,0.8265926844660141,0.9996613187282343,2.758750519070674,0.033055724627770754
12,300,39,0.03481610766030746,0.6980232905524462,0.7286625673920352,0.8530371475078756,0.0020262010372363425,0.0015499649014155345,1,"[0.9532442344717679, 0.9443110273718599, 0.9006020938211035, 0.9197346636073448, 0.9582302174492914]","[0.8160789754357907, 0.8270284243334536, 0.805143679972071, 0.7944527822283187, 0.8358523857475602]","[0.9997538506939143, 0.9995755995307729, 0.9995999260725408, 0.9993463707628064, 0.9997549396570675]","[2.7690770606014725, 2.770915051236086, 2.705345699865715, 2.7135338165984697, 2.793837542853919]",0.9352244473442735,0.8157112495434389,0.9996061373434204,2.7505418342311323,0.03477189929686401
13,298,36,0.008565935723559105,0.7078752518056305,0.7196172652861803,0.7968470178868001,0.0018673693191643144,0.016803435946365363,1,"[0.9548683012986432, 0.9340177713370107, 0.9130711713463985, 0.9289945812323168, 0.9598472900059457]","[0.7867813859361243, 0.7759281960176567, 0.7879349757450178, 0.779067884389425, 0.7883219139865583]","[0.9997387133922203, 0.9996146846871118, 0.9996329682763403, 0.9993561264857697, 0.9996962458894093]","[2.7413884006269877, 2.709560652041779, 2.700639115367757, 2.7074185921075116, 2.7478654498819135]",0.9381598230440629,0.7836068712149565,0.9996077477461702,2.7213744420051897,0.01932157958587663
14,230,40,0.06632486039930602,0.7043649404428244,0.6689535739502803,4.854827063804511,0.0022881588915890398,0.003218053379881187,3,"[0.9540623089162724, 0.9375150007750819, 0.9122886091976945, 0.92559917792715, 0.9593266578536104]","[0.7754406779992621, 0.7852524923285371, 0.7765517825341677, 0.7644855517568423, 0.7699955395145337]","[0.9997045124790973, 0.9993476115994678, 0.9994832421499552, 0.9982494298365369, 0.9996376455236]","[2.729207499394632, 2.7221151047030867, 2.6883236338818173, 2.688334159520529, 2.728959842891744]",0.9377583509339618,0.7743452088266685,0.9992844883177314,2.7113880480783616,0.018999050196645762
15,62,41,0.012177800132728584,0.6938093762416739,0.6080461062333007,0.00642870061769818,0.002142571319855931,0.0006589844495247507,2,"[0.9626582224618774, 0.9330910505977691, 0.9244393996746596, 0.9388030914393863, 0.9589158240636997]","[0.7863691510628925, 0.7799111417243846, 0.773493378316457, 0.7754828342311946, 0.785665360371571]","[0.999631222964815, 0.9994957235573512, 0.9995350692130556, 0.9991797426627477, 0.9996013628538273]","[2.7486585964895847, 2.7124979158795046, 2.697467847204172, 2.7134656683333285, 2.744182547289098]",0.9435815176474783,0.7801843731413,0.9994886242503593,2.723254515039138,0.01979812148431267
16,215,32,0.0033740663216333825,0.7545766137736654,0.8223216899020515,1.1909879933886631,0.005706192195259518,0.008650875162444891,1,"[0.9507346966799857, 0.9318500906648209, 0.9069941740143029, 0.9291144483421744, 0.9557107829981345]","[0.76661715541461, 0.7898208247190455, 0.775149060892105, 0.7672252120308414, 0.774547088525215]","[0.9995481709657915, 0.9993797001597956, 0.9993690628635663, 0.9990219533740163, 0.9995131239870392]","[2.7169000230603872, 2.7210506155436622, 2.6815122977699746, 2.695361613747032, 2.7297709955103886]",0.9348808385398837,0.7746718683163634,0.9993664022700418,2.708919109126289,0.017779812094804774
17,300,43,0.06839049942854135,0.6675047558824577,0.7445252995975405,0.524029584956215,6.349948526878675,0.03642731142482897,3,"[0.9542108502523666, 0.9472179702046318, 0.9121261739401042, 0.9279454131403015, 0.9595177331606018]","[0.7781254030854824, 0.7970348864426535, 0.7773109781737856, 0.7678435163443585, 0.8019188806935769]","[0.9996660069929431, 0.9993581970834404, 0.9994517426039997, 0.9985258628481417, 0.9995957616225759]","[2.732002260330792, 2.743611053730726, 2.6888888947178895, 2.694314792332802, 2.7610323754767547]",0.9402036281396011,0.7844467329479714,0.9993195142302203,2.7239698753177928,0.028050038014862916
18,270,44,0.04494949589547493,0.7472666571829467,0.6975551722832904,2.3936785908068603,0.0008100514817045611,0.05264390839656708,2,"[0.9547842020064423, 0.9483119915850622, 0.912944123698501, 0.9188652691492962, 0.9599453059160449]","[0.789322721280111, 0.807239407685937, 0.7909864605447828, 0.7719675736766188, 0.8158608466869595]","[0.9997357939077078, 0.9995331866007875, 0.9995355755876321, 0.9989282296179701, 0.9996857085513645]","[2.743842717194261, 2.7550845858717867, 2.7034661598309158, 2.6897610724438854, 2.775491861154369]",0.9389701784710693,0.7950754019748818,0.9994836988530924,2.7335292792990438,0.03209767468867229
