trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
73,5,35,hamming,388,"[0.8384576503112434, 0.7969102318135087, 0.8676232939279468, 0.8455438509748572, 0.8388783503812793]","[0.8615029678553014, 0.8195885423647473, 0.8987477392613211, 0.8745368686385642, 0.8654024691561194]","[0.9506859740538548, 0.9502633384463064, 0.974505516907919, 0.9636417322916992, 0.9517148514403543]","[2.6506465922204, 2.5667621126245628, 2.740876550097187, 2.683722451905121, 2.655995670977753]",0.8374826754817672,0.8639557174552108,0.9581622826280267,2.6596006755650046,0.05639113105841424
74,7,28,hamming,406,"[0.8392370995274153, 0.7905664817020789, 0.8215418480643897, 0.8568409383420363, 0.8311554392157859]","[0.8658547322283124, 0.8166187719630729, 0.842114542173595, 0.8973344630496518, 0.8601293935306396]","[0.9659097346276425, 0.9598781174575964, 0.9794842523372096, 0.9678204793660591, 0.960367174946233]","[2.6710015663833704, 2.567063371122748, 2.643140642575194, 2.7219958807577473, 2.6516520076926584]",0.8278683613703413,0.8564103805890543,0.9666919517469481,2.6509706937063435,0.05009595937498762
75,4,38,hamming,323,"[0.854194814553082, 0.8023302546357052, 0.8434906768604924, 0.8633664590774589, 0.8257957112764064]","[0.8760053337071037, 0.8319730200792844, 0.8606804197107987, 0.8811712462424546, 0.8414768381387863]","[0.9412660398745374, 0.9465523460649327, 0.9644132997951583, 0.9596905934723567, 0.9501658635220845]","[2.671466188134723, 2.5808556207799223, 2.6685843963664495, 2.70422829879227, 2.617438412937277]",0.8378355832806289,0.8582613715756855,0.9524176285458139,2.6485145834021284,0.04376540923759627
76,6,29,hamming,363,"[0.8463899614951377, 0.7966704673937943, 0.8489530056977689, 0.8412888934230216, 0.8356267793360245]","[0.8714273888320184, 0.8261968502656265, 0.8717269540676128, 0.8706261192197539, 0.8652746891176419]","[0.9607190780388162, 0.9516569996269092, 0.9793483311585557, 0.9678164050974785, 0.9554748363872766]","[2.6785364283659723, 2.57452431728633, 2.7000282909239375, 2.6797314177402543, 2.656376304840943]",0.8337858214691494,0.8610504003005307,0.9630031300618072,2.6578393518314876,0.04388866276461817
77,31,31,manhattan,271,"[0.7197019388875121, 0.7153942132250773, 0.7249271179639528, 0.7159244900632538, 0.7280320607249611]","[0.7543377673836279, 0.7551608280616832, 0.7612453111069475, 0.7465884491180566, 0.7723431092244583]","[0.9840332046272677, 0.9849230906994402, 0.9832624388885223, 0.9874680356927047, 0.9835554582755921]","[2.458072910898408, 2.455478131986201, 2.4694348679594227, 2.449980974874015, 2.4839306282250115]",0.7207959641729514,0.7579350929789547,0.9846484456367055,2.4633795027886114,0.012075829846259909
78,13,38,hamming,167,"[0.807465202440769, 0.7839117577635709, 0.8088046380412305, 0.8073836500138576, 0.799456411545546]","[0.8398263935662933, 0.8150732928104305, 0.836462359880962, 0.8332689910201501, 0.8382986176518985]","[0.9777938966050546, 0.9666370487550588, 0.9840021064164846, 0.9701758669919118, 0.9635757940341133]","[2.6250854926121168, 2.56562209932906, 2.629269104338677, 2.6108285080259197, 2.601330823231558]",0.8014043319609948,0.8325859309859469,0.9724369425605246,2.606427205507466,0.022716889251334523
79,6,44,hamming,230,"[0.8470299060288898, 0.7806589888019059, 0.8303918181745561, 0.8450951182515252, 0.8390920577101048]","[0.8724444280716788, 0.8051994761723595, 0.8458105781247837, 0.8763580479043941, 0.866995935068967]","[0.9625388077846567, 0.9620814595961805, 0.9793857540318578, 0.9673511301151546, 0.9535862858513237]","[2.6820131418852253, 2.547939924570446, 2.6555881503311976, 2.6888042962710736, 2.6596742786303955]",0.8284535777933965,0.8533616930684366,0.9649886874758347,2.6468039583376677,0.05103061696422817
80,10,36,hamming,486,"[0.7894871682582486, 0.7753284985808319, 0.8220393101443813, 0.8099387946913421, 0.7932042734141607]","[0.8135828873572268, 0.803108591766506, 0.8434528644919475, 0.8362540750240712, 0.8245645286500692]","[0.9691630673063485, 0.9690220564356176, 0.9815635770793135, 0.9764296225050758, 0.9628283264821552]","[2.572233122921824, 2.5474591467829555, 2.647055751715642, 2.622622492220489, 2.580597128546385]",0.7979996090177929,0.8241925894579643,0.9718013299617022,2.5939935284374593,0.035926715855271935
81,3,34,hamming,436,"[0.8434562114898698, 0.8264354512094565, 0.8623096285602805, 0.8962779563381895, 0.8361557598797793]","[0.8588442771311915, 0.8608597975417952, 0.8771207107109389, 0.9158111974688236, 0.8538972939471354]","[0.9407429532313594, 0.9428015443093072, 0.9615530803739262, 0.9594139639344155, 0.9425048920913908]","[2.643043441852421, 2.630096793060559, 2.7009834196451457, 2.7715031177414287, 2.6325579459183057]",0.8529270014955153,0.873306655359977,0.9494032867880797,2.675636943643572,0.05445146260846568
82,3,33,hamming,455,"[0.8233466208161018, 0.825103879811071, 0.870233085140762, 0.8964008530457156, 0.8361603639313446]","[0.8445472251723602, 0.8592821589373911, 0.8811776122248345, 0.9149938132867378, 0.8539049736665635]","[0.94071943511573, 0.9427962133534702, 0.9615260258308775, 0.959012244110751, 0.9425180884391305]","[2.608613281104192, 2.6271822521019326, 2.7129367231964743, 2.7704069104432043, 2.6325834260370384]",0.8502489605489991,0.8707811566575774,0.9493144013699919,2.6703445185765684,0.06152431258833126
83,3,33,hamming,456,"[0.8222698878890707, 0.8086484674477893, 0.8619199659259454, 0.8972042692625846, 0.8365935244591087]","[0.844504693461027, 0.835097365138382, 0.8768765231229163, 0.9161656381353125, 0.854169217819741]","[0.9391844685243086, 0.9432397296815338, 0.9615215976905382, 0.9593966607204539, 0.942518916080321]","[2.6059590498744063, 2.5869855622677047, 2.7003180867394, 2.772766568118351, 2.633281658359171]",0.8453272229968999,0.8653626875354756,0.9491722745394311,2.6598621850718067,0.06827467206310181
84,4,32,hamming,419,"[0.8501443942847573, 0.8020803727669359, 0.8324951841410343, 0.8633774360258671, 0.8261917508803667]","[0.8747122919660398, 0.8328138665001481, 0.853982269466617, 0.880660520600125, 0.8417147063215448]","[0.9414437543503564, 0.9465548769415654, 0.9622648621549577, 0.9607357825230936, 0.9512208681474265]","[2.6663004406011535, 2.5814491162086495, 2.6487423157626093, 2.704773739149086, 2.619127325349338]",0.8348578276197923,0.8567767309708948,0.95244402882348,2.644078587414167,0.041819800830246404
85,8,30,hamming,447,"[0.8179290226939139, 0.7928360828839404, 0.8192306908689191, 0.8388227412129342, 0.831656729590574]","[0.8494597660989175, 0.8266616440379794, 0.8418239069783975, 0.8742602665279255, 0.8609977821517357]","[0.9664150504797149, 0.9600767455121525, 0.9797289488182933, 0.9737395443851805, 0.9595272899608994]","[2.633803839272546, 2.5795744724340723, 2.64078354666561, 2.6868225521260403, 2.6521818017032093]",0.8200950534500564,0.8506406731589911,0.9678975158312483,2.6386332424402954,0.034703481911633416
86,3,35,cosine,399,"[0.8242605528379968, 0.8461258747573727, 0.8385742029388914, 0.8627109184720522, 0.8410320111006929]","[0.8335659117050462, 0.8840864441363014, 0.8348736366151515, 0.8817837692534836, 0.8584663641011211]","[0.9467703336663107, 0.9515731692042825, 0.9673563969047341, 0.9638548109341353, 0.953567614732616]","[2.6045967982093536, 2.6817854880979564, 2.640804236458777, 2.708349498659671, 2.65306598993443]",0.8425407120214011,0.8585552251622207,0.9566244650884158,2.6577204022720373,0.03541855808887797
87,4,28,hamming,432,"[0.8489933770918303, 0.8046648392235844, 0.8525953949272356, 0.8834140598490384, 0.8261487114835291]","[0.874054805740285, 0.8360572869040019, 0.8822711764976784, 0.908058860359816, 0.8416890424142797]","[0.9414435317253662, 0.9454505168125639, 0.9623733400763683, 0.959714761580175, 0.9512205696968745]","[2.6644917145574816, 2.5861726429401504, 2.697239911501282, 2.7511876817890295, 2.6190583235946834]",0.8431632765150436,0.8684262343832122,0.9520405439782695,2.6636300548765255,0.057936159423340766
88,6,34,hamming,462,"[0.8455613977653549, 0.7897098686115913, 0.8637389604837236, 0.8442623887991465, 0.836346592987894]","[0.8710004079561108, 0.814119130644272, 0.8925070255475716, 0.8756245423717448, 0.864412180102053]","[0.9616746137162946, 0.9527598312123848, 0.9773741575006134, 0.9677963993354095, 0.9543802112181978]","[2.67823641943776, 2.5565888304682485, 2.7336201435319083, 2.687683330506301, 2.655138984308145]",0.835923841729542,0.8635326573243505,0.96279704259658,2.6622535416504727,0.058670207981766725
89,3,31,manhattan,410,"[0.8221432213620118, 0.809891049909121, 0.8687390619143988, 0.8744606534649426, 0.8373031417512715]","[0.8453766708160165, 0.8385384528471131, 0.863820678483027, 0.899419544505676, 0.8541153587898787]","[0.9376609302377009, 0.9431565339228911, 0.9557891291221147, 0.9554424444028171, 0.941317575049504]","[2.605180822415729, 2.591586036679125, 2.6883488695195403, 2.729322642373436, 2.632736075590654]",0.8425074256803491,0.8602541410883424,0.9466733225470054,2.649434889315697,0.05192323855904547
90,8,33,hamming,388,"[0.8378995647414704, 0.7927842739940469, 0.8237902778022275, 0.8410881058560237, 0.8117225732119732]","[0.8631619262925534, 0.8267866260006342, 0.843867977854445, 0.8758078978137614, 0.8484422784414624]","[0.9669436276820197, 0.9633998292937912, 0.9797227567754367, 0.9737410677074364, 0.960576304301603]","[2.6680051187160436, 2.5829707292884723, 2.6473810124321093, 2.6906370713772216, 2.6207411559550384]",0.8214569591211485,0.8516133412805713,0.9688767171520574,2.6419470175537767,0.037435719364125424
91,5,37,hamming,424,"[0.838074137987664, 0.7896162996979723, 0.845328817930735, 0.8455514117063967, 0.8389230345931654]","[0.8612832470174092, 0.8116659070541675, 0.8619001050002685, 0.8744130610006076, 0.8654143073592853]","[0.9435632828342466, 0.950263480326984, 0.9765102032526979, 0.9671863548159669, 0.9515708847805836]","[2.64292066783932, 2.5515456870791238, 2.6837391261837014, 2.687150827522971, 2.6559082267330343]",0.8314987403831866,0.8549353254863477,0.9578188412020957,2.64425290707163,0.04925777716327982
92,5,35,hamming,440,"[0.8381297814587846, 0.7950023628850909, 0.8620115848791566, 0.8455914517464368, 0.8389340085300652]","[0.8613214626110951, 0.8178515663332493, 0.8897345946937779, 0.8747409750156898, 0.8654367689895891]","[0.9496457170890955, 0.9507034808864112, 0.9738953694039003, 0.9661344512398712, 0.950463943512946]","[2.649096961158975, 2.5635574101047514, 2.725641548976835, 2.6864668780019976, 2.6548347210326004]",0.8359338378999068,0.8618170735286803,0.9581685924264448,2.655919503855032,0.05361489689962751
93,4,32,hamming,252,"[0.8531110014918454, 0.8252314838780471, 0.8373783858159669, 0.8633802648758941, 0.8261733346741051]","[0.8768328521726143, 0.8622130297817336, 0.8612547077956556, 0.8806851234183644, 0.8416839900384496]","[0.9432360130321572, 0.9465787668964795, 0.9644860142455208, 0.9632561139798733, 0.951217071789635]","[2.673179866696617, 2.63402328055626, 2.6631191078571432, 2.707321502274132, 2.6190743965021896]",0.8410548941471717,0.8645339406413634,0.9537547959887333,2.6593436307772684,0.03088787195448005
94,6,40,hamming,382,"[0.8464352799186463, 0.791227277430707, 0.8300692375293949, 0.8442451667838423, 0.8392505333503835]","[0.8704909527003644, 0.8150826658232136, 0.8456521898708051, 0.87579531910811, 0.8671004172688331]","[0.9532115687589305, 0.9632033750928757, 0.9793660585985654, 0.9677889742212159, 0.95543361137159]","[2.6701378013779413, 2.5695133183467966, 2.655087485998765, 2.6878294601131683, 2.6617845619908067]",0.8302454990025948,0.8548243089542653,0.9638007176086354,2.6488705255654956,0.04116572572649998
95,7,36,hamming,400,"[0.8388772701190953, 0.7977466615025429, 0.8257480620395846, 0.8399160883361748, 0.8339884942127483]","[0.8656507333019868, 0.826352096748153, 0.8448782534072948, 0.873852858305562, 0.8639716578019951]","[0.965917106006156, 0.9632060146763146, 0.9796465119622089, 0.9677987906085876, 0.9573352361117458]","[2.670445109427238, 2.587304772927011, 2.650272827409088, 2.6815677372503246, 2.6552953881264894]",0.8272553152420292,0.8549411199129983,0.9667807318730025,2.64897716702803,0.03276614309342343
96,3,30,hamming,482,"[0.8223407278123243, 0.8063030175535764, 0.8932208762926627, 0.8763624561397596, 0.8382935399099122]","[0.8436529843917739, 0.8344514012726657, 0.8963955517733707, 0.8883171406562088, 0.8555267967972278]","[0.9407181614314396, 0.9416878886757943, 0.9614997671343322, 0.9590092495927778, 0.9433707014524947]","[2.606711873635538, 2.582442307502036, 2.7511161952003658, 2.723688846388746, 2.6371910381596346]",0.8473041235416471,0.8636687749782495,0.9492571536573677,2.660230052177264,0.06592910492245127
97,18,34,hamming,201,"[0.7768758043524641, 0.7727254585729955, 0.8053241334998381, 0.8025202018233812, 0.7749035645991097]","[0.7955274808659208, 0.801703671568452, 0.8347258745736318, 0.8334681934766307, 0.8078283599970884]","[0.9901078247274054, 0.9752065151261042, 0.9864670621052579, 0.9928085496106314, 0.9717754043629505]","[2.5625111099457905, 2.5496356452675517, 2.626517070178728, 2.6287969449106434, 2.554507328959149]",0.7864698325695578,0.8146507160963449,0.9832730711864699,2.5843936198523725,0.03557018910276551
98,5,33,hamming,469,"[0.8389910401831524, 0.7892638262997251, 0.8675790604019048, 0.8455084128676289, 0.8390031949138066]","[0.8617680537654979, 0.8118353954771463, 0.8987192416453631, 0.8746843612016925, 0.8666872079961435]","[0.9443027285190922, 0.9502633486492427, 0.9738544241656005, 0.9636619869689423, 0.9515705040409519]","[2.6450618224677425, 2.5513625704261145, 2.7401527262128687, 2.6838547610382637, 2.657260906950902]",0.8360691069332435,0.8627388520171687,0.9567305984687661,2.6555385574191783,0.06152516505817062
99,4,32,hamming,368,"[0.8531399617086524, 0.8024347260607402, 0.8429179755723969, 0.8633664590774589, 0.8260977784050293]","[0.8767803846570337, 0.8331412495428532, 0.8602144739549783, 0.880463113379065, 0.8416439739362026]","[0.942775137032923, 0.9461281110803934, 0.9666094356684823, 0.9607401372869266, 0.9512172657427298]","[2.672695483398609, 2.5817040866839864, 2.6697418851958576, 2.7045697097434505, 2.6189590180839617]",0.8375913801648556,0.8584486390940265,0.953494017362291,2.6495340366211733,0.04361070727217254
