trial_number,param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,param_gamma,param_reg_alpha,param_reg_lambda,param_min_child_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
10,226,4,0.44746281041021513,0.6044809167841741,0.6100990591405604,4.983734480332638,0.00013678805924559006,0.004476524826600485,1,"[0.9230442879866225, 0.9564283865096251, 0.9712968726884239, 0.9305497458218724, 0.9194971272723612]","[0.7587476893720928, 0.7620249937249846, 0.7546086312371922, 0.7439980727355953, 0.7479791139060217]","[0.9990785491845977, 0.9987519226304653, 0.9995996947860712, 0.9988070686027976, 0.9985746266282804]","[2.680870526543313, 2.717205302865075, 2.725505198711687, 2.673354887160265, 2.6660508678066632]",0.940163284055781,0.7534717001951773,0.9989623723664425,2.6925973566174006,0.02408727602866236
11,178,11,0.4050285009727158,0.607764528584214,0.6283746933880333,1.9783577011684126,0.00041775539883028294,0.007143998169718606,3,"[0.9308906462866032, 0.9648760972623553, 0.9578617588009327, 0.9312180595010596, 0.9143519323374769]","[0.7941883808628166, 0.8006672979517879, 0.7744739306374626, 0.7716155321695777, 0.7820872142216438]","[0.9990716298769847, 0.9990744564251968, 0.9996472353715344, 0.998696840577892, 0.9988483912853617]","[2.7241506570264047, 2.76461785163934, 2.7319829248099294, 2.7015304322485294, 2.6952875378444823]",0.9398396988376856,0.7846064711686577,0.9990677107073939,2.7235138807137367,0.02466440778135001
12,233,13,0.11739910841268922,0.6031107697569738,0.707134184918446,1.7331558475638809,0.03297237102363105,0.006487427237449952,3,"[0.9306691406052606, 0.9659859624985434, 0.9739444148550254, 0.9365242588768803, 0.9148905469215132]","[0.8106305744284826, 0.8074026474047048, 0.792733550224345, 0.7735743227587032, 0.7847376055439301]","[0.9993594081652953, 0.9987586474472772, 0.9997442039198599, 0.9992359338963669, 0.9987856218019603]","[2.7406591231990385, 2.7721472573505253, 2.76642216899923, 2.7093345155319506, 2.6984137742674035]",0.9444028647514446,0.7938157400720331,0.9991767630461519,2.7373953678696297,0.029556309576285567
13,199,3,0.05823695142253284,0.6693712410311092,0.71713196313318,1.4542123013514316,0.020185516032498636,0.0031654153324950627,3,"[0.9335764694241044, 0.9584158570753868, 0.9734490784525158, 0.9428256054917259, 0.9384389507342263]","[0.7465602291587724, 0.7454347012901007, 0.7317470488965147, 0.7301564268305303, 0.734847722279063]","[0.999469613907987, 0.9991952527002743, 0.9996348486717653, 0.9992257230239648, 0.9985261947520854]","[2.679606312490864, 2.7030458110657616, 2.7048309760207956, 2.672207755346221, 2.6718128677653747]",0.9493411922355918,0.7377492256909963,0.9992103266112153,2.6863007445378035,0.014677145975953557
14,236,12,0.030634555206087617,0.9947072711990129,0.7194651124315365,0.10507648781854595,0.0021517655498113054,0.0001303560044596904,1,"[0.9249639690160136, 0.9659631843107661, 0.9740409467195215, 0.9437415649887265, 0.9447387895182101]","[0.8176519870607564, 0.8196374995854903, 0.8018871976275473, 0.7892426458729639, 0.8048958321560487]","[0.9996577486242678, 0.999652328167752, 0.9998321194596659, 0.9994774432609691, 0.9993542696146597]","[2.742273704701038, 2.7852530120640084, 2.7757602638067347, 2.7324616541226594, 2.7489888912889184]",0.9506896909106477,0.8066630324605611,0.9995947818254628,2.7569475051966714,0.020166003395191628
15,236,12,0.025566217743501245,0.9795645769826439,0.76460677546545,0.10107615207067143,0.003279527732032272,0.0001470726096970434,1,"[0.9248225871671365, 0.9658657186869962, 0.9739053187505357, 0.9435561329211458, 0.9418158730489233]","[0.8142919973537555, 0.8133110283004773, 0.7971230135357814, 0.7836680269837112, 0.792079332408798]","[0.9995941048754154, 0.9996027409025154, 0.9997885140275256, 0.999349453809938, 0.9992155268241573]","[2.7387086893963075, 2.778779487889989, 2.7708168463138425, 2.726573613714795, 2.7331107322818786]",0.9499931261149474,0.8000946797165046,0.9995100680879103,2.7495978739193623,0.021082353380624214
16,246,9,0.018967247061151868,0.9868584760853962,0.7834914054512737,0.03254478050712452,0.003203624123466989,0.0002606692516193362,1,"[0.9239472956933368, 0.9673309403321096, 0.9681626794186516, 0.9472636186189928, 0.9309544102414956]","[0.7650303682226383, 0.7757658534889531, 0.7598270927359999, 0.7540788375723723, 0.7580803061526669]","[0.9994879560568584, 0.999419006359629, 0.9997139416878569, 0.9990027887038309, 0.9988357484939461]","[2.6884656199728334, 2.7425158001806915, 2.7277037138425086, 2.700345244895196, 2.6878704648881087]",0.9475317888609173,0.7625564916345261,0.9992918882604244,2.709380168755868,0.0219792535583385
17,248,29,0.03633528215821386,0.9954365057493086,0.8117837635635761,0.053246695901767005,0.003947356434618036,0.00011037091484588721,1,"[0.9098845553678645, 0.9609482607894129, 0.9701102689786053, 0.929661229699223, 0.9311684910828147]","[0.8264049443973245, 0.8342219804916909, 0.8224282962952479, 0.8002469002947968, 0.8246991109199873]","[0.9996313907284855, 0.9997342942960867, 0.9998475438615264, 0.9995149598359221, 0.9994507238363675]","[2.7359208904936745, 2.7949045355771904, 2.7923861091353794, 2.7294230898299423, 2.75531832583917]",0.940354561183584,0.8216002464798094,0.9996357825116776,2.7615905901750715,0.02753617913355617
18,164,29,0.009363191123811522,0.919398481049352,0.8201289332418844,0.8010723885654745,0.0011416365659092777,0.0008441130273778176,2,"[0.9221507635108028, 0.9637467761192312, 0.9736144468796517, 0.9425746230675867, 0.9183155749288713]","[0.7764045920415913, 0.7780219023589453, 0.7720497784988914, 0.7610543456805116, 0.7694998447136637]","[0.9993919005944769, 0.9993256235101584, 0.9996324600331239, 0.9991438222846033, 0.9990595469710513]","[2.697947256146871, 2.741094301988335, 2.7452966854116667, 2.7027727910327015, 2.686874966613586]",0.9440804369012288,0.7714060926587206,0.9993106706786827,2.714797200238632,0.02379039436206635
19,257,31,0.043673991700250284,0.9474592856506543,0.8508516423018558,0.6565081672135287,0.00010544889393915974,0.00013426406106159465,7,"[0.9231691059308563, 0.9637223009757518, 0.97351009518829, 0.9312736026318902, 0.9338710300596057]","[0.8112277362306044, 0.8113744556890633, 0.7993377570234358, 0.7798908760825266, 0.7998949148875876]","[0.9995276467131561, 0.9995077369637633, 0.9997931824743235, 0.9993532102856557, 0.999048962111387]","[2.733924488874617, 2.7746044936285785, 2.7726410346860493, 2.7105176890000724, 2.7328149070585805]",0.9451092269572788,0.8003451479826434,0.9994461477096571,2.7449005226495795,0.02490211465469926
20,208,26,0.009736404967547718,0.873704073433822,0.6910888840193087,2.3609915039471794,0.005976577288474004,0.002134679445623866,10,"[0.9433347253538678, 0.9652819130487899, 0.9763714455103992, 0.9385746631434277, 0.9264203648450078]","[0.7390463019449658, 0.7447400376965472, 0.7355851898472773, 0.7199182646470783, 0.7346652969812203]","[0.9993253335830022, 0.9991416451404911, 0.9995379160879178, 0.9989090363483788, 0.9988825231859209]","[2.6817063608818357, 2.709163595885828, 2.711494551445594, 2.657401964138885, 2.659968185012149]",0.9499966223802986,0.7347910182234177,0.9991592908691421,2.683946931472858,0.02314902701817365
21,239,17,0.036191934032005414,0.9940198086880976,0.7799012582354717,0.1697554229940971,0.0016621846474537776,0.00016302270414237947,1,"[0.9232884270653748, 0.9626529689035146, 0.9744961448146751, 0.9374074098748554, 0.9261057396175694]","[0.8258652038898284, 0.8354928739578171, 0.8167306213781099, 0.7993479778098204, 0.8182762799324127]","[0.9996351033463481, 0.999702209971035, 0.9998464426757617, 0.9995094116087092, 0.999440566586065]","[2.7487887343015514, 2.7978480528323666, 2.791073208868547, 2.736264799293385, 2.743822586136047]",0.944790138055198,0.8191425913935977,0.9996267468375837,2.7635594762863795,0.025633692694941895
22,260,17,0.044183972342202144,0.9511794699225399,0.7574538966147625,0.6540686332731027,0.0010774737207300852,0.00010358839915305578,2,"[0.9231884870081996, 0.9661623473245348, 0.9743960770946878, 0.9388758908055834, 0.9350082339294242]","[0.8223950262576659, 0.8222992653324426, 0.8115421854244557, 0.7897592087528976, 0.812282415726473]","[0.9996217616183665, 0.9996658018244159, 0.999855211663857, 0.9995203068181294, 0.9993664941420285]","[2.745205274884232, 2.7881274144813935, 2.7857934741830004, 2.7281554063766107, 2.7466571437979255]",0.9475262072324859,0.8116556202987869,0.9996059152133595,2.7587877427446323,0.0239169427958108
23,297,17,0.0566718606015836,0.94362312228019,0.7616440153320438,0.6313843266362517,0.0003905942684702374,0.0005795070859671862,2,"[0.9234364884915816, 0.9662439225987441, 0.9699487453788929, 0.9368229570894775, 0.9269676900937387]","[0.824837381357208, 0.8246664655800913, 0.8127104299394692, 0.7904468404154579, 0.8126696267352519]","[0.9995856237624721, 0.9996061321767425, 0.9998428262988363, 0.9994818663096301, 0.9991617421201567]","[2.7478594936112617, 2.790516520355578, 2.7825020016171984, 2.7267516638145652, 2.7387990589491475]",0.944683960730487,0.8130661488054957,0.9995356381335675,2.7572857476695503,0.02491218946115515
24,258,20,0.011611335243699767,0.9578237267530011,0.8644279899414089,1.110976793504636,0.010316218488566172,0.0003195454218939972,2,"[0.922324038357176, 0.9633468938470707, 0.9734554576332687, 0.942678397957467, 0.9152444049271172]","[0.7742783699572297, 0.7677143640772363, 0.7750370156891953, 0.7558701171922337, 0.7616116826871051]","[0.9992907642223214, 0.9994556037427167, 0.999649881228251, 0.9988740640497356, 0.9988674341220483]","[2.695893172536727, 2.7305168616670237, 2.748142354550715, 2.6974225791994364, 2.6757235217362707]",0.94340983854442,0.7669023099206,0.9992275494730146,2.709539697938035,0.026102844636674772
25,186,28,0.07932873338181201,0.8506822565155929,0.7948111832213636,0.439960407537032,0.000870416776458145,0.001468487250914331,4,"[0.9183780494476947, 0.9615920637354207, 0.9737912048731545, 0.931524443439517, 0.9169281659723231]","[0.8211892603772027, 0.8201275285122184, 0.8057171911191111, 0.7816499570648794, 0.8031074234799331]","[0.9995664251863197, 0.9994331768775104, 0.9998054827473496, 0.9993864264604743, 0.9992807296453049]","[2.739133735011217, 2.78115276912515, 2.779313878739615, 2.7125608269648707, 2.719316319097561]",0.9404427854936219,0.8063582721106691,0.9994944481833918,2.746295505787683,0.029060068100965602
26,222,16,0.039734602318930105,0.9184434421152985,0.752557571327058,0.41424221901540986,0.089579683380505,0.00010674396786553096,1,"[0.9231817870051654, 0.966194359614493, 0.9744318339443216, 0.9393621682151198, 0.9220558621049062]","[0.8222135893359653, 0.8285508294595921, 0.8114914273978269, 0.793083597860997, 0.8103759010382836]","[0.9996273920219778, 0.999681138924122, 0.9998315816548339, 0.9994967344697352, 0.9994378436749665]","[2.7450227683631088, 2.794426327998207, 2.7857548429969823, 2.731942500545852, 2.7318696068181563]",0.9450452021768012,0.813143069018533,0.9996149381491272,2.7578032093444613,0.026934046539678184
27,256,23,0.16033525679113123,0.9213332518006132,0.8158825145135212,0.8960901543918351,0.0002782810600266332,0.0002855571358309628,4,"[0.9162263856206, 0.9621938835595938, 0.9694426837911349, 0.9347394463122172, 0.9268545848031686]","[0.8166526693851394, 0.8186841822668852, 0.806408527097522, 0.785640259824805, 0.803078060929316]","[0.9994238798228615, 0.9983132028411259, 0.9997667747385546, 0.9991978489676591, 0.9989214810968546]","[2.732302934828601, 2.7791912686676046, 2.7756179856272114, 2.719577555104681, 2.728854126829339]",0.9418913968173428,0.8060927399007335,0.9991246374934111,2.7471087742114877,0.025109658071979474
28,274,35,0.016162176097967055,0.840482736361738,0.7843433543691526,1.6694880741952471,0.0012277938710325243,0.5475720178109668,2,"[0.9247439324360659, 0.9657211041007553, 0.9738594222678942, 0.9433728982092606, 0.9258062513897133]","[0.8022240430100068, 0.7890260529637936, 0.7866351392461292, 0.76634275722941, 0.7734631203170943]","[0.9995494093998785, 0.9995338114862143, 0.9997597233744568, 0.9992977764597315, 0.9991671115549168]","[2.726517384845951, 2.754280968550763, 2.76025428488848, 2.709013431898402, 2.6984364832617245]",0.9467007216807378,0.7835382225532868,0.9994615664550395,2.7297005106890646,0.024303328811178377
29,279,7,0.23803176544289892,0.9612608709615237,0.6580056581596276,2.4785022999865403,0.007479422816028251,0.01754556366777934,1,"[0.9279232627047004, 0.9655851507206031, 0.9737425985962918, 0.9366014730066816, 0.9161529532640273]","[0.7846643158227146, 0.7846504047956654, 0.7835240207124171, 0.7646272756528013, 0.7731364284587368]","[0.9994908614680483, 0.9993393977582659, 0.9998049746257182, 0.999310385282541, 0.9986805142706098]","[2.712078439995463, 2.7495749532745344, 2.757071593934427, 2.7005391339420237, 2.687969895993374]",0.9440010876584608,0.778120489088467,0.9993252266810366,2.7214468034279644,0.027224689972674892
30,210,16,0.0705243048609202,0.9976226942468811,0.8628220995536218,0.32001790363269356,0.0700560187857267,0.0003283838110798839,3,"[0.91275950282249, 0.9616578266772072, 0.9699221945131485, 0.931442411331924, 0.9212430962986509]","[0.8151507691141257, 0.8256639358702738, 0.8121962817526661, 0.787586924801995, 0.8079783656443956]","[0.9995732809789081, 0.9996081935894905, 0.9998293803048616, 0.9994716788695684, 0.9991824882542857]","[2.7274835529155235, 2.7869299561369716, 2.7819478565706763, 2.718501015003487, 2.728403950197332]",0.9394050063286841,0.8097152554366913,0.9995330043994228,2.7486532661647987,0.029465181322444467
31,217,16,0.03489860113102202,0.9186218101007568,0.7506580282623297,0.4785880969470844,0.08569392698761331,0.00010625024567206768,1,"[0.9231025898739413, 0.9661549041648017, 0.9743474153372889, 0.939241905591897, 0.9200164187717235]","[0.819558815028726, 0.8230796636200544, 0.8089811177774756, 0.786310655485468, 0.8019804029267427]","[0.9996264607462676, 0.9996687179172283, 0.9998289709273328, 0.999474965331366, 0.9994107861405677]","[2.742287865648935, 2.7889032857020846, 2.783157504042097, 2.725027526408731, 2.7214076078390335]",0.9445726467479304,0.8079821309676933,0.9996019802125525,2.752156757928176,0.028601587480131044
32,247,25,0.1130093579290417,0.9336264270187387,0.8333660800602722,0.9547041445508155,0.013001446771423132,0.0012126598267010631,2,"[0.9130372772574374, 0.9647374418643452, 0.9698762433781581, 0.9372278521672258, 0.9213363527818594]","[0.8186170633075175, 0.8242402276492301, 0.8075998191601862, 0.7858098360471091, 0.8056703598835088]","[0.9994677395693731, 0.9989157259065959, 0.9997950888864328, 0.9993545519159909, 0.9988731154763296]","[2.731122080134328, 2.7878933954201712, 2.777271151424777, 2.722392240130326, 2.725879828141698]",0.9412430334898051,0.8083874612095103,0.9992812443509445,2.7489117390502598,0.027835410939949384
33,195,20,0.04174960476082219,0.9704595351127121,0.6827645076634603,0.01566473026760115,0.09058370881758351,0.00010162436044374001,1,"[0.926340430754053, 0.9662514322049671, 0.9744636484859689, 0.9394884462277595, 0.9320302853769197]","[0.8322181780984269, 0.8295273206283666, 0.814519899874533, 0.7965066226615483, 0.8189422063844561]","[0.9997267219797239, 0.999744047655398, 0.9998568567388523, 0.9995908185386735, 0.9995685849280178]","[2.7582853308322037, 2.795522800488732, 2.788840405099354, 2.7355858874279813, 2.7505410766893936]",0.9477148486099336,0.8183428455294661,0.9996974059681332,2.7657551001075333,0.022875719214261195
34,158,22,0.051357597556931305,0.9596989195701243,0.6707009761237743,0.06730899219832018,0.004681943089231687,0.00025555241119833963,2,"[0.9253571990531825, 0.9662499741032704, 0.9744610166480174, 0.9394978143574158, 0.9328533510456302]","[0.8271791066629726, 0.8234257464912305, 0.8145852648794711, 0.7926165553836237, 0.8146560914783509]","[0.9997272167629204, 0.9997209306914168, 0.9998498261822539, 0.9995856936835039, 0.9995454225049953]","[2.7522635224790757, 2.7893966512859176, 2.7888961077097427, 2.7317000634245434, 2.7470548650289763]",0.9476838710415032,0.8144925529791298,0.9996858179650182,2.7618622419856513,0.02328142794399836
35,154,20,0.15850823563803645,0.9699135509338251,0.6750700013206176,0.03457176434785353,0.024588029953306695,0.00023548948710018158,4,"[0.9265316031977815, 0.9626737097685267, 0.974380493514966, 0.9312920618005487, 0.9302499989889692]","[0.8224130158838576, 0.8323753169419645, 0.8188155609507441, 0.7940066165993714, 0.814239965316641]","[0.999595257560673, 0.9994481159421134, 0.9998349831478367, 0.9994339326441039, 0.9994462437673295]","[2.748539876642312, 2.7944971426526046, 2.793031037613547, 2.724732611044024, 2.74393620807294]",0.9450255734541585,0.8163700951385158,0.9995517066124113,2.7609473752050855,0.02796348783806141
36,114,23,0.014113835199782548,0.9052574330756112,0.6271566513112233,1.2235752985779405,0.5550192466212286,0.0005976234559377872,1,"[0.9275906383833036, 0.9677977055458704, 0.9778901051434779, 0.9481535140245366, 0.9409562435491707]","[0.7758641835210759, 0.7863525787889786, 0.772063105868958, 0.7555741507379373, 0.7718737655471695]","[0.9996548087308428, 0.9994985714599693, 0.9997666290451248, 0.9994943729388303, 0.9995069524344786]","[2.7031096306352222, 2.753648855794818, 2.7497198400575606, 2.703222037701304, 2.712336961530819]",0.9524776413292718,0.7723455568928239,0.9995842669218492,2.724407465143945,0.02255611845653966
37,184,22,0.007254483774240077,0.8899920480500205,0.6892476987447496,0.2778876733764015,0.004338454866273377,0.02425385139299151,2,"[0.942568458956893, 0.9640291590629468, 0.9748359673882442, 0.938957069288713, 0.9305794072907403]","[0.7777764824592818, 0.7847439263626517, 0.776273854531794, 0.7589321790416418, 0.7708655365659236]","[0.9996069827845052, 0.9994567076589478, 0.9997262019982933, 0.9994465408608307, 0.9994590662222014]","[2.71995192420068, 2.7482297930845463, 2.750836023918332, 2.6973357891911856, 2.7009040100788653]",0.9501940123975074,0.7737183957922585,0.9995390999049558,2.7234515080947217,0.022656313212813424
38,165,32,0.024063646135773338,0.9770919151850805,0.9778068402680875,1.0599622511966482,0.16029373658289028,0.0018505649033883958,6,"[0.9181735688676658, 0.9619101617456772, 0.967073402671969, 0.932301838260759, 0.9221800993380421]","[0.7614100674360661, 0.77478598448909, 0.7688002124450533, 0.7515671275250078, 0.7589408200939128]","[0.9988486722519899, 0.9991560738833276, 0.9995215773406535, 0.9980441164275337, 0.9976800385437663]","[2.678432308555722, 2.735852220118095, 2.7353951924576756, 2.6819130822133004, 2.6788009579757213]",0.9403278141768225,0.763100842397826,0.9986500956894542,2.7020787522641028,0.027416405941115676
39,196,28,0.08368535993027366,0.6880737630728503,0.6631894231797162,0.27776481421738836,0.0018727111671611146,0.00047144203816737505,3,"[0.9264523608734815, 0.9630676072796382, 0.9743821171502861, 0.9369987265063543, 0.9219485218325078]","[0.8293609358271218, 0.8249766684103302, 0.81093882408981, 0.7918982443491285, 0.8089762879584498]","[0.9996432682408211, 0.9995338055286516, 0.9998409051321875, 0.9994488760378899, 0.9994305820667596]","[2.7554565649414244, 2.78757808121862, 2.785161846372284, 2.728345846893373, 2.7303553918577173]",0.9445698667284536,0.8132301921269679,0.999579487401262,2.7573795462566837,0.025537291126498548
40,126,41,0.02933831345436178,0.9992773755555753,0.8834955177403034,1.4671426515120016,0.04485234223835083,0.0002249072316240314,4,"[0.921888727004053, 0.962831395866422, 0.9735254261018115, 0.9329383676993152, 0.9251276493589722]","[0.781708117569263, 0.775672130649546, 0.7813256270508788, 0.7535551867140575, 0.7675251462986584]","[0.9992601838773956, 0.9993238024005601, 0.9996321532487912, 0.9987091791271264, 0.9986459837491247]","[2.7028570284507114, 2.737827328916528, 2.7544832064014813, 2.685202733540499, 2.6912987794067553]",0.9432623132061148,0.7719572416564808,0.9991142604805996,2.714333815343195,0.027110397368299503
41,157,20,0.1671259727308775,0.9717920238301968,0.6817960389740494,0.0486355192779412,0.023728434324943672,0.00022909541275945074,5,"[0.9265340292669496, 0.9628189560774448, 0.9742567634521138, 0.9312105033283467, 0.930222707192642]","[0.8326710170835955, 0.8283023078569163, 0.8158672635990459, 0.7897956542017053, 0.8116611797098972]","[0.9995786849632401, 0.9994679848968508, 0.9998325716771654, 0.9994284397797998, 0.9994161006680892]","[2.7587837313137853, 2.790589248831212, 2.789956598728325, 2.720434597309852, 2.741299987570628]",0.9450085918634994,0.8156594844902318,0.9995447563970291,2.7602128327507605,0.027384171803938127
42,144,20,0.05330511063373661,0.9645394083645409,0.6470785396056594,0.021358948047324553,0.015462621994230534,0.0008623469641623334,4,"[0.9272874855383527, 0.9651231239706024, 0.9739600117355639, 0.9433818440799743, 0.9386952358626707]","[0.7938103691922531, 0.807721017805916, 0.7971244587465844, 0.7837462479635827, 0.7990849623613144]","[0.9997097242458922, 0.9996711857719519, 0.999830795441719, 0.9995414902374968, 0.9994524149585041]","[2.720807578976498, 2.7725153275484704, 2.7709152659238674, 2.726669582281054, 2.7372326131824893]",0.9496895402374328,0.7962974112139302,0.9996411221311128,2.7456280735824756,0.021946897833551013
43,152,25,0.156364057306739,0.9773867768921629,0.60686167003576,0.5888963631016058,0.006240709425166532,0.00019584868056936254,2,"[0.9268604899330692, 0.9654825014496535, 0.9744447388520867, 0.9342229900001837, 0.931868258614007]","[0.83161946815032, 0.8273606184999711, 0.8163422837594746, 0.7941020785323561, 0.8132341561435031]","[0.9996980056160437, 0.9996593067055946, 0.9998709306781436, 0.9996122831366986, 0.9994205641267352]","[2.758177963699433, 2.7925024266552194, 2.790657953289705, 2.7279373516692385, 2.7445229788842456]",0.9465757957698001,0.8165317210171251,0.999652218052643,2.7627597348395683,0.02541302254100519
