trial_number,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_criterion,param_class_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,187,37,13,6,log2,False,entropy,balanced_subsample,"[0.9381694692195834, 0.9668562607339791, 0.9618954721070695, 0.9104768279959536, 0.9583206320228709]","[0.7557363052757189, 0.7663263532710531, 0.7772815077887705, 0.7471294091499731, 0.7742147838507633]","[0.9993645968232617, 0.9996248521663748, 0.9995353784579755, 0.9968743292319648, 0.9996172735015765]","[2.693270371318564, 2.732807466171407, 2.7387123583538155, 2.6544805663778916, 2.7321526893752104]",0.9471437324158913,0.7641376718672557,0.9990032860362307,2.7102846903193774,0.03224036111646717
1,282,6,3,1,,True,entropy,balanced_subsample,"[0.7405717645522846, 0.7888745692646016, 0.8179568516244405, 0.7865408464421132, 0.8202315244992741]","[0.4479307081166722, 0.4252703149628043, 0.466152409878727, 0.45351957074708643, 0.48718825404132743]","[0.9727197744223497, 0.9774501171715783, 0.9845261338571868, 0.9675232193943044, 0.981739562160619]","[2.1612222470913065, 2.1915950013989844, 2.2686353953603544, 2.2075836365835038, 2.2891593407012203]",0.7908351112765428,0.45601225154932346,0.9767917614012076,2.223639124227074,0.04795421613454795
2,85,48,11,5,log2,True,gini,balanced_subsample,"[0.9389149126030527, 0.9632439433840218, 0.9632968718831613, 0.9120678744566036, 0.9574274368347434]","[0.7778199331705749, 0.7671480776010029, 0.7914341663228308, 0.7656245329569151, 0.8053448341463253]","[0.999497578168791, 0.9996372635666062, 0.9996956360853197, 0.9973641351595921, 0.9996292767073455]","[2.7162324239424187, 2.7300292845516307, 2.754426674291312, 2.675056542573111, 2.7624015476884143]",0.9469902078323166,0.7814743088395298,0.999164777937531,2.7276292946093776,0.031070088546379826
3,221,20,10,7,,True,entropy,balanced,"[0.9101123543856063, 0.9229629228260581, 0.9310774515237827, 0.8575011503553039, 0.9243216516729814]","[0.7561363644760278, 0.7596523281255573, 0.7746062109250712, 0.7324683463000295, 0.7763183318808217]","[0.9938708971333898, 0.9987460886552455, 0.9991393519294323, 0.9779114732455001, 0.9993930514653908]","[2.660119615995024, 2.6813613396068607, 2.7048230143782863, 2.5678809699008336, 2.700033035019194]",0.9091951061527466,0.7598363163415015,0.9938121724857917,2.66284359498004,0.05002709904231621
4,298,7,5,2,sqrt,True,entropy,balanced_subsample,"[0.8955255610937626, 0.9258779241740897, 0.916774259481226, 0.8849689798505581, 0.9122242215111486]","[0.5129317996872316, 0.5197400372253742, 0.5147061909645305, 0.5190440138418739, 0.5339950400085393]","[0.993550781369259, 0.995739169576526, 0.9944948320587476, 0.9907191943900969, 0.9947297402271194]","[2.4020081421502533, 2.44135713097599, 2.425975282504504, 2.394732188082529, 2.440949001746807]",0.907074189222157,0.5200834163455099,0.9938467435243498,2.4210043490920166,0.019430992775516936
5,142,42,3,9,log2,True,gini,balanced,"[0.934214414202054, 0.9614674548650955, 0.9608379896661967, 0.911715514021112, 0.9551560843648617]","[0.7623378108762797, 0.7538146066145446, 0.7651793125309504, 0.7402941899336032, 0.7590622403873156]","[0.9993214592223086, 0.9995839947135825, 0.9995419909391593, 0.9969821396308938, 0.9995148357036164]","[2.6958736843006426, 2.7148660561932227, 2.7255592931363064, 2.648991843585609, 2.713733160455794]",0.944678291423864,0.7561376320685387,0.9989888840419121,2.699804807534315,0.027135013506629096
6,124,8,8,5,log2,False,entropy,balanced,"[0.9261969970388008, 0.9431881597445634, 0.9280964954589757, 0.8921988240575475, 0.9284630689024731]","[0.5143243382521809, 0.5168305717932404, 0.5316199299126224, 0.5162831901854957, 0.5397568908620634]","[0.9954837960693987, 0.9968762435756373, 0.9960930872311228, 0.9931702512911897, 0.9961509946003544]","[2.43600513136038, 2.4568949751134412, 2.455809512602721, 2.401652265534233, 2.464370954364891]",0.9236287090404721,0.5237629842011206,0.9955548745535406,2.4429465677951336,0.02268224281116479
7,217,9,15,3,log2,True,gini,balanced_subsample,"[0.887672896512764, 0.9271942689308353, 0.929950420269194, 0.882081469787628, 0.9271551205134351]","[0.5640979041720917, 0.542322471166993, 0.5795327210420719, 0.5342475404663799, 0.5589132880149463]","[0.9949332621182357, 0.9962643053809476, 0.9956562934853675, 0.9936580663946388, 0.9957775249860547]","[2.4467040628030916, 2.465781045478776, 2.505139434796633, 2.4099870766486466, 2.481845933514436]",0.9108108352027712,0.5558227849724965,0.9952578904730489,2.4618915106483166,0.032275127442454275
8,112,30,13,6,log2,True,entropy,balanced_subsample,"[0.9379534639276679, 0.9664110366067097, 0.9615359834997634, 0.9123742516158004, 0.9420229476294137]","[0.7387180684138512, 0.7687460515132801, 0.762350296583811, 0.7441243498337728, 0.7598635153263621]","[0.9993606003643792, 0.9996126227008705, 0.9995324172955733, 0.9962889351165597, 0.9995556881900406]","[2.6760321327058985, 2.7347697108208604, 2.723418697379148, 2.652787536566133, 2.7014421511458164]",0.9440595366558711,0.7547604563342155,0.9988700527334846,2.6976900457235713,0.030120570710913463
9,195,45,15,8,log2,False,entropy,balanced,"[0.931956581051186, 0.9652308708051882, 0.9712961286262869, 0.9148486633741093, 0.955022211282597]","[0.7401060010779342, 0.7594542953301571, 0.7582383098603499, 0.7410913772404271, 0.7611026555478575]","[0.9993303895288826, 0.9995904883061048, 0.999432892823922, 0.9962951189719651, 0.9995812601441958]","[2.671392971658003, 2.72427565444145, 2.728967331310559, 2.6522351595865015, 2.7157061269746503]",0.9476708910278736,0.7519985278113451,0.9988460299550141,2.698515448794233,0.03086719519241841
