trial_number,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
14,0.0006308503155721508,"[0.9140901914366104, 0.9382247292474111, 0.9348292914054257, 0.8888756359957936, 0.8893892027782563]","[0.8792428588753336, 0.8837662436766598, 0.8874303242359788, 0.8722871031125176, 0.8534838938758926]","[0.9997995727913767, 0.9998210289582425, 0.9998155683677326, 0.9997705172340347, 0.9997746622557616]","[2.793132623103321, 2.8218120018823134, 2.8220751840091367, 2.7609332563423457, 2.7426477589099107]",0.9130818101726993,0.8752420847552764,0.9997962699214294,2.7881201648494054,0.0320002363823595
15,1.666783184068264,"[0.7952124301457463, 0.7666474149427646, 0.7716694899222906, 0.7614595411267086, 0.7655585494406891]","[0.7539110245937946, 0.7389608631576244, 0.7355892471470071, 0.7289247299160836, 0.7414899363780814]","[0.9950606866579689, 0.9981549424197134, 0.997714264441215, 0.9920670451078408, 0.9948263138701656]","[2.5441841413975097, 2.5037632205201024, 2.5049730015105127, 2.482451316150633, 2.5018747996889363]",0.7721094851156398,0.7397751602385182,0.9955646504993808,2.5074492958535393,0.02012531768143067
16,0.0004770766748826264,"[0.9140931504542167, 0.9382247292474111, 0.9348322504230319, 0.8888756359957936, 0.8893892027782563]","[0.8792497125148714, 0.8837662436766598, 0.8882441182197077, 0.8722871031125176, 0.8534838938758926]","[0.9997999652552402, 0.9998215419106629, 0.999816772912237, 0.9997719822544079, 0.9997755995932428]","[2.7931428282243282, 2.8218125148347335, 2.8228931415549767, 2.760934721362719, 2.7426486962473917]",0.9130829937797419,0.8754062142799299,0.9997971723851581,2.7882863804448297,0.03217491619304937
17,6.787412337103835,"[0.6648690202373148, 0.6638583825849455, 0.6605764726239297, 0.6683546222145589, 0.6788205238721859]","[0.6669388582905921, 0.6663448412432211, 0.6613813890180823, 0.666023188479625, 0.6777466022206107]","[0.9466646859276331, 0.9536456699987694, 0.9446148354202067, 0.9368550780322192, 0.9367967722623761]","[2.27847256445554, 2.283848893826936, 2.2665726970622186, 2.271232888726403, 2.2933638983551727]",0.667295804306587,0.6676869758504262,0.943715408328241,2.278698188485254,0.009427851934007562
18,0.0005452949838808166,"[0.9140901914366104, 0.9382247292474111, 0.9348322504230319, 0.8888756359957936, 0.8893892027782563]","[0.8792428588753336, 0.8837662436766598, 0.8882441182197077, 0.8722871031125176, 0.8534838938758926]","[0.9997998362833972, 0.9998213299990562, 0.9998159673172995, 0.999770717635013, 0.9997751513486584]","[2.793132886595341, 2.821812302923127, 2.822892335960039, 2.760933456743324, 2.7426482480028076]",0.9130824019762207,0.8754048435520222,0.9997966005166848,2.7882838460449277,0.0321747410019363
19,0.00010147806374716775,"[0.9143811687715292, 0.9384288298353358, 0.9355511233641258, 0.8890624202331662, 0.889654523530586]","[0.8845888450764378, 0.887056794526361, 0.9015081772807821, 0.8762688173488606, 0.8554776236067915]","[0.9998030514197364, 0.9998258964422072, 0.9998207840039284, 0.9997773466872524, 0.9997835153158279]","[2.7987730652677034, 2.825311520803904, 2.8368800846488362, 2.765108584269279, 2.7449156624532054]",0.9134156131469485,0.8809800515678466,0.9998021187737904,2.7941977834885856,0.03488749245900509
20,0.0007669627940840808,"[0.9140901914366104, 0.9382247292474111, 0.9348292914054257, 0.8888756359957936, 0.8893862437606499]","[0.8764055284799659, 0.8809485306563367, 0.8874303242359788, 0.8701236470604617, 0.8520538336627161]","[0.9997993975639606, 0.9998204512131234, 0.9998144101036069, 0.9997691099785285, 0.9997733102782368]","[2.790295117480537, 2.818993711116871, 2.822074025745011, 2.7587683930347837, 2.741213387701603]",0.9130812183691781,0.8733923728190918,0.9997953358274912,2.786268927015761,0.03211045870510977
21,0.0001703234357482602,"[0.9143138287041892, 0.938316813707426, 0.9350002944066652, 0.8890594609966493, 0.8895714844328999]","[0.8845527880917267, 0.886036084505053, 0.8976090516861395, 0.8752995978884855, 0.8545903645033209]","[0.9998025531437811, 0.9998249838175916, 0.9998190386959732, 0.9997752730247678, 0.9997815399563182]","[2.7986691699396973, 2.8241778820300705, 2.832428384788778, 2.7641343319099025, 2.7439433888925393]",0.9132523764495659,0.8796175773349452,0.9998006777276863,2.7926706315121974,0.03405299638026178
22,0.000120284649849107,"[0.9143138287041892, 0.938316813707426, 0.9350805351288316, 0.8890594609966493, 0.889654523530586]","[0.8845527880917267, 0.886036084505053, 0.898604824223583, 0.8759290591993752, 0.8554776236067915]","[0.9998028144167022, 0.9998256172202082, 0.9998206314163238, 0.9997768408229412, 0.9997828788952579]","[2.798669431212618, 2.8241785154326875, 2.8335059907687383, 2.764765361018966, 2.7449150260326354]",0.9132850324135365,0.8801200759253058,0.9998017565542867,2.793206864893129,0.03392380626471466
23,0.0021677200605236518,"[0.9140982033460476, 0.9381624100123725, 0.934746091665653, 0.8888129076811204, 0.8889038194549314]","[0.8723242791265966, 0.8778591539611453, 0.8771114938417235, 0.8676845487773973, 0.8475453407675546]","[0.9997963266313177, 0.99981620964365, 0.9998061843749717, 0.9997600699853497, 0.9997651913393407]","[2.786218809103962, 2.815837773617168, 2.8116637698823483, 2.7562575264438673, 2.7362143515618267]",0.9129446864320251,0.8685049632948836,0.9997887963949259,2.7812384461218342,0.03098010085006417
24,0.0003844655863338389,"[0.9140931504542167, 0.9382247292474111, 0.9349526115062816, 0.8888756359957936, 0.8893892027782563]","[0.8795061751651673, 0.8837662436766598, 0.8927538872687792, 0.8722871031125176, 0.8534838938758926]","[0.9998009062763457, 0.9998219509271671, 0.9998172220446251, 0.9997723848307638, 0.9997766568919737]","[2.7934002318957294, 2.8218129238512377, 2.827523720819686, 2.760935123939075, 2.7426497535461225]",0.9131070659963918,0.8763594606198033,0.999797824194175,2.7892643508103694,0.03321373296120741
25,0.0002843520651142198,"[0.914166408556769, 0.9382339341720457, 0.9349526115062816, 0.8890105432470584, 0.8893938052405735]","[0.883621103644565, 0.8847666383891251, 0.8927538872687792, 0.873468911563808, 0.8539783615335245]","[0.9998018883357905, 0.9998232173012347, 0.9998179053954428, 0.9997735403726744, 0.9997795890958749]","[2.7975894005371247, 2.8228237898624053, 2.8275244041705037, 2.762252995183541, 2.743151755869973]",0.9131514605445457,0.8777177804799603,0.9997992281002034,2.7906684691247094,0.03318283016649823
26,0.0015476244917200133,"[0.9140982033460476, 0.9381831262005939, 0.9347862120267364, 0.8888263889123654, 0.8889067784725374]","[0.8743299794005458, 0.8786898736188005, 0.8795575833472982, 0.8691877179507367, 0.8479863904331113]","[0.9997976942854698, 0.9998175259075807, 0.9998094433205306, 0.9997630658520505, 0.999768622909397]","[2.7882258770320636, 2.816690525726975, 2.814153238694565, 2.7577771727151528, 2.7366617918150458]",0.9129601417916561,0.8699503089500986,0.9997912704550057,2.7827017211967604,0.03135557780837681
27,0.009332596665583415,"[0.9139078015017508, 0.9380185276905568, 0.9246421788026373, 0.8881897357016101, 0.886432380467189]","[0.860267161269836, 0.8680084379389875, 0.8588404430486414, 0.8604642612166886, 0.8262924465782427]","[0.9997855799843021, 0.9998061135894126, 0.9997917105619952, 0.9997362015168076, 0.9997411943658269]","[2.773960542755889, 2.805833079218957, 2.783274332413274, 2.7483901984351062, 2.7124660214112586]",0.9102381248327488,0.8547745500104792,0.9997721600036689,2.764784834846897,0.031990798190431255
28,0.00010470115946104207,"[0.9143811687715292, 0.9384288298353358, 0.9355511233641258, 0.8890594609966493, 0.889654523530586]","[0.8845888450764378, 0.887056794526361, 0.9015081772807821, 0.8759290591993752, 0.8554776236067915]","[0.9998029542680582, 0.9998258570902795, 0.999820778418022, 0.999777184459018, 0.9997835093229235]","[2.798772968116025, 2.825311481451976, 2.8368800790629303, 2.7647657046550425, 2.744915656460301]",0.9134150212996452,0.8809120999379495,0.9998020567116601,2.794129177949255,0.034944884163847854
29,0.0011070996913709996,"[0.9140901914366104, 0.9382201267850938, 0.9347862120267364, 0.8888710324740994, 0.8893832847430438]","[0.8764055284799659, 0.8804677302875099, 0.8795575833472982, 0.8696168071527892, 0.8509412336566706]","[0.9997983811308707, 0.9998187070321282, 0.999812025203767, 0.9997646237443705, 0.9997717005676446]","[2.790294101047447, 2.818506564104732, 2.8141558205778017, 2.7582524633712593, 2.740096218967359]",0.9130701694931169,0.8713977765848469,0.9997930875357562,2.7842610336137197,0.030756557439684223
30,0.01925789009964731,"[0.9137742029253841, 0.9377266430307416, 0.9224988463290684, 0.8855920276026054, 0.8861799762847079]","[0.8551136549886174, 0.8610481606248557, 0.8515262405034626, 0.8450504618661026, 0.826481211589895]","[0.9997732709176617, 0.999794357306464, 0.9997790708017699, 0.9997118089435088, 0.9997222439192706]","[2.7686611288316634, 2.798569160962061, 2.773804157634301, 2.7303542984122164, 2.7123834317938735]",0.9091543392345015,0.8478439459145866,0.999756150377735,2.7567544355268234,0.031134183286418614
31,0.0002689798667195727,"[0.914166408556769, 0.9382339341720457, 0.9349526115062816, 0.8890105432470584, 0.8893938052405735]","[0.883621103644565, 0.8847666383891251, 0.8927538872687792, 0.873468911563808, 0.8539783615335245]","[0.9998019145223241, 0.9998240964972817, 0.9998181466625838, 0.999773591537284, 0.9997796569771773]","[2.797589426723658, 2.8228246690584524, 2.8275246454376446, 2.7622530463481505, 2.7431518237512753]",0.9131514605445457,0.8777177804799603,0.9997994812393302,2.790668722263836,0.03318302704537471
32,0.00010223988839641905,"[0.9143811687715292, 0.9384288298353358, 0.9355511233641258, 0.8890594609966493, 0.889654523530586]","[0.8845888450764378, 0.887056794526361, 0.9015081772807821, 0.8759290591993752, 0.8554776236067915]","[0.9998030494375051, 0.999825896173161, 0.9998207839793446, 0.999777344176778, 0.9997835141779697]","[2.798773063285472, 2.825311520534858, 2.836880084624253, 2.764765864372803, 2.744915661315347]",0.9134150212996452,0.8809120999379495,0.9998021175889518,2.794129238826547,0.03494486681995704
33,0.0002817136806843887,"[0.914166408556769, 0.9382339341720457, 0.9349526115062816, 0.8890105432470584, 0.8893938052405735]","[0.883621103644565, 0.8847666383891251, 0.8927538872687792, 0.873468911563808, 0.8539783615335245]","[0.9998018912661183, 0.999823446687977, 0.9998180999057648, 0.9997735841244542, 0.9997795920330143]","[2.797589403467452, 2.822824019249148, 2.8275245986808257, 2.7622530389353206, 2.7431517588071124]",0.9131514605445457,0.8777177804799603,0.9997993228034657,2.790668563827972,0.03318290961940703
34,0.0001057996045106163,"[0.9143811687715292, 0.9384288298353358, 0.9355511233641258, 0.8890594609966493, 0.889654523530586]","[0.8845888450764378, 0.887056794526361, 0.9015081772807821, 0.8759290591993752, 0.8554776236067915]","[0.9998029531648546, 0.9998258542446028, 0.9998207731056203, 0.9997771309036945, 0.9997835071750231]","[2.7987729670128214, 2.8253114786062996, 2.836880073750528, 2.764765651099719, 2.7449156543124005]",0.9134150212996452,0.8809120999379495,0.9998020437187591,2.7941291649563538,0.03494489193213323
35,0.003435260305654658,"[0.9140847248898011, 0.9381594505569124, 0.9346970942517514, 0.8887728676410802, 0.8887836993348113]","[0.8678666692580861, 0.8751578415200437, 0.8687051636898439, 0.8643291553433171, 0.8443058178894808]","[0.9997939740749058, 0.9998144342041395, 0.9998008070932279, 0.9997551706188205, 0.9997586605659546]","[2.7817453682227926, 2.8131317262810955, 2.803203065034823, 2.7528571936032176, 2.7328481777902467]",0.9128995673348713,0.8640729295401541,0.9997846093114097,2.776757106186435,0.030154881193504703
36,0.08917633235385426,"[0.900174587691031, 0.9071530087239331, 0.8932652904933056, 0.8803175734628657, 0.877672915673552]","[0.8203732264857908, 0.820307059818198, 0.8228233910743772, 0.8335203138506933, 0.8165594335304565]","[0.9997165649925226, 0.9997382937206963, 0.9997166887519718, 0.9995939183121471, 0.9996192204050989]","[2.720264379169344, 2.7271983622628273, 2.7158053703196545, 2.713431805625706, 2.693851569609107]",0.8917166752089374,0.8227166849519032,0.9996769372364873,2.714110297397328,0.01116171885753785
37,0.0002281583483817175,"[0.914166408556769, 0.9382368936275062, 0.9349601740455818, 0.8890105432470584, 0.8893938052405735]","[0.883621103644565, 0.885160284038437, 0.8940317665088543, 0.873468911563808, 0.8539783615335245]","[0.9998021796109243, 0.9998245981652112, 0.9998182904677396, 0.9997738625027036, 0.9997804342095609]","[2.7975896918122585, 2.823221775831154, 2.828810231022176, 2.76225331731357, 2.7431526009836587]",0.9131535649434979,0.8780520854578377,0.9997998729912279,2.7910055233925632,0.03354705844454313
38,0.0010977445088174408,"[0.9140901914366104, 0.9382247292474111, 0.9347862120267364, 0.8888710324740994, 0.8893832847430438]","[0.8764055284799659, 0.8809485306563367, 0.8795575833472982, 0.8696168071527892, 0.8509412336566706]","[0.9997984221606773, 0.9998187106533035, 0.9998120967807189, 0.9997646611062362, 0.9997717842303412]","[2.7902941420772533, 2.818991970557051, 2.8141558921547536, 2.758252500733125, 2.7400963026300555]",0.9130710899855803,0.8714939366586123,0.9997931349862554,2.784358161630448,0.03086505798499363
39,0.0006202170485477439,"[0.9140901914366104, 0.9382247292474111, 0.9348292914054257, 0.8888756359957936, 0.8893892027782563]","[0.8792428588753336, 0.8837662436766598, 0.8874303242359788, 0.8722871031125176, 0.8534838938758926]","[0.9997995864026108, 0.9998210391339643, 0.999815569260483, 0.9997705384228197, 0.9997746677800506]","[2.793132636714555, 2.821812012058035, 2.8220751849018875, 2.760933277531131, 2.7426477644341998]",0.9130818101726993,0.8752420847552764,0.9997962801999856,2.788120175127961,0.03200023397061286
40,0.0027532862961204916,"[0.9140906429250135, 0.9381594505569124, 0.9346970942517514, 0.8888129076811204, 0.8887836993348113]","[0.8715597103107551, 0.8756758462200814, 0.8743266636105667, 0.8676845487773973, 0.8450156106616151]","[0.9997960008033033, 0.9998155891398706, 0.9998045847705118, 0.9997575672591797, 0.9997626854858997]","[2.785446354039072, 2.8136508859168643, 2.8088283426328298, 2.7562550237176975, 2.7335619954823263]",0.9129087589499217,0.8668524759160832,0.9997872854917531,2.779548520357758,0.030699873703839125
41,0.00011095658205580724,"[0.9143811687715292, 0.9383613762097035, 0.9350805351288316, 0.8890594609966493, 0.889654523530586]","[0.8845888450764378, 0.8870206186261922, 0.898604824223583, 0.8759290591993752, 0.8554776236067915]","[0.9998029455872577, 0.9998256684112043, 0.9998206901389842, 0.9997771206145113, 0.9997833399337085]","[2.7987729594352246, 2.8252076632470997, 2.833506049491399, 2.764765640810536, 2.744915487071086]",0.9133074129274599,0.8803241941464759,0.9998019529371331,2.7934335600110693,0.034116741429725
42,0.0002532615995806932,"[0.914166408556769, 0.9382339341720457, 0.9349601740455818, 0.8890105432470584, 0.8893938052405735]","[0.883621103644565, 0.8847666383891251, 0.8940317665088543, 0.873468911563808, 0.8539783615335245]","[0.9998020374742534, 0.9998242422287703, 0.9998181646543794, 0.999773626252287, 0.9997797801569148]","[2.7975895496755876, 2.822824814789941, 2.8288101052088157, 2.7622530810631534, 2.743151946931013]",0.9131529730524057,0.8779733563279754,0.999799570153321,2.7909258995337023,0.03347129855174883
43,0.0001807134472821378,"[0.9142337486241091, 0.938276853667466, 0.9350002944066652, 0.8890594609966493, 0.8895685254152937]","[0.8839307305177126, 0.8855898721976005, 0.8976090516861395, 0.8752995978884855, 0.8543265807470658]","[0.9998025352052197, 0.9998249780533547, 0.9998184376803669, 0.9997749819102069, 0.9997814065516393]","[2.797967014347041, 2.823691703918421, 2.8324277837731717, 2.7641340407953416, 2.743676512713999]",0.9132277766220367,0.8793511666074008,0.9998004678801575,2.792379411109595,0.034015662275506404
44,0.00011243438504035149,"[0.9143811687715292, 0.9383214161697434, 0.9350805351288316, 0.8890594609966493, 0.889654523530586]","[0.8845888450764378, 0.8865567417193485, 0.898604824223583, 0.8759290591993752, 0.8554776236067915]","[0.9998028352784601, 0.9998256652906723, 0.9998206890255895, 0.9997771061965713, 0.9997829465795394]","[2.798772849126427, 2.8247038231797643, 2.833506048378004, 2.764765626392596, 2.7449150937169167]",0.9132994209194679,0.8802314187651072,0.9998018484741665,2.793332688158741,0.034023470736102145
45,0.000964012131030827,"[0.9140901914366104, 0.9382247292474111, 0.9347891710443424, 0.8888710324740994, 0.8893832847430438]","[0.8764055284799659, 0.8809485306563367, 0.8844994120658144, 0.8696168071527892, 0.8509412336566706]","[0.9997989354093402, 0.9998192704804252, 0.9998131014332963, 0.9997673958436366, 0.9997725620103002]","[2.7902946553259165, 2.8189925303841727, 2.819101684543453, 2.758255235470525, 2.7400970804100147]",0.9130716817891014,0.8724823024023154,0.9997942530353996,2.7853482372268163,0.031866592717927626
46,0.3787236496564018,"[0.8287819175265214, 0.8194212129861185, 0.8078878105271459, 0.8268584577831873, 0.8059458100708505]","[0.7675415678191462, 0.7527991504597489, 0.7499154846375788, 0.7754109967918194, 0.7611795416362683]","[0.9995000379091471, 0.9995950054282345, 0.9994977406577037, 0.9991523715470165, 0.9992411025909423]","[2.595823523254815, 2.571815368874102, 2.5573010358224284, 2.6014218261220234, 2.5663664542980613]",0.8177790417787648,0.7613693482689122,0.9993972516266089,2.578545641674286,0.01712779881776144
47,0.0004315021629844246,"[0.9140931504542167, 0.9382247292474111, 0.9348322504230319, 0.8888756359957936, 0.8893892027782563]","[0.8792497125148714, 0.8837662436766598, 0.8882441182197077, 0.8722871031125176, 0.8534838938758926]","[0.9998007443103972, 0.999821831692271, 0.9998171191187953, 0.9997722345884607, 0.9997764527902874]","[2.7931436072794855, 2.821812804616342, 2.822893487761535, 2.760934973696772, 2.7426495494444363]",0.9130829937797419,0.8754062142799299,0.9997976765000424,2.788286884559714,0.03217478963619474
48,7.65571182831454,"[0.644862704220952, 0.6361840079852993, 0.6337383494108141, 0.6525549711753991, 0.6461753583009313]","[0.6424913037126917, 0.6382587178391084, 0.6342851175935373, 0.6477153345735195, 0.6407382640371323]","[0.938829576095685, 0.945221784137834, 0.9351602609287465, 0.9294576802307353, 0.9271949175067778]","[2.2261835840293287, 2.2196645099622416, 2.203183727933098, 2.229727985979654, 2.2141085398448412]",0.6427030782186792,0.6406977475511979,0.9351728437799558,2.2185736695498326,0.009384105630864028
49,0.0001010771212236688,"[0.9143811687715292, 0.9384288298353358, 0.9355511233641258, 0.8890624202331662, 0.889654523530586]","[0.8845888450764378, 0.887056794526361, 0.9015081772807821, 0.8762688173488606, 0.8554776236067915]","[0.9998030801846474, 0.9998258973801454, 0.999820785411016, 0.9997773501251054, 0.999783516253766]","[2.7987730940326143, 2.8253115217418423, 2.836880086055924, 2.765108587707132, 2.7449156633911436]",0.9134156131469485,0.8809800515678466,0.999802125870936,2.7941977905857316,0.03488749288678245
50,0.00020299821349893912,"[0.914166408556769, 0.9382368936275062, 0.9349601740455818, 0.8890194209566092, 0.8894338452806135]","[0.883621103644565, 0.885160284038437, 0.8940317665088543, 0.87498156526481, 0.8542540622888629]","[0.9998024729098315, 0.9998248339494631, 0.9998183059423787, 0.9997748129032747, 0.9997808767689795]","[2.7975899851111654, 2.8232220116154063, 2.828810246496815, 2.763775799124694, 2.743468784338456]",0.913163348493416,0.8784097563491059,0.9998002604947857,2.791373365337307,0.0331993290403477
51,0.0001687416221556804,"[0.9143138287041892, 0.938316813707426, 0.9350002944066652, 0.8890594609966493, 0.8895714844328999]","[0.8845527880917267, 0.886036084505053, 0.8976090516861395, 0.8752995978884855, 0.8545903645033209]","[0.9998025536126902, 0.9998249900766623, 0.9998190451669471, 0.9997752741871239, 0.9997815416593724]","[2.798669170408606, 2.8241778882891415, 2.832428391259752, 2.7641343330722585, 2.7439433905955934]",0.9132523764495659,0.8796175773349452,0.9998006809405592,2.79267063472507,0.03405299838382004
52,0.00010158604368141699,"[0.9143811687715292, 0.9384288298353358, 0.9355511233641258, 0.8890624202331662, 0.889654523530586]","[0.8845888450764378, 0.887056794526361, 0.9015081772807821, 0.8762688173488606, 0.8554776236067915]","[0.9998030514197364, 0.9998258964422072, 0.9998207842384429, 0.9997773464527377, 0.9997835150813433]","[2.7987730652677034, 2.825311520803904, 2.836880084883351, 2.7651085840347642, 2.744915662218721]",0.9134156131469485,0.8809800515678466,0.9998021187268936,2.7941977834416885,0.03488749262174167
