trial_number,param_hidden_layer_sizes,param_activation,param_learning_rate_init,param_batch_size,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,256,relu,1.6064559195630018e-05,256,0.0006846393360094255,"[0.7209255481362602, 0.7432469529036494, 0.7518368516239332, 0.7319964776016996, 0.7032970319168378]","[0.748316448042373, 0.7733787659830383, 0.7786534806031284, 0.7629824743840953, 0.7358660709566398]","[0.9997242941349831, 0.9998107288651387, 0.9998342655746477, 0.9998021269462027, 0.9998425362077618]","[2.4689662903136163, 2.5164364477518264, 2.5303245978017097, 2.4947810789319975, 2.4390056390812394]",0.730260572436476,0.759839447993855,0.9998027903457467,2.4899028107760777,0.03283477495983901
1,16,logistic,0.0005778496714475312,128,0.00046331210989816686,"[0.7240727102154797, 0.7482631711028156, 0.7579526277479204, 0.7726783914839896, 0.6898056649861711]","[0.7504059450147603, 0.7688424901839623, 0.779868887718605, 0.7966204949944052, 0.7127957965487789]","[0.9997516923512374, 0.9998137172227003, 0.9998094251221916, 0.9998710254716916, 0.9997061734740812]","[2.4742303475814773, 2.516919378509478, 2.537630940588717, 2.5691699119500866, 2.402307635009031]",0.7385545131072753,0.7617067228921023,0.9997904067283805,2.500051642727758,0.057783543689124486
2,64,relu,0.004108124626070777,32,0.002551647899337835,"[0.8238198087195088, 0.799979810041371, 0.8194332138564387, 0.8061673950826954, 0.7822776793146566]","[0.8476073009555009, 0.8167549173883593, 0.8404946615757782, 0.8289962692544165, 0.8013904050670625]","[0.9997849670473343, 0.9998162369091541, 0.9997745831937056, 0.999841125433016, 0.9998991369065307]","[2.6712120767223437, 2.6165509643388845, 2.659702458625923, 2.635004789770128, 2.58356722128825]",0.8063355814029342,0.8270487108482234,0.9998232098979483,2.633207502149106,0.03127669543210056
3,128,logistic,6.631952063439658e-05,64,0.0012204742955629225,"[0.6852280477659695, 0.725181058362728, 0.6936528185924318, 0.7296046910996081, 0.6948648312253012]","[0.7095925553994097, 0.7587004860823741, 0.7244576553235467, 0.757762644660702, 0.7270334280096182]","[0.9997033205806284, 0.9998130137072216, 0.9996776066114259, 0.9997405632977167, 0.9997868836983431]","[2.3945239237460076, 2.4836945581523238, 2.417788080527404, 2.4871078990580266, 2.4216851429332626]",0.7057062894092077,0.7355093538951302,0.999744277579067,2.4409599208834054,0.037471691162174886
4,32,relu,0.00020101507683950261,256,0.0004917593352751778,"[0.7788609533870248, 0.7786325546440797, 0.8178495875808878, 0.7529691441194273, 0.7749298942378264]","[0.8050017936431847, 0.8063983940931813, 0.8488774819481714, 0.7818968500390207, 0.807633594341699]","[0.9998208041513544, 0.9998440602659571, 0.9998387195106696, 0.9998269374652612, 0.9999009892193843]","[2.583683551181564, 2.584875009003218, 2.666565789039729, 2.534692931623709, 2.5824644777989096]",0.7806484267938492,0.8099616228130515,0.9998463021225253,2.590456351729426,0.042527867880690656
5,64,logistic,4.0498970930667935e-05,128,0.071829646496243,"[0.3588953418216883, 0.3433338577832805, 0.34607559786598274, 0.3475718686268952, 0.33719546978652043]","[0.3812920047747665, 0.3648344873498451, 0.36889611061724353, 0.3667491940154191, 0.3573510838133261]","[0.9941417029310431, 0.9940271465158333, 0.9932817943148194, 0.9937704982399512, 0.9939404566472454]","[1.734329049527498, 1.702195491648959, 1.7082535027980459, 1.7080915608822655, 1.688487010247092]",0.3466144271768734,0.36782457611412,0.9938323197297784,1.708271323020772,0.014882019362113542
6,256,relu,0.023356767814028907,128,0.0012526269596319114,"[0.8797293609657311, 0.8965604643878744, 0.841943812820547, 0.8622499622691641, 0.8587888703916634]","[0.9045876190961459, 0.919554426343133, 0.8577772748995861, 0.8947553125813272, 0.8713952354388071]","[0.9998561309230775, 0.9998025407161034, 0.999859555155121, 0.9998465526127203, 0.9997845883633643]","[2.7841731109849546, 2.8159174314471107, 2.6995806428752545, 2.7568518274632114, 2.729968694193835]",0.867854494166996,0.8896139736717998,0.9998298735540772,2.757298341392873,0.04058791118620983
7,256,relu,2.2864593154948464e-05,64,0.002321870984931724,"[0.777410011205208, 0.7432643103644723, 0.7514258867116526, 0.7511507364584253, 0.7349146000795376]","[0.8088891353868144, 0.7733724051121836, 0.7783935903264131, 0.7793872998387772, 0.7642913169126437]","[0.9998522711367734, 0.9998060245554565, 0.9998272559335212, 0.9998827935280903, 0.9998928810951688]","[2.5861514177287956, 2.5164427400321125, 2.529646732971587, 2.530420829825293, 2.49909879808735]",0.751633108963859,0.7808667495153664,0.9998522452498021,2.5323521037290275,0.02920378477530487
8,128,tanh,6.878494559127859e-05,32,0.009050433365501449,"[0.6949606687408446, 0.7135581699949769, 0.7160010600857083, 0.7289661450755978, 0.700350001116715]","[0.7265214802401609, 0.7473935590335532, 0.745266502380433, 0.7616044719179809, 0.7341109726451238]","[0.999654692444365, 0.999721983415772, 0.999642703102925, 0.9996825401451821, 0.9997699643437017]","[2.4211368414253704, 2.460673712444302, 2.4609102655690664, 2.4902531571387607, 2.4342309381055403]",0.7107672090027686,0.7429793972434504,0.9996943766903892,2.4534409829366077,0.023982585806598698
9,16,relu,4.7877798977389934e-05,128,0.0001563218168428306,"[0.6912585459147489, 0.6727287527164683, 0.6905706918935712, 0.6965212115153225, 0.6949352412169576]","[0.7196225671411933, 0.7009821859805772, 0.7232872102340331, 0.7197533935078536, 0.7255977172913746]","[0.9996751541903782, 0.9996795282521821, 0.9996123089033461, 0.9997137357650288, 0.9997761781986345]","[2.4105562672463203, 2.3733904669492274, 2.4134702110309503, 2.415988340788205, 2.4203091367069667]",0.6892028886514137,0.7178486148310064,0.9996913810619139,2.4067428845443337,0.016980602036589746
10,256,tanh,0.07916239372929026,128,0.01045848802044438,"[0.6764784729113201, 0.7129599303715658, 0.7444935902251718, 0.7053263086179082, 0.6954611855759787]","[0.6796014390935867, 0.7080642983228772, 0.7528736632464256, 0.7262421303349755, 0.6952621847564796]","[0.9971361335257405, 0.9924187441690924, 0.9990351964966147, 0.9959906308150772, 0.9981193860587925]","[2.3532160455306474, 2.4134429728635354, 2.496402449968212, 2.4275590697679608, 2.388842756391251]",0.7069438975403889,0.7124087431508689,0.9965400182130633,2.4158926589043213,0.04750576312669564
11,64,relu,0.009462425244857634,32,0.005929529249271717,"[0.6989524034182363, 0.7269384602968694, 0.7418401083692352, 0.7486854170852928, 0.7367838517411655]","[0.724262558027399, 0.756257730670701, 0.7688843658115642, 0.7717959096095237, 0.7536369267092046]","[0.9994911585629721, 0.9995163710203879, 0.99938048097986, 0.999730136706207, 0.9997692579328532]","[2.4227061200086073, 2.482712561987958, 2.510104955160659, 2.5202114634010235, 2.4901900363832232]",0.7306400481821598,0.7549674981656784,0.9995774810404561,2.4851850273882943,0.03400773761216227
12,64,relu,0.0067889299043649666,32,0.028265546385005537,"[0.6335388078403823, 0.6185993522381638, 0.624118568266869, 0.5951108949752506, 0.6338398100708029]","[0.6507723857152188, 0.6426718295391418, 0.6473566141360826, 0.6168965643801685, 0.6526701099023424]","[0.9985419732217423, 0.9989591534440625, 0.9982656694232263, 0.9983385108169398, 0.9989247253746194]","[2.2828531667773433, 2.260230335221368, 2.2697408518261777, 2.2103459701723587, 2.285434645347765]",0.6210414866782936,0.6420735007345908,0.998606006456118,2.2617209938690026,0.027257436574160725
