trial_number,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_criterion,param_class_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,292,29,20,8,,False,entropy,balanced_subsample,"[0.8220523948348919, 0.8898207163496271, 0.913755802414437, 0.904634352282948, 0.8510811499518861]","[0.6045067768051267, 0.6570664270025024, 0.6364559696163664, 0.6579354500671499, 0.6133724821918392]","[0.9545266014953177, 0.9639321969460011, 0.9761907234947814, 0.9713382944121363, 0.9544507603778256]","[2.3810857731353363, 2.5108193402981307, 2.5264024955255846, 2.533908096762234, 2.4189043925215508]",0.876268883166758,0.6338674211365969,0.9640877153452123,2.474224019648567,0.06222378003341566
1,296,10,13,1,,False,entropy,balanced,"[0.7225061574310496, 0.7593124657169497, 0.7846334182678116, 0.78062327485646, 0.6898225636280035]","[0.538275230104065, 0.4960694461187883, 0.5316610999672974, 0.521360287981501, 0.5055152835028648]","[0.9586208893980515, 0.9526200456185845, 0.9703240502819453, 0.9625032054333902, 0.9455567714819467]","[2.219402276933166, 2.2080019574543224, 2.2866185685170546, 2.264486768271351, 2.140894618612815]",0.7473795759800549,0.5185762695349032,0.9579249924427836,2.223880837957742,0.050485192618080904
2,200,11,15,5,log2,False,gini,balanced,"[0.9171579116946795, 0.9243651906281349, 0.9503148236854473, 0.9539856780164301, 0.9028783228733706]","[0.617579677959138, 0.6164927773644459, 0.6181942785853005, 0.6187889875753831, 0.5802536779057526]","[0.9954005422670924, 0.9967272472367708, 0.9976322694771111, 0.9975275816232658, 0.9959361037888449]","[2.5301381319209097, 2.5375852152293517, 2.566141371747859, 2.570302247215079, 2.479068104567968]",0.9297403853796125,0.6102618798780041,0.996644748878617,2.5366470141362334,0.032744979586399096
3,213,22,13,8,,True,entropy,balanced,"[0.8584185047017443, 0.893267768870695, 0.9464805839823057, 0.9241412203137129, 0.8785807112737666]","[0.7721363714720693, 0.7624136958631129, 0.7651408149572319, 0.7733111804767243, 0.7267968703222959]","[0.9984559319194187, 0.9963679943079755, 0.9994035207186036, 0.9987889294508365, 0.9834759412400049]","[2.6290108080932324, 2.652049459041783, 2.711024919658141, 2.696241330241274, 2.588853522836067]",0.9001777578284449,0.7599597866182869,0.995298463527368,2.6554360079740995,0.0444931200459468
4,210,12,11,2,sqrt,False,gini,balanced_subsample,"[0.9174687672572337, 0.9179552672411877, 0.9448997104990657, 0.928277884266371, 0.8868799757257976]","[0.6469439843102779, 0.6417809175387926, 0.6537412636955396, 0.6484464103573983, 0.6753549220040255]","[0.9938987970585282, 0.9962197077354087, 0.9974831772255038, 0.9971656979959809, 0.9948316287284684]","[2.55831154862604, 2.5559558925153887, 2.5961241514201094, 2.5738899926197503, 2.5570665264582915]",0.919096320997931,0.6532534995812067,0.9959198017487779,2.5682696223279162,0.015386772786891356
5,266,31,3,6,,False,entropy,balanced_subsample,"[0.8231097075395901, 0.8884233851135984, 0.9172788502487562, 0.9113911665759292, 0.8377997784294354]","[0.621704231771501, 0.6965798773930298, 0.6605468677040086, 0.7007696509622662, 0.6424955858125118]","[0.9539483484967077, 0.962071378427936, 0.9749488820936392, 0.9709672737615291, 0.943864047163225]","[2.3987622878077985, 2.5470746409345644, 2.552774600046404, 2.5831280912997245, 2.424159411405172]",0.8756005775814618,0.6644192427286635,0.9611599859886073,2.5011798062987327,0.07470658515301005
6,141,39,2,2,sqrt,True,gini,balanced,"[0.9499072117674763, 0.9434242207881912, 0.9822586734765317, 0.9669967056608395, 0.9151777775864118]","[0.808477240626619, 0.8319303070849293, 0.8261250997351647, 0.8359006399260394, 0.7975986158460785]","[0.9993833809293899, 0.9996563573258395, 0.99984646950465, 0.9997924790681885, 0.9992550538958261]","[2.757767833323485, 2.77501088519896, 2.8082302427163466, 2.8026898246550673, 2.7120314473283167]",0.9515529178558901,0.8200063806437662,0.9995867481447787,2.771146046644435,0.03481004725794733
7,87,20,18,4,log2,True,entropy,balanced_subsample,"[0.9478974550981359, 0.9429939934650604, 0.9767333732843894, 0.9666784902214673, 0.9130279976317626]","[0.7255870414270282, 0.724193152162048, 0.7318604297757133, 0.7254108216084774, 0.729411252857526]","[0.9986993700325411, 0.9989595014948922, 0.9994544269649456, 0.9993944943470752, 0.998663335878925]","[2.672183866557705, 2.666146647122001, 2.708048230025048, 2.69148380617702, 2.6411025863682136]",0.949466261940163,0.7272925395661586,0.9990342257436758,2.6757930272499975,0.022786417131464405
8,295,32,3,8,log2,False,entropy,balanced,"[0.9536875417790948, 0.9469677513581597, 0.9790502558265147, 0.9765445030507993, 0.9200048998160735]","[0.7460297264040824, 0.7583393712758973, 0.7605476360122563, 0.7662258123442856, 0.7371324765160361]","[0.9989745264574893, 0.9992827796170833, 0.9996847993098421, 0.9996003618923303, 0.998686958653989]","[2.6986917946406663, 2.7045899022511404, 2.7392826911486132, 2.7423706772874152, 2.6558243349860984]",0.9552509903661284,0.7536550045105116,0.9992458851861468,2.7081518800627866,0.031560755245206
9,286,11,19,5,,True,entropy,balanced_subsample,"[0.8938126983386873, 0.8908295056351885, 0.9411241805649861, 0.9200819674256898, 0.8759679394995327]","[0.6937994100716455, 0.6938425619264106, 0.7001084032075694, 0.7378800220573715, 0.6520975607856045]","[0.9942244519181468, 0.9886358067846581, 0.9968778577754847, 0.996518432054557, 0.9846527555908665]","[2.5818365603284796, 2.5733078743462574, 2.63811044154804, 2.6544804215376185, 2.5127182558760035]",0.904363258292817,0.6955455916097203,0.9921818608247426,2.5920907107272795,0.05053359431476906
10,115,47,7,3,sqrt,True,gini,balanced,"[0.9404848417377636, 0.9380611430829802, 0.9800333900289654, 0.961819333431966, 0.9154780988934612]","[0.8300820355139144, 0.8316211918438268, 0.8263831395368721, 0.8468541801248193, 0.7895780400832295]","[0.9993565999393581, 0.9996234006999736, 0.999847249155353, 0.9997863015444566, 0.9988464230197374]","[2.7699234771910364, 2.7693057356267805, 2.80626377872119, 2.8084598151012417, 2.7039025619964283]",0.9471753614350273,0.8249037174205325,0.9994919948717758,2.7715710737273356,0.03781861137290405
11,109,48,7,3,sqrt,True,gini,balanced,"[0.9436175506638245, 0.952318608973743, 0.9790161102477077, 0.9681026377589874, 0.9133071969018203]","[0.8326580892044211, 0.8354505161687767, 0.8303003526691929, 0.8351001270754136, 0.7904708574061882]","[0.9992844318726875, 0.9995928160154621, 0.9998336971809499, 0.9997993060391468, 0.998942569187462]","[2.7755600717409328, 2.787361941157982, 2.809150160097851, 2.8030020708735477, 2.7027206234954706]",0.9512724209092166,0.8247959885047985,0.9994905640591416,2.7755589734731565,0.03827852319154824
12,58,50,7,3,sqrt,True,gini,balanced,"[0.9371630623159917, 0.9380239515499325, 0.9816709917313037, 0.9644197113979446, 0.9147416595379841]","[0.8038791808987596, 0.8279904012391012, 0.8272522952977234, 0.845833546355959, 0.7914146415126705]","[0.9991488692524058, 0.9995055203438331, 0.9998065805248108, 0.9997934586108667, 0.9989190621808592]","[2.7401911124671567, 2.7655198731328667, 2.8087298675538377, 2.81004671636477, 2.705075363231514]",0.9472038753066313,0.8192740130608428,0.999434698182555,2.765912586550029,0.040358536051235225
13,132,49,7,10,sqrt,True,gini,balanced,"[0.9560564571690116, 0.9509478106353625, 0.97904351601858, 0.9777363512726969, 0.9179026019362301]","[0.7813839422613149, 0.8018928844063383, 0.7727122823130829, 0.7860292129073327, 0.7580320766983576]","[0.9991127608370498, 0.9994218670851605, 0.9997560126817582, 0.9997030438797616, 0.9985757848953314]","[2.736553160267376, 2.7522625621268615, 2.7515118110134207, 2.7634686080597914, 2.674510463529919]",0.9563373474063761,0.7800100797172853,0.9993138938758124,2.735661320999474,0.03174998330975429
14,114,41,7,3,sqrt,True,gini,balanced,"[0.9403446394942108, 0.9532084173722798, 0.9787151159935935, 0.968876206586748, 0.915654355532783]","[0.825497204451916, 0.8288181254662372, 0.8248638161719738, 0.8434164792468386, 0.7902821790910827]","[0.9993313416066739, 0.9995867934618731, 0.9998403067170588, 0.9997915528700111, 0.9992977027983833]","[2.7651731855528006, 2.78161333630039, 2.803419238882626, 2.812084238703598, 2.705234237422249]",0.951359746995923,0.8225755608856096,0.9995695394908001,2.7735048473723323,0.037892692222247705
15,154,40,9,1,sqrt,True,gini,balanced,"[0.9291433538503056, 0.9292959869795268, 0.9753696544690708, 0.9606060423574674, 0.9147040560707544]","[0.8345131135073443, 0.8465879461109975, 0.8335548469266878, 0.8570114886002755, 0.8105925335817836]","[0.99944756678327, 0.9995713133206433, 0.9998668032258236, 0.9998262895979741, 0.9995468918112022]","[2.7631040341409197, 2.7754552464111675, 2.808791304621582, 2.817443820555717, 2.7248434814637403]",0.941823818745425,0.8364519857454178,0.9996517729477826,2.7779275774386254,0.03334028862440206
16,170,40,10,1,sqrt,True,gini,balanced,"[0.9258875370276423, 0.9279234705124304, 0.9763312414053413, 0.9602556247037033, 0.9147230046719679]","[0.8353171291057538, 0.8400241627382528, 0.8384524346423349, 0.8638860643947319, 0.8155147349239336]","[0.9994748023570098, 0.9995072469316593, 0.999876209873822, 0.9998290633632473, 0.9995876861784377]","[2.760679468490406, 2.7674548801823424, 2.814659885921498, 2.8239707524616824, 2.7298254257743393]",0.941024175664217,0.8386389051610014,0.9996550017408351,2.7793180825660544,0.035158386126166674
17,171,37,10,1,sqrt,True,gini,balanced,"[0.9328297768704226, 0.9331506129280958, 0.9797641999272411, 0.9670972384270717, 0.9140653195457077]","[0.8373378199146948, 0.8358618230360412, 0.8450226953188518, 0.8534331945032014, 0.8073238111427976]","[0.999493429095495, 0.9995523666674448, 0.9998667803978445, 0.9998251972106393, 0.9995599123565851]","[2.7696610258806125, 2.7685648026315817, 2.8246536756439373, 2.8203556301409125, 2.72094904304509]",0.9453814295397078,0.8357958687831175,0.9996595371456017,2.7808368354684267,0.0383241433213181
