trial_number,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,0.0002869787477867183,"[0.9076503538962244, 0.8837505556729033, 0.9439854400144586, 0.9387843451609839, 0.9174372704573155]","[0.8693342016554655, 0.8472690877205328, 0.881079267745031, 0.8718590580032906, 0.8782589518719288]","[0.9997944473037527, 0.9997573027966585, 0.9998320255605557, 0.9998243884597093, 0.9998356799727245]","[2.7767790028554424, 2.730776946190095, 2.8248967333200454, 2.8104677916239837, 2.7955319023019687]",0.9183215930403771,0.8695601133992497,0.9998087688186802,2.787690475258307,0.03262762565329135
1,4.780934055777077,"[0.7220306990058135, 0.6983340066456296, 0.7091308373587835, 0.6977871302337612, 0.6990819995560048]","[0.7181573494266195, 0.6969582720917339, 0.7078652180514703, 0.6964129224751173, 0.701079715090584]","[0.971911769635001, 0.9623929256105386, 0.9773162408432344, 0.974370340313251, 0.964206846724499]","[2.412099818067434, 2.357685204347902, 2.394312296253488, 2.3685703930221296, 2.3643685613710876]",0.7052729345599984,0.704094695427105,0.9700396246253048,2.3794072546124085,0.020525161645211596
2,0.042702705235392976,"[0.9012925428320994, 0.8834294343034063, 0.9355339290347976, 0.9318383270174259, 0.9128531935973188]","[0.8351908418649439, 0.8258050902471461, 0.8396427763910078, 0.8390895640005576, 0.847650252144092]","[0.9997252581631555, 0.9996486864299301, 0.9997764633686078, 0.9997695855877962, 0.9997628623323209]","[2.736208642860199, 2.708883210980482, 2.774953168794413, 2.7706974766057795, 2.7602663080737315]",0.9129894853570096,0.8374757049295495,0.999736571176362,2.750201761462921,0.02464561455832464
3,2.191750261213064,"[0.7672397559546836, 0.7494839811878965, 0.7600463627771086, 0.7750662171291122, 0.7506841961678841]","[0.7402407329192503, 0.7207753540892432, 0.7322388176540273, 0.7425424767196944, 0.7258156094427298]","[0.9969504128622924, 0.9907324147159805, 0.9975028600195073, 0.9973818151602378, 0.9921369431750425]","[2.5044309017362263, 2.4609917499931204, 2.489788040450643, 2.5149905090090443, 2.468636748785656]",0.7605041026433369,0.7323225981649891,0.994940889186612,2.4877675899949376,0.020522037866925375
4,73.7797317675929,"[0.31690424395317845, 0.30696045967821445, 0.30165783584065015, 0.30970393436329835, 0.3067799794724803]","[0.3415901142093136, 0.3309131752009379, 0.3274006659121584, 0.33377886812519186, 0.33048158464220223]","[0.7658337275141964, 0.7525693606985213, 0.7624204460899839, 0.7634990943883776, 0.7528701727222012]","[1.4243280856766884, 1.3904429955776736, 1.3914789478427925, 1.406981896876868, 1.3901317368368837]",0.30840129066156435,0.33283288161796076,0.759438560282656,1.400672732562181,0.013413926139957325
5,0.1702061398957051,"[0.8961521284998234, 0.8648235774270181, 0.9204233792804623, 0.8928562959700251, 0.891875242930948]","[0.8229459036888384, 0.8052729817132923, 0.8253648251674526, 0.8143563311696164, 0.8159603782391625]","[0.9996256009324483, 0.9995057718176369, 0.9997086525550151, 0.9996897186179932, 0.9996417502319437]","[2.71872363312111, 2.6696023309579475, 2.7454968570029297, 2.7069023457576344, 2.707477371402054]",0.8932261248216553,0.8167800839956725,0.9996342988310074,2.709640507648335,0.02442708840219506
6,0.10156002098994579,"[0.8966091167129416, 0.8807706960640448, 0.9341785667227238, 0.9178355590707854, 0.9187797964460498]","[0.8186495279461176, 0.8208781187223707, 0.8328533287518579, 0.8257188613901438, 0.8505779304282157]","[0.9996764298853958, 0.9995806607013951, 0.9997400183032648, 0.9997309876321887, 0.9997099267119234]","[2.714935074544455, 2.7012294754878106, 2.7667719137778466, 2.7432854080931177, 2.769067653586189]",0.9096347470033092,0.8297355534477411,0.9996876046468335,2.739057905097884,0.02720082389815717
7,0.000270586920566495,"[0.907690434056545, 0.8837505556729033, 0.9439854400144586, 0.9387843451609839, 0.9174372704573155]","[0.8696318676319534, 0.8472690877205328, 0.881079267745031, 0.8718590580032906, 0.8782589518719288]","[0.9997944929355627, 0.9997573661597541, 0.9998321698234826, 0.9998244213301126, 0.9998357006336301]","[2.777116794624061, 2.73077700955319, 2.824896877582972, 2.810467824494387, 2.7955319229628746]",0.9183296090724413,0.8696196465945473,0.9998088301765085,2.787758085843497,0.03260532091250463
8,0.004079753095485423,"[0.9074343792386513, 0.8835377859320832, 0.9439214400369305, 0.9386068959985537, 0.9168198086124066]","[0.8536751016576072, 0.8367471857050756, 0.8710433080177669, 0.8532930073481778, 0.8628621286515074]","[0.9997780285694313, 0.9997410022817423, 0.999818762872385, 0.9998120095444627, 0.9998219634029313]","[2.76088750946569, 2.7200259739189008, 2.8147835109270822, 2.791711912891194, 2.779503900666845]",0.918064061963725,0.855524146276027,0.9997943533341905,2.7733825615739427,0.03190776172883603
9,0.09983780057717592,"[0.8966120766063855, 0.8807706960640448, 0.9341785667227238, 0.9178355590707854, 0.9187797964460498]","[0.8187604590627897, 0.8210313664200503, 0.8328533287518579, 0.8253740161890917, 0.8505779304282157]","[0.9996777194276754, 0.9995825370798112, 0.9997411938247869, 0.9997320777163226, 0.9997108485491739]","[2.7150502550968505, 2.701384599563906, 2.7667730892993685, 2.7429416529761994, 2.7690685754234394]",0.9096353389819978,0.8297194201704011,0.999688875319554,2.739043634471953,0.027127474841822125
10,0.0006945937722091083,"[0.9075428201102714, 0.8836771840120587, 0.9439870842076756, 0.9387093308038118, 0.9174372704573155]","[0.8637771936254878, 0.8455454220296013, 0.8768748635911494, 0.8677607300289973, 0.8782589518719288]","[0.999790425123879, 0.9997551337979766, 0.9998285247087998, 0.9998220504247541, 0.9998326849982818]","[2.771110438859638, 2.7289777398396367, 2.820690472507625, 2.806292111257563, 2.795528907327526]",0.9182707379182264,0.866443432229433,0.9998057638107383,2.7845199339583977,0.03215053014884637
11,0.00018302450900981363,"[0.907690434056545, 0.8837505556729033, 0.943991357611914, 0.9389638943851003, 0.9175093281345131]","[0.8696318676319534, 0.8472690877205328, 0.8834783813533796, 0.872702599916827, 0.8788157834138387]","[0.9997955313277774, 0.9997581053880077, 0.9998332546245925, 0.9998250348946363, 0.9998384176540762]","[2.777117833016276, 2.7307777487814437, 2.8273029935898863, 2.811491529196563, 2.796163529202428]",0.9183811139721951,0.8703795440073063,0.999810068777818,2.7885707267573197,0.033329864703542184
12,0.00011828329933565683,"[0.90777355427063, 0.8838609683161419, 0.9439943164106417, 0.9390372656081881, 0.9175152466075471]","[0.8740687764863655, 0.8481982120633553, 0.883869941281146, 0.8732495751005278, 0.8794007712162241]","[0.9997966201565534, 0.9997615266835426, 0.9998341352948296, 0.9998264835487669, 0.9998403168085784]","[2.781638950913549, 2.7318207070630396, 2.8276983929866173, 2.8121133242574827, 2.7967563346323496]",0.9184362702426299,0.8717574552295236,0.9998118164984542,2.790005541970608,0.03289544988614019
