trial_number,param_hidden_layer_sizes,param_activation,param_learning_rate_init,param_batch_size,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,256,relu,0.00011851025167261408,128,0.00015769177465114242,"[0.9047366045489366, 0.8672263714212982, 0.8979037385241178, 0.9022995507839775, 0.8978191360229764]","[0.9315993379697095, 0.9031102975225008, 0.9117492773302535, 0.9132226302043134, 0.9251636871413905]","[0.9998973413989876, 0.999885161953392, 0.9998983685176245, 0.9999312493538932, 0.9999366398784274]","[2.8362332839176334, 2.770221830897191, 2.8095513843719955, 2.815453430342184, 2.8229194630427945]",0.8939970802602613,0.9169690460336335,0.9999097522204649,2.81087587851436,0.022196872708596285
1,256,logistic,8.340873144110838e-05,64,0.017833212198767014,"[0.5730202109252774, 0.5780864636150439, 0.5684528369859465, 0.5759759860872009, 0.5629209263983531]","[0.5999643494077503, 0.6034695360186436, 0.5972014994517216, 0.6025756503352501, 0.59479590846183]","[0.9980829571331113, 0.9980091698173554, 0.997590761544542, 0.9979371539183981, 0.9983314674616538]","[2.171067517466139, 2.1795651694510427, 2.16324509798221, 2.1764887903408487, 2.1560483023218366]",0.5716912848023644,0.5996013887350392,0.9979903019750122,2.1692829755124157,0.008630694167319283
2,16,logistic,0.011873808109148069,64,0.0011453417656186865,"[0.7904234401933511, 0.7780328396667349, 0.7907829764150908, 0.7956105542523305, 0.7492030078038276]","[0.8020446917950079, 0.8093525022754277, 0.8187498721192946, 0.8205997922735639, 0.7809380981605506]","[0.999786179754542, 0.9998059185970851, 0.9997845601219076, 0.9998750411921953, 0.9998823542063916]","[2.5922543117429013, 2.5871912605392478, 2.609317408656293, 2.6160853877180896, 2.53002346017077]",0.780810563666267,0.8063369913247689,0.9998268107744244,2.5869743657654602,0.030390767300846482
3,128,relu,0.0004892109559632579,64,0.00010099052774376117,"[0.9007648181333718, 0.8857470565239153, 0.9065669349240943, 0.9215671099937469, 0.9010175344474477]","[0.9270936970310554, 0.9145278804630432, 0.9189923091609837, 0.9456440199638648, 0.9254791434934511]","[0.9998944832651944, 0.9998858838053846, 0.9999064308318717, 0.9999249913365005, 0.9999381460285852]","[2.8277529984296215, 2.8001608207923434, 2.8254656749169498, 2.867136121294112, 2.8264348239694836]",0.9031326908045152,0.9263474100224798,0.9999099870535073,2.829390087880502,0.02147523111277139
4,256,relu,0.0023462741148025726,64,0.0026119928805934125,"[0.8461382428210706, 0.8765591285099884, 0.892096149428358, 0.8932046439010637, 0.8530308076243253]","[0.8717501246916083, 0.9088305270654264, 0.9164925101383035, 0.9133307225822098, 0.8766526839621696]","[0.9998564118038975, 0.9998238108395613, 0.9998690804852853, 0.9999338173594645, 0.9999210277237244]","[2.7177447793165763, 2.785213466414976, 2.808457740051947, 2.8064691838427382, 2.729604519310219]",0.8722057944569611,0.8974113136879435,0.9998808296423867,2.7694979377872913,0.038474904332364
5,16,relu,0.00019847448270388215,256,0.021120350803629964,"[0.7378921694323266, 0.7225462091515011, 0.7261264132867198, 0.7361380070520669, 0.7155887865863911]","[0.7661795763831867, 0.7486172790988597, 0.760360126435435, 0.768491815181035, 0.7466437728123229]","[0.9997008909843937, 0.9997777721083839, 0.9997591466702906, 0.9997999280722053, 0.9998249423419232]","[2.503772636799907, 2.4709412603587446, 2.4862456863924454, 2.5044297503053072, 2.462057501740637]",0.7276583171018011,0.7580585139821678,0.9997725360354393,2.4854893671194085,0.017054546664920872
6,256,logistic,1.4541969778501735e-05,32,0.014181647843079237,"[0.42205402046032864, 0.3897905883969772, 0.4186154997330134, 0.4172965990235467, 0.4246814912913179]","[0.4511840068651254, 0.4172051430558417, 0.4502424954324857, 0.44593079032584293, 0.45597959422917284]","[0.9961284125840356, 0.9952915377202625, 0.995542559864138, 0.9957499449566466, 0.9964899328486712]","[1.8693664399094896, 1.8022872691730814, 1.8644005550296372, 1.858977334306036, 1.8771510183691618]",0.41448763978103675,0.4441084059816937,0.9958404775947507,1.854436523357481,0.026751808518711343
7,256,logistic,0.01927127430851658,32,0.0001467231050810885,"[0.8706802488447173, 0.8535977133915541, 0.8665502270644115, 0.9340882326423813, 0.7871207110967323]","[0.8890924819453536, 0.8865320652848652, 0.8979074228004776, 0.9208378785169548, 0.8180109188725408]","[0.9998602110826321, 0.9997822116828439, 0.9998382233238885, 0.9999151504262085, 0.9998995881505006]","[2.7596329418727032, 2.7399119903592632, 2.764295873188778, 2.8548412615855447, 2.605031218119774]",0.8624074266079592,0.8824761534840384,0.9998590769332146,2.7447426570252125,0.08033476591461071
8,128,tanh,7.876160322236508e-05,256,0.00012618932390649897,"[0.8578717731049756, 0.7754257501418294, 0.7840173790036625, 0.8006364695259574, 0.8035667172122745]","[0.8804835866743838, 0.812940982498983, 0.8045220434919509, 0.8232740549167906, 0.8315482997510807]","[0.9998647955485392, 0.9998544656134817, 0.9998350274103331, 0.999881038598394, 0.9999089930168207]","[2.7382201553278986, 2.5882211982542938, 2.5883744499059467, 2.623791563041142, 2.635024009980176]",0.8043036177977398,0.8305537934666377,0.9998688640375137,2.634726275301891,0.05503063454066428
9,64,tanh,0.0005836049553615149,64,0.026515900329942495,"[0.698788819654946, 0.6682509212788714, 0.6819876116472979, 0.6798047555335991, 0.6858969922376303]","[0.7318687840515565, 0.6934671512446775, 0.71744194549369, 0.7053803543527097, 0.7153487479735188]","[0.9996085880434543, 0.9996021339194492, 0.9995126834261208, 0.9996223960706572, 0.9997564962962276]","[2.430266191749957, 2.361320206442998, 2.398942240567109, 2.384807505956966, 2.401002236507377]",0.682945820070469,0.7127013966232305,0.9996204595511818,2.3952676762448815,0.022508352051286942
