trial_number,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,22.75940523697261,"[0.5439171624228849, 0.5416480202931134, 0.5556629449356573, 0.5447938041805859, 0.5393561281920768]","[0.5675356809761238, 0.5640276561770334, 0.5803015651588824, 0.5689897123909037, 0.565022306940122]","[0.849624942062224, 0.849724360898265, 0.8638244158242521, 0.8460628659166963, 0.8455175722992584]","[1.961077785461233, 1.9554000373684117, 1.9997889259187918, 1.9598463824881858, 1.949896007431457]",0.5450756120048637,0.5691753843286131,0.8509508314001393,1.965201827733616,0.017733015021690945
1,0.009814740734770348,"[0.899437218451776, 0.9222206053332591, 0.9417476401498238, 0.90130771252289, 0.8920478134727325]","[0.8388789768128175, 0.8384129433228257, 0.8314753702774386, 0.8236741378616114, 0.8478370484549237]","[0.9997435185341866, 0.999789714966931, 0.9998336948151266, 0.9997155206909583, 0.9997746155299496]","[2.7380597137987803, 2.760423263623016, 2.773056705242389, 2.7246973710754596, 2.739659477457606]",0.9113521979860962,0.8360556953459234,0.9997714129074303,2.74717930623945,0.017263802514191687
2,8.460085230859255,"[0.6436732476725416, 0.6298114894293595, 0.6313081305178843, 0.6293126705096319, 0.6358518553605577]","[0.63733861960466, 0.6220164453772348, 0.6274382587345803, 0.6243685351726862, 0.6328304869595229]","[0.9300844819315717, 0.9291958001944693, 0.9473056606753247, 0.9283067553118569, 0.9261345654029662]","[2.2110963492087734, 2.1810237350010637, 2.206052049927789, 2.1819879609941752, 2.194816907723047]",0.633991478697995,0.6287984691697368,0.9322054527032378,2.1949954005709698,0.01221411335197822
3,0.00017790155916779302,"[0.9046195658192907, 0.9232480640862814, 0.9472553922356495, 0.9017790398176742, 0.8927227090426926]","[0.8641590111633488, 0.8839077840046944, 0.8768284129605571, 0.8512189550779258, 0.8709667616573136]","[0.999770083764521, 0.9998133289232434, 0.9998500972584091, 0.9997477541751959, 0.9998168930383196]","[2.7685486607471606, 2.806969177014219, 2.8239339024546157, 2.7527457490707956, 2.7635063637383257]",0.9139249542003178,0.869416184972768,0.9997996314319378,2.7831407706050237,0.02740134848972637
4,0.00044252731186798593,"[0.9046106894231077, 0.9226565029239758, 0.947065099034677, 0.901700952027069, 0.8924249753833804]","[0.8621821297572947, 0.8735809312917273, 0.8754439332390749, 0.8484601387359314, 0.8681645282920738]","[0.9997669270022251, 0.9998114659420927, 0.9998482381460074, 0.99974390410669, 0.9998136321361849]","[2.7665597461826277, 2.7960489001577957, 2.8223572704197593, 2.7499049948696905, 2.760403135811639]",0.9136916437584421,0.8655663322632204,0.9997968334666402,2.779054809488303,0.026524047468877383
5,0.3718025681423991,"[0.8142631592136396, 0.8345978161713351, 0.8572099808942358, 0.8302703390049949, 0.8038322042406163]","[0.7659058738654647, 0.7839409796077677, 0.7779185949098387, 0.760343098547943, 0.7687381086005264]","[0.9993894754232369, 0.9995349570757941, 0.9996968382741827, 0.9993862486651024, 0.9992563404773764]","[2.579558508502341, 2.6180737528548965, 2.634825414078257, 2.5899996862180403, 2.571826653318519]",0.8280346999049643,0.771369331106308,0.9994527719831385,2.598856802994411,0.02385176649489695
6,0.15097469925503462,"[0.8818768819542195, 0.913686154811525, 0.929573947093337, 0.871683007028794, 0.8783798749787095]","[0.8081681230072253, 0.8060071431919822, 0.7998294459451667, 0.7832451540255182, 0.813572811548634]","[0.9996061000538606, 0.9996759159432151, 0.9997652761092393, 0.999566521522362, 0.999556261966266]","[2.6896511050153054, 2.719369213946722, 2.729168669147743, 2.654494682576674, 2.6915089484936097]",0.8950399731733171,0.8021645355437051,0.9996340151189885,2.696838523836011,0.026176075137319954
7,0.03257201089140753,"[0.8961388034880012, 0.9220288677258065, 0.9412629538083556, 0.8992679368794166, 0.8916184051218589]","[0.8285278345391386, 0.8311556040905543, 0.8192985943558078, 0.8104907692089403, 0.8407423571890803]","[0.9997022363431786, 0.9997665334804353, 0.9998138974721235, 0.9996769821231457, 0.9997141990942403]","[2.7243688743703185, 2.7529510052967963, 2.760375445636287, 2.709435688211503, 2.7320749614051794]",0.9100633934046878,0.8260430318767042,0.9997347697026248,2.7358411949840167,0.018642556195730402
8,0.010290751609251839,"[0.899437218451776, 0.9222206053332591, 0.9417522431417684, 0.9012001049152824, 0.8920432099510385]","[0.8388789768128175, 0.8384129433228257, 0.8305247414313974, 0.821607193420188, 0.8473302100237798]","[0.9997431106776186, 0.9997886968578585, 0.9998331277404938, 0.9997142900566299, 0.9997728785991498]","[2.7380593059422123, 2.7604222455139436, 2.77211011231366, 2.7225215883921003, 2.739146298573968]",0.9113306763586249,0.8353508130022016,0.9997704207863501,2.7464519101471767,0.017606712775400872
9,0.54339619515734,"[0.8138976933364505, 0.8107458147796255, 0.8315376724453781, 0.8074083257179467, 0.7877086978444258]","[0.7635628954626782, 0.7551377142227531, 0.7519971550889848, 0.753452343105086, 0.7486302674752736]","[0.9991555830641624, 0.9994093673693827, 0.9996330931825053, 0.9991885906487213, 0.9990218345685853]","[2.576616171863291, 2.565292896371761, 2.5831679207168685, 2.560049259471754, 2.5353607998882848]",0.8102596408247654,0.7545560750709551,0.9992816937666713,2.564097409662392,0.016516738471436348
10,0.0003365666362745993,"[0.9046106894231077, 0.9231991483065964, 0.9470680584901371, 0.9017685195946367, 0.8924922022741366]","[0.8621821297572947, 0.882343198258935, 0.8757493394086531, 0.8484963630326124, 0.8689763216531899]","[0.9997679616731222, 0.999811750330991, 0.9998489553539639, 0.9997447362741433, 0.999815072606408]","[2.7665607808535246, 2.8053540968965223, 2.822666353252754, 2.7500096189013923, 2.7612835965337346]",0.9138277236177229,0.8675494704221369,0.9997976952477258,2.7811748892875854,0.027880765533088832
11,0.00011987071386944381,"[0.9046870194449231, 0.9233184762917955, 0.9472553922356495, 0.9019266874653219, 0.8927256682792095]","[0.8641951884143055, 0.8843709178054189, 0.8771771059320688, 0.8519540398007489, 0.8715705496202065]","[0.9997712928162048, 0.9998143429023757, 0.9998504929633054, 0.9997492680258553, 0.9998189212993744]","[2.768653500675433, 2.80750373699959, 2.8242829911310237, 2.7536299952919263, 2.7641151391987906]",0.91398264874338,0.8698535603145497,0.9998008636014231,2.783637072659353,0.0273047481684263
12,0.0001189878910030458,"[0.9046870194449231, 0.9233184762917955, 0.9472553922356495, 0.9024028779415123, 0.8927256682792095]","[0.8641951884143055, 0.8843709178054189, 0.8771771059320688, 0.8536509920080539, 0.8715705496202065]","[0.9997712934159614, 0.9998144093333415, 0.9998504958601144, 0.9997492682948103, 0.9998189240160454]","[2.76865350127519, 2.807503803430556, 2.8242829940278327, 2.7558031382443766, 2.7641151419154615]",0.914077886838618,0.8701929507560108,0.9998008781840546,2.784071715778683,0.026836945745753665
13,0.0014430496540647976,"[0.9046077306243799, 0.9225734642640141, 0.9470159330108272, 0.9016179122725532, 0.8924174126251693]","[0.8534583825714219, 0.8582846218037922, 0.8712807396469181, 0.8459032296243437, 0.8597081228107858]","[0.9997626254198676, 0.999807269115588, 0.9998451115563963, 0.9997374786080472, 0.9998025043789468]","[2.7578287386156695, 2.780665355183394, 2.8181417842141414, 2.747258620504944, 2.751928039814902]",0.9136464905593888,0.8577270192914523,0.9997909978157692,2.7711645076666103,0.02614003247104549
14,0.00012070336811578716,"[0.9046870194449231, 0.9233184762917955, 0.9472553922356495, 0.9019266874653219, 0.8927256682792095]","[0.8641951884143055, 0.8843709178054189, 0.8771771059320688, 0.8519540398007489, 0.8715705496202065]","[0.9997712921473169, 0.9998143400642907, 0.9998504898936121, 0.9997492668433684, 0.9998188459947679]","[2.7686535000065455, 2.807503734161505, 2.8242829880613303, 2.7536299941094393, 2.764115063894184]",0.91398264874338,0.8698535603145497,0.9998008469886713,2.783637056046601,0.027304757859726938
15,0.0019594062855226957,"[0.9046077306243799, 0.9225304656440925, 0.9469641351490266, 0.9016073920495153, 0.8924174126251693]","[0.8534583825714219, 0.8554003483375872, 0.8653230256737119, 0.8443194275400208, 0.8597081228107858]","[0.9997604433080802, 0.9998051694397304, 0.9998434877718263, 0.9997355985961077, 0.9997995308712911]","[2.757826556503882, 2.77773598342141, 2.8121306485945645, 2.7456624181856437, 2.7519250663072463]",0.9136254272184366,0.8556418613867056,0.9997888459974071,2.7690561346025495,0.02407320678336639
16,0.0016835970864357555,"[0.9046077306243799, 0.9225734642640141, 0.9470159330108272, 0.9016119929236815, 0.8924174126251693]","[0.8534583825714219, 0.8582846218037922, 0.8712807396469181, 0.8447891392843094, 0.8597081228107858]","[0.9997613082973928, 0.9998065943783638, 0.999844000882951, 0.9997361161705192, 0.9998013821932322]","[2.757827421493195, 2.7806646804461703, 2.818140673540696, 2.74613724837851, 2.7519269176291874]",0.9136453066896143,0.8575042012234455,0.9997898803844919,2.7709393882975517,0.02634800370023647
17,0.00010464973457222424,"[0.9046870194449231, 0.9233230798134896, 0.9472553922356495, 0.9024829580215925, 0.8927256682792095]","[0.8641951884143055, 0.8848644809853933, 0.8771771059320688, 0.8541709621137318, 0.8715705496202065]","[0.9997719233037872, 0.9998151746851096, 0.9998507559002586, 0.9997495818872731, 0.9998195314547053]","[2.7686541311630157, 2.8080027354839925, 2.8242832540679768, 2.7564035020225974, 2.7641157493541213]",0.9140948235589729,0.8703956574131411,0.9998013934462268,2.784291874418341,0.026798849715486316
18,1.5501258836096359,"[0.7714846817681369, 0.7832293741527976, 0.7813518271981778, 0.7618204791307419, 0.751686909151576]","[0.7373701271675164, 0.7446810631098431, 0.7358747577577367, 0.7309389727762269, 0.7297465104516421]","[0.9957742829895437, 0.9983629991943376, 0.9991170714223969, 0.996035109991027, 0.9958813644538571]","[2.504629091925197, 2.5262734364569783, 2.5163436563783113, 2.4887945618979956, 2.477314784057075]",0.769914654280286,0.735722286252593,0.9970341656102324,2.502671106143111,0.017795189711937682
19,0.008328912950871176,"[0.899437218451776, 0.9223006854133392, 0.9417876001897838, 0.90134775256293, 0.8921680539536945]","[0.8391129623104814, 0.8440859163114617, 0.8331263490824192, 0.825514691565273, 0.8497494229211682]","[0.9997453454993077, 0.9997924532682033, 0.999834727674893, 0.9997181040874794, 0.9997784994815093]","[2.738295526261565, 2.766179054993004, 2.774748676947096, 2.7265805482156824, 2.7416959763563717]",0.9114082621143048,0.8383178684381607,0.9997738260022786,2.749499956554744,0.018041235267621115
