trial_number,param_n_neighbors,param_n_trees,param_metric,param_search_k,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,13,45,manhattan,384,"[0.7722297380099274, 0.7721972312713713, 0.794577358407022, 0.7669177063286767, 0.7775135976241289]","[0.7996463994789011, 0.8061056968343968, 0.8249175591422615, 0.7896056672421302, 0.8084410138781561]","[0.9549080726829905, 0.9727948785812863, 0.9661288461563263, 0.958631439554057, 0.9746623271840629]","[2.526784210171819, 2.5510978066870544, 2.58562376370561, 2.515154813124864, 2.5606169386863478]",0.7766871263282253,0.8057432673151691,0.9654251128317446,2.547855506475139,0.024952526086404487
1,27,22,cosine,81,"[0.6813329879618358, 0.6474128985384024, 0.678637262169014, 0.6734735365400794, 0.6720238826960689]","[0.7256880025224508, 0.690878411661441, 0.7211560266842377, 0.708442344390022, 0.7190615957998808]","[0.9610049213225603, 0.978621500358165, 0.9710410411552354, 0.9726730022762186, 0.9827561821053861]","[2.368025911806847, 2.3169128105580086, 2.370834330008487, 2.3545888832063198, 2.373841660601336]",0.67057611358108,0.7130452762116065,0.9732193294435131,2.3568407192362,0.021020325114084137
2,45,21,cosine,301,"[0.6732027262454914, 0.6863661320640903, 0.69070771072122, 0.6955130807921419, 0.6769613552434401]","[0.7026533914929601, 0.7244666811251324, 0.7226968506773861, 0.7306247136023889, 0.7166823943324659]","[0.9687181584359389, 0.9903131811149661, 0.9781560746510952, 0.981448679034078, 0.9958540205015737]","[2.3445742761743906, 2.401145994304189, 2.3915606360497015, 2.4075864734286085, 2.38949777007748]",0.6845502010132767,0.7194248062460666,0.9828980227475304,2.386873030006874,0.02213961036174687
3,15,21,manhattan,483,"[0.766780798584897, 0.7704821515408714, 0.7935234660972226, 0.7603454175436803, 0.7768063864879536]","[0.7975076625822757, 0.8073741020478801, 0.8233091154306967, 0.7841991035765382, 0.8084201296684739]","[0.9592964734632865, 0.9797112834154825, 0.9681181577531202, 0.9608616598120563, 0.974334730143579]","[2.5235849346304593, 2.557567537004234, 2.584950739281039, 2.505406180932275, 2.5595612463000066]",0.7735876440509251,0.8041620226611729,0.9684644609175048,2.546214127629603,0.028230973957369652
4,49,17,hamming,14,"[0.6493765788104845, 0.5776713781901357, 0.5880391371388078, 0.47854240823987965, 0.5930594293802776]","[0.6991379841253486, 0.6429866388059733, 0.6502907061197959, 0.5349882251676921, 0.6521888456766134]","[0.9248724873311025, 0.9053594134612994, 0.9123512404664695, 0.9269793572996491, 0.9231525570686423]","[2.2733870502669355, 2.1260174304574084, 2.150681083725073, 1.9405099907072207, 2.168400832125533]",0.5773377863519171,0.6359184799790847,0.9185430111254327,2.1317992774564343,0.10804472666571242
5,30,10,cosine,402,"[0.7347379258215938, 0.7136225184324632, 0.7077667996002576, 0.7077404552494571, 0.7374045883114281]","[0.7706394110002219, 0.7479810952121069, 0.7320265146263983, 0.7407922304351016, 0.7734024026750339]","[0.9653006008471037, 0.9844123623881984, 0.979498496624813, 0.9748558989208158, 0.9896417450197325]","[2.4706779376689196, 2.4460159760327684, 2.419291810851469, 2.4233885846053744, 2.500448736006194]",0.72025445748304,0.7529683307897725,0.9787418207601327,2.451964609032945,0.030398639392773832
6,44,47,cosine,408,"[0.6943907883926211, 0.6947189008709761, 0.7089749252734032, 0.6979796820055699, 0.6939554454228998]","[0.7249618632397715, 0.7222338400268378, 0.739741705590174, 0.7317981748296647, 0.7289542327196981]","[0.9726479340056412, 0.9895888028454428, 0.978187512617416, 0.9808491497139541, 0.9958770326250139]","[2.392000585638034, 2.406541543743257, 2.4269041434809933, 2.4106270065491886, 2.4187867107676118]",0.698003948393094,0.7295379632812293,0.9834300863614936,2.410971998035817,0.011786139540136046
7,29,41,euclidean,128,"[0.6944792530384494, 0.6987720177914041, 0.7164561335187343, 0.7268444555472167, 0.7199936685650984]","[0.7250747063839842, 0.7329857761282663, 0.7562489157430451, 0.7591918465831737, 0.7547281602340473]","[0.9653818679931102, 0.9843795575054349, 0.9734045327639163, 0.9668972794194183, 0.9795982593709401]","[2.3849358274155437, 2.4161373514251054, 2.446109582025696, 2.4529335815498086, 2.454320088170086]",0.7113091056921805,0.7456458810145034,0.973932299410564,2.430887286117248,0.02681772092221294
8,49,35,euclidean,464,"[0.6823063921959239, 0.6775726597821827, 0.7091774141996384, 0.7253243046242502, 0.6991586440969205]","[0.7109211791406858, 0.7079443546701794, 0.7470237578764316, 0.7584006502364918, 0.7366995468100919]","[0.9746960650384667, 0.9916496878687923, 0.9797873138351809, 0.9843816315784756, 0.9836910347910998]","[2.3679236363750764, 2.3771667023211545, 2.435988485911251, 2.4681065864392178, 2.419549225698112]",0.6987078829797831,0.732197897746776,0.9828411466224031,2.4137469273489627,0.03720541086611871
9,46,43,hamming,399,"[0.7338794935139974, 0.7216298884088757, 0.764371071242815, 0.7499813227035803, 0.739647152062618]","[0.7677789010298289, 0.7625182781076307, 0.8031911613145817, 0.7805130256500088, 0.7840990865098485]","[0.9825021918156692, 0.9946593010965218, 0.9829544776829153, 0.9945472739688467, 0.9938354502952675]","[2.4841605863594958, 2.478807467613028, 2.550516710240312, 2.5250416223224357, 2.5175816888677343]",0.7419017855863773,0.7796200905223797,0.9896997389718442,2.5112216150806015,0.026677795538038465
10,3,34,manhattan,250,"[0.8272465088352012, 0.8190559571451154, 0.8512514370901006, 0.8178877377005784, 0.7747956429599927]","[0.8499696941049506, 0.8302160963464833, 0.875259523516181, 0.8545002537188807, 0.7949036153634979]","[0.9412227924258216, 0.9531387670051116, 0.952013527385877, 0.934494912371195, 0.9356206217592414]","[2.6184389953659735, 2.60241082049671, 2.6785244879921586, 2.606882903790654, 2.505319880082732]",0.8180474567461976,0.8409698366099987,0.9432981241894491,2.6023154175456455,0.05567189147153277
11,3,33,manhattan,255,"[0.8272574887967715, 0.8190420368766754, 0.8509262338380681, 0.8199930008584733, 0.7769009061178874]","[0.8500035349092259, 0.8273753574664748, 0.8750865377688946, 0.8565162042922237, 0.7969164815779379]","[0.9416757564528534, 0.9531376447582722, 0.9520107734229697, 0.9355501296204436, 0.9366733972961002]","[2.6189367801588506, 2.599555039101422, 2.6780235450299323, 2.612059334771141, 2.5104907849919256]",0.8188239332975753,0.8411796232029513,0.9438095403101278,2.6038130968106543,0.05390937173084252
