trial_number,param_hidden_layer_sizes,param_activation,param_learning_rate_init,param_batch_size,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,64,logistic,0.00015798603319028853,64,0.003473236559598501,"[0.6709606538073924, 0.6827229594104114, 0.6838104444883142, 0.6900989101096887, 0.7005688086804405]","[0.6983937664866464, 0.7111064526188329, 0.7145959076969172, 0.715184693531852, 0.7341913678901885]","[0.9997136019622451, 0.9996921873246538, 0.9997677582579609, 0.999635948072442, 0.9996868475371908]","[2.369068022256284, 2.393521599353898, 2.3981741104431924, 2.4049195517139825, 2.4344470241078198]",0.6856323552992494,0.7146944376448874,0.9996992686308985,2.4000260615750353,0.02103752294195124
1,64,tanh,0.000515809468917109,128,0.00020933268932966974,"[0.8790402011796953, 0.8973088844037252, 0.9087811502242364, 0.8723212356431239, 0.9099915712058959]","[0.909136797261992, 0.9090434604678487, 0.9416547561909822, 0.9021472585375042, 0.93038814899536]","[0.999926091616166, 0.9999151560496293, 0.9999109340803107, 0.9998787239598603, 0.9999068921963218]","[2.788103090057853, 2.8062675009212033, 2.850346840495529, 2.7743472181404885, 2.840286612397578]",0.8934886085313354,0.9184740842907374,0.9999075595804576,2.8118702524025303,0.029299093081379027
2,256,tanh,0.014946854873763123,256,0.003162460308853518,"[0.8755354794870058, 0.8618332237148094, 0.8698097588738505, 0.8695742363141443, 0.8578679116546093]","[0.8959410623591979, 0.8980929430024347, 0.8911798297059252, 0.8912866091373978, 0.8816844032240616]","[0.9998909791037707, 0.9998549216230829, 0.9998761942669964, 0.999850470650413, 0.9998870591903622]","[2.7713675209499744, 2.759781088340327, 2.760865782846772, 2.760711316101955, 2.739439374069033]",0.8669241220088839,0.8916369694858034,0.999871924966925,2.7584330164616118,0.010401789817360991
3,16,logistic,0.0015025628279838907,128,0.00012067216309110533,"[0.8460619053912045, 0.8134921185001871, 0.833695931517732, 0.7878011137344546, 0.8008644293912512]","[0.8780920260286089, 0.8444108425705019, 0.8678375892809348, 0.8118918267695091, 0.8139446006078412]","[0.999864927293281, 0.9998738543656064, 0.9998748305558423, 0.9998001154786144, 0.9998331350229621]","[2.7240188587130945, 2.6577768154362955, 2.701408351354509, 2.599493055982578, 2.6146421650220546]",0.816383099706966,0.8432353770514792,0.9998493725432611,2.6594678493017065,0.04803127299752818
4,64,tanh,0.00014862536263602293,256,0.0021089425929313537,"[0.7742454873727227, 0.7952245833848822, 0.8442151270664765, 0.7853214132080067, 0.7894121969622518]","[0.7973932346676798, 0.8386131676203425, 0.8805943768098545, 0.8144400064756624, 0.8066126207936171]","[0.9998568226931959, 0.999866538704094, 0.9998950442294949, 0.9998212616608242, 0.9998379747791258]","[2.5714955447335983, 2.633704289709319, 2.7247045481058256, 2.5995826813444936, 2.595862792534995]",0.797683761598868,0.8275306812734312,0.999855528413347,2.625069971285646,0.05361805810037373
5,256,relu,0.015474611554928158,256,0.0014540196563227073,"[0.8655258852688721, 0.8933950224163751, 0.8508406353616987, 0.8793427238689984, 0.9012417906955886]","[0.8966887679580732, 0.9067069634632403, 0.8725100087263155, 0.9175034119268239, 0.9213721208695992]","[0.9999052610189509, 0.9998770567611386, 0.9998498407796794, 0.9998420355370325, 0.999877229781507]","[2.762119914245896, 2.799979042640754, 2.723200484867694, 2.796688171332855, 2.8224911413466947]",0.8780692115223065,0.9029562545888105,0.9998702847756616,2.7808957508867787,0.03471318146699878
6,256,tanh,0.008986674971424049,32,0.009648148518478433,"[0.6807181324953722, 0.7423336532974296, 0.688959022121647, 0.6894223951156958, 0.6810279232502819]","[0.6928138439358247, 0.7740389555036746, 0.7040246345372628, 0.7084247682451974, 0.713010539461348]","[0.9988367450162187, 0.9995982032561611, 0.9995354987868769, 0.999459394759192, 0.9995163051439084]","[2.3723687214474154, 2.5159708120572652, 2.3925191554457865, 2.397306558120085, 2.3935547678555382]",0.6964922252560852,0.7184625483366615,0.9993892293924714,2.414344002985218,0.05155331876275885
7,32,tanh,7.644545329994354e-05,32,0.05517551957405942,"[0.46353969672049544, 0.4693846366713158, 0.4362657598202609, 0.46009983678565886, 0.4915498435543909]","[0.4922951077166329, 0.5044544455087836, 0.46544791530645696, 0.48895092098840925, 0.5254732556364167]","[0.9953655730264731, 0.9956243976412087, 0.994954941147278, 0.9951701645604925, 0.9948138273421832]","[1.9512003774636013, 1.9694634798213082, 1.8966686162739959, 1.9442209223345606, 2.0118369265329905]",0.4641679547104244,0.4953243290313399,0.9951857807435269,1.9546780644852912,0.037342432240031774
8,128,tanh,0.0015546445916730864,32,0.0006640147973859429,"[0.873023935761033, 0.8903544681009172, 0.8882643991389334, 0.8851632026982376, 0.8700058300143217]","[0.9042105213648309, 0.9173265004010315, 0.9271782312346326, 0.9134552476587721, 0.9011942745701308]","[0.9998905899489583, 0.9999118647841825, 0.9998953881688901, 0.9998354343441614, 0.9998730057608428]","[2.777125047074822, 2.8075928332861313, 2.815338018542456, 2.7984538847011713, 2.7710731103452955]",0.8813623671426886,0.9126729550458796,0.999881256601407,2.7939165787899753,0.017148088820440874
9,32,logistic,0.0007684921398344298,128,0.0004969981295925905,"[0.8104131586830574, 0.8410990808759062, 0.7979647559829409, 0.7853197028772763, 0.829424422898037]","[0.831457902027229, 0.8681914900166473, 0.8301860634748034, 0.8024870267926988, 0.8474266077074872]","[0.9998598613687466, 0.9998891478752293, 0.9998846517241096, 0.999813711462613, 0.999881662577964]","[2.641730922079033, 2.709179718767783, 2.628035471181854, 2.587620441132588, 2.6767326931834883]",0.8128442242634435,0.8359498180037732,0.9998658070017324,2.6486598492689497,0.04159308480679405
