trial_number,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
10,0.00012676411760548286,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9351066895591411]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8615728543955771, 0.8877668211261488]","[0.9998154199723766, 0.9997780912560765, 0.999837468447362, 0.9997587166091984, 0.9998572566397371]","[2.793057986617823, 2.7777180543545774, 2.81678963544049, 2.7582885117851195, 2.822730767325027]",0.9158411127590739,0.8780664877605835,0.9998093905849501,2.793716991104607,0.024023836238848986
11,0.0004058663001644444,"[0.9182046551968283, 0.9048205211361414, 0.9234518709444841, 0.8968070083679079, 0.9349499027857451]","[0.870656130614977, 0.8700836114601442, 0.8873431901869716, 0.8593228727657289, 0.8851971433016185]","[0.9998121974364252, 0.999774283866336, 0.9998331748351172, 0.9997450793628829, 0.9998544830628043]","[2.7886729832482304, 2.774678416462622, 2.810628235966573, 2.7558749604965196, 2.820001529150168]",0.9156467916862214,0.8745205896658881,0.9998038437127132,2.7899712250648228,0.023352267329417736
12,0.00011589180535576585,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9351066895591411]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8615728543955771, 0.8877668211261488]","[0.9998154342704041, 0.9997792640414535, 0.9998375327844073, 0.9997589386228988, 0.999857410368605]","[2.7930580009158508, 2.7777192271399542, 2.8167896997775355, 2.75828873379882, 2.822730921053895]",0.9158411127590739,0.8780664877605835,0.9998097160175539,2.7937173165372107,0.024023663965936446
13,0.0017447879321251486,"[0.9181570134646811, 0.9046055258479104, 0.9234582394092099, 0.896767008367908, 0.9344717525409]","[0.8563071919233589, 0.8544160173940702, 0.8794146404320742, 0.8467577924959018, 0.8795588556419428]","[0.9998063863497427, 0.9997680151536464, 0.9998278515702728, 0.9997358780691239, 0.9998497790994765]","[2.774270591737783, 2.7587895583956272, 2.802700731411557, 2.7432606789329337, 2.8138803872823193]",0.9154919079261219,0.8632908995774695,0.9997975820484525,2.7785803895520442,0.026403083321674792
14,0.003415260714191096,"[0.9181405761532099, 0.9045654858078704, 0.9234064406715067, 0.8967640489124475, 0.9344151931174474]","[0.8500730177822369, 0.851294990391904, 0.8714212416763061, 0.8413310159939583, 0.8724914262765536]","[0.9998020182163769, 0.9997534215141574, 0.9998247168413905, 0.9997324892510565, 0.9998457217693193]","[2.7680156121518236, 2.755613897713932, 2.794652399189203, 2.7378275541574624, 2.80675234116332]",0.9154583489324963,0.8573223384241919,0.9997916735184601,2.772572360875148,0.02518473414597484
15,0.0001669603605891106,"[0.9183552277229836, 0.9050125853751669, 0.9235622442845123, 0.896883454301856, 0.9351066895591411]","[0.873789168264167, 0.8717375663807162, 0.8922465995840964, 0.8609360548823161, 0.8873604518437717]","[0.9998152086320238, 0.9997775527167421, 0.9998370490703731, 0.9997572651639777, 0.9998565980555294]","[2.7919596046191746, 2.7765277044726253, 2.815645892938982, 2.75757677434815, 2.822323739458442]",0.9157840402487321,0.8772139681910135,0.9998087347277291,2.792806743167475,0.024082172991178884
16,0.0010416141513934839,"[0.9181645750365077, 0.904694482980809, 0.9234472684821666, 0.8968070083679079, 0.934474711558506]","[0.8586741694913449, 0.8665812491425416, 0.8837047996474285, 0.8578489849010715, 0.8828322341526325]","[0.9998086728087487, 0.9997714776995542, 0.9998303453862608, 0.9997375239278603, 0.99985279861019]","[2.7766474173366014, 2.7710472098229046, 2.806982413515856, 2.75439351719684, 2.8171597443213288]",0.9155176092851794,0.8699282874670038,0.9998001636865228,2.7852460604387064,0.023316842455842646
17,1.3741233245262383,"[0.7746093880592478, 0.7894357496891576, 0.7685876739347002, 0.7589369799672566, 0.7647988943083074]","[0.7371396300969666, 0.7477033841445981, 0.7334805415748658, 0.7370718765543053, 0.7350427294473131]","[0.9989176718854529, 0.9964346301382063, 0.9968302306144645, 0.9947975075576774, 0.9990872836275454]","[2.510666690041667, 2.533573763971962, 2.4988984461240307, 2.4908063640792393, 2.4989289073831658]",0.771273737191734,0.7380876323636099,0.9972134647646692,2.5065748343200127,0.0149111855584385
18,0.008253640715488944,"[0.9179318417431993, 0.9043534495372456, 0.9231286650348852, 0.893803235311036, 0.9341396892351402]","[0.8434367502970985, 0.8449444677246573, 0.8577726905156849, 0.8386207287236094, 0.864000618002152]","[0.9997950352752903, 0.9997415675096651, 0.9998125276384375, 0.9997166807492774, 0.9998403059493587]","[2.761163627315588, 2.749039484771568, 2.7807138831890077, 2.7321406447839225, 2.7979806131866507]",0.9146713761723013,0.8497550510526406,0.9997812234244059,2.764207650649347,0.023154701080017985
19,0.00042566550332089786,"[0.9182046551968283, 0.9048205211361414, 0.9234518709444841, 0.8968070083679079, 0.9349499027857451]","[0.870656130614977, 0.8700836114601442, 0.8873431901869716, 0.8593228727657289, 0.8851971433016185]","[0.9998120432016292, 0.9997741491404919, 0.9998331541181069, 0.9997449193077995, 0.9998544386558886]","[2.7886728290134344, 2.7746782817367777, 2.8106282152495625, 2.755874800441436, 2.820001484743252]",0.9156467916862214,0.8745205896658881,0.9998037408847832,2.789971122236892,0.023352318342437926
20,0.007321953985231836,"[0.9180166050557854, 0.9043564085548518, 0.9232885051947254, 0.893803235311036, 0.9342199299573066]","[0.8464131951571666, 0.8460202016327524, 0.8649939398517874, 0.8390890634446361, 0.8669023038079218]","[0.999795821319276, 0.9997430295725301, 0.9998133598406563, 0.9997201329240321, 0.9998408451636825]","[2.764225621532228, 2.7501196397601344, 2.788095804887169, 2.732612431679704, 2.800963078928911]",0.9147369368147411,0.8526837407788529,0.9997826377640354,2.767203315357629,0.024793005550714464
21,0.00010321775378067671,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9352413696938213]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8621774397296319, 0.8878387659975019]","[0.9998155929473027, 0.9997794427912919, 0.9998378713867264, 0.9997595266216044, 0.9998575329316715]","[2.7930581595927495, 2.7777194058897927, 2.816790038379854, 2.75889390713158, 2.8229376686229948]",0.9158680487860099,0.8782017938016651,0.9998099933357194,2.793879835923394,0.023895961508519026
22,0.00010392758774233537,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9352413696938213]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8621774397296319, 0.8878387659975019]","[0.999815591878551, 0.9997794425913719, 0.9998377765026458, 0.9997595264561986, 0.999857531055675]","[2.7930581585239977, 2.7777194056898726, 2.816789943495774, 2.7588939069661746, 2.822937666746998]",0.9158680487860099,0.8782017938016651,0.9998099736968886,2.7938798162845635,0.023895942941135753
23,0.0005102032039927739,"[0.9181645750365077, 0.9047804810961014, 0.9234518709444841, 0.8968070083679079, 0.9349499027857451]","[0.8653011127538024, 0.8697385631150961, 0.8873431901869716, 0.8593228727657289, 0.8851971433016185]","[0.9998112346586214, 0.9997733795714994, 0.9998330440272848, 0.9997442681572852, 0.9998542246797908]","[2.7832769224489313, 2.774292423782697, 2.8106281051587403, 2.7558741492909222, 2.8200012707671545]",0.9156307676461493,0.8733805764246435,0.9998032302188964,2.788814574289689,0.023558735995418627
24,0.00010272949139044991,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9352443287114274]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8621774397296319, 0.8882647447912093]","[0.9998156598818346, 0.9997795719980774, 0.9998380944471961, 0.9997595272904062, 0.9998575336351702]","[2.7930582265272816, 2.7777195350965784, 2.8167902614403237, 2.758893907800382, 2.8233666071378067]",0.9158686405895311,0.8782869895604065,0.999810077450537,2.7939657076004742,0.024000691388936273
25,0.0006577434807219494,"[0.9181645750365077, 0.9047374820384552, 0.9234518709444841, 0.8968070083679079, 0.9349499027857451]","[0.8586741694913449, 0.8693981932575332, 0.8870772255884467, 0.8593228727657289, 0.8851971433016185]","[0.999810394227354, 0.9997731733317872, 0.9998321440166578, 0.9997421725666942, 0.9998539400090842]","[2.7766491387552064, 2.7739088486277756, 2.8103612405495886, 2.755872053700331, 2.820000986096448]",0.9156221678346201,0.8719339208809345,0.9998023648303155,2.7873584535458695,0.024006823247674808
26,0.00030742637997959024,"[0.9182750674023424, 0.9048251251877067, 0.9235193245701164, 0.8968070083679079, 0.9350172428530851]","[0.8731547336515448, 0.8705904420857711, 0.8873794197175217, 0.8593228727657289, 0.8852332007261086]","[0.9998132994294813, 0.9997754685504096, 0.9998346883743199, 0.9997496508766852, 0.9998552864505456]","[2.7912431004833684, 2.7751910358238874, 2.8107334326619577, 2.755879532010322, 2.820105730029739]",0.9156887536762317,0.875136133789335,0.9998056787362882,2.790630566201855,0.023320802715655533
27,0.8516238155611082,"[0.8069109664082119, 0.8051527463235284, 0.8064707465640383, 0.785177361974316, 0.7942586355987278]","[0.7689314804695242, 0.7575548642611533, 0.765773104213993, 0.7496657722405828, 0.7552141630753382]","[0.9993333777332362, 0.9985565908644607, 0.9988073318220606, 0.9979049694996381, 0.9994334660327414]","[2.575175824610972, 2.5612642014491422, 2.571051182600092, 2.5327481037145367, 2.5489062647068073]",0.7995940913737645,0.7594278768521183,0.9988071471904274,2.55782911541631,0.015467421306204506
28,0.005789221793839904,"[0.9181241388417385, 0.9045195277326181, 0.9233988785347536, 0.8942640489124476, 0.9343675107468132]","[0.8475034546621067, 0.8500379258154562, 0.8693739876361293, 0.8375003643537634, 0.8716122013894703]","[0.9997976588981714, 0.9997465834670778, 0.9998169467019011, 0.9997220798615166, 0.9998423346502581]","[2.7654252524020166, 2.754304037015152, 2.7925898128727837, 2.731486493127728, 2.805822046786542]",0.9149348209536742,0.8552055867713853,0.9997851207157851,2.7699255284408446,0.026623571258366084
29,0.0011104268553876805,"[0.9181645750365077, 0.904694482980809, 0.9234472684821666, 0.8968070083679079, 0.934474711558506]","[0.8586741694913449, 0.8665812491425416, 0.8837047996474285, 0.8578489849010715, 0.8807032018945677]","[0.9998083922069476, 0.9997713680461208, 0.9998302477473068, 0.9997374084201986, 0.9998522628286117]","[2.7766471367348, 2.771047100169471, 2.806982315876902, 2.7543934016891782, 2.8150301762816854]",0.9155176092851794,0.8695024810153908,0.9997999358498371,2.7848200261504075,0.02274242442861451
30,0.0002539075107948168,"[0.9182750674023424, 0.9048251251877067, 0.9235592846100765, 0.8968099678233681, 0.935061966206113]","[0.8731547336515448, 0.8705904420857711, 0.891210600720029, 0.8599445180243329, 0.8860884385741735]","[0.9998139704684048, 0.9997757294165527, 0.9998357725162825, 0.9997510991462671, 0.9998555049760676]","[2.791243771522292, 2.7751912966900303, 2.8146056578463883, 2.756505584993968, 2.8210059097563542]",0.9157062822459213,0.8761977466111702,0.9998064153047149,2.7917104441618066,0.024061991769752086
31,0.0001486593488227897,"[0.918398266463186, 0.9050125853751669, 0.9236821244043923, 0.896883454301856, 0.9351066895591411]","[0.8744471954923901, 0.8717375663807162, 0.8932700425887355, 0.8609360548823161, 0.8873604518437717]","[0.999815271082936, 0.9997779870002448, 0.9998373126598769, 0.999757646127804, 0.9998568815170757]","[2.7926607330385123, 2.7765281387561283, 2.816789479653005, 2.757577155311976, 2.8223240229199886]",0.9158166240207486,0.8775502622375859,0.9998090196775875,2.7931759059359225,0.024297729065003878
32,0.00010762613794457279,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9352413696938213]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8615728543955771, 0.8878387659975019]","[0.9998155855800672, 0.9997794385646176, 0.9998375540015716, 0.9997594127817524, 0.9998575270769117]","[2.7930581522255142, 2.7777194016631186, 2.8167897209946995, 2.7582892079576737, 2.8229376627682345]",0.9158680487860099,0.878080876734854,0.999809903600984,2.793758829121848,0.024073531192035015
33,0.0010493280485233153,"[0.9181645750365077, 0.904694482980809, 0.9234472684821666, 0.8968070083679079, 0.934474711558506]","[0.8586741694913449, 0.8665812491425416, 0.8837047996474285, 0.8578489849010715, 0.8828322341526325]","[0.999808672522203, 0.9997714774996342, 0.9998303010537497, 0.9997375201883169, 0.999852795761443]","[2.7766474170500555, 2.771047209622985, 2.806982369183345, 2.7543935134572965, 2.8171597414725817]",0.9155176092851794,0.8699282874670038,0.9998001534050693,2.7852460501572525,0.0233168344456363
34,0.00028232751226168204,"[0.9182750674023424, 0.9048251251877067, 0.9235592846100765, 0.8968070083679079, 0.9350573632141684]","[0.8731547336515448, 0.8705904420857711, 0.891210600720029, 0.8593228727657289, 0.8856187248504521]","[0.9998137743030915, 0.9997755886778786, 0.999835181261429, 0.9997500738014514, 0.9998553328915877]","[2.7912435753569786, 2.7751911559513562, 2.8146050665915343, 2.755879954935088, 2.8205314209562085]",0.9157047697564404,0.8759794748147052,0.9998059901870876,2.7914902347582333,0.024130888033236438
35,3.8701303841581054,"[0.7005625316144811, 0.7350558638887675, 0.7268448549744211, 0.7212504926021696, 0.730332968144249]","[0.6993797122613741, 0.7275469744411897, 0.7200858474593191, 0.7215459527711238, 0.7296293818973658]","[0.9860988217162212, 0.9733746691739824, 0.9737270823968881, 0.963842295029026, 0.9866786598148284]","[2.3860410655920763, 2.4359775075039396, 2.4206577848306283, 2.406638740402319, 2.4466410098564433]",0.7228093422448176,0.7196375737660745,0.9767443056261891,2.419191221637081,0.02141923763839235
36,0.00010500863965835685,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9352413696938213]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8621774397296319, 0.8878387659975019]","[0.9998155920677388, 0.999779441077795, 0.9998375569564335, 0.9997594149292334, 0.9998575299177566]","[2.7930581587131855, 2.777719404176296, 2.8167897239495616, 2.758893795439209, 2.8229376656090794]",0.9158680487860099,0.8782017938016651,0.9998099069897914,2.7938797495774663,0.02389593342737619
37,0.0023532763204267494,"[0.9181524104727365, 0.9045654858078704, 0.9234464007114667, 0.8967640489124475, 0.9344612315137429]","[0.8558003567690965, 0.851294990391904, 0.8727420082336095, 0.8462905175515907, 0.8745615536876433]","[0.9998047745623522, 0.9997633989302699, 0.9998273262393953, 0.999734554668191, 0.999848252410436]","[2.7737575418041853, 2.7556238751300444, 2.796015735184471, 2.7427891211322293, 2.808871037611822]",0.9154779154836529,0.8601378853267688,0.9997956613621289,2.7754114621725505,0.02450542977964982
38,0.0002509448112067311,"[0.9182750674023424, 0.9048251251877067, 0.9235592846100765, 0.8968099678233681, 0.935061966206113]","[0.8731547336515448, 0.8705904420857711, 0.891210600720029, 0.8599445180243329, 0.8860884385741735]","[0.9998139753491615, 0.9997757324892451, 0.999835773688705, 0.9997511007111318, 0.9998555043764797]","[2.7912437764030487, 2.7751912997627226, 2.8146056590188104, 2.756505586558833, 2.8210059091567663]",0.9157062822459213,0.8761977466111702,0.9998064173229446,2.7917104461800357,0.024061990948131332
39,20.996952793217048,"[0.5498751580438848, 0.5574037782180694, 0.5435884489506616, 0.5591614678908731, 0.5654345490685528]","[0.5726746607901775, 0.579096818044585, 0.5652850359034567, 0.5787065808963863, 0.5870970299361808]","[0.8625429831258292, 0.8594962163660144, 0.8631008307555363, 0.8516837845408111, 0.8679611546213017]","[1.9850928019598912, 1.9959968126286687, 1.9719743156096545, 1.9895518333280702, 2.0204927336260354]",0.5550926804344083,0.5765720251141573,0.8609569938818986,1.992621699430464,0.016003804359490625
40,0.017987676846314138,"[0.9176919029125132, 0.9040323878832105, 0.9228708208471827, 0.8935464732330776, 0.9339361284121178]","[0.8342287977196952, 0.8393341265168671, 0.8517743605199566, 0.8310010775783262, 0.8603985085383233]","[0.9997829001124743, 0.9997217475525869, 0.9997990912145067, 0.9996822115849501, 0.9998318821773223]","[2.7517036007446825, 2.7430882619526646, 2.774444272581646, 2.724229762396354, 2.7941665191277636]",0.9144155426576204,0.8433473741746337,0.999763566528368,2.757526483360622,0.024412061115362448
41,0.00010221665336563633,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9352443287114274]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8621774397296319, 0.8882647447912093]","[0.999815661817843, 0.9997795726427546, 0.9998380955709869, 0.9997595279937244, 0.9998575353382695]","[2.79305822846329, 2.7777195357412556, 2.8167902625641146, 2.7588939085037003, 2.823366608840906]",0.9158686405895311,0.8782869895604065,0.9998100786727158,2.793965708822653,0.02400069171247374
42,0.0006785619929857019,"[0.9181645750365077, 0.9047374820384552, 0.9234518709444841, 0.8968070083679079, 0.9349499027857451]","[0.8586741694913449, 0.8693981932575332, 0.8870772255884467, 0.8593228727657289, 0.8851971433016185]","[0.9998103823167654, 0.9997727583976044, 0.9998320098507353, 0.9997421636548448, 0.9998538212647071]","[2.7766491268446183, 2.7739084336935926, 2.810361106383666, 2.7558720447884815, 2.820000867352071]",0.9156221678346201,0.8719339208809345,0.9998022270969313,2.7873583158124857,0.024006815138350724
43,0.00010351594799508976,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9352413696938213]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8621774397296319, 0.8878387659975019]","[0.9998155929473027, 0.9997794425913717, 0.9998378711522418, 0.999759526856044, 0.9998575319936732]","[2.7930581595927495, 2.7777194056898726, 2.8167900381453697, 2.75889390736602, 2.822937667684996]",0.9158680487860099,0.8782017938016651,0.9998099931081267,2.793879835695802,0.023895961193824856
44,94.689663175185,"[0.2840082061894258, 0.2779490230521159, 0.28417245969201643, 0.28256950586651414, 0.28205574046467796]","[0.3014038481785066, 0.296197030842938, 0.30191562473956, 0.3028172290366172, 0.2999363745007673]","[0.7335493018789967, 0.7419335780861871, 0.7426756169328539, 0.7296473668138209, 0.7474789301341221]","[1.3189613562469291, 1.316079631981241, 1.3287637013644304, 1.3150341017169522, 1.3294710450995675]",0.28215098705295005,0.3004540214596778,0.7390569587691962,1.321661967281824,0.00622576409221507
45,0.00018246516848328582,"[0.918315147562663, 0.9050125853751669, 0.9235622442845123, 0.896883454301856, 0.9351066895591411]","[0.87346677681029, 0.8717375663807162, 0.8922465995840964, 0.8609360548823161, 0.8873604518437717]","[0.9998150844321532, 0.9997767104876111, 0.9998361265015759, 0.9997539588994492, 0.9998565276329588]","[2.7915970088051063, 2.7765268622434944, 2.8156449703701845, 2.7575734680836215, 2.8223236690358715]",0.9157760242166677,0.8771494899002381,0.9998076815907497,2.7927331957076555,0.024086046340567147
46,0.000588093601395965,"[0.9181645750365077, 0.9047775220784952, 0.9234518709444841, 0.8968070083679079, 0.9349499027857451]","[0.8653011127538024, 0.8697317202806079, 0.8870772255884467, 0.8593228727657289, 0.8851971433016185]","[0.9998109668745718, 0.999773172375125, 0.9998327170380538, 0.9997433933811603, 0.9998540303851294]","[2.783276654664882, 2.774282414734228, 2.8103618135709847, 2.755873274514797, 2.820001076472493]",0.9156301758426281,0.8733260149380409,0.9998028560108081,2.788759046791477,0.02351105045932092
47,0.00021888367869406762,"[0.9182750674023424, 0.9048251251877067, 0.9235592846100765, 0.8968099678233681, 0.9351066895591411]","[0.8731547336515448, 0.8705904420857711, 0.891210600720029, 0.8599445180243329, 0.8873604518437717]","[0.9998144723055391, 0.9997763537716995, 0.9998359279610759, 0.9997531574270506, 0.999855755419663]","[2.7912442733594265, 2.7751919210451774, 2.8146058132911813, 2.7565076432747517, 2.822322896822576]",0.915715226916527,0.8764521492650899,0.9998071333770057,2.791974509558623,0.024385600850807133
48,0.0018374922685434226,"[0.9181524104727365, 0.9045654858078704, 0.9234493603859025, 0.896767008367908, 0.9344717525409]","[0.8558003567690965, 0.851294990391904, 0.8739556209946292, 0.8465025341982674, 0.8768936631571728]","[0.9998063267721657, 0.999767977028565, 0.9998277390028292, 0.9997354699061072, 0.9998493756164984]","[2.773759094013999, 2.7556284532283395, 2.797232720383361, 2.7430050124722825, 2.8112147913145713]",0.9154812035150636,0.8608894331022141,0.999797377665233,2.7761680142825105,0.025296084984334836
49,0.00010810224072433061,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9352413696938213]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8615728543955771, 0.8878387659975019]","[0.9998155882795863, 0.9997794385646176, 0.9998375535569185, 0.9997594118439946, 0.9998575265733333]","[2.793058154925033, 2.7777194016631186, 2.8167897205500463, 2.758289207019916, 2.8229376622646565]",0.9158680487860099,0.878080876734854,0.9998099037636899,2.793758829284554,0.024073531245503276
50,0.38071955931154733,"[0.8126266027415047, 0.8434089168091232, 0.8214769418352479, 0.7943411047865249, 0.8280122754845738]","[0.7522571152818572, 0.7758469820292367, 0.7542053445686627, 0.7425370674871892, 0.7580748871225402]","[0.9995839597868431, 0.999342829323163, 0.9995033061624393, 0.9990199066630371, 0.9996534417694778]","[2.564467677810205, 2.618598728161523, 2.57518559256635, 2.5358980789367513, 2.585740604376592]",0.8199731683313949,0.7565842792978972,0.999420688740992,2.575978136370284,0.0270235098091619
51,0.00011516467096532244,"[0.9184383466235065, 0.9050214624279853, 0.9236821244043923, 0.896956940780344, 0.9351066895591411]","[0.8748042200219401, 0.8729185006705156, 0.8932700425887355, 0.8615728543955771, 0.8877668211261488]","[0.9998154354429019, 0.9997792654486315, 0.9998375334187398, 0.9997590900720428, 0.9998574446739106]","[2.7930580020883484, 2.7777192285471326, 2.8167897004118676, 2.758288885247964, 2.8227309553592006]",0.9158411127590739,0.8780664877605835,0.9998097538112454,2.793717354330903,0.024023627510610848
52,0.00033524307157878683,"[0.9182750674023424, 0.9048251251877067, 0.9235193245701164, 0.8968070083679079, 0.9350172428530851]","[0.8728756706807809, 0.8705904420857711, 0.8873794197175217, 0.8593228727657289, 0.8852332007261086]","[0.9998130703313325, 0.9997748184368308, 0.9998345936963123, 0.9997495044049012, 0.9998551581767131]","[2.790963808414456, 2.7751903857103084, 2.8107333379839505, 2.755879385538538, 2.8201056017559067]",0.9156887536762317,0.8750803211951823,0.999805429009218,2.7905745038806318,0.02331968362047224
