trial_number,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_criterion,param_class_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
10,252,48,20,1,sqrt,True,entropy,balanced_subsample,"[0.9385840662344468, 0.9222237251396226, 0.9455176765351545, 0.9446763664553068, 0.9390927799595471]","[0.8388979634116034, 0.8199310078098537, 0.8529616189458519, 0.8284554444915001, 0.8442685084809999]","[0.9994010898230097, 0.9995400518879175, 0.9996138547295808, 0.9995349980086656, 0.9994680854415638]","[2.7768831194690597, 2.741694784837394, 2.798093150210587, 2.7726668089554725, 2.7828293738821106]",0.9380189228648155,0.8369029086279618,0.9995116159781474,2.774433447470925,0.01849981107798718
11,254,50,20,1,sqrt,True,entropy,balanced_subsample,"[0.9386147796326206, 0.9220682252274964, 0.9450439239681357, 0.9309198157869915, 0.9371521601403893]","[0.8393778843807677, 0.8167950643918295, 0.8524019163293006, 0.8206023050816937, 0.8442807127828575]","[0.9995337376893666, 0.9994984139856156, 0.9996182143019208, 0.9994875428556927, 0.9994107047979319]","[2.777526401702755, 2.7383617036049417, 2.797064054599357, 2.751009663724378, 2.7808435777211784]",0.9347597809511268,0.8346915765932899,0.9995097227261054,2.7689610802705222,0.02127397871280645
12,271,48,20,3,sqrt,True,entropy,balanced_subsample,"[0.9481208156378601, 0.9262223769108269, 0.9467557046829478, 0.934417330268868, 0.9374047028307473]","[0.8143400776953963, 0.7908972652925286, 0.8059433441268753, 0.7999079244254742, 0.8109085077434729]","[0.9996738555218792, 0.9995877720202835, 0.9993156344641754, 0.999564234299231, 0.9994186241023839]","[2.7621347488551358, 2.716707414223639, 2.7520146832739982, 2.733889488993573, 2.747731834676604]",0.93858418606625,0.8043994238567495,0.9995120240815906,2.7424956340045896,0.01576593124433337
13,233,50,20,1,sqrt,True,entropy,balanced_subsample,"[0.933582751283107, 0.9211783480308908, 0.9455035412763864, 0.9263104852948029, 0.9371492009038724]","[0.8366048279695504, 0.8185385405621858, 0.8524431393751841, 0.8190061310257307, 0.8440633041407883]","[0.9995472197606153, 0.9994958605284741, 0.9996216115387457, 0.9994928737413348, 0.9994040997166626]","[2.7697347990132726, 2.7392127491215508, 2.7975682921903164, 2.7448094900618685, 2.7806166047613234]",0.932744865357812,0.8341311886146878,0.9995123330571666,2.7663883870296666,0.021863170990825843
14,232,41,17,3,sqrt,True,entropy,balanced_subsample,"[0.9466216678706652, 0.9237179448654781, 0.9501835215613937, 0.9394767984256176, 0.9331723490000244]","[0.8151055063589691, 0.7917112960693723, 0.806858600308605, 0.8021855421819803, 0.8126800226068158]","[0.9996779793931126, 0.9995778336406086, 0.9993646000736789, 0.9995596868031261, 0.9994544808733391]","[2.761405153622747, 2.715007074575459, 2.7564067219436774, 2.741222027410724, 2.745306852480179]",0.9386344563446357,0.8057081935051486,0.999526916156773,2.7438695660065577,0.016166606178605502
15,233,43,14,1,sqrt,True,entropy,balanced_subsample,"[0.9386485718657894, 0.9218975055046876, 0.9396397022445282, 0.9346176552421022, 0.9185904556540203]","[0.8396144865436189, 0.821976876901835, 0.8554772615753954, 0.8307009709567648, 0.8386247982012662]","[0.9995330269143388, 0.9995957112546832, 0.9996404990261317, 0.9996244179668814, 0.999536021235774]","[2.777796085323747, 2.7434700936612058, 2.7947574628460554, 2.764943044165748, 2.7567512750910605]",0.9306787781022254,0.8372788788357761,0.9995859352795617,2.7675435922175633,0.01759817411749529
16,258,42,7,4,sqrt,True,entropy,balanced_subsample,"[0.9515111354758183, 0.9300177452882994, 0.9491089807310205, 0.940888733158842, 0.9364130320138151]","[0.7914176251920996, 0.7842114456728574, 0.8054184766623831, 0.8000761322922807, 0.7837154240401809]","[0.9996258678442688, 0.9995718657627112, 0.9992579620668526, 0.9995671826739775, 0.9994331253196332]","[2.742554628512187, 2.713801056723868, 2.753785419460256, 2.7405320481251003, 2.7195615813736294]",0.941587925333559,0.7929678207719603,0.9994912007334887,2.734046946839008,0.014991773522720301
17,206,46,20,8,sqrt,True,entropy,balanced_subsample,"[0.939344726329902, 0.9290073926013537, 0.9526549005580348, 0.9377772956684314, 0.9333756518372125]","[0.7484399370931081, 0.7634059992285764, 0.7612827575977394, 0.7627782556330678, 0.7443558494128094]","[0.9994986393438455, 0.9994490655342286, 0.998927549695297, 0.9994789436504757, 0.9992495580352214]","[2.6872833027668555, 2.6918624573641585, 2.7128652078510713, 2.700034494951975, 2.6769810592852434]",0.9384319933989869,0.7560525597930602,0.9993207512518136,2.6938053044438606,0.012095033014306356
18,285,36,18,3,sqrt,True,entropy,balanced_subsample,"[0.9478319882649386, 0.923708293486863, 0.9470771421912357, 0.9392060163959843, 0.9349460100472129]","[0.8141412547733333, 0.7891628185471007, 0.8075343510146241, 0.8003150134624089, 0.7878543545139164]","[0.9996639188520712, 0.9995995857197606, 0.9994169494447697, 0.9996198867694231, 0.9994869587500542]","[2.7616371618903433, 2.7124706977537243, 2.7540284426506294, 2.7391409166278162, 2.7222873233111833]",0.9385538900772469,0.7998015584622766,0.9995574599072159,2.7379129084467393,0.01852308637350792
19,258,16,14,2,sqrt,True,entropy,balanced_subsample,"[0.9364389920920138, 0.9142498672841824, 0.9472096440516693, 0.9377468536932695, 0.9501523295453371]","[0.7564812747676574, 0.7262921811326476, 0.750607462987778, 0.7511483547075128, 0.724516505046028]","[0.9989626571973785, 0.9989727113333263, 0.9990024811552755, 0.9992218018609924, 0.9989332182685203]","[2.6918829240570497, 2.6395147597501563, 2.696819588194723, 2.6881170102617746, 2.6736020528598856]",0.9371595373332944,0.7418091557283247,0.9990185739630986,2.677987267024718,0.020735096924402095
20,204,37,8,4,,True,entropy,balanced_subsample,"[0.9176935729929467, 0.9242613872306739, 0.9241173627042478, 0.8964751457055159, 0.9118004409621789]","[0.7925760354581624, 0.8004500915502181, 0.8027905238972621, 0.774309787912724, 0.7901149631194795]","[0.9892123821399386, 0.9917594289337939, 0.9982622859679989, 0.9978585863270785, 0.9902885834689488]","[2.699481990591048, 2.716470907714686, 2.7251701725695088, 2.6686435199453182, 2.692203987550607]",0.9148695819191126,0.7920482803875691,0.9934762533675517,2.7003941156742335,0.019739942946116494
21,234,44,14,1,sqrt,True,entropy,balanced_subsample,"[0.9325115278909503, 0.9207162204669828, 0.939270726465552, 0.9421209421315246, 0.923018667716758]","[0.8374694030068391, 0.8215124943038064, 0.8570959782929819, 0.8277552117466043, 0.8448611978275179]","[0.9991303836134682, 0.9996018589531448, 0.9996145787586815, 0.9996313914738192, 0.9994921500738525]","[2.7691113145112576, 2.741830573723934, 2.7959812835172153, 2.769507545351948, 2.7673720156181285]",0.9315276169343536,0.83773885703555,0.9994940725745932,2.768760546544496,0.017139434185366217
22,210,50,18,1,sqrt,True,entropy,balanced_subsample,"[0.9336210140064775, 0.922335933177707, 0.9391716789261073, 0.9364153466987348, 0.9230068683609471]","[0.8385756588382707, 0.8204990686885699, 0.8507909396769775, 0.8273705305689605, 0.8421403505429244]","[0.9991478095699471, 0.9995036213660861, 0.999602283117766, 0.9995349777059552, 0.9971718743974064]","[2.771344482414695, 2.7423386232323628, 2.789564901720851, 2.7633208549736503, 2.762319093301278]",0.9309101682339946,0.8358753096631405,0.9989921132314322,2.7657775911285674,0.015259150694588962
23,255,45,15,2,sqrt,True,entropy,balanced_subsample,"[0.9427359409427072, 0.9239872174680606, 0.944169093153482, 0.9287500196918494, 0.933045940372738]","[0.8245952065145141, 0.8068152111832707, 0.8413994960238217, 0.8105109346393307, 0.8211776841214493]","[0.999691601359728, 0.9996329289105919, 0.9993932522309678, 0.9996013046656715, 0.9994887112849503]","[2.767022748816949, 2.730435357561923, 2.7849618414082715, 2.7388622589968517, 2.7537123357791375]",0.9345376423257674,0.8208997064964774,0.9995615596903817,2.7549989085126265,0.01953338089360926
24,273,39,19,1,sqrt,True,entropy,balanced_subsample,"[0.9433645894023048, 0.9207352554805723, 0.9398816784389706, 0.9321563335389007, 0.9365476404144216]","[0.8368180557567872, 0.8174207861611922, 0.8524739608825361, 0.823261953046937, 0.840446295607834]","[0.9996325401920454, 0.9996726317711153, 0.9996223865266797, 0.9996577321231743, 0.9995483841178243]","[2.7798151853511373, 2.7378286734128796, 2.7919780258481866, 2.755076018709012, 2.77654232014008]",0.9345370994550342,0.8340842102910573,0.9996267349461678,2.768248044692259,0.019310857937561144
25,240,46,16,3,sqrt,True,entropy,balanced_subsample,"[0.9472086274811825, 0.924851234528102, 0.9467324266428314, 0.9351001768008298, 0.9366668334374612]","[0.8148422041733028, 0.7928361510435664, 0.828529090357362, 0.8037158301205574, 0.8129061218781518]","[0.9996866060963824, 0.9995810637969751, 0.9993686210115327, 0.9995947774364352, 0.9993926752799821]","[2.7617374377508677, 2.7172684493686434, 2.7746301380117258, 2.7384107843578223, 2.748965630595595]",0.9381118597780814,0.8105658795145881,0.9995247487242616,2.7482024880169305,0.019672265465799765
26,299,32,13,2,sqrt,True,entropy,balanced,"[0.9522674037714718, 0.9240805934856698, 0.9473252209608592, 0.9387553933745015, 0.94062777223587]","[0.825476433725176, 0.8043562627840298, 0.8366275464054838, 0.8180808728121939, 0.8193708138800259]","[0.999637189559811, 0.9996351647711486, 0.9995538928028377, 0.9996004026758938, 0.9995360598068929]","[2.7773810270564585, 2.7280720210408482, 2.7835066601691807, 2.756436668862589, 2.7595346459227885]",0.9406112767656744,0.820782385921382,0.9995925419233167,2.760986204610373,0.0194015973559248
27,139,32,19,5,sqrt,True,entropy,balanced_subsample,"[0.9486804626918286, 0.924992247273852, 0.9525773907121, 0.9380550002470742, 0.9344919389413167]","[0.7802100290134762, 0.7700338494688159, 0.7917807673639146, 0.7778037431698255, 0.7622039697257952]","[0.9995655746108928, 0.999508173865324, 0.9992912923340388, 0.999515413784854, 0.9993572093388022]","[2.7284560663161974, 2.694534270607992, 2.7436494504100533, 2.7153741572017536, 2.696053118005914]",0.9397594079732343,0.7764064717483656,0.9994475327867823,2.7156134125083815,0.018857071699673583
28,214,45,9,1,sqrt,True,entropy,balanced_subsample,"[0.930889949170041, 0.9198453160821785, 0.9368768664130487, 0.9322286267967216, 0.9203592826571824]","[0.8396408014270743, 0.8248492170068182, 0.8582879550991869, 0.82926750220644, 0.8423735673022925]","[0.999243549225913, 0.9995003364972221, 0.999571828617249, 0.9994877497020755, 0.9995098279078473]","[2.769774299823028, 2.744194869586219, 2.794736650129485, 2.760983878705237, 2.7622426778673224]",0.9280400082238345,0.8388838086083623,0.9994626583900613,2.7663864752222582,0.016456222161516414
29,186,40,16,2,,True,gini,balanced_subsample,"[0.9330645735324938, 0.9151616630486467, 0.9339502822376123, 0.9203099182821775, 0.90420249012417]","[0.8005149166298416, 0.7842174979805734, 0.8022530207916542, 0.782723388439298, 0.7954324952103375]","[0.9896895660291107, 0.999212165614484, 0.9978617969217294, 0.9965708239630812, 0.996721126077627]","[2.7232690561914463, 2.698591326643704, 2.734065099950996, 2.6996041306845564, 2.6963561114121344]",0.9213377854450201,0.793028263810341,0.9960110957212065,2.710377144976568,0.015354955672804604
30,244,50,18,2,,True,entropy,balanced_subsample,"[0.9155638852705039, 0.9276980482903414, 0.9277620145762665, 0.9075095574233931, 0.8978932826319224]","[0.8063440801379553, 0.8203098783013969, 0.8239162667569465, 0.7839518859449359, 0.7972885834506588]","[0.9892102964467837, 0.9914881138062706, 0.9983986552661563, 0.9953653927292873, 0.9876312612113842]","[2.711118261855243, 2.739496040398009, 2.7500769365993696, 2.6868268360976164, 2.682813127293965]",0.9152853576384855,0.8063621389183787,0.9924187438919765,2.7140662404488403,0.027095674089306937
31,277,39,19,1,sqrt,True,entropy,balanced_subsample,"[0.9433017392983665, 0.9207752955206123, 0.9403522666742647, 0.9321517310765834, 0.9369389498173463]","[0.836726386971154, 0.8178523750808683, 0.8527557706265757, 0.8209990024860745, 0.8408301942669673]","[0.9996325955219124, 0.9996723853900822, 0.9996186866373361, 0.9996568443628284, 0.9995474077212123]","[2.7796607217914326, 2.738300055991563, 2.7927267239381766, 2.7528075779254864, 2.7773165518055256]",0.9347039964774346,0.8338327458863279,0.9996255839266743,2.7681623262904367,0.019732947374523902
32,269,43,19,1,sqrt,True,entropy,balanced_subsample,"[0.9339682248396797, 0.9211252498627269, 0.9445670107472534, 0.9309893753695418, 0.9350854529415258]","[0.8376551900774366, 0.8166634602356414, 0.852986499412602, 0.8244774574874559, 0.8359182371710518]","[0.9995090158392046, 0.999602898646352, 0.9995932623679243, 0.9996316854531858, 0.999462765334855]","[2.771132430756321, 2.73739160874472, 2.7971467725277797, 2.7550985183101835, 2.7704664554474325]",0.9331470627521454,0.8335401688768375,0.9995599255283043,2.766247157157287,0.019765573245297832
33,288,47,20,3,sqrt,True,entropy,balanced_subsample,"[0.9481254191595544, 0.9236717815532507, 0.9470680066001482, 0.9303619140298109, 0.9325703383206241]","[0.8168884895176329, 0.7912313019778253, 0.8274811834480065, 0.7995136497027902, 0.8100072429350945]","[0.999669827837469, 0.9995873710188374, 0.9993379302532769, 0.9995699798258556, 0.9994150746808909]","[2.7646837365146566, 2.7144904545499133, 2.7738871203014317, 2.7294455435584566, 2.7419926559366092]",0.9363594919326775,0.80902437351627,0.999516036723266,2.7448999021722136,0.021925705013479325
34,253,38,18,1,sqrt,True,gini,balanced,"[0.9481564716917101, 0.9441420305586301, 0.9527837397633063, 0.9321615793153721, 0.9374256182279632]","[0.836128831469005, 0.8175093477168994, 0.8470510650917246, 0.8271746620962824, 0.8300640252254415]","[0.9996424421246979, 0.9997641516881495, 0.9997126413404771, 0.9997042968114097, 0.9996730000511179]","[2.783927745285413, 2.761415529963679, 2.7995474461955077, 2.759040538223064, 2.7671626435045225]",0.9429338879113963,0.8315855863198707,0.9996993064031704,2.7742187806344374,0.015361618634319067
35,224,34,12,2,,False,gini,balanced,"[0.8674582037464108, 0.8714736776012227, 0.9000818358759853, 0.8731925848099522, 0.8675060652358201]","[0.7125931730349486, 0.7470758600339649, 0.7383117605107163, 0.7450465413445769, 0.7621667322799358]","[0.9667477294398978, 0.9766707725592315, 0.983248612995808, 0.9706732443789576, 0.9681429611201474]","[2.5467991062212576, 2.5952203101944193, 2.6216422093825096, 2.5889123705334867, 2.597815758635903]",0.8759424734538783,0.7410388134408286,0.9730966640988085,2.590077950993515,0.024318868869825722
36,251,29,16,10,sqrt,True,gini,balanced,"[0.9559633948224052, 0.9245059935579267, 0.9529367502090677, 0.9424599121578613, 0.9534261008524746]","[0.7715922595050394, 0.7552117454688428, 0.7966702526155608, 0.7698717737849864, 0.781366970513711]","[0.9994608499594697, 0.9994156012569165, 0.9992828006395537, 0.9994782077284036, 0.9993832373721477]","[2.7270165042869143, 2.6791333402836863, 2.748889803464182, 2.7118098936712514, 2.7341763087383333]",0.9458584303199471,0.7749426003776281,0.9994041393912984,2.7202051700888736,0.0237561404704983
37,225,44,18,9,log2,False,gini,balanced,"[0.9580727768177364, 0.9285079417212116, 0.9560323830345532, 0.9443510522368922, 0.9547744386729375]","[0.7833194108464129, 0.7572654243504529, 0.7702688110484024, 0.7774791109355192, 0.774943282229961]","[0.9995848063520981, 0.9994640487322723, 0.9991604780318813, 0.999558319327929, 0.9994581669433293]","[2.7409769940162474, 2.685237414803937, 2.725461672114837, 2.7213884825003403, 2.729175887846228]",0.9483477184966663,0.7726552078821498,0.999445163877502,2.720448090256318,0.018779895350041164
38,154,47,15,2,sqrt,True,gini,balanced,"[0.9485630689575336, 0.9243280160076336, 0.9496558304878208, 0.9410897761608408, 0.9406017261440476]","[0.8300130812701331, 0.811309947484332, 0.8405663365294004, 0.8186691866911435, 0.8276328978670641]","[0.9996762974781775, 0.9997181166241066, 0.9996288168350518, 0.9997202329835742, 0.9996351358174894]","[2.778252447705844, 2.7353560801160723, 2.789850983852273, 2.7594791958355582, 2.767869759828601]",0.9408476835515753,0.8256382899684146,0.99967571994768,2.76616169346767,0.018460378632295826
39,195,38,10,4,log2,False,gini,balanced,"[0.9601813923570934, 0.9486486774442375, 0.9581594960433918, 0.9748920924342496, 0.9556686054049313]","[0.8064743082743384, 0.7827359119863838, 0.8223864863326513, 0.8051788223765093, 0.8044831971468918]","[0.9996361586080531, 0.999539640209915, 0.9993674629483827, 0.9996090983814058, 0.9995770907375947]","[2.7662918592394847, 2.7309242296405367, 2.779913445324426, 2.7796800131921646, 2.7597288932894175]",0.9595100527367808,0.8042517452233549,0.9995458901770704,2.763307688137206,0.01796778023798079
40,262,21,3,1,,True,gini,balanced,"[0.9046775208946112, 0.8866779355381276, 0.9231351669325564, 0.9089788366837611, 0.8960009792144735]","[0.7790502120019, 0.7835908578583645, 0.7755874673482114, 0.7931611356349707, 0.7588781360888448]","[0.9880431073086203, 0.9964333859895802, 0.9966011644335653, 0.9971845512385009, 0.9976275630879509]","[2.6717708402051317, 2.666702179386072, 2.695323798714333, 2.699324523557233, 2.652506678391269]",0.903894087852706,0.7780535617864583,0.9951779544116436,2.677125604050808,0.017705248343237494
41,287,41,19,1,sqrt,True,entropy,balanced_subsample,"[0.9385433943927608, 0.9205322008711618, 0.9444795335497035, 0.9320773077078204, 0.9329064142700377]","[0.838254437411136, 0.8149484038987203, 0.8514684255103562, 0.8243553251242038, 0.8341212173729938]","[0.9996448869788943, 0.999634731022895, 0.9996261964253292, 0.9996440256850301, 0.9995410993911326]","[2.776442718782791, 2.735115335792777, 2.7955741554853892, 2.7560766585170544, 2.7665687310341642]",0.9337077701582969,0.832629561863482,0.9996181879006562,2.765955519922435,0.02018083150037786
42,276,48,17,2,sqrt,True,entropy,balanced,"[0.9476165223848727, 0.9255155785537761, 0.9475862106479199, 0.9298118763982244, 0.9404578952697323]","[0.824485774652431, 0.8085003993248095, 0.8378649447744142, 0.8096206476393439, 0.8237640936425298]","[0.9996685747088639, 0.9996424824295821, 0.9994360906005403, 0.999594236071229, 0.9994953717219499]","[2.7717708717461678, 2.7336584603081677, 2.7848872460228744, 2.739026760108797, 2.763717360634212]",0.9381976166509052,0.8208471720067056,0.999567351106433,2.7586121397640437,0.019472390356862566
43,246,39,20,1,sqrt,True,gini,balanced_subsample,"[0.9538009925865891, 0.9411539695639272, 0.9514837541244445, 0.9319518725707708, 0.940714970560311]","[0.8340434167317988, 0.8408874017374185, 0.84412102759525, 0.8281923105727743, 0.8328653289251503]","[0.9997021332147554, 0.9997315385081055, 0.9997013922327408, 0.9996841017104379, 0.9996603827508957]","[2.787546542533143, 2.781772909809451, 2.795306173952435, 2.759828284853983, 2.773240682236357]",0.9438211118812087,0.8360218971124784,0.999695909683387,2.7795389186770736,0.01221389342584414
44,245,35,20,1,sqrt,True,gini,balanced_subsample,"[0.9535271713587486, 0.9239893182363673, 0.9512098770976006, 0.9429363454986749, 0.9407759587896568]","[0.8268177262109905, 0.8053160087678036, 0.8381764180317514, 0.8265732605553286, 0.8253433791198606]","[0.9997038006783302, 0.99972737378299, 0.9996670592048927, 0.9996956325356388, 0.9996621111628764]","[2.7800486982480694, 2.729032700787161, 2.7890533543342446, 2.7692052385896426, 2.765781449072394]",0.9424877341962097,0.8244453585371471,0.9996911954729455,2.766624288206302,0.020512322734000516
45,87,29,20,7,sqrt,False,gini,balanced,"[0.9488093238652797, 0.9482361702730704, 0.953421905626342, 0.9439085007102683, 0.9554511679955037]","[0.79605428114403, 0.7797934143193203, 0.7995515059083713, 0.7864117196389767, 0.7913712525999094]","[0.9995443789237437, 0.9994414518559199, 0.9992325380678273, 0.9995369724103663, 0.999449114521568]","[2.7444079839330535, 2.7274710364483106, 2.7522059496025406, 2.7298571927596114, 2.746271535116981]",0.9499654136940927,0.7906364347221215,0.999440891155885,2.7400427395720994,0.009670470658840472
46,222,49,18,3,log2,True,gini,balanced_subsample,"[0.95085908391481, 0.9284706153578425, 0.9523090919118791, 0.9490532862901437, 0.9571841937659293]","[0.8204996896810841, 0.7801716162686476, 0.8306370587649006, 0.8026597091424189, 0.8240794475664837]","[0.999577999892961, 0.9996337425854432, 0.9994085928510676, 0.9996552469625386, 0.9995980596474208]","[2.770936773488855, 2.7082759742119333, 2.782354743527847, 2.751368242395101, 2.780861700979834]",0.9475752542481211,0.8116095042847069,0.9995747283878863,2.758759486920714,0.02755629096917532
47,242,43,17,2,sqrt,True,gini,balanced_subsample,"[0.9537988410778216, 0.9244301368499045, 0.9520825670464926, 0.9381855047687008, 0.9364789115175678]","[0.8271905286441055, 0.8041087069113854, 0.8412629681199298, 0.8210008699579587, 0.8224333746232976]","[0.9996564615502712, 0.9997152209329812, 0.9996175830051751, 0.9996610966906562, 0.9996081016043347]","[2.7806458312721984, 2.728254064694271, 2.7929631181715977, 2.7588474714173157, 2.7585203877452]",0.9409951922520975,0.8231992896513354,0.9996516927566838,2.7638461746601166,0.02213673053514533
48,192,41,13,1,sqrt,True,gini,balanced_subsample,"[0.9491559113576183, 0.9208522723800656, 0.9453949742962803, 0.9321363646054796, 0.9416879337914523]","[0.8367179445368564, 0.8144477448167371, 0.8476226213927349, 0.8338166270682562, 0.8389579747890449]","[0.9997969921367278, 0.9997765573900631, 0.9997252596141952, 0.9997012891630753, 0.9996921159665206]","[2.7856708480312027, 2.735076574586866, 2.7927428553032105, 2.765654280836811, 2.780338024547018]",0.9378454912861793,0.8343125825207259,0.9997384428541164,2.771896516661022,0.020446196405683632
49,118,24,6,3,sqrt,True,gini,balanced,"[0.9595483075407976, 0.9271437459520253, 0.9534213636456335, 0.9409688118831135, 0.95587813428704]","[0.8064687352064405, 0.7664458317410896, 0.7780973283592845, 0.785245265997685, 0.7986358964568976]","[0.9994350748904475, 0.999152541856528, 0.9992540637029629, 0.9992838035897975, 0.9992920888044157]","[2.765452117637685, 2.692742119549643, 2.7307727557078807, 2.725497881470596, 2.7538061195483534]",0.947392072661722,0.7869786115522794,0.9992835145688304,2.733654198782832,0.025162805914740422
