trial_number,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,0.20173786271782274,"[0.9028116024955097, 0.878936319063548, 0.8473794706281633, 0.895058765434122, 0.8701666294703163]","[0.8038940734073647, 0.8027168722410074, 0.7810292772694792, 0.8084246498697111, 0.7837891005877657]","[0.9996330273725795, 0.9996289794222076, 0.9992544049077938, 0.9996187930170547, 0.9996854844113763]","[2.706338703275454, 2.681282170726763, 2.6276631528054364, 2.7031022083208875, 2.6536412144694586]",0.8788705574183318,0.7959707946750656,0.9995641378262023,2.6744054899195993,0.03002173117933193
1,1.7737276482506792,"[0.7616660726170206, 0.7700033649198104, 0.765329410431838, 0.7760204763014685, 0.7763425918834703]","[0.7339504847969097, 0.7419704900316205, 0.7373231159810096, 0.7380853877047161, 0.7430001344430065]","[0.9981036768834354, 0.997901468128905, 0.9865348458225286, 0.9937398965431845, 0.9967933560850648]","[2.4937202342973657, 2.509875323080336, 2.489187372235376, 2.507845760549369, 2.5161360824115415]",0.7698723832307215,0.7388659225914525,0.9946146486926237,2.503352954514798,0.010193998005649177
2,0.005564529299329969,"[0.940736757382278, 0.9107331980589829, 0.8731683079466189, 0.9203059375636593, 0.9279215373670061]","[0.8611563363888187, 0.8516138995740882, 0.8296104545188308, 0.8632503675978594, 0.8712590586946622]","[0.9997751838364978, 0.9997753078423279, 0.9996891783362346, 0.9998041442651427, 0.9998221131298828]","[2.8016682776075945, 2.762122405475399, 2.7024679408016845, 2.7833604494266613, 2.799002709191551]",0.9145731476637092,0.8553780233548519,0.9997731854820172,2.769724356500578,0.03645488766771521
3,0.11613567037801704,"[0.9343007955840741, 0.9076921272619132, 0.860078738199121, 0.9076053903228174, 0.8902598566026448]","[0.8348666675757568, 0.8305100252820747, 0.7969165281376699, 0.8292467915038516, 0.807642993919952]","[0.9996752056431785, 0.9996812653277694, 0.9994381036376866, 0.9996883694909138, 0.9997260508535163]","[2.768842668803009, 2.7378834178717573, 2.6564333699744775, 2.736540551317583, 2.697628901376113]",0.8999873815941142,0.819836601283861,0.9996417989906128,2.719465781868588,0.03877826280236805
4,22.78671529202062,"[0.5506217210799982, 0.539230197320385, 0.547184454216894, 0.5466068719688084, 0.5396781534394378]","[0.5725050444180578, 0.5649955235341504, 0.5715723624824757, 0.5678988421092583, 0.5658255337042918]","[0.8476127134861726, 0.851511886270378, 0.8440734346650521, 0.856299481115755, 0.8635648062126987]","[1.9707394789842287, 1.9557376071249135, 1.962830251364422, 1.970805195193822, 1.9690684933564282]",0.5446642796051047,0.5685594612496467,0.8526124643500113,1.9658362052047629,0.005834348012104859
5,23.864840361732654,"[0.5437969396376963, 0.5370649054750569, 0.5423146812178139, 0.535880160871724, 0.5330172958696785]","[0.5701959924893873, 0.5637027467613971, 0.5685846863093706, 0.5613795272057847, 0.5616420052993023]","[0.8436181025591645, 0.8479084943680629, 0.8405788193039702, 0.8526036525102549, 0.8596563977994184]","[1.957611034686248, 1.9486761466045168, 1.9514781868311548, 1.9498633405877634, 1.9543156989683994]",0.538414796614394,0.5651009916130484,0.8488730933081742,1.9523888815356163,0.003224147376921603
6,0.0005669070564161239,"[0.9408315524703089, 0.9108281534676549, 0.8736954152031196, 0.92049897654059, 0.9280344194115645]","[0.880428065892919, 0.8629048165502469, 0.8403108675666638, 0.8915618500342901, 0.8887736259095648]","[0.9997927328754702, 0.9997942347226012, 0.9997147542887126, 0.9998167868475063, 0.999833129210282]","[2.821052351238698, 2.7735272047405033, 2.7137210370584963, 2.8118776134223866, 2.8166411745314113]",0.9147777034186475,0.8727958451907369,0.9997903275889145,2.7873638761982997,0.04051596745612055
7,0.0017516900731643957,"[0.9407456344350966, 0.9107361570765891, 0.8732218670743815, 0.9203564985390507, 0.9280252060060594]","[0.8708314238278697, 0.8525244196947461, 0.8312178236953437, 0.8674526887768511, 0.8843255036886138]","[0.9997858335956729, 0.9997873433689738, 0.9997034031465474, 0.9998126278432063, 0.9998290867639896]","[2.8113628918586393, 2.763047920140309, 2.7041430939162727, 2.787621815159108, 2.812179796458663]",0.9146170726262355,0.8612703719366849,0.9997836589436779,2.7756711035065984,0.04006297253097709
8,0.00020361192966098586,"[0.9409478831487597, 0.9109566146903749, 0.8738475148782113, 0.9205078542501408, 0.928221986979132]","[0.8842771696803213, 0.8725190008429671, 0.8434559261478591, 0.8922066030813431, 0.8901919538714056]","[0.999797291647568, 0.9997997667165518, 0.9997197650189329, 0.9998208470589651, 0.9998352133843278]","[2.825022344476649, 2.7832753822498937, 2.7170232060450035, 2.8125353043904493, 2.8182491542348655]",0.9148963707893237,0.8765301307247793,0.9997945767652692,2.791221078279372,0.03973863875527141
9,0.04414271712959388,"[0.9392274286065984, 0.9088896404812004, 0.865460830534151, 0.919552800319464, 0.8965723446756837]","[0.837638528837547, 0.8392972945883215, 0.808428467575004, 0.8436443612847004, 0.8267270899216009]","[0.9997304247292241, 0.9997283551378529, 0.9995656919142464, 0.9997448356904282, 0.999782461828842]","[2.7765963821733695, 2.7479152902073745, 2.6734549900234015, 2.7629419972945923, 2.7230818964261267]",0.9059406089234194,0.8311471484414348,0.9997103538601188,2.736798111224973,0.03630835267481859
