trial_number,param_C,param_penalty,param_l1_ratio,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
10,85.08861907718425,elasticnet,0.6405918774951901,"[0.9605484847780843, 0.9339731320005167, 0.9550668632321876, 0.9590530009694596, 0.9441990473950651]","[0.8025469491038435, 0.7646887571013617, 0.8045816548765049, 0.8097708363671801, 0.804363079416312]","[0.9995183786549117, 0.9995882022606921, 0.9996661143095941, 0.9995749370451479, 0.9994274716324969]","[2.7626138125368396, 2.6982500913625707, 2.7593146324182865, 2.7683987743817875, 2.747989598443874]",0.9505681056750627,0.7971902553730403,0.9995550207805686,2.7473133818286715,0.02541806725524521
11,68.88572649808607,elasticnet,0.6750164368686092,"[0.9536783470493162, 0.9278186072461956, 0.949010915225249, 0.9143355702875691, 0.9453964062151692]","[0.8094062181305586, 0.7848822130543208, 0.8263863009052338, 0.7592573176603105, 0.7886036866367852]","[0.9997571750590353, 0.9995635373156307, 0.9994097925013545, 0.9994539609454605, 0.9997224120430799]","[2.76284174023891, 2.712264357616147, 2.7748070086318375, 2.67304684889334, 2.7337225048950344]",0.9380479692046999,0.7937071472774418,0.999581375572912,2.7313364920550542,0.0364674878318401
12,6.886988457215541,elasticnet,0.7460666899717464,"[0.94241160769243, 0.9147745383815601, 0.9601200055254275, 0.9166939223557387, 0.9285596474054484]","[0.7728813487556061, 0.7577401851356173, 0.7882646320435067, 0.7584060222908172, 0.7776029808118097]","[0.9996783064633584, 0.9995597329282745, 0.9993865222451597, 0.998248126230014, 0.9990986972447752]","[2.7149712629113947, 2.672074456445452, 2.7477711598140937, 2.6733480708765702, 2.7052613254620335]",0.932511944272121,0.7709790338074713,0.9991942770223163,2.702685255101909,0.028241856535181513
13,4.217472659492016,elasticnet,0.8931656026061376,"[0.9255803104263854, 0.9225476059557977, 0.9601098111485813, 0.9228892586214495, 0.9278472338309791]","[0.7563624709301243, 0.7291564888321088, 0.7947969803500402, 0.7843816160828682, 0.7724745870395897]","[0.999478192692431, 0.9993211987256564, 0.9995652182984688, 0.9992080991379378, 0.9994556118825514]","[2.6814209740489408, 2.651025293513563, 2.75447200979709, 2.7064789738422554, 2.69977743275312]",0.9317948439966386,0.7674344286469462,0.9994056641474091,2.698634936790994,0.033892806264640196
14,88.75358381309599,elasticnet,0.5308644384614133,"[0.9590330588250124, 0.9529164824402139, 0.9530440236529927, 0.9318985771110918, 0.9412356123727571]","[0.7784452167969725, 0.8166414171455255, 0.7892558114911743, 0.7167812461720807, 0.8204862968371116]","[0.9996919091892967, 0.999543176444317, 0.9995319826917531, 0.9991936130750638, 0.9996846353784861]","[2.7371701848112817, 2.7691010760300565, 2.7418318178359202, 2.6478734363582364, 2.761406544588355]",0.9476255508804134,0.7843219976885729,0.9995290633557833,2.7314766119247693,0.043452362870025164
15,2.276735440376055,l1,0.5526654133905146,"[0.957784847211419, 0.9144147892010736, 0.9490096858746705, 0.9369993958602946, 0.9458856001377385]","[0.7628640220782462, 0.7917282582167482, 0.8010020355282215, 0.780434191403024, 0.8099781545379448]","[0.9997782403809782, 0.9995737387689043, 0.9994265956882594, 0.9996030031888345, 0.9995393458725214]","[2.7204271096706436, 2.705716786186726, 2.749438317091151, 2.717036590452153, 2.7554031005482047]",0.9408188636570392,0.7892013323528368,0.9995841847798996,2.729604380789776,0.019348115181924617
16,0.03718707637163714,elasticnet,0.7702920496866731,"[0.8862416237782048, 0.8785330145735246, 0.9159636506894135, 0.8608413196132237, 0.8689200620472397]","[0.5741961774591531, 0.6121406366361204, 0.5965099255880928, 0.617130063249366, 0.5576714655265692]","[0.9966475696037677, 0.9938988455505914, 0.99371565848274, 0.9945509116960558, 0.995022674933541]","[2.4570853708411255, 2.4845724967602365, 2.5061892347602464, 2.4725222945586456, 2.42161420250735]",0.8820999341403212,0.5915296536918604,0.9947671320533391,2.468396719885521,0.028367237630349092
17,24.398954743311066,elasticnet,0.6021345208456459,"[0.9523588992720553, 0.9122245003086937, 0.9470803741212431, 0.9577446165068919, 0.9425089271918635]","[0.782508836320542, 0.754847512787298, 0.7879545894080168, 0.7998240891861842, 0.7832529479432395]","[0.9994028013276877, 0.9993989500949545, 0.9994034443629797, 0.9994328839352391, 0.9991165974149497]","[2.734270536920285, 2.666470963190946, 2.7344384078922395, 2.757001589628315, 2.7248784725500528]",0.9423834634801496,0.7816775951290561,0.9993509354271621,2.7234119940363675,0.03037163887933529
18,15.44780994603297,l1,0.417430454262849,"[0.954698063807717, 0.9341872104441904, 0.9366313024675414, 0.9405191484033942, 0.9533307039448693]","[0.7831170271574674, 0.8061343051049036, 0.8033952201937309, 0.794796093241837, 0.811937303453382]","[0.9996636953698353, 0.9995317138370009, 0.9996370439026276, 0.9993735202944714, 0.9996992208654909]","[2.73747878633502, 2.7398532293860947, 2.7396635665639, 2.7346887619397027, 2.764967228263742]",0.9438732858135424,0.7998759898302641,0.9995810388538853,2.743330314497692,0.010978233109692854
19,20.275200369274966,l2,0.44484062140034303,"[0.958323815184604, 0.9405779045567755, 0.953644795389397, 0.9432403789231789, 0.9483922119677447]","[0.7718663453058654, 0.737172521168561, 0.800956538839771, 0.7885870944429564, 0.8242922711002043]","[0.9996611837436169, 0.999182315093951, 0.9993319658611203, 0.9991729103494652, 0.9997102662552111]","[2.729851344234086, 2.6769327408192876, 2.753933300090288, 2.7310003837156005, 2.77239474932316]",0.94883582120434,0.7845749541714715,0.999411728260673,2.7328225036364846,0.0320856411890541
20,1.40325527902469,elasticnet,0.3803938354049037,"[0.9296665378213234, 0.922344034884745, 0.9550048993323944, 0.9284525819260935, 0.9284349910224874]","[0.7526422002093406, 0.7880118957458306, 0.772684869804187, 0.749648254012353, 0.6823533675814271]","[0.9985799680946577, 0.9992850436490011, 0.9985326446106852, 0.9988887043837259, 0.9987005072738334]","[2.6808887061253217, 2.7096409742795764, 2.7262224137472666, 2.6769895403221726, 2.609488865877748]",0.9327806089974088,0.7490681174706277,0.9987973736023807,2.6806461000704167,0.03998670870080774
21,6.360318078253365,l1,0.3774479801985973,"[0.9597985226972918, 0.9392926289821752, 0.9605251714152365, 0.904800425025399, 0.9473348228010235]","[0.794980910597267, 0.7822117967052457, 0.793351211716302, 0.7343786372316096, 0.8019658944326379]","[0.9996091132077176, 0.9995903594769956, 0.9990469233428919, 0.9979458545438166, 0.9996543320208385]","[2.754388546502277, 2.7210947851644165, 2.7529233064744303, 2.637124916800825, 2.7489550492545]",0.9423503141842253,0.7813776901366124,0.999169316518452,2.72289732083929,0.04456998260416202
22,96.4749630423814,l1,0.6073644609457046,"[0.9483187133179363, 0.9204966030600662, 0.9715695217210599, 0.9247742275912211, 0.9567246086822397]","[0.8009755685770595, 0.7803070136228514, 0.7625227955334368, 0.7800993882726681, 0.8128100365159447]","[0.9997484194534028, 0.9995374204783102, 0.9996484653069986, 0.9991168698590694, 0.9995376327433232]","[2.7490427013483982, 2.7003410371612278, 2.7337407825614957, 2.703990485722959, 2.7690722779415076]",0.9443767348745047,0.787342960504392,0.9995177615682209,2.7312374569471176,0.026274524709210358
23,20.274139209307,l1,0.721770663186131,"[0.9321980363262766, 0.9281981765446923, 0.9572547697043735, 0.9269986858417124, 0.9475196585400433]","[0.7776622671900174, 0.7870834884738745, 0.7926067076903379, 0.7837609149718062, 0.8184191148383839]","[0.9997023534288035, 0.9996632109482093, 0.9995673342681838, 0.9995767838926751, 0.99963433806444]","[2.7095626569450975, 2.7149448759667765, 2.749428811662895, 2.710336384706194, 2.765573111442867]",0.9384338653914197,0.791906498632884,0.9996288041204624,2.729969168144766,0.02312539618931852
24,0.14658951023278224,l1,0.8421222265968741,"[0.9137966400414348, 0.9232806583852429, 0.9278413495102725, 0.8987631017159673, 0.9324235313706581]","[0.6870157496074988, 0.7024588280464112, 0.6728440585005327, 0.7167750724467565, 0.7487996924050089]","[0.9989316696460235, 0.9990309527092159, 0.9978578792672544, 0.9976396865873574, 0.9994498804584133]","[2.5997440592949568, 2.62477043914087, 2.59854328727806, 2.6131778607500813, 2.6806731042340806]",0.9192210562047152,0.7055786802012417,0.9985820137336529,2.6233817501396097,0.03021270175136933
25,9.267552768113555,l1,0.3045014418133595,"[0.9473155454056887, 0.918981984497606, 0.9396681237052062, 0.9417015355019845, 0.9470222288686978]","[0.802677890294546, 0.77680160673479, 0.7547644559904456, 0.7744051622076731, 0.7653274553862939]","[0.9997463468302715, 0.9996963736801173, 0.9996765529671715, 0.9996854850755619, 0.9993025269226741]","[2.749739782530506, 2.695479964912513, 2.6941091326628235, 2.7157921827852194, 2.7116522111776655]",0.9389378835958369,0.7747953141227498,0.9996214570951594,2.7133546548137453,0.0201127424178682
26,40.732311068920794,l1,0.4313905592319319,"[0.9344253672790527, 0.9309128956399553, 0.9457674903867676, 0.961672738653016, 0.9258375327658668]","[0.7670315156249401, 0.7813996312292859, 0.6992127822593003, 0.7828407775292002, 0.8139053134371851]","[0.9995481866333509, 0.9997240099977425, 0.9986134510241911, 0.9993967469793006, 0.9995501213400644]","[2.7010050695373438, 2.7120365368669836, 2.643593723670259, 2.7439102631615166, 2.739292967543116]",0.9397232049449317,0.7688780040159824,0.9993665031949298,2.707967712155844,0.03600606259556404
27,2.2829330051716252,l1,0.5407803237058991,"[0.9609780776953523, 0.9532718259121793, 0.9407656682096146, 0.9482889446177022, 0.9528227293524176]","[0.7898769703732306, 0.8079952665420571, 0.8177716194098672, 0.7590221474667344, 0.6952440695645413]","[0.9996833994981867, 0.9996534046709704, 0.9992541014838536, 0.9995616666880359, 0.9993489623739749]","[2.7505384475667696, 2.760920497125207, 2.7577913891033354, 2.7068727587724726, 2.647415761290934]",0.9512254491574532,0.7739820146712861,0.9995003069430043,2.7247077707717438,0.0432787559852315
28,0.05122588190930844,l2,0.6160192573935224,"[0.8874482904251475, 0.7853765572469699, 0.8355705257587016, 0.8227730096189858, 0.8474395309709437]","[0.629195795071931, 0.5390422962621116, 0.5786328659338257, 0.5126115866488846, 0.5639911439705357]","[0.993711496849849, 0.9892457902394234, 0.9915476849353492, 0.9891965398037452, 0.9939639259457164]","[2.5103555823469277, 2.313664643748505, 2.4057510766278765, 2.3245811360716155, 2.405394600887196]",0.8357215828041497,0.5646947375774578,0.9915330875548166,2.391949407936424,0.07079303605396729
29,0.010020948757984016,elasticnet,0.19766979828917272,"[0.8173751983599505, 0.6437617469752598, 0.8353446846780672, 0.7263703113132494, 0.6586198966835335]","[0.406099787885308, 0.40775170041591985, 0.48757429332281277, 0.5540254446832542, 0.506252628076142]","[0.986505772900496, 0.9541270028891691, 0.9895054079267003, 0.9736544492393865, 0.9555172394741863]","[2.2099807591457545, 2.0056404502803487, 2.31242438592758, 2.25405020523589, 2.120389764233862]",0.7362943676020122,0.47234077087668735,0.9718619744859875,2.180497112964687,0.10758428694076631
30,0.0002340562897013929,l1,0.2567017904618256,"[0.1520450784584305, 0.04, 0.07684210526315789, 0.15393322054184008, 0.04]","[0.010306988444549234, 0.00035528596187175043, 0.001444060299574721, 0.006625938199099539, 0.018784619957307683]","[0.7366758659889214, 0.6525179077746283, 0.6239478854816695, 0.624395318098593, 0.5936889707392919]","[0.8990279328919011, 0.6928731937365, 0.7022340510444021, 0.7849544768395327, 0.6524735906965996]",0.09256408085268569,0.007503378572480586,0.6462451896166208,0.7463126490417872,0.08765798974745412
31,15.05379371367965,l1,0.4712268780914959,"[0.9577393660330489, 0.9229692261846079, 0.9589562753117268, 0.9497948036490161, 0.9492105895228354]","[0.8097344730209926, 0.7616439197085024, 0.7938638047026179, 0.800668156190308, 0.8026271996287008]","[0.9997848902616936, 0.9996437032088304, 0.9991560462706499, 0.9994308587719519, 0.9996684620176818]","[2.767258729315735, 2.6842568491019407, 2.751976126284995, 2.7498938186112762, 2.751506251169218]",0.947734052140247,0.7937075106502243,0.9995367921061616,2.740978354896633,0.02904913206245444
32,36.31869588131864,l1,0.4969344716685634,"[0.9626726284661501, 0.9352319660065305, 0.9407411929876488, 0.9670289961566253, 0.9459267641361377]","[0.7891441659436349, 0.7327305176685154, 0.7871629406539157, 0.8139500348862131, 0.8054285241928612]","[0.9996153450303167, 0.999456035391064, 0.9990257909648789, 0.9994594557980944, 0.9995777898730865]","[2.7514321394401016, 2.6674185190661097, 2.7269299246064436, 2.7804384868409326, 2.7509330782020855]",0.9503203095506185,0.7856832366690281,0.999426883411488,2.7354304296311347,0.03799997528342615
33,11.452278609581299,l1,0.4107065947483127,"[0.9519105057511303, 0.9291010177037319, 0.9556380627416372, 0.9486773780350798, 0.9357327088833928]","[0.7718871381032621, 0.770036831088244, 0.7340332853289248, 0.7652904323192502, 0.8130581119995094]","[0.9994611383187448, 0.9995888761870881, 0.999286032441232, 0.9995260861803135, 0.9993638142423906]","[2.7232587821731373, 2.698726724979064, 2.688957380511794, 2.7134938965346436, 2.748154635125293]",0.9442119346229945,0.7708611597678382,0.9994451894739538,2.7145182838647863,0.02055034266606215
34,3.3526128336693874,l1,0.35681831477007986,"[0.9463528526412552, 0.9434179670136351, 0.9440030187770556, 0.9478953460069272, 0.9424534414712702]","[0.7562575506686939, 0.7576239529246044, 0.7724102747133409, 0.7830520023268851, 0.811241615540608]","[0.9996103048417236, 0.9997260870408462, 0.9996197484539853, 0.9996352042306593, 0.999538338963987]","[2.702220708151673, 2.700768006979086, 2.7160330419443817, 2.7305825525644716, 2.7532333959758652]",0.9448245251820285,0.7761170792348264,0.9996259367062403,2.7205675411230956,0.01957829432119129
35,1.123768934048366,l1,0.568340743380882,"[0.9597964406232529, 0.9254012777358289, 0.9341397288106478, 0.9532747884569894, 0.9607198908823679]","[0.8007097655079167, 0.7619110164989057, 0.7172404519109352, 0.802576957385112, 0.7827017865184334]","[0.9997010872053298, 0.9996228386275944, 0.9994316152695774, 0.99917793326513, 0.9994000425392096]","[2.7602072933364994, 2.686935132862329, 2.6508117959911606, 2.7550296791072313, 2.742821719940011]",0.9466664253018173,0.7730279955642605,0.9994667033813682,2.7191611242474463,0.04299141822964832
36,51.90697130834549,l2,0.6971992900113948,"[0.9522530990796142, 0.9340226454093519, 0.9572367782711365, 0.9572253322431417, 0.9480818671708633]","[0.7435116222595591, 0.7700150260738405, 0.8115150643736503, 0.8218938456920661, 0.7541042432926885]","[0.9995789704470823, 0.9994312049001448, 0.9996237528842458, 0.9996682336542229, 0.9992895586543793]","[2.6953436917862557, 2.7034688763833374, 2.7683755955290326, 2.7787874115894304, 2.701475669117931]",0.9497639444348215,0.7802079603383609,0.9995183441080151,2.7294902488811976,0.03624967945355438
37,0.006213046440652115,l1,0.4948801884259008,"[0.8500730624647062, 0.820502377004683, 0.7668187079931501, 0.8010950752348118, 0.791869106612266]","[0.4595760311173675, 0.48791355088298016, 0.45032065868785304, 0.48925097144041824, 0.48594921483262143]","[0.9923248479800499, 0.9900146196934821, 0.9779116792856982, 0.9830754050125563, 0.981447249857582]","[2.3019739415621236, 2.2984305475811455, 2.1950510459667014, 2.2734214516877866, 2.2592655713024694]",0.8060716658619235,0.4746020853922481,0.9849547603658737,2.2656285116200454,0.03867650300454066
38,0.6248219306068961,l1,0.8144960239856163,"[0.9544971433841691, 0.9360704760886136, 0.9296037602703491, 0.9461162943019572, 0.9309843478555219]","[0.729859237804568, 0.747045017774566, 0.7622433586152169, 0.7720046080657649, 0.7410096299170601]","[0.9995966688927456, 0.9995301322125708, 0.9992792498090082, 0.9994184661734945, 0.9994324426296195]","[2.6839530500814828, 2.6826456260757503, 2.691126368694574, 2.7175393685412166, 2.6714264204022014]",0.9394544043801222,0.7504323704354352,0.9994513919434876,2.6893381667590455,0.015447496160228705
39,0.17976131948653856,l2,0.32257061607915005,"[0.8636997089177147, 0.9009625189986185, 0.9015049554204146, 0.8359497738414156, 0.8828873795773022]","[0.5749794014596923, 0.5463987712339994, 0.6341721201547558, 0.6334350173878455, 0.6583138277475378]","[0.9978323659938284, 0.9971422531677067, 0.997736075856415, 0.9969777274241574, 0.9981824360389767]","[2.436511476371235, 2.4445035434003244, 2.5334131514315854, 2.466362518653418, 2.539383643363817]",0.8770008673510933,0.6094598275967662,0.9975741716962168,2.484034866644076,0.04389809134087206
40,11.985543707879275,l1,0.4670782452398047,"[0.9402203389640026, 0.9160217357506714, 0.957510340142085, 0.9513806724353029, 0.9447845653712921]","[0.7742404373662116, 0.7880473104629528, 0.8169119362614407, 0.7560849147266783, 0.7978986547348028]","[0.9996728291441219, 0.9996732520377839, 0.9996541414124798, 0.9996318500859472, 0.9995683061919705]","[2.714133605474336, 2.703742298251408, 2.774076417816006, 2.7070974372479286, 2.742251526298065]",0.9419835305326707,0.7866366507104172,0.9996400757744606,2.7282602570175483,0.02662117102185006
41,41.652455653474775,l1,0.5035971507607794,"[0.9457597190357968, 0.9291542775710926, 0.9419823836098434, 0.9303966300613975, 0.9379055182260372]","[0.8040941053418907, 0.7794904529242976, 0.8287363057426783, 0.8052200629184304, 0.7528992732536547]","[0.9995956891971666, 0.9995337428540852, 0.9994574681529862, 0.999600420824014, 0.9995551287285952]","[2.749449513574854, 2.7081784733494754, 2.770176157505508, 2.735217113803842, 2.6903599202082873]",0.9370397057008335,0.7940880400361904,0.9995484899513694,2.730676235688393,0.028512642684850077
42,41.66288930524163,l1,0.4937775005768829,"[0.9589251304700223, 0.9276868056110829, 0.960544204296582, 0.9516781543577518, 0.9552907458513897]","[0.7724096127900613, 0.8076777272258018, 0.7752021822736563, 0.7797026570189525, 0.8021403364495358]","[0.9994533098821554, 0.9997035524273609, 0.9994195372775717, 0.999277015175735, 0.9997232996951868]","[2.730788053142239, 2.7350680852642455, 2.73516592384781, 2.7306578265524393, 2.7571543819961124]",0.9508250081173657,0.7874265031516015,0.9995153428916019,2.7377668541605695,0.009891070364810428
43,26.480335861458904,l1,0.8921457738544328,"[0.9440854614187074, 0.9178342246155947, 0.9351578751268983, 0.962539295082729, 0.955367584168022]","[0.8175798621025773, 0.7651186558831029, 0.7701791238420668, 0.8280281264630092, 0.8025253144023532]","[0.9997439569714692, 0.9996406433579466, 0.9996660881445466, 0.9996636947995314, 0.9995955626027192]","[2.761409280492754, 2.682593523856644, 2.7050030871135116, 2.7902311163452698, 2.7574884611730943]",0.9429968880823903,0.7966862165386218,0.9996619891752425,2.739345093796255,0.03951078718227695
44,5.7050853698956185,l1,0.8991830677542677,"[0.9329740293415802, 0.9387620005083516, 0.955020584550917, 0.8824955515505043, 0.9503603152898288]","[0.7930694092404105, 0.7907350438191761, 0.7784027411831766, 0.7679939962348117, 0.7526829548225834]","[0.999624233169342, 0.999643001653444, 0.9992311616783729, 0.9992294520602073, 0.9995806769824914]","[2.725667671751333, 2.7291400459809716, 2.7326544874124665, 2.6497189998455233, 2.7026239470949034]",0.9319224962482364,0.7765768290600316,0.9994617051087715,2.7079610304170396,0.030959525995933598
45,15.47955062831713,elasticnet,0.8552745660096133,"[0.9404310153973529, 0.9538998701792866, 0.9508150739669599, 0.947793378894609, 0.9308131070453973]","[0.8051249118269272, 0.7653209075710932, 0.795034336957158, 0.80667136447049, 0.789906775492602]","[0.9997381221868242, 0.9996491718063295, 0.9995955257649201, 0.9995049880635389, 0.9994986921585677]","[2.745294049411104, 2.718869949556709, 2.745444936689038, 2.753969731428638, 2.7202185746965672]",0.9447504890967211,0.7924116592636541,0.999597299996036,2.7367594483564113,0.014409064056354295
46,3.3910085415269933,l1,0.7770982127239061,"[0.9330230097593605, 0.9333009458987064, 0.9677875725174279, 0.9386953951442689, 0.9410277162304989]","[0.7989478282776513, 0.7597957092725651, 0.7936163436644142, 0.7351896253814292, 0.7482021038307551]","[0.999727072141877, 0.9996010304885518, 0.9992982606551638, 0.9994986150012644, 0.9990568385604144]","[2.7316979101788887, 2.6926976856598235, 2.7607021768370057, 2.6733836355269625, 2.6882866586216685]",0.9427669279100523,0.767150322085363,0.9994363633694542,2.7093536133648697,0.032096786089240506
47,93.59265236293578,elasticnet,0.6363337701660348,"[0.9251495761430057, 0.9278965399827441, 0.9414183085428861, 0.9513760996000142, 0.9332345451507713]","[0.8099804189522287, 0.7471581735791704, 0.8077908776296172, 0.7828674438444376, 0.7820493262431146]","[0.9995820238122403, 0.9994639965188877, 0.9994638377744018, 0.9995434278531019, 0.9993872751264035]","[2.7347120189074747, 2.674518710080802, 2.748673023946905, 2.7337869712975538, 2.7146711465202893]",0.9358150138838843,0.7859692480497137,0.9994881122170071,2.7212723741506046,0.025758556296423034
48,25.319941786235088,l1,0.8319457543481799,"[0.9421101343067637, 0.927263800692633, 0.938625161170402, 0.9153098644938722, 0.9477070259671746]","[0.80086589793774, 0.7647691537904554, 0.7896320714104867, 0.7587514674571375, 0.7813839689158221]","[0.9996777633740248, 0.9994448856002071, 0.9995560098783036, 0.9995327746584026, 0.999683380781902]","[2.742653795618528, 2.6914778400832953, 2.7278132424591925, 2.6735941066094124, 2.7287743756648988]",0.9342031973261692,0.7790805119023283,0.999578962858568,2.7128626720870654,0.025936631165090915
49,0.39596877812776526,elasticnet,0.7186194173128818,"[0.9021517987532982, 0.9352718448893705, 0.9137325580878197, 0.9339956587162597, 0.915793054719671]","[0.6831725970356005, 0.7116115485360921, 0.741487401554631, 0.6904656735959077, 0.7189916855060214]","[0.9984680389444921, 0.998259771075636, 0.9974434005716946, 0.9980975664484087, 0.998834675609217]","[2.583792434733391, 2.645143164501099, 2.652663360214145, 2.622558898760576, 2.6336194158349095]",0.9201889830332839,0.7091457812456505,0.9982206905298897,2.627555454808824,0.02415232315059662
50,1.5780605162442192,l2,0.5794851066284885,"[0.8994243298824306, 0.922862674534748, 0.954113755787011, 0.9141149874138675, 0.9241560230058273]","[0.7559370248340366, 0.7552542636327334, 0.7503198281490319, 0.7740164075967393, 0.7836773156271986]","[0.9970981883685127, 0.9970388060344817, 0.9986639306053376, 0.9981055629323967, 0.9985816586393225]","[2.65245954308498, 2.6751557442019633, 2.7030975145413807, 2.686236957943003, 2.7064149972723484]",0.9229343541247769,0.7638409679679479,0.9978976293160102,2.6846729514087353,0.019712473767912245
