trial_number,param_C,param_penalty,param_l1_ratio,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,63.41310723409242,l2,0.6581830596778167,"[0.9414524058218692, 0.9243042293280936, 0.941105199175055, 0.9548595198537931, 0.9310452762577489]","[0.7878957400164797, 0.7567926541910779, 0.8317428029885316, 0.8182655416620465, 0.7795252182247187]","[0.9993975422839023, 0.9992532303265844, 0.9994681861145058, 0.9997066587165215, 0.9992593181051811]","[2.728745688122251, 2.6803501138457557, 2.7723161882780927, 2.772831720232361, 2.7098298125876488]",0.9385533260873119,0.7948443914165708,0.999416987109339,2.7328147046132223,0.035941964865091096
1,0.001979415530792325,l1,0.4478332259235567,"[0.7079442240033599, 0.5944974853756535, 0.5273141713658986, 0.7648058414312625, 0.650349855518122]","[0.2819968107660485, 0.3618834146287748, 0.2883032177435293, 0.2693622864912364, 0.2910566751058729]","[0.9234032880067499, 0.9354231850450075, 0.8785946452651071, 0.9567426529346988, 0.9557657302353948]","[1.9133443227761582, 1.891804085049436, 1.694212034374535, 1.990910780857198, 1.8971722608593897]",0.6489823155388593,0.2985204809470924,0.9299859002973918,1.8774886967833435,0.09831877042625203
2,4.745669949715022,elasticnet,0.23107379312375897,"[0.9116710748705303, 0.9482510966532306, 0.9619786929929707, 0.9591271171180183, 0.9140816879968365]","[0.6938620587036184, 0.7559823855544626, 0.7933356427715679, 0.7765906772975064, 0.7556561345972344]","[0.9989115988145921, 0.999277756426517, 0.9991793052302232, 0.9996372912181904, 0.9985806347651913]","[2.6044447323887407, 2.70351123863421, 2.754493640994762, 2.735355085633715, 2.668318457359262]",0.9390219339263174,0.755085379784878,0.9991173172909427,2.693224631002138,0.05317305515550142
3,0.383710482362101,l2,0.8653223741713888,"[0.8653008326483722, 0.901788696564881, 0.9593385912318034, 0.9556562740965673, 0.8988452565979332]","[0.6328274386040647, 0.6866098728722977, 0.6364014162941816, 0.581799133073814, 0.6394588367096267]","[0.996861905584311, 0.9981196303514014, 0.9980824103208781, 0.9975135985909159, 0.9973725908555344]","[2.494990176836748, 2.58651819978858, 2.593822417846863, 2.5349690057612975, 2.5356766841630947]",0.9161859302279115,0.6354193395107969,0.9975900271406083,2.549195296879317,0.036627624260935784
4,0.04138851851425636,l1,0.23853233719675854,"[0.8811917306772162, 0.8891983966219401, 0.9553391931469788, 0.9311326095851957, 0.8855238969994562]","[0.7002346120350994, 0.6815371190850386, 0.6355889568349464, 0.6549791104827595, 0.5827478233270879]","[0.9950584533641025, 0.9968185020231379, 0.9979488066708875, 0.9965187594849505, 0.9952847139748511]","[2.576484796076418, 2.5675540177301164, 2.588876956652813, 2.582630479552906, 2.4635564343013954]",0.9084771654061574,0.6510175243529862,0.9963258471035858,2.55582053686273,0.04666658487601804
5,0.0002816381754071534,elasticnet,0.4267550881216118,"[0.5810663283935198, 0.6142655752395665, 0.22332777895218164, 0.7473860091854354, 0.4038029566892527]","[0.17369941812289894, 0.23939630187532215, 0.1424449312112369, 0.30129610722880396, 0.1727293061888307]","[0.9505950906096186, 0.9572917433427051, 0.7703750523452215, 0.9652246026056462, 0.9363462616483301]","[1.7053608371260371, 1.8109536204575938, 1.13614776250864, 2.013906719019886, 1.5128785245264136]",0.5139697296919913,0.20591321292541856,0.9159665501103044,1.6358494927277143,0.29773955971759486
6,0.1470459070053151,l1,0.22657872574783955,"[0.89769529018488, 0.942044936878776, 0.9295381398080969, 0.939577591986533, 0.9198786088123303]","[0.705857632799045, 0.720297173969325, 0.7193136898371033, 0.661673214543597, 0.7479119487601793]","[0.9978157001647466, 0.9986223626992531, 0.9987819432980726, 0.9971140719132795, 0.9987549221138731]","[2.6013686231486717, 2.660964473547354, 2.647633772943273, 2.5983648784434097, 2.666545479686383]",0.9257469135341232,0.7110107319818499,0.998217800037845,2.6349754455538177,0.029332855366620846
7,0.1867307795267058,l2,0.6198440872154738,"[0.9114345112747637, 0.8704036295546886, 0.9198856935725831, 0.7973425801828493, 0.8384244617179257]","[0.6123884083017546, 0.7160128938226273, 0.6393780017630916, 0.6534260843991792, 0.4815215701214236]","[0.9958652658710112, 0.9948369917625112, 0.9973225885402193, 0.9907241917016656, 0.9928991303940471]","[2.5196881854475297, 2.581253515139827, 2.5565862838758937, 2.441492856283694, 2.3128451622333963]",0.8674981752605622,0.6205453916816153,0.9943296336538909,2.482373200596068,0.09704459260652253
8,0.024065784165887314,l2,0.4004606148700339,"[0.8445938230325447, 0.8308028316450918, 0.7345027009679267, 0.7095762417396795, 0.8547165571567564]","[0.46685660726124234, 0.41544315605169474, 0.5099101890112121, 0.5508590943872328, 0.5050991989208345]","[0.9930671365517931, 0.9906076095094906, 0.9835071070630055, 0.9759149517675776, 0.9841219590872398]","[2.30451756684558, 2.2368535972062773, 2.2279199970421444, 2.23635028789449, 2.343937715164831]",0.7948384309083999,0.48963364912644325,0.9854437527958213,2.2699158328306646,0.04617342637503379
9,0.10356150566771076,l1,0.5999446752512781,"[0.9380189938342889, 0.9275843757863436, 0.9654350907507847, 0.9511412744627912, 0.9147404862515267]","[0.744791704890621, 0.6955534092913367, 0.7011427112441362, 0.7536774916819908, 0.6764983426605451]","[0.9988332856373572, 0.9990365204372321, 0.9988364941413024, 0.9984145907716715, 0.9968572020411774]","[2.681643984362267, 2.6221743055149123, 2.6654142961362233, 2.7032333569164537, 2.588096030953249]",0.939384044217147,0.714332731953726,0.9983956186057481,2.6521123947766214,0.04160959542977125
