trial_number,param_hidden_layer_sizes,param_activation,param_learning_rate_init,param_batch_size,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,32,tanh,0.0012322495987505246,256,0.013712723599669366,"[0.8038238392393791, 0.8065720648433883, 0.8396953317276551, 0.811680632576108, 0.850274261405102]","[0.8331975479133499, 0.8217224039355893, 0.8654089495491851, 0.8421648347295532, 0.8841070963621417]","[0.9998867680718041, 0.9998762561487183, 0.9998738115522404, 0.9998300236901386, 0.9999149661420449]","[2.636908155224533, 2.628170724927696, 2.7049780928290805, 2.6536754909958, 2.734296323909289]",0.8224092259583264,0.8493201664979638,0.9998763651209892,2.6716057575772796,0.041123813045896664
1,128,logistic,3.2465556505995964e-05,256,0.04880170716827348,"[0.5592972574485775, 0.5604670353583943, 0.5585867278843499, 0.5640789325685478, 0.5759323119398934]","[0.5897169534797306, 0.5924112819075948, 0.590316190783842, 0.5953951660887733, 0.6012582632890605]","[0.9977238730473755, 0.9977252853101316, 0.9983988388154229, 0.998214474479015, 0.9978030107576065]","[2.1467380839756838, 2.150603602576121, 2.1473017574836146, 2.157688573136336, 2.1749935859865603]",0.5636724530399526,0.5938195711098002,0.9979730964819102,2.155465120631663,0.010514187792160118
2,32,tanh,0.0005369127672328117,64,0.006470434260011925,"[0.7694528016985898, 0.7560152511182286, 0.7939266854526328, 0.7670818404173771, 0.7572777122163826]","[0.8021195393404796, 0.7857704422603673, 0.8242992008421219, 0.7895707552312444, 0.7882763799041661]","[0.9998724920227978, 0.999798150350933, 0.9998647223235637, 0.9998123563062346, 0.9998759887512091]","[2.571444833061867, 2.541583843729529, 2.6180906086183184, 2.5564649519548563, 2.545430080871758]",0.7687508581806421,0.7980072635156759,0.9998447419509476,2.566602863647266,0.027754091199684916
3,256,relu,5.658353305732988e-05,32,0.00020006005445149432,"[0.8729571249162627, 0.8781819423915159, 0.8747243104369873, 0.8777579079287144, 0.8946549761347445]","[0.8972519540118478, 0.9030381783400476, 0.903585984392996, 0.9048918580071197, 0.9257219185010185]","[0.9999177434081552, 0.9999006714800065, 0.999918498502514, 0.9998983736623296, 0.9999322436588918]","[2.7701268223362656, 2.78112079221157, 2.7782287933324974, 2.7825481395981635, 2.820309138294655]",0.879655252361645,0.906897978650606,0.9999135061423793,2.7864667371546306,0.01745909037581363
4,64,relu,1.0851484198401844e-05,64,0.0038825401014537064,"[0.688413620921152, 0.6937158975900606, 0.6378435564693075, 0.6761259983423257, 0.6784533079184617]","[0.7206184140290972, 0.7243705915386581, 0.6550843098534618, 0.7109139412868782, 0.7089042053367277]","[0.9997743269681686, 0.999729552492457, 0.9995384067884002, 0.9996832201452196, 0.9997160223929855]","[2.4088063619184177, 2.4178160416211756, 2.2924662731111694, 2.3867231597744234, 2.3870735356481747]",0.6749104762482614,0.7039782924089646,0.9996883057574462,2.3785770744146726,0.04473728876838484
5,256,tanh,0.02090483018264124,64,0.002675543807413615,"[0.8532832920287121, 0.7501555320263759, 0.7941576639572198, 0.8031860284533733, 0.8492967122132926]","[0.8563298245556024, 0.7713482594039198, 0.8270539601132201, 0.8295070094785829, 0.842145331955642]","[0.9998493220414949, 0.9996421184669763, 0.9996692696248475, 0.9995987616207961, 0.9991810369473834]","[2.7094624386258093, 2.521145909897272, 2.620880893695287, 2.6322917995527524, 2.690623081116318]",0.8100158457357945,0.8252768771013933,0.9995881017402996,2.6348808245774875,0.0660423322584759
6,256,relu,0.0017747350883784677,64,0.008057378076619486,"[0.7821328335159251, 0.7694997415659637, 0.8123642071643963, 0.7564028647543948, 0.7808296226635509]","[0.8174710527086515, 0.789464134092347, 0.8317126787121651, 0.7842406758192217, 0.8084764844263798]","[0.999871926238901, 0.9997437307153622, 0.9998456260213742, 0.9997901791255174, 0.9998973265304582]","[2.5994758124634774, 2.5587076063736727, 2.6439225118979355, 2.540433719699134, 2.589203433620389]",0.7802458539328463,0.806273005151753,0.9998297577263227,2.5863486168109215,0.03568593525462025
7,128,tanh,8.80111064822106e-05,64,0.0031755453393905687,"[0.7748457566593057, 0.7763651063063223, 0.818795220042068, 0.7687963192534845, 0.8037999109258454]","[0.8075289043985228, 0.7996536721968309, 0.8485684448279173, 0.7896124938895929, 0.8345089303674296]","[0.999887254618849, 0.9998581578104744, 0.9998893223414577, 0.9998432688131103, 0.999899109445882]","[2.5822619156766775, 2.5758769363136276, 2.6672529872114428, 2.5582520819561876, 2.638207950739157]",0.7885204626374052,0.8159744891360587,0.9998754226059546,2.6043703743794184,0.04129591123958379
8,64,relu,0.0013096939134929796,64,0.003242188304456852,"[0.8077199162821392, 0.8311913054891156, 0.859040668382868, 0.8426723229543469, 0.8224225711746648]","[0.8339212467084264, 0.864455668205489, 0.891802020961477, 0.8703128059280308, 0.8498031130808638]","[0.9998894687369732, 0.9998807469619502, 0.9998948180590211, 0.9998559049857964, 0.9999058872914067]","[2.6415306317275387, 2.6955277206565547, 2.750737507403366, 2.712841033868174, 2.6721315715469354]",0.8326093568566268,0.8620589709768574,0.9998853652070295,2.6945536930405134,0.0368949674724767
9,128,tanh,0.00029531271759914075,256,0.003892749422255242,"[0.8801515269691685, 0.8644798294787825, 0.8909619796254491, 0.8736576469500984, 0.885855760582527]","[0.904290735069577, 0.8958907096478861, 0.9264969757661073, 0.9027590628840134, 0.9063251763269173]","[0.9998992719736893, 0.9998881508822544, 0.9999133141975957, 0.9998837312035195, 0.9999171681556972]","[2.784341534012435, 2.760258690008923, 2.817372269589152, 2.7763004410376313, 2.7920981050651417]",0.8790213487212052,0.9071525319389002,0.9999003272825512,2.786074207942657,0.018872337661345846
10,16,logistic,0.031980888585976565,32,0.00014188379053408365,"[0.8290818320639164, 0.8205069729022525, 0.8019925128924347, 0.8038114288462181, 0.8548104979142822]","[0.8516018102647187, 0.8522648572626992, 0.8333176725115378, 0.8287431208950106, 0.8601458220096465]","[0.9998386428115118, 0.9997839531541157, 0.9998740944596208, 0.9997309508689206, 0.9998714961352849]","[2.680522285140147, 2.6725557833190674, 2.6351842798635934, 2.6322855006101493, 2.7148278160592136]",0.8220406489238208,0.8452146565887226,0.9998198274858907,2.667075132998434,0.030719789073307985
11,128,relu,0.0002096085133660986,32,0.0005501603400367997,"[0.9235114641515726, 0.8562338575368752, 0.8942964734677858, 0.8681669026247721, 0.8978102604603961]","[0.946974919559514, 0.8920045982049233, 0.927095020471554, 0.8961076862400041, 0.9285080643229168]","[0.9998994301704921, 0.9998996833554433, 0.9999036523433692, 0.9998856184155869, 0.9999210918854716]","[2.8703858138815788, 2.7481381390972417, 2.821295146282709, 2.764160207280363, 2.8262394166687845]",0.8880037916482804,0.9181380577597824,0.9999018952340725,2.8060437446421354,0.0444694550226989
12,256,relu,0.00014392660105177804,32,0.000300124319986761,"[0.885698883703362, 0.8814592397973929, 0.8768094871499512, 0.8814615364461693, 0.9004852011454791]","[0.907713731362727, 0.9055681172316483, 0.9017500443638269, 0.907583327420872, 0.9300251466732127]","[0.9999182487994773, 0.9999141487215094, 0.999917949536795, 0.9998995289869071, 0.999931655439163]","[2.7933308638655667, 2.7869415057505504, 2.7784774810505732, 2.7889443928539484, 2.830442003257855]",0.8851828696484709,0.9105280734104573,0.9999163062967703,2.795627249355699,0.01806409555723088
13,16,relu,0.0001327334724348229,32,0.0005166156101131651,"[0.7673440248234722, 0.7834001462588696, 0.8356185505317903, 0.8145441112126797, 0.8418695058716652]","[0.7998660202525102, 0.8130048140619351, 0.8594260786496281, 0.854006828631813, 0.8643248973359812]","[0.9998852157446229, 0.9998518632395529, 0.9998764795032272, 0.9998425543353328, 0.9999050172990647]","[2.5670952608206052, 2.5962568235603576, 2.6949211086846456, 2.6683934941798255, 2.7060994205067113]",0.8085552677396954,0.8381257277863735,0.9998722260243602,2.646553221550429,0.055146160335264885
14,128,relu,0.004649556949948413,128,0.0007024802039786103,"[0.9267356851437926, 0.857634535620803, 0.8792988562882098, 0.8809083853912018, 0.919617478756312]","[0.9437063367681279, 0.8739506234390126, 0.9104793650001985, 0.8940055200101837, 0.9368585336383499]","[0.9998848289315938, 0.9999186112780682, 0.999893539533468, 0.9998867570835717, 0.9999215872302135]","[2.8703268508435142, 2.731503770337884, 2.7896717608218764, 2.7748006624849575, 2.8563975996248754]",0.8928389882400639,0.9118000757711744,0.9999010648113831,2.8045401288226213,0.05187851955872782
15,128,relu,0.006754586137453282,128,0.0008481856864826746,"[0.8685770228232335, 0.8919595784475419, 0.8829300675123474, 0.8801259692996544, 0.8929624739311689]","[0.8874324499327586, 0.9192197773933257, 0.9210478431380864, 0.8988456678282302, 0.9242117963214526]","[0.9999012504089904, 0.9998885802336466, 0.9998971833861026, 0.9998764305292869, 0.999894979471912]","[2.755910723164982, 2.8110679360745143, 2.8038750940365365, 2.7788480676571714, 2.8170692497245335]",0.8833110224027892,0.9101515069227707,0.9998916848059878,2.793354214131548,0.022800487159373814
16,128,relu,0.09543343924276547,128,0.0010294843304823826,"[0.7600099273083885, 0.7891566028011532, 0.7131938032609763, 0.7301950273922955, 0.784344125472713]","[0.7674043783291791, 0.7890681093110605, 0.7308595571983654, 0.7520919846625241, 0.8044340968671587]","[0.9990751096416193, 0.9989216564422718, 0.9989521948844674, 0.9990596799693836, 0.9990752056411679]","[2.526489415279187, 2.5771463685544855, 2.443005555343809, 2.4813466920242035, 2.58785342798104]",0.7553798972471053,0.7687716252736576,0.9990167693157819,2.5231682918365452,0.055288226591180226
17,128,logistic,0.005320267770911699,128,0.0011877857087097211,"[0.8458825639977686, 0.7714651921985813, 0.8781352694177781, 0.8747054899418961, 0.8855396694208666]","[0.877951256596659, 0.8080184231877259, 0.9108761811374738, 0.8935428455750554, 0.9107117721858401]","[0.9998854689948175, 0.9998535668977788, 0.9998805133862314, 0.999860596692523, 0.9999130060437454]","[2.723719289589245, 2.5793371822840863, 2.7888919639414835, 2.7681089322094743, 2.796164447650452]",0.8511456369953783,0.8802200957365509,0.9998786304030192,2.731244363134948,0.08003658917173448
18,128,relu,0.003857709072067126,128,0.00047069851087687566,"[0.9334337171026142, 0.8722852429686447, 0.8907954579198885, 0.8818245797496587, 0.9189775624362311]","[0.9554970555664436, 0.8902276741303514, 0.9219308767809128, 0.8936395926338591, 0.9392622415431127]","[0.9998817347811876, 0.9998996452690456, 0.9999020146533382, 0.9998918692814466, 0.9999217825634727]","[2.8888125074502455, 2.762412562368042, 2.8126283493541395, 2.7753560416649643, 2.8581615865428165]",0.8994633120354074,0.920111488130936,0.9998994093096982,2.8194742094760414,0.04807041254817612
19,128,relu,0.00040631596352282254,32,0.00010885291531945056,"[0.9279422505981714, 0.8661491321359075, 0.8964513654746261, 0.8744805601907488, 0.9055099096185044]","[0.9495656303450306, 0.8965589917950687, 0.9285926594347991, 0.8952966237151633, 0.9251963722218415]","[0.9998816229415664, 0.9999130383466592, 0.9999179133181663, 0.9999050517593224, 0.9999376479489616]","[2.8773895038847686, 2.762621162277635, 2.8249619382275917, 2.7696822356652344, 2.8306439297893076]",0.8941066436035916,0.9190420555023806,0.9999110548629352,2.8130597539689073,0.04246137675495703
