trial_number,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_criterion,param_class_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
10,72,48,2,3,sqrt,False,entropy,balanced_subsample,"[0.9421226469661407, 0.9668988440165295, 0.9685289621277035, 0.9494322035616791, 0.9316838860402384]","[0.8036653036511159, 0.8044842535890326, 0.7967921172014124, 0.787925170284648, 0.7941280866843269]","[0.999627277693328, 0.9991428422867453, 0.9997461821854929, 0.9994252385103078, 0.9989933688056203]","[2.7454152283105846, 2.770525939892307, 2.765067261514609, 2.736782612356635, 2.7248053415301854]",0.9517333085424582,0.7973989862821071,0.9993869818962988,2.748519276720864,0.01713396716370725
11,54,46,2,3,sqrt,False,entropy,balanced_subsample,"[0.9429792281967182, 0.9675444804673933, 0.9802904315258, 0.9501026279467863, 0.9283912531155244]","[0.8050154684492518, 0.8064841821529402, 0.803106737034283, 0.7844015007455768, 0.7874198268539796]","[0.9996074995901271, 0.9992093674177704, 0.9997399111133227, 0.9994091464360142, 0.9988699214451361]","[2.7476021962360972, 2.7732380300381037, 2.7831370796734056, 2.7339132751283772, 2.71468100141464]",0.9538616042504444,0.7972855430472062,0.9993671692004742,2.750514316498125,0.025094674028926345
12,56,33,2,3,sqrt,False,entropy,balanced_subsample,"[0.9398973023751627, 0.9661964851344156, 0.9683181488391917, 0.9506455460723299, 0.9282892211439426]","[0.7946523913529379, 0.8033283520217815, 0.790090195023346, 0.7774744648092151, 0.7845789317387701]","[0.9996421503005929, 0.9992497015533267, 0.9997231797421319, 0.9993960147218346, 0.9989741503650859]","[2.7341918440286936, 2.7687745387095237, 2.7581315236046695, 2.7275160256033795, 2.7118423032477987]",0.9506693407130085,0.7900248669892103,0.9993970393365945,2.740091247038813,0.020683929873085195
13,131,42,5,2,sqrt,False,entropy,balanced_subsample,"[0.9395914629379426, 0.9639286178285599, 0.9817542160655338, 0.9507526136341616, 0.9163650971976942]","[0.81181925770044, 0.8197451110348715, 0.8119987061318719, 0.7949030408487938, 0.7976017642616555]","[0.99967138590099, 0.9991891602196108, 0.9997850948871837, 0.9994862734775717, 0.9989353473971454]","[2.7510821065393727, 2.782862889083042, 2.793538017084589, 2.7451419279605274, 2.7129022088564954]",0.9504784015327784,0.8072135759955266,0.9994134523765004,2.7571054299048052,0.028719716802615383
14,126,32,6,1,sqrt,False,gini,balanced,"[0.9420337708703586, 0.9593268237151791, 0.9697917858982454, 0.9498517635426144, 0.9325282942377422]","[0.8053489093949935, 0.8172534192978234, 0.7941160852579051, 0.7853557861134349, 0.8043775813860167]","[0.9997141768144802, 0.9995159615614844, 0.9997892246856757, 0.9995120234743142, 0.9993079653208445]","[2.747096857079832, 2.776096204574487, 2.763697095841826, 2.7347195731303637, 2.7362138409446035]",0.950706487652828,0.8012903562900346,0.9995678703713597,2.7515647143142226,0.016052155860830024
15,138,41,5,5,sqrt,False,entropy,balanced_subsample,"[0.9449137467300381, 0.9649363936719467, 0.9718512592347068, 0.9471531210963046, 0.9281775268348134]","[0.7912000718043589, 0.7834609318094785, 0.7839092317086415, 0.773496776691549, 0.7783835148500914]","[0.9996158931349082, 0.9990258478964242, 0.99972476144698, 0.9993385335480128, 0.9988450108681148]","[2.7357297116693053, 2.7474231733778494, 2.7554852523903284, 2.7199884313358664, 2.7054060525530197]",0.9514064095135619,0.7820901053728239,0.9993100093788879,2.732806524265274,0.018174738081470923
16,206,30,7,2,sqrt,False,gini,balanced,"[0.9412242178514029, 0.960774274442064, 0.9771969061435022, 0.949798274935404, 0.9328692351263141]","[0.8173743531685213, 0.804416304621341, 0.7897421707914208, 0.7684022252084937, 0.7903016048086252]","[0.9996778797718548, 0.9994140178655914, 0.9997608082986044, 0.9994395389975098, 0.9991171552822277]","[2.758276450791779, 2.7646045969289963, 2.7666998852335274, 2.7176400391414077, 2.722287995217167]",0.9523725816997374,0.7940473317196803,0.9994818800431575,2.745901793462575,0.02140946448520658
17,109,42,10,4,sqrt,False,entropy,balanced_subsample,"[0.9426284381333663, 0.9667938951155542, 0.9791797015558406, 0.9468084588132389, 0.9304068298658105]","[0.7962627496051249, 0.8004922108743768, 0.7937622419418381, 0.7798979298603489, 0.7867248722235571]","[0.9996096822202525, 0.9990405013128482, 0.9997438125258336, 0.9993463496874052, 0.9989503298332962]","[2.7385008699587434, 2.766326607302779, 2.7726857560235123, 2.726052738360993, 2.7160820319226637]",0.9531634646967622,0.7914280009010491,0.9993381351159272,2.7439296007137384,0.022149865846601592
18,172,38,4,7,sqrt,False,entropy,balanced,"[0.9430256770038281, 0.9639072108903592, 0.9762535761316181, 0.9454646636650433, 0.9322260633423676]","[0.7777093482691737, 0.7831730272174943, 0.7780571013773229, 0.7638371531404877, 0.7688964237195738]","[0.9995989525837368, 0.9989934126367718, 0.9997065808163, 0.999312911801806, 0.998671421115397]","[2.720333977856739, 2.7460736507446253, 2.754017258325241, 2.708614728607337, 2.6997939081773383]",0.9521754382066433,0.7743346107448105,0.9992566557908023,2.725766704742256,0.021017881919148253
19,147,27,4,2,,False,gini,balanced_subsample,"[0.790250931470409, 0.8631476645039653, 0.8788714470028097, 0.8251332010612374, 0.8378863259417524]","[0.7109273097482128, 0.7090392387298651, 0.7394833742357929, 0.6876421875501455, 0.6730387886588294]","[0.9557558299288256, 0.9812923747534998, 0.9798811177277942, 0.9739636260989226, 0.9667637087481115]","[2.4569340711474474, 2.5534792779873303, 2.598235938966397, 2.486739014710306, 2.4776888233486933]",0.8390579139960348,0.7040261797845692,0.9715313314514307,2.5146154252320345,0.05285942899321225
20,90,17,13,2,sqrt,False,gini,balanced_subsample,"[0.9470005655848862, 0.9501873473060358, 0.9535358604298135, 0.9377070462627735, 0.913214276034259]","[0.700959983654078, 0.7185397736988866, 0.7117091409915911, 0.6766715294110774, 0.7042882108506902]","[0.9980342266180818, 0.9986041531648727, 0.9987560973307447, 0.9977283634999402, 0.9976614819425493]","[2.645994775857046, 2.667331274169795, 2.6640010987521494, 2.612106939173791, 2.6151639688274986]",0.9403290191235538,0.7024337277212647,0.9981568645112379,2.6409196113560562,0.023450422120108148
21,128,32,6,1,sqrt,False,gini,balanced,"[0.9420493472695759, 0.9591047872098056, 0.9698479715017203, 0.9498365144664297, 0.9325111951023055]","[0.8059446833402986, 0.8142909698492007, 0.7946678721244615, 0.7859402095501982, 0.8069044011708748]","[0.9997135836475166, 0.9995112302006429, 0.999790843596184, 0.9995096677110393, 0.9993080549406912]","[2.747707614257391, 2.7729069872596495, 2.7643066872223656, 2.7352863917276675, 2.7387236512138715]",0.9506699631099675,0.8015496272070068,0.9995666760192148,2.7517862663361887,0.014576412248590678
22,126,35,7,1,sqrt,False,gini,balanced,"[0.9375338637783587, 0.9602381598588109, 0.9716884847045825, 0.9543219635374777, 0.9371141697199674]","[0.8290281590387071, 0.8340306347063156, 0.8026913557384477, 0.8026382780459084, 0.8136309025850594]","[0.9997455444991614, 0.9995374238636957, 0.9998144346219587, 0.9996261713763507, 0.9993869948899831]","[2.766307567316227, 2.793806218428822, 2.774194275064989, 2.7565864129597366, 2.75013206719501]",0.9521793283198393,0.8164038660228876,0.9996221138502298,2.7682053081929565,0.015208658824135447
23,105,36,8,2,sqrt,False,gini,balanced,"[0.9613502253175108, 0.9638377214578785, 0.9784128705280274, 0.9530005284914123, 0.9353053330126474]","[0.8146618227614054, 0.8090222699112032, 0.8023969171956992, 0.7822746541530365, 0.8061041866482269]","[0.9997324651020536, 0.9994475700249715, 0.9997900519160935, 0.9995713344120761, 0.9994180706832114]","[2.7757445131809697, 2.772307561394053, 2.78059983963982, 2.734846517056525, 2.740827590344086]",0.9583813357614954,0.8028919701339143,0.9995918984276813,2.760865204323091,0.019080121905055116
24,151,44,8,4,sqrt,False,gini,balanced,"[0.9404002567444634, 0.9652671750535471, 0.9776393492850248, 0.952911370273899, 0.9359932528493202]","[0.8117541832330224, 0.8105711445599663, 0.800306277907681, 0.7827832565499115, 0.7940495385452258]","[0.9996991188357603, 0.9993370256138755, 0.999785035449448, 0.999561352528655, 0.9993449283138486]","[2.751853558813246, 2.775175345227389, 2.7777306626421536, 2.735255979352466, 2.7293877197083947]",0.9544422808412509,0.7998928801591614,0.9995454921483174,2.75388065314873,0.01986543851786913
25,112,37,9,2,sqrt,False,gini,balanced,"[0.9421960368122962, 0.9651666087672612, 0.9793954843763192, 0.9518252410704552, 0.9380086608052224]","[0.8057840416587639, 0.8072338614236979, 0.8018462934874038, 0.7885452257764125, 0.7997047325279601]","[0.999742131586235, 0.9994819514682716, 0.9998020557088272, 0.999593272326143, 0.9993867662215946]","[2.747722210057295, 2.771882421659231, 2.78104383357255, 2.7399637391730107, 2.7371001595547773]",0.9553184063663108,0.8006228309748478,0.9996012354622144,2.7555424728033726,0.01767079906848909
26,189,28,4,4,sqrt,True,entropy,balanced,"[0.9454144333194943, 0.9573172246592708, 0.9735762037788686, 0.9442807987122158, 0.9127928217131108]","[0.7987196718279997, 0.7941260003556798, 0.7912382541590354, 0.7661417524657789, 0.777396683634691]","[0.9996484614460988, 0.9991221979487238, 0.999732736205578, 0.9993664115547428, 0.9990594872214221]","[2.743782566593593, 2.7505654229636747, 2.764547194143482, 2.7097889627327376, 2.6892489925692242]",0.946676296436592,0.785524472488637,0.9993858588753131,2.7315866278005423,0.02779549633276457
27,108,37,8,2,sqrt,False,gini,balanced,"[0.939323868610471, 0.9638323108650703, 0.9785792285050384, 0.9508962989699128, 0.937369736496465]","[0.804208230380404, 0.8070733138572477, 0.8015777949363836, 0.7885625558746908, 0.8005776592577221]","[0.9997340879397494, 0.999469905725062, 0.9997996583322846, 0.9995760715315343, 0.9994892247577128]","[2.7432661869306245, 2.77037553044738, 2.7799566817737067, 2.7390349263761378, 2.7374366205119]",0.9540002886893915,0.8003999108612897,0.9996137896572685,2.7540139892079494,0.0176375738654021
28,71,44,10,10,,False,entropy,balanced_subsample,"[0.8633743421460816, 0.9090741714844371, 0.9014332820571171, 0.895200245548847, 0.8558263892109628]","[0.6097697687114146, 0.6020766003506034, 0.595917358277858, 0.5868087310632457, 0.594037449560763]","[0.9570477118369637, 0.9721936155527011, 0.975945615085368, 0.9652804886334779, 0.9442843546261444]","[2.43019182269446, 2.4833443873877417, 2.473296255420343, 2.4472894652455706, 2.39414819339787]",0.8849816860894892,0.597721981592777,0.9629503571469311,2.4456540248291967,0.031872437539328155
29,286,24,14,1,log2,True,gini,balanced,"[0.9575441610764769, 0.9631722493277793, 0.9741432088720152, 0.9490077811087694, 0.9282820385371902]","[0.7791897799056207, 0.7733997231283124, 0.7727875681863474, 0.7472751979228982, 0.7594020813546187]","[0.9994769300453324, 0.9992697644986709, 0.9996256274029975, 0.9991272851355829, 0.9992415479544933]","[2.73621087102743, 2.7358417369547627, 2.7465564044613604, 2.6954102641672506, 2.6869256678463023]",0.9544298877844462,0.7664108700995594,0.9993482310074153,2.720188988891421,0.024155262610285763
30,160,50,19,6,log2,False,gini,balanced,"[0.9692036141891676, 0.9576534244424095, 0.9768994081648937, 0.9510602995375892, 0.932586261193363]","[0.7868768595147618, 0.7835354498917684, 0.7769772068422278, 0.7592055578013148, 0.7722774801699925]","[0.9996401476388389, 0.9991742572472924, 0.9997312908692847, 0.9993798366950182, 0.9992228390137344]","[2.755720621342768, 2.7403631315814705, 2.7536079058764065, 2.709645694033922, 2.70408658037709]",0.9574806015054845,0.7757745108440132,0.9994296742928338,2.7326847866423316,0.021799269573275694
31,91,36,6,1,sqrt,False,gini,balanced,"[0.9414367494058429, 0.9600838281574441, 0.9719380651215519, 0.9519936868887697, 0.9372884478925961]","[0.8173900703045577, 0.8355868793009187, 0.8100646104720625, 0.7927017445864838, 0.8179814482577932]","[0.9997516685260608, 0.9995376411992961, 0.9998198338772804, 0.9996158906720809, 0.9992741295767844]","[2.758578488236461, 2.795208348657659, 2.781822509470895, 2.7443113221473343, 2.7545440257271734]",0.952548155493241,0.8147449505843631,0.9995998327703004,2.766892938847904,0.018741449616964844
32,132,35,7,2,sqrt,False,gini,balanced,"[0.9410470010167724, 0.9579083376426477, 0.9785129278480522, 0.9466123853519453, 0.9357707643429216]","[0.7976817358003667, 0.8116679978757348, 0.7992685866331526, 0.788078020274326, 0.7962124240818994]","[0.9997177682386572, 0.9994717478158386, 0.9997900747115542, 0.9995565178810837, 0.999318642917806]","[2.7384465050557965, 2.769048083334221, 2.777571589192759, 2.7342469235073548, 2.731301831342627]",0.951970283240468,0.798581752933096,0.9995709503129879,2.7501229864865513,0.019257261261616414
33,100,40,7,1,sqrt,False,gini,balanced,"[0.9180301358130488, 0.9669340310911558, 0.9689011275156919, 0.9459137654768827, 0.934986961404299]","[0.811291951079632, 0.8334511643412622, 0.8209071212990864, 0.8006656954890012, 0.8212026873855595]","[0.9997420135371824, 0.9995685595139904, 0.9998322723919746, 0.9996462219722128, 0.9993389170125364]","[2.7290641004298632, 2.7999537549464084, 2.7896405212067528, 2.7462256829380967, 2.755528565802395]",0.9469532042602158,0.8175037239189082,0.9996255968855794,2.764082525064703,0.02667689409854492
34,75,29,10,1,sqrt,False,gini,balanced,"[0.9378054521611127, 0.9568443885338256, 0.9774624635876716, 0.9526422928810969, 0.9291015484431964]","[0.7993026849946964, 0.8031818749387318, 0.7944463391922882, 0.7723135867378451, 0.7904452838200065]","[0.9996132995523109, 0.9994441247372743, 0.9997273941997648, 0.9994005963587941, 0.9991919540175266]","[2.73672143670812, 2.7594703882098317, 2.7716361969797245, 2.724356475977736, 2.7187387862807295]",0.9507712291213807,0.7919379539367135,0.9994754737731342,2.7421846568312285,0.020315459034640715
35,97,36,7,3,log2,True,gini,balanced,"[0.9466192578249861, 0.957770895590623, 0.9762965128273179, 0.9534690564772553, 0.9360232038902798]","[0.7915103763461641, 0.79527425643926, 0.785023256210708, 0.7678292236366502, 0.7856311368631281]","[0.999647965578155, 0.9992685791054285, 0.9997061360970853, 0.9994642495964764, 0.9993705395890671]","[2.7377775997493052, 2.7523137311353114, 2.7610259051351114, 2.720762529710382, 2.7210248803424752]",0.9540357853220925,0.7850536498991822,0.9994914939932424,2.7385809292145176,0.016240211475150153
36,83,39,9,1,sqrt,False,gini,balanced,"[0.9364601453153601, 0.967270703471888, 0.9744356788797671, 0.9502175464595146, 0.9354059391949363]","[0.8169897010685281, 0.831638347727882, 0.8197338033607298, 0.805180338476288, 0.8126145775926804]","[0.9997644623695539, 0.999575310099207, 0.999835244946442, 0.9996330356251606, 0.9994091055869003]","[2.753214308753442, 2.798484361298977, 2.7940047271869393, 2.755030920560963, 2.7474296223745167]",0.9527580026642932,0.8172313536452217,0.9996434317254528,2.7696327880349676,0.021918787643606635
37,61,39,9,1,sqrt,False,gini,balanced,"[0.9360381974415604, 0.9678042973294122, 0.9740419093346394, 0.9543056161150484, 0.9354170297204577]","[0.8166221925283006, 0.8332553926087662, 0.8167605478689335, 0.8056390313124752, 0.8116248229299946]","[0.9997596424643258, 0.9995926853980825, 0.9998344200695061, 0.9996182901864618, 0.9993550728197574]","[2.7524200324341868, 2.800652375336261, 2.790636877273079, 2.7595629376139854, 2.7463969254702096]",0.9535214099882235,0.8167803974496941,0.9996320221876267,2.7699338296255442,0.021635709292141668
38,50,45,12,1,,False,gini,balanced,"[0.8965772944829026, 0.9427409780747966, 0.9383512710318004, 0.9155269479756138, 0.9105970972423196]","[0.768193685388617, 0.7553067670740381, 0.7479252715007856, 0.7238559821942404, 0.7486560408695766]","[0.9764540026256462, 0.9803322484361808, 0.9793955254969545, 0.9722068903599386, 0.9628724176256708]","[2.6412249824971656, 2.6783799935850157, 2.6656720680295405, 2.611589820529793, 2.622125555737567]",0.9207587177614865,0.7487875494054517,0.9742522169088781,2.6437984840758166,0.0252510245949213
39,82,20,9,3,log2,True,gini,balanced,"[0.9579204399326032, 0.9573861491074522, 0.9669652291236274, 0.9439667020483303, 0.9226983617112223]","[0.7290175333347804, 0.7364159132227954, 0.7136606253503623, 0.7019903019489812, 0.7290431154490855]","[0.998971710158593, 0.9989421092565596, 0.9992941986148282, 0.9983743642519082, 0.9986126278972343]","[2.6859096834259764, 2.6927441715868072, 2.679920053088818, 2.6443313682492198, 2.6503541050575423]",0.949787376384647,0.722025497861201,0.9988390020358245,2.670651876281673,0.019552687548181662
40,63,39,11,1,sqrt,False,gini,balanced,"[0.9398207173765708, 0.9676879813081041, 0.9744154974524523, 0.9516368281975854, 0.930457809593453]","[0.8230179229455371, 0.8273199697781309, 0.817938116890938, 0.7957316947869363, 0.814534124347371]","[0.9997400641236264, 0.9995800238294754, 0.9998229636840993, 0.9996303345183162, 0.99939681722709]","[2.762578704445734, 2.7945879749157108, 2.7921765780274894, 2.746998857502838, 2.744388751167914]",0.9528037667856332,0.8157083657497827,0.9996340406765214,2.7681461732119375,0.02153717718403132
41,63,39,11,1,sqrt,False,gini,balanced,"[0.9398207173765708, 0.9676879813081041, 0.9744154974524523, 0.9516368281975854, 0.930457809593453]","[0.8230179229455371, 0.8273199697781309, 0.817938116890938, 0.7957316947869363, 0.814534124347371]","[0.9997400641236264, 0.9995800238294754, 0.9998229636840993, 0.9996303345183162, 0.99939681722709]","[2.762578704445734, 2.7945879749157108, 2.7921765780274894, 2.746998857502838, 2.744388751167914]",0.9528037667856332,0.8157083657497827,0.9996340406765214,2.7681461732119375,0.02153717718403132
42,64,39,11,1,sqrt,False,gini,balanced,"[0.9398069099896188, 0.9680654724805252, 0.974392583389508, 0.952076111031593, 0.9304612177622853]","[0.8214014651201889, 0.8275211732801638, 0.8181132115608609, 0.7963657675768805, 0.8146813436316037]","[0.9997403320797602, 0.9995805779073578, 0.999823476567266, 0.9996334761530672, 0.9993905341617806]","[2.7609487071895678, 2.795167223668047, 2.7923292715176347, 2.7480753547615406, 2.7445330955556697]",0.9529604589307059,0.8156165922339396,0.9996336793738465,2.7682107305384918,0.0215738604796891
43,65,43,12,1,sqrt,False,gini,balanced,"[0.9182431878098025, 0.9640211795223722, 0.9659039016599571, 0.9498676867657062, 0.9280731575697934]","[0.8292505699084302, 0.8392775923818039, 0.8185948286324104, 0.8095279237014187, 0.8198009471596056]","[0.9997293417458618, 0.9995706453490923, 0.9998350733880785, 0.9996472023618008, 0.999273552494435]","[2.7472230994640943, 2.802869417253268, 2.784333803680446, 2.759042812828926, 2.7471476572238336]",0.9452218226655263,0.8232903723567336,0.9996111630678536,2.7681233580901137,0.02204234249490375
44,84,46,14,2,sqrt,False,gini,balanced,"[0.9377991163139928, 0.9663559237225648, 0.9780485310918177, 0.9524887034273546, 0.9360825778224228]","[0.8119084687591092, 0.8234531620995205, 0.8148056899254417, 0.7950067839835206, 0.8034657440656627]","[0.9997244295133944, 0.999435114634559, 0.9998056666125893, 0.9995723441273076, 0.9990845653856946]","[2.749432014586496, 2.7892442004566442, 2.7926598876298487, 2.7470678315381827, 2.73863288727378]",0.9541549704756305,0.809727969766651,0.9995244240547091,2.7634073642969903,0.022800516073810926
45,60,31,11,1,sqrt,False,gini,balanced,"[0.9602391382671429, 0.9619606318118745, 0.9775096818043835, 0.9539114193559649, 0.9332168078567753]","[0.8019377628418671, 0.8129585615067897, 0.7964582494778348, 0.7775082655868094, 0.8038240720510026]","[0.9996495222053592, 0.9994895922115887, 0.9997671026318706, 0.9995375559565248, 0.9983987385685138]","[2.7618264233143694, 2.774408785530253, 2.7737350339140887, 2.7309572408992993, 2.735439618476292]",0.9573675358192283,0.7985373822928608,0.9993685023147716,2.7552734204268607,0.01862574295788819
46,77,39,9,2,sqrt,False,gini,balanced,"[0.9585516972896276, 0.9582336049011182, 0.978701545164293, 0.9511514901156731, 0.9373360598328907]","[0.8138584953788895, 0.8155213614608384, 0.805873580715486, 0.7833964934406982, 0.8035445178524673]","[0.9997176843323464, 0.9994545202946574, 0.9998056890990016, 0.9995192526536931, 0.9993197663179941]","[2.7721278770008637, 2.773209486656614, 2.7843808149787805, 2.7340672362100644, 2.740200344003352]",0.9567948794607204,0.8044388897696759,0.9995633825395386,2.7607971517699346,0.019886464934510146
47,51,34,13,3,,True,gini,balanced,"[0.9012918860136293, 0.9577271261584878, 0.9416680388828229, 0.9289296258920356, 0.9048926243332986]","[0.7903100448599416, 0.782838646567621, 0.7621910037711842, 0.7622952095124859, 0.7756754113267995]","[0.9985095916879035, 0.9964484620599824, 0.9996904852178679, 0.9984489377496624, 0.9811960606478317]","[2.6901115225614745, 2.7370142347860913, 2.703549527871875, 2.689673773154184, 2.66176409630793]",0.9269018602560548,0.7746620632076064,0.9948587074726495,2.6964226309363113,0.0244338378315673
48,68,3,17,1,sqrt,False,gini,balanced,"[0.6844126565173902, 0.6443331458553843, 0.6228367429337685, 0.6594229304786112, 0.6410699097732865]","[0.27250798430870554, 0.24387611224933334, 0.26964067050450546, 0.2574976823122779, 0.26416200029847525]","[0.9670907403780076, 0.9626736239403071, 0.9656856189949456, 0.9641898717558951, 0.9631265198672194]","[1.9240113812041033, 1.8508828820450247, 1.8581630324332195, 1.881110484546784, 1.868358429938981]",0.6504150771116881,0.26153688993465946,0.964553274987275,1.8765052420336226,0.025835456447316475
49,77,41,10,8,sqrt,False,gini,balanced,"[0.9603175037886917, 0.9653945580851464, 0.9750942823627533, 0.9510092695590409, 0.9312666031361951]","[0.795479419730355, 0.7944009972274596, 0.7789104201072806, 0.7642210394473916, 0.7756441052130699]","[0.9996683328895989, 0.9992590552064223, 0.9997127962499475, 0.9994454961648807, 0.9990581248721223]","[2.7554652564086455, 2.7590546105190286, 2.7537174987199813, 2.7146758051713133, 2.7059688332213874]",0.9566164433863655,0.7817311963451113,0.9994287610765943,2.737776400808071,0.022650100653873517
