trial_number,param_C,param_penalty,param_l1_ratio,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
20,1.9125962218619508,elasticnet,0.7058796783063315,"[0.8827550814831656, 0.9123852203866779, 0.9109512992934373, 0.9627051166537328, 0.9488793578758521]","[0.7379782158532187, 0.7703808722721069, 0.7925223774815339, 0.7421529127901249, 0.7769612209785249]","[0.9982866183792778, 0.9992891318404249, 0.9985525047010071, 0.999354452738888, 0.9992611928018192]","[2.619019915715662, 2.6820552244992095, 2.7020261814759783, 2.704212482182746, 2.7251017716561963]",0.9235352151385732,0.7639991198751018,0.9989487800922834,2.6864831151059585,0.03638188420099142
21,83.26685924616774,elasticnet,0.4100068805456726,"[0.8683503062188035, 0.9551631171921057, 0.9307802459006881, 0.9384676151946456, 0.9453358514600719]","[0.7717626518052896, 0.8151735267107576, 0.7889109006853378, 0.7656267796152936, 0.7686468275566304]","[0.9988532759900746, 0.9996405506773748, 0.9996287034613421, 0.9993585158123497, 0.9994767335397128]","[2.638966234014168, 2.769977194580238, 2.719319850047368, 2.703452910622289, 2.713459412556415]",0.927619427193263,0.7820241372746618,0.9993915558961708,2.7090351203640957,0.04190488357160157
22,35.659701553327615,elasticnet,0.3247020493261914,"[0.8815106137563583, 0.9495866818501759, 0.932071210865704, 0.9646005695678999, 0.9222185455867451]","[0.7641237366530444, 0.7807797665274387, 0.8044122048490128, 0.7893676041208064, 0.7701829589845264]","[0.9991181244620256, 0.9993787394555799, 0.9996922825495558, 0.9995429028166062, 0.9993219511610795]","[2.6447524748714284, 2.7297451878331946, 2.7361756982642724, 2.7535110765053123, 2.691723455732351]",0.9299975243253765,0.7817732542269658,0.9994108000889694,2.7111815786413116,0.0388652656396027
23,10.556503829525466,elasticnet,0.5667606458208736,"[0.910811183073537, 0.9359934104939747, 0.9573686248486633, 0.969908999367473, 0.9539893087427285]","[0.7486135093714317, 0.7225509084222481, 0.7371921023970064, 0.7753740687983165, 0.7730871895140926]","[0.9986724275295861, 0.9991537357836521, 0.9995192536421993, 0.999616012889455, 0.9995906087892865]","[2.658097119974555, 2.6576980546998747, 2.694079980887869, 2.7448990810552445, 2.7266671070461075]",0.9456143053052752,0.7513635557006191,0.9993104077268358,2.6962882687327303,0.03532288178985814
24,6.029215049170502,elasticnet,0.10241708863811336,"[0.9192757807458872, 0.9473870392484633, 0.9345667978604293, 0.9492889815687563, 0.9590342435774114]","[0.7253896531601312, 0.6887451116231158, 0.7789036171982333, 0.7364488739460444, 0.792138342720828]","[0.9969025238172516, 0.999445634949889, 0.9995831665309926, 0.9994403886983662, 0.9993359473091931]","[2.6415679577232702, 2.635577785821468, 2.713053581589655, 2.685178244213167, 2.7505085336074324]",0.9419105686001895,0.7443251197296705,0.9989415322611384,2.6851772205909983,0.04337543936688141
25,99.49383696296695,l1,0.830231756107921,"[0.8819985160231206, 0.9343160963086672, 0.939163317175501, 0.9669885239607356, 0.9520560508395858]","[0.7474052225360726, 0.8100485089728882, 0.79535333080526, 0.7726742570446339, 0.7481888802473413]","[0.9983761655519988, 0.9995836515601322, 0.9996016573426454, 0.9996300627792221, 0.999376796332647]","[2.627779904111192, 2.7439482568416875, 2.734118305323406, 2.7392928437845914, 2.699621727419574]",0.9349045008615221,0.7747340399212392,0.9993136667133291,2.7089522074960906,0.043484734919998894
26,32.77560844178039,elasticnet,0.7358036307723868,"[0.8943173084922152, 0.9497833517023622, 0.9483780618285053, 0.9625543415136714, 0.9559240381998413]","[0.7538541099102473, 0.8116092112814903, 0.8096272910448219, 0.7651144190946867, 0.8016110200292537]","[0.9990693438196077, 0.9997038078110472, 0.9998174751978425, 0.999299684319465, 0.9994934395084865]","[2.6472407622220704, 2.7610963707949, 2.75782282807117, 2.726968444927823, 2.7570284977375814]",0.9421914203473192,0.7883632102720999,0.9994767501312898,2.730031380750709,0.043197015101565026
27,12.359392557017712,elasticnet,0.7145392424570005,"[0.8680755985963415, 0.9230569609010664, 0.9413745774179649, 0.9544901554729657, 0.9483830143814633]","[0.7949782938034246, 0.7756802419797587, 0.727059481787198, 0.7308034093008433, 0.8036405213970648]","[0.9988721943152121, 0.9992857274487227, 0.999453809692056, 0.9995638096704599, 0.9994573745726085]","[2.6619260867149785, 2.6980229303295475, 2.667887868897219, 2.684857374444269, 2.7514809103511366]",0.9270760613539604,0.7664323896536579,0.9993265831398119,2.69283503414743,0.03196128971815667
28,1.5226700958751846,l2,0.8395561189986107,"[0.8572504100334225, 0.9142741548665684, 0.9407118180680536, 0.9583084389039277, 0.911983005359607]","[0.7126590877653841, 0.6439589722550291, 0.7208589250819089, 0.7782254467970247, 0.6710867876543687]","[0.9979719581749097, 0.9979275731414784, 0.9991187005983879, 0.9993693551720252, 0.997962528834798]","[2.5678814559737164, 2.5561607002630757, 2.6606894437483506, 2.7359032408729775, 2.581032321848774]",0.9165055654463158,0.7053578439107431,0.9984700231843199,2.6203334325413787,0.0684089394069656
29,0.11450473853869768,l1,0.7395056644666023,"[0.9014281957054854, 0.9317869749364256, 0.9494023901744458, 0.9541926219920827, 0.9437157450564014]","[0.6551394958998524, 0.7210641877063434, 0.6279729244838295, 0.6370415857858583, 0.5597643375055494]","[0.9946746789633002, 0.9984763170831243, 0.9987221594865336, 0.9992792689244453, 0.9972222674689859]","[2.551242370568638, 2.6513274797258934, 2.576097474144809, 2.5905134767023865, 2.5007023500309367]",0.9361051855729681,0.6401965062762868,0.9976749383852779,2.5739766302345326,0.04928911824924384
30,34.693542295461896,l1,0.6599721605228083,"[0.9147588020975235, 0.9485651821228943, 0.9446353976044028, 0.9668099043205338, 0.9650261049722704]","[0.7654097930245349, 0.7902702262625364, 0.8215717435474889, 0.8069887167510505, 0.8002843653299032]","[0.9990009740624919, 0.9996203087528354, 0.9997767485363538, 0.9996563134319898, 0.9996078346780002]","[2.67916956918455, 2.738455717138266, 2.765983889688245, 2.773454934503574, 2.7649183049801738]",0.9479590782235249,0.7969049689831028,0.9995324358923341,2.744396483098962,0.03470273157435098
31,28.927095762067715,l1,0.6788067115363161,"[0.8930053088288739, 0.9343799289659112, 0.9335983372944895, 0.959524930674441, 0.9474401678627673]","[0.7635535362620748, 0.7757628322156556, 0.7882834958618922, 0.7562431345179399, 0.7585506794538616]","[0.9987953967493126, 0.999547472936278, 0.9995335027944304, 0.9996628580855219, 0.99958444955494]","[2.6553542418402616, 2.709690234117845, 2.721415335950812, 2.715430923277903, 2.7055752968715687]",0.9335897347252965,0.7684787356622849,0.9994247360240965,2.701493206411678,0.02368041373911319
32,41.14888955485467,l1,0.830673111119375,"[0.8838503732928296, 0.9329847080189461, 0.944366484314485, 0.9657738009411971, 0.9601011618608278]","[0.7576361779101525, 0.810328008534141, 0.7335063868475232, 0.7998689362687651, 0.739237959305725]","[0.9982858913476845, 0.999674885796022, 0.9992053796133888, 0.9996039738885633, 0.9993325381288795]","[2.6397724425506666, 2.742987602349109, 2.6770782507753967, 2.7652467110985253, 2.6986716592954325]",0.9374153056856571,0.7681154937732615,0.9992205337549075,2.7047513332138258,0.045048243431262194
33,4.064997111440864,l1,0.5579696457924681,"[0.8900611361205916, 0.9475499751347115, 0.9444606846105305, 0.9271541662316658, 0.9373735845194155]","[0.7644780641161685, 0.8269926750288499, 0.8122100597888838, 0.778994095292553, 0.7930238683437225]","[0.9988730313511475, 0.9997443908660378, 0.9995954977635403, 0.9995493129493167, 0.9995902428145703]","[2.6534122315879074, 2.7742870410295994, 2.7562662421629547, 2.7056975744735356, 2.7299876956777083]",0.929319909323383,0.7951397525140356,0.9994704951489226,2.723930156986341,0.042245323570019214
34,15.788146780912713,l1,0.7555136736672708,"[0.8844438524852422, 0.9494266081142135, 0.9450838933979935, 0.9673922683077906, 0.9460926821668749]","[0.7608224666188516, 0.7624397743072475, 0.7628155472807936, 0.7585119168480793, 0.8099140990692496]","[0.9989394892184679, 0.9996130401567181, 0.999616231685133, 0.999679234930722, 0.9996657357487649]","[2.6442058083225617, 2.7114794225781793, 2.70751567236392, 2.7255834200865916, 2.7556725169848892]",0.9384878608944229,0.7709007608248443,0.9995027463479612,2.7088913680672286,0.03649633597766792
35,41.31509335377101,elasticnet,0.6045769288260239,"[0.8987899235837137, 0.9533955403877014, 0.9453416001806125, 0.968901955208906, 0.9522595408519579]","[0.6994974931325568, 0.7556288780512063, 0.8017818657657041, 0.7743913262068643, 0.8184445461344025]","[0.9983168724552087, 0.9991480782476887, 0.9997268787342029, 0.9995493514383514, 0.9996236286763144]","[2.596604289171479, 2.708172496686596, 2.7468503446805195, 2.7428426328541216, 2.770327715662675]",0.9437377120425783,0.7699488218581468,0.9992729619103532,2.712959495811078,0.061472194752306336
36,0.24864369263196753,l2,0.6434182143125236,"[0.8692376234022222, 0.8865724800667336, 0.8929229052895888, 0.8778709462835017, 0.9182218317600416]","[0.6757086527790319, 0.6773681710184448, 0.6633553416578869, 0.6142276489810687, 0.6385850289611924]","[0.9952008871450712, 0.9976156565591917, 0.9933293529213572, 0.9985916135864408, 0.9945588753362299]","[2.5401471633263255, 2.56155630764437, 2.549607599868833, 2.490690208851011, 2.551365736057464]",0.8889651573604176,0.653848968679525,0.9958592771096582,2.538673403149601,0.024935268977134918
37,7.34309335079425,l1,0.8006721191551828,"[0.9212617302142985, 0.9562770481336432, 0.9368023084181627, 0.9682467387605905, 0.9321790205175623]","[0.7302725906695684, 0.8012257597156227, 0.808993757422095, 0.7513453644609039, 0.7626626218540652]","[0.9969904065871753, 0.9997055312511857, 0.9997241065933864, 0.9995645166593289, 0.9993850766367137]","[2.648524727471042, 2.7572083391004516, 2.745520172433644, 2.7191566198808235, 2.6942267190083413]",0.9429533692088514,0.770900018824451,0.9990739275455581,2.7129273155788605,0.03888267804882065
38,0.004710532421976169,elasticnet,0.8956180350126199,"[0.8127021911301193, 0.7290071178552292, 0.7672441196984714, 0.7433119244034734, 0.8142323933561751]","[0.4418937212131743, 0.34501968302564945, 0.4154782592001719, 0.37880018608345856, 0.36594610004654643]","[0.9843722567764601, 0.9709542312290281, 0.9856546193278497, 0.9820212820791832, 0.9751237386951513]","[2.2389681691197536, 2.0449810321099067, 2.168376998226493, 2.104133392566115, 2.1553022320978727]",0.7732995492886936,0.3894275899138001,0.9796252256215345,2.142352364824028,0.0649945544193174
39,2.2045226588005344,l2,0.706486973108344,"[0.877880369955871, 0.9058389848451947, 0.9349872715743353, 0.948366693330751, 0.926762951551607]","[0.7003777171332389, 0.7401106192476721, 0.7089640687201172, 0.7555661315780685, 0.7468769148486785]","[0.9960948107196269, 0.9987215019860004, 0.9987908041635342, 0.9995149678347411, 0.9992295897998561]","[2.574352897808737, 2.6446711060788672, 2.6427421444579866, 2.7034477927435607, 2.6728694562001416]",0.9187672542515518,0.7303790903055549,0.9984703349007518,2.6476166794578586,0.04278980051237135
40,0.0002309182492070125,l1,0.6570422890473477,"[0.04, 0.060698412698412696, 0.12, 0.10618421052631578, 0.04]","[0.0002368365404948192, 0.007745884428818312, 0.0012903784479317546, 0.0008483726171670139, 4.51738133050997e-05]","[0.5585000619321873, 0.5673074809897624, 0.7524548091195798, 0.4917426823670248, 0.5945115581855793]","[0.5987368984726821, 0.6357517781169933, 0.8737451875675116, 0.5987752655105076, 0.6345567319988844]",0.07337652464494569,0.0020333291695433997,0.5929033185188267,0.6683131723333158,0.10399849317194275
41,3.6230053602601946,l1,0.5316534856792644,"[0.8785451670861636, 0.9412509690071111, 0.9385095943850934, 0.9576627216593149, 0.9369207445873403]","[0.7358643714026354, 0.7980458798855885, 0.8144596663400558, 0.8071911138561881, 0.7741736163868919]","[0.998456644031177, 0.99964341187283, 0.9996788890545528, 0.9995803101221183, 0.9991223310284744]","[2.612866182519976, 2.7389402607655295, 2.752648149779702, 2.7644341456376216, 2.7102166920027067]",0.9305778393450046,0.785946929574272,0.9992963172218305,2.715821086141107,0.05456203775238288
42,4.960088684804217,l1,0.5657718221290099,"[0.892826893263277, 0.9391349759741092, 0.9505036482734244, 0.9650460211001672, 0.9361825606805095]","[0.7729211564274996, 0.7748026833448088, 0.7750812625190737, 0.804308650441189, 0.7840597884621222]","[0.9986383878010304, 0.999517587205082, 0.9995573265647114, 0.9994514608037305, 0.9994098347223991]","[2.664386437491807, 2.713455246524, 2.7251422373572094, 2.7688061323450865, 2.7196521838650307]",0.9367388198582974,0.7822347082389387,0.9993149194193907,2.7182884475166267,0.03325554753416431
43,50.12282911457503,l1,0.4670826159138028,"[0.8569363257544225, 0.9409720375078678, 0.9366308287322528, 0.9593541221378382, 0.9463190734688169]","[0.8081724678171589, 0.8006188057705618, 0.8014275736484303, 0.8038223423543748, 0.8225961830816195]","[0.9986353025759488, 0.999516991866382, 0.9997025057394324, 0.9996528125993211, 0.9994957653582489]","[2.6637440961475303, 2.7411078351448115, 2.7377609081201157, 2.762829277091534, 2.7684110219086855]",0.9280424775202396,0.8073274745344291,0.9994006756278667,2.7347706276825354,0.037450858702455084
44,57.31298901594891,l1,0.4862811713033049,"[0.8977590840216181, 0.9485432942134057, 0.9360040547146571, 0.9658208577586211, 0.953338384015039]","[0.7499656803790071, 0.8164565024523557, 0.754702307087689, 0.8035339407505533, 0.7938112644154713]","[0.9979392416996857, 0.9996650347388402, 0.9995720360562181, 0.9997875070930301, 0.9996081175922952]","[2.645664006100311, 2.7646648314046014, 2.690278397858564, 2.7691423056022044, 2.7467577660228057]",0.9402931349446682,0.7836939390170153,0.9993143874360138,2.7233014613976976,0.047917860538507204
45,18.705985284605692,l1,0.43534218940252833,"[0.8639695406696941, 0.9466687061493375, 0.9347616447864562, 0.971217132091482, 0.937073935501364]","[0.7970013851435718, 0.7607327314549801, 0.7719020603530189, 0.8319256347762628, 0.7922511880355135]","[0.9992127516887948, 0.9994711757778856, 0.9996763785126666, 0.9997124189353676, 0.999628897593708]","[2.6601836775020606, 2.7068726133822034, 2.7063400836521416, 2.802855185803112, 2.728954021130585]",0.9307381918396669,0.7907625999526694,0.9995403245016844,2.7210411162940207,0.04664043465579604
46,51.71146892111197,elasticnet,0.7458676497141137,"[0.9126351568108109, 0.9455288055273422, 0.9424654248750324, 0.9690486821840828, 0.9656201269486812]","[0.7292505296867088, 0.8116737383014176, 0.7589818624535093, 0.8008911447031344, 0.8387647702498385]","[0.9984273360955629, 0.9995787726058597, 0.9997034254653507, 0.9994930660124264, 0.9996574120509945]","[2.6403130225930824, 2.7567813164346195, 2.7011507127938925, 2.7694328928996437, 2.804042309249514]",0.9470596392691899,0.7879124090789217,0.9993720024460389,2.7343440507941503,0.057508498352131
47,56.53115495218811,elasticnet,0.7429770505283829,"[0.9095174961148592, 0.9396339144404231, 0.9390490615854808, 0.9706326825084591, 0.930966216353111]","[0.7481554398913637, 0.7412514079203443, 0.7636865662027386, 0.8325914534071611, 0.7753899994512088]","[0.9989954133045498, 0.9995520858806884, 0.9994163365893631, 0.9998139171255456, 0.9993860413514417]","[2.656668349310773, 2.6804374082414557, 2.7021519643775824, 2.803038053041166, 2.7057422571557614]",0.9379598742004667,0.7722149733745634,0.9994327588503177,2.7096076064253483,0.0499063949491088
48,15.304104018041668,elasticnet,0.27383836451899113,"[0.8857616611488964, 0.9438364778611907, 0.9433456750318188, 0.9656450031374827, 0.93657547788736]","[0.7728070316864595, 0.7724259881392938, 0.7936763945157159, 0.7763264386101392, 0.8315965764894451]","[0.9988504039704469, 0.9996212971067348, 0.9994980872124855, 0.9995557738786212, 0.9993341115788108]","[2.657419096805803, 2.715883763107219, 2.73652015676002, 2.741527215626243, 2.767506165955616]",0.9350328590133496,0.7893664858882106,0.9993719347494198,2.7237712796509803,0.03702802315956497
49,25.91164334582946,elasticnet,0.8583934277589788,"[0.8864134377266366, 0.9459639711958616, 0.9320664104146063, 0.9489827520666232, 0.9199893842954537]","[0.7712751332467517, 0.78231531649737, 0.7854032400634984, 0.7957705189406833, 0.796568181139825]","[0.9983756004209998, 0.9995544241794625, 0.9993918590236739, 0.9996445541931507, 0.99954379552282]","[2.656064171394388, 2.727833711872694, 2.7168615095017783, 2.7443978252004575, 2.7161013609580986]",0.9266831911398363,0.7862664779776257,0.9993020466680214,2.7122517157854835,0.02989742819489482
50,0.012668721377832235,elasticnet,0.767554426724561,"[0.7988712271003051, 0.8372389186380275, 0.7761904783922615, 0.8319124864971953, 0.8577289956814528]","[0.48541173966126555, 0.41786200699067244, 0.47321378581304385, 0.5196907830008174, 0.49916568835324715]","[0.9872930239439383, 0.9868438672872041, 0.9878413440902609, 0.9903983408553212, 0.9902794063765498]","[2.271575990705509, 2.241944792915904, 2.2372456082955665, 2.342001610353334, 2.34717409041125]",0.8203884212618485,0.4790688007638092,0.9885311965106549,2.2879884185363126,0.047717050797911026
