trial_number,param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,param_gamma,param_reg_alpha,param_reg_lambda,param_min_child_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,69,40,0.015249421381480933,0.8893860711323764,0.9911958047986411,2.6924793520521684,0.032033347004714594,0.00022922166711328973,3,"[0.9447751988844983, 0.9311495941303375, 0.9644343387028964, 0.9403458034535358, 0.9393007132018439]","[0.7418509995349271, 0.7479895643120456, 0.7525025263848919, 0.7371213702551974, 0.7413963768841129]","[0.9980489879431964, 0.997291765746314, 0.9986211481348758, 0.9982168996621809, 0.9976530572025933]","[2.6846751863626217, 2.676430924188697, 2.715558013222664, 2.675684073370914, 2.6783501472885503]",0.9440011296746225,0.744172167474235,0.9979663717378321,2.68613966888669,0.01504552784359152
1,175,35,0.1476615931361487,0.7523764532594154,0.626374538762362,1.4407279965399677,3.5315685337034464,0.0011666128825437926,5,"[0.9547529305513035, 0.949721471926615, 0.9691753710660236, 0.9449799479179327, 0.9490915190878197]","[0.788196588775243, 0.7967539767737061, 0.7961943283553637, 0.7998920552350475, 0.7830590070074472]","[0.9990241195587194, 0.9988617246416459, 0.9996989534985193, 0.999590114943781, 0.9994184874175813]","[2.741973638885266, 2.745337173341967, 2.7650686529199064, 2.744462118096761, 2.731569013512848]",0.953544248109939,0.7928191912293615,0.9993186800120494,2.7456821193513496,0.01086625656232576
2,283,4,0.041769907582395516,0.9800518001654582,0.6921211516083859,2.742449596180152,3.512706581554086,0.0004632839222878665,6,"[0.9573329729075256, 0.9496852662194131, 0.9650232067608416, 0.9519084959213313, 0.9536415487724935]","[0.7555691955662318, 0.7642030706746236, 0.7597584423950265, 0.7571625379811145, 0.7547208715329665]","[0.9993419397333176, 0.9981621534683335, 0.999624166126178, 0.9995168831726237, 0.999381457782946]","[2.712244108207075, 2.71205049036237, 2.7244058152820463, 2.7085879170750697, 2.7077438780884058]",0.9555182981163209,0.7582828236299926,0.9992053200566797,2.7130064418029933,0.005977602345499364
3,238,35,0.018299993602026877,0.681939636119118,0.7963063556364282,1.861923446925295,0.024378432310349165,0.006752303101068003,9,"[0.9543043435568643, 0.9446197400215336, 0.9661989239325546, 0.9444192082091237, 0.9466858377226443]","[0.7785810694663973, 0.7729576321740836, 0.7766050522795005, 0.7745582873206623, 0.7732673095972419]","[0.9992157226675817, 0.9989155208918976, 0.9995569066946918, 0.9993008978654931, 0.9993022395099608]","[2.7321011356908436, 2.7164928930875147, 2.742360882906747, 2.718278393395279, 2.719255386829847]",0.9512456106885441,0.7751938701675771,0.9992582575259249,2.7256977383820464,0.009999436314077174
4,242,18,0.03511547897186076,0.710419619332278,0.7811371730185601,1.7648918297219733,0.19364099872591067,0.007108130866776099,5,"[0.954621850634143, 0.947359910680038, 0.9667792794871142, 0.9429573404282671, 0.9488965634691965]","[0.8006324508912033, 0.806544310772692, 0.7994714160982233, 0.797199248037654, 0.798435881152209]","[0.9993938464260469, 0.9989495542829409, 0.9997106907990139, 0.9995190471354696, 0.9994511784961674]","[2.7546481479513933, 2.752853775735671, 2.765961386384351, 2.7396756356013907, 2.746783623117573]",0.9521229889397518,0.8004566613903963,0.9994048634279278,2.7519845137580754,0.00873797776196777
5,230,22,0.2795176360426267,0.6721806476810727,0.8964475491653057,2.1118702182157016,0.013560255216323945,0.14855912855264064,6,"[0.9363757615041323, 0.9360831000054134, 0.9665685772339377, 0.9456695441616574, 0.9209526511638738]","[0.805631624490647, 0.7943644250473612, 0.8147866546441985, 0.8183471752000909, 0.7836033483652881]","[0.9987372781654358, 0.9951026703235862, 0.9991003521596018, 0.9994352142436835, 0.9988566209217993]","[2.740744664160215, 2.7255501953763606, 2.780455584037738, 2.763451933605432, 2.703412620450961]",0.9411299268138029,0.8033466455495171,0.9982464271628213,2.7427229995261415,0.027193975649799886
6,154,3,0.0017742438313971484,0.883757757490085,0.8097382387060789,3.4808023175848444,5.988824893867823,0.2597582034102218,1,"[0.9137255443038644, 0.8778936526965196, 0.9178630422398071, 0.9177218709817084, 0.89260063561536]","[0.47647523012512233, 0.48688526481964295, 0.47947727562413855, 0.48433174898837345, 0.4842673381979426]","[0.9828214733687394, 0.97958812190735, 0.9863195362890744, 0.9858451464467772, 0.9827237421917633]","[2.373022247797726, 2.3443670394235125, 2.38365985415302, 2.387898766416859, 2.359591716005066]",0.9039609491674518,0.48228737155104395,0.9834596040407408,2.369707924759237,0.016006535792491467
7,127,31,0.004311048676989634,0.9859883998144507,0.9780192895171176,4.242004404188443,0.02299428878943003,1.612068806581509,2,"[0.9438256904053393, 0.9319383336355562, 0.9640457443627111, 0.9380688894415928, 0.9420029664580878]","[0.7386570585726104, 0.7269325244149049, 0.7378303029060815, 0.7234192828111294, 0.7438392937034728]","[0.9979664186573199, 0.9974527330710018, 0.9985568780297106, 0.9985229627703576, 0.9976298306633329]","[2.6804491676352695, 2.656323591121463, 2.7004329252985033, 2.6600111350230797, 2.6834720908248935]",0.9439763248606574,0.7341356924816399,0.9980257646383446,2.676137781980642,0.016219155482447564
8,127,25,0.10051325618703189,0.7943300914835587,0.6547504475189804,1.7176826485217918,0.004189197622268239,0.003177565573492477,2,"[0.9521136639866538, 0.9502875248981068, 0.9690763195631524, 0.945909308848968, 0.9348045117354543]","[0.830306809034569, 0.8245731830056322, 0.8159683353382527, 0.8151670369897385, 0.8261575386449254]","[0.9992970914901208, 0.9991574037158492, 0.9997841245925813, 0.9996230459133949, 0.9995749414123093]","[2.7817175645113434, 2.774018111619588, 2.7848287794939863, 2.760699391752101, 2.760536991792689]",0.9504382658064671,0.8224345806026235,0.9994873214248511,2.772360167833942,0.01021310058147759
9,154,24,0.12343345081140163,0.9185562803130194,0.8089560512006447,2.3031514808163847,0.7781583960938164,2.731773949704696,7,"[0.9536543706473296, 0.9442014979760898, 0.9685678403026112, 0.9440906652521022, 0.9485618221427938]","[0.7970045638005989, 0.8041219825320739, 0.7967286593316765, 0.7928220372142615, 0.7964860312720579]","[0.9991019568368661, 0.9985202572137465, 0.999726447791481, 0.9994845804941211, 0.9993717263139792]","[2.7497608912847946, 2.74684373772191, 2.7650229474257686, 2.7363972829604846, 2.744419579728831]",0.9518152392641852,0.7974326548301338,0.9992409937300387,2.748488887824357,0.009385795812037632
