trial_number,param_hidden_layer_sizes,param_activation,param_learning_rate_init,param_batch_size,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,16,relu,0.0002195995253567472,128,0.005452250496085006,"[0.7455553496800469, 0.7459939122701961, 0.73624160711378, 0.7427378154695952, 0.7402264188081348]","[0.7709737804149409, 0.7707390592888688, 0.7693758654452458, 0.7684149995300998, 0.769043979016564]","[0.9998236211814658, 0.999803869020362, 0.999915012841528, 0.9997104516854507, 0.9998313580811045]","[2.516352751276454, 2.516536840579427, 2.5055324854005536, 2.5108632666851456, 2.509101755905803]",0.7421510206683506,0.7697095367391439,0.9998168625619822,2.5116774199694767,0.004255109946641604
1,32,relu,0.01616896607041127,32,0.07463488816732225,"[0.39791701331162244, 0.39989453377290274, 0.41089988040566405, 0.3754656802629618, 0.44863737426999223]","[0.4070398661067188, 0.4216521705068307, 0.43008360304259263, 0.3846692210852531, 0.46524197731181216]","[0.992958105299335, 0.9903990774634148, 0.9910652930814743, 0.9923955353016766, 0.9907341768900723]","[1.7979149847176763, 1.8119457817431481, 1.832048776529731, 1.7525304366498915, 1.9046135284718768]",0.40656289640462856,0.42173736761064157,0.9915104376071946,1.8198107016224647,0.049818075750373184
2,128,logistic,0.05615625514509923,256,0.014866601566296217,"[0.7645467850095894, 0.7309401745846961, 0.7188843557785414, 0.7063798070167231, 0.6813769393739243]","[0.7793708832010064, 0.753486791910825, 0.7362503230484851, 0.735584397375457, 0.7168513034849439]","[0.9996245314309274, 0.9994601825239766, 0.9997296294289043, 0.9996307805815801, 0.9994847417998862]","[2.5435421996415233, 2.4838871490194974, 2.4548643082559307, 2.44159498497376, 2.3977129846587544]",0.7204256123526949,0.7443087398041435,0.999585973153055,2.464320325309893,0.04837636022528787
3,32,logistic,0.011455233179772458,128,0.016003137293658487,"[0.6838744359178567, 0.6516947456911408, 0.6689652424529209, 0.6531303533965798, 0.6464231350610503]","[0.7079364155417797, 0.6820031415053036, 0.7021240897913765, 0.6796105463942683, 0.6786439674175452]","[0.9995482820730602, 0.9991592592675731, 0.9995996024702934, 0.9989556370013173, 0.9993081697280011]","[2.3913591335326965, 2.3328571464640175, 2.370688934714591, 2.3316965367921654, 2.3243752722065967]",0.6608175825039097,0.6900636321300546,0.9993141901080491,2.3501954047420135,0.026168453903036522
4,256,relu,0.0029760624059299878,256,0.011212165288662384,"[0.8384720466919886, 0.8639881215656636, 0.8783113390633155, 0.8276898480482826, 0.8513482669953139]","[0.8725419975789254, 0.8889448324353976, 0.8926830829169333, 0.854236077156064, 0.8863473180032735]","[0.9998764793936636, 0.9998808368095026, 0.9999462795599915, 0.9998333353801172, 0.9998504024864988]","[2.7108905236645775, 2.752813790810564, 2.7709407015402405, 2.681759260584464, 2.737545987485086]",0.8519619244729129,0.8789506616181187,0.9998774667259548,2.730790052816986,0.03144128537062026
5,256,logistic,4.507699981638789e-05,256,0.00015800158457048697,"[0.663893409503265, 0.6315085861864403, 0.6503316212628348, 0.6353202597074261, 0.7006278854320874]","[0.6838942489939863, 0.6505369215448461, 0.6718456395800153, 0.6535941727742077, 0.7278634199744525]","[0.9994714549399388, 0.9989909999008526, 0.9994886772906634, 0.9990861140803615, 0.9997080729460082]","[2.34725911343719, 2.2810365076321393, 2.3216659381335134, 2.288000546561995, 2.4281993783525477]",0.6563363524184108,0.6775468805735017,0.9993490638315649,2.333232296823477,0.05314055034120825
6,128,logistic,6.577987310867733e-05,256,0.004735870896493735,"[0.6691343896831853, 0.624999537089088, 0.6509253810228138, 0.6786540805885573, 0.6166489800860312]","[0.688448684664275, 0.6449103375024703, 0.6717398848170758, 0.7042512597646333, 0.6378312027963972]","[0.999581951518512, 0.9990095622856232, 0.9995670942463022, 0.9995411845481921, 0.9991720668836857]","[2.357165025865972, 2.2689194368771815, 2.3222323600861916, 2.3824465249013826, 2.2536522497661142]",0.648072473693935,0.6694362739089704,0.999374371896463,2.3168831194993684,0.049494371844075485
7,64,logistic,5.2194576984482126e-05,32,0.01010213585056955,"[0.5533334916899305, 0.5426953823285378, 0.5543468670647482, 0.5565390603188597, 0.545377045230648]","[0.5864992141841399, 0.5786893539600395, 0.5895742621220511, 0.5896904531836461, 0.5812738622479333]","[0.9975108007720368, 0.9970316109586063, 0.9971862349745875, 0.9972750941897008, 0.9971872538324912]","[2.1373435066461073, 2.1184163472471833, 2.1411073641613867, 2.143504607692207, 2.1238381613110726]",0.5504583693265448,0.585145429139562,0.9972381989454846,2.1328419974115915,0.009914026206181143
8,16,relu,0.0018500654181973185,128,0.0008021697699347696,"[0.8439129828877792, 0.9021834424608295, 0.9353111769607158, 0.8721189894022935, 0.8689440266900417]","[0.8788845884029649, 0.9194452891301296, 0.9566803953946001, 0.905528657572974, 0.8942258513789315]","[0.999876617191232, 0.9998858086356052, 0.9999535836510336, 0.9998194742966732, 0.9998749775682895]","[2.722674188481976, 2.821514540226564, 2.89194515600635, 2.7774671212719406, 2.7630448556372627]",0.8844941236803319,0.91095295637592,0.9998820922685667,2.795329172324819,0.057724169017667866
9,32,relu,0.013089884487352797,128,0.035952192911833464,"[0.7125897749744784, 0.7268463151292462, 0.6860882636394393, 0.7320719598507286, 0.6879869770287583]","[0.73994144379123, 0.7541726965035648, 0.7097563700009087, 0.7566608842022859, 0.7135966201993028]","[0.9995879191999912, 0.9996797692815014, 0.9998131190108909, 0.9993533788403639, 0.9997014087068403]","[2.4521191379656995, 2.480698780914312, 2.395657752651239, 2.4880862228933784, 2.4012850059349016]",0.7091166581245302,0.7348256029394584,0.9996271190079173,2.4435693800719065,0.03877352808297232
10,16,tanh,0.0008795697831386444,64,0.0007116820672972195,"[0.8263936740022102, 0.9009060210055776, 0.9410653661155831, 0.8671065009250348, 0.8543127929820264]","[0.872676529818526, 0.9224401741878254, 0.9577242733846486, 0.9037780792151964, 0.8885256894619835]","[0.9998722967287467, 0.9998861514460021, 0.9999568326125962, 0.9998274658008277, 0.9998895243964653]","[2.698942500549483, 2.823232346639405, 2.898746472112828, 2.7707120459410586, 2.7427280068404754]",0.8779568710060864,0.9090289492136361,0.9998864541969276,2.7868722744166496,0.06896289645709329
