trial_number,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_criterion,param_class_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
10,202,49,20,3,sqrt,True,gini,balanced_subsample,"[0.9216528049243335, 0.967732133482393, 0.9332025563045822, 0.9702391144116548, 0.9478467912416224]","[0.7949133236182381, 0.8288033537136208, 0.8283828448185153, 0.8298910924626174, 0.8308460341783963]","[0.9984824454157173, 0.9995415204430742, 0.9997674060824977, 0.9996523416711838, 0.9996492399013382]","[2.715048573958289, 2.796077007639088, 2.7613528072055953, 2.7997825485454557, 2.778342065321357]",0.9481346800729172,0.8225673297582776,0.9994185907027623,2.770120600533957,0.030760237397960938
11,206,50,20,3,sqrt,True,gini,balanced_subsample,"[0.9184524559069454, 0.9526016722765784, 0.933123061610927, 0.9709067003552373, 0.9412525528458816]","[0.7950545339001782, 0.8269515072374852, 0.829275097895588, 0.8274896096435795, 0.8262235099863093]","[0.9983894354392957, 0.9995074603964039, 0.9997799040810544, 0.9996331944867655, 0.9996713225295198]","[2.7118964252464193, 2.7790606399104676, 2.7621780635875695, 2.7980295044855823, 2.7671473853617106]",0.9432672885991138,0.8209988517326281,0.9993962633866079,2.76366240371835,0.028678452478500788
12,225,50,18,3,sqrt,True,gini,balanced_subsample,"[0.9185686435543086, 0.9572167160766197, 0.9331657018884072, 0.9703675783591134, 0.9417664380866626]","[0.7927821214027274, 0.8249571235561594, 0.827216928379142, 0.8307526821839535, 0.8280881343598929]","[0.9985340917199597, 0.9994575353081839, 0.9997645806201398, 0.9996577829116566, 0.9996658678732848]","[2.7098848566769957, 2.781631374940963, 2.760147210887689, 2.8007780434547236, 2.76952044031984]",0.9442170155930223,0.820759397976375,0.9994159716866449,2.7643923852560426,0.030451561581826023
13,148,45,16,3,sqrt,True,gini,balanced_subsample,"[0.9195657681811218, 0.9549403539093352, 0.9328667483972995, 0.97245032720222, 0.9416618877672244]","[0.792366231094027, 0.809656527896417, 0.8281664671590541, 0.8264632849887126, 0.8238902216414213]","[0.9977466535988689, 0.9995303899820212, 0.9997725072021663, 0.9996443557483948, 0.999664242847041]","[2.7096786528740178, 2.764127271787773, 2.7608057227585197, 2.7985579679393275, 2.7652163522556865]",0.9442970170914402,0.8161085465559264,0.9992716298756983,2.759677193523065,0.028507289385366695
14,240,43,20,7,sqrt,True,gini,balanced_subsample,"[0.9203046561384299, 0.9597500837947617, 0.940330430434276, 0.9693170334074239, 0.9384221801432366]","[0.7731766316832553, 0.7937202195633302, 0.8023353557921866, 0.7861168497309019, 0.7694639203888785]","[0.9980082150824642, 0.9994363161358751, 0.9997243397745217, 0.9995581315106675, 0.999589567376983]","[2.6914895029041497, 2.752906619493967, 2.742390126000984, 2.7549920146489932, 2.7074756679090983]",0.9456248767836255,0.7849625954317105,0.9992633139761024,2.729850786191439,0.02566367796744863
15,190,24,15,2,sqrt,True,gini,balanced_subsample,"[0.9094416822812887, 0.9502384837993766, 0.9379899677704799, 0.9652403225334619, 0.9438195760087426]","[0.770687523402294, 0.7825731122813447, 0.7924761263935062, 0.7765448582429993, 0.7655402411835682]","[0.9980693975602296, 0.9993295466872657, 0.9996295951636395, 0.9995184194972712, 0.999334190438659]","[2.6781986032438123, 2.732141142767987, 2.7300956893276256, 2.7413036002737323, 2.70869400763097]",0.94134600647867,0.7775643723007425,0.999176229869413,2.718086608648826,0.022627640518792864
16,136,44,8,6,sqrt,True,gini,balanced_subsample,"[0.9198046147986652, 0.9556821766092167, 0.943279074917639, 0.9693741639247374, 0.9389979587511041]","[0.7755241988958274, 0.7884641408889885, 0.8095059659323948, 0.8132596932587322, 0.804348468577511]","[0.9980367356807897, 0.9995413426161062, 0.9997508689855104, 0.9995493107059116, 0.9995909897800136]","[2.693365549375282, 2.743687660114311, 2.752535909835544, 2.7821831678893814, 2.7429374171086285]",0.9454275978002725,0.7982204935106908,0.9992938495536663,2.74294194086463,0.028601723199107195
17,219,17,18,4,sqrt,True,gini,balanced_subsample,"[0.8815352551188722, 0.9424893915862613, 0.9339430996896978, 0.9570286960854348, 0.9317852174443791]","[0.7231002053310029, 0.7179891845068913, 0.7384677542607477, 0.6962316784389019, 0.7273843983015452]","[0.9964901825822606, 0.9983401349292994, 0.9986680426778141, 0.998554552159781, 0.9983815579556722]","[2.6011256430321357, 2.658818711022452, 2.6710788966282597, 2.651814926684118, 2.6575511737015964]",0.9293563319849291,0.7206346441678179,0.9980868940609655,2.6480778702137124,0.024300755481047657
18,261,43,13,2,sqrt,True,gini,balanced_subsample,"[0.9176215574012475, 0.9544236696555483, 0.9333012556867684, 0.9721623167520572, 0.9406882067185762]","[0.7987325729352114, 0.8408480999809995, 0.8345847210780248, 0.8257225261362378, 0.8301863029489049]","[0.998575648271227, 0.9996506267876348, 0.9997925106867434, 0.9996944913786564, 0.9997070607979086]","[2.714929778607686, 2.794922396424183, 2.7676784874515366, 2.7975793342669513, 2.7705815704653896]",0.9436394012428396,0.8260148446158755,0.9994840675844341,2.769138313443149,0.029720329515126293
19,253,43,8,2,log2,True,gini,balanced_subsample,"[0.9204309934047556, 0.9619911622825609, 0.942964866477773, 0.974692481948516, 0.9421167992265649]","[0.794344268958134, 0.8320313081742547, 0.8319115223791732, 0.7969084786579969, 0.7928926075614302]","[0.9987636908125908, 0.9995821117724434, 0.9998173042527001, 0.9996670145114421, 0.999702619686999]","[2.7135389531754806, 2.7936045822292592, 2.774693693109646, 2.771267975117955, 2.7347120264749942]",0.9484392606680341,0.8096176371461979,0.9995065482072351,2.757563446021467,0.02912238426998183
20,171,29,9,2,sqrt,True,gini,balanced_subsample,"[0.9190881830841342, 0.9593433223324213, 0.940653851189807, 0.9715824675626287, 0.947195130562227]","[0.7822602810493777, 0.790335456589914, 0.8133081965030806, 0.8097634148881824, 0.7883271162917292]","[0.998036169567252, 0.9995907209571461, 0.9997743221238103, 0.999689756892688, 0.9995692398638256]","[2.699384633700764, 2.7492694998794813, 2.753736369816698, 2.781035639343499, 2.7350914867177822]",0.9475725909462437,0.7967988930644567,0.9993320418809445,2.7437035258916445,0.026697026584243156
21,255,50,13,4,sqrt,True,gini,balanced_subsample,"[0.9204801457727878, 0.9530188528966487, 0.9337893302853321, 0.9705442803156588, 0.941053243661637]","[0.7879166996064797, 0.8161262550006466, 0.820217204857464, 0.8224484323265661, 0.8180755651319422]","[0.9982371464043172, 0.9994999631937719, 0.9997595943110303, 0.9996236870606958, 0.9996586051201646]","[2.7066339917835847, 2.768645071091067, 2.7537661294538265, 2.7926163997029203, 2.758787413913744]",0.9437771705864128,0.8129568313846198,0.999355799217996,2.7560898011890282,0.02810829361594613
22,204,46,16,1,sqrt,True,gini,balanced_subsample,"[0.915811706940207, 0.9594900726570031, 0.9288843392382232, 0.9723024882659156, 0.927937482524174]","[0.8093132363222566, 0.8591664929621246, 0.8519548829295531, 0.8443027591195184, 0.8358299024454808]","[0.9993231444307878, 0.9997354094661857, 0.9997809106621963, 0.999758334662387, 0.9997390121945557]","[2.7244480876932515, 2.8183919750853135, 2.7806201328299727, 2.816363582047821, 2.7635063971642104]",0.9408852179251046,0.8401134547557867,0.9996673622832224,2.7806660349641135,0.035078410162380724
23,204,41,17,1,sqrt,True,gini,balanced_subsample,"[0.917748983232579, 0.9584509214544731, 0.9348132042331194, 0.9724715377122773, 0.9405759032216143]","[0.8064629239747587, 0.8538848728132024, 0.844141585744954, 0.8338136967059849, 0.8394739710200466]","[0.9992008621542458, 0.9997511960485232, 0.9998035152222048, 0.9997566339742897, 0.9997555283858097]","[2.7234127693615835, 2.8120869903161987, 2.7787583052002782, 2.806041868392552, 2.7798054026274706]",0.9448121099708127,0.8355554100517895,0.9996535471570146,2.7800210671796166,0.03134149321023152
24,202,40,17,1,sqrt,True,gini,balanced_subsample,"[0.9155969456647459, 0.9587840531646069, 0.9348857929685963, 0.9651797803198399, 0.9317604519973394]","[0.8028443874271036, 0.8502972325109518, 0.8437306109559422, 0.8376174604463462, 0.8286718703159156]","[0.9990493712145466, 0.9997583081783311, 0.9997880593410085, 0.9997683482955086, 0.9997536520516328]","[2.717490704306396, 2.80883959385389, 2.778404463265547, 2.802565589061695, 2.7601859743648878]",0.9412414048230258,0.8326323123312518,0.9996235478162057,2.7734972649704828,0.03296074503553695
25,122,39,17,1,sqrt,True,gini,balanced_subsample,"[0.9178224950091177, 0.9607190125881686, 0.933952924151708, 0.9716622200535121, 0.9382515194798375]","[0.8064055389718401, 0.8480710284792176, 0.8392820205028724, 0.8361221424887578, 0.8330507457202464]","[0.9992876957677784, 0.9997450225918217, 0.9997960621679894, 0.9997469929791266, 0.999739527689175]","[2.723515729748736, 2.8085350636592077, 2.7730310068225696, 2.8075313555213963, 2.771041792889259]",0.9444816342564689,0.8325862952325866,0.9996630602391783,2.7767309897282337,0.03110653429895338
26,117,32,15,1,sqrt,True,entropy,balanced_subsample,"[0.9106593015442196, 0.9455008009258785, 0.9305012972793918, 0.947730698468789, 0.9363565393775345]","[0.7983883045993779, 0.8520160273319562, 0.8386862856407472, 0.8368320331272879, 0.8359372386753336]","[0.999086169163671, 0.9996413112779143, 0.9996202489558148, 0.9996258679688941, 0.9996899560814236]","[2.7081337753072683, 2.7971581395357488, 2.7688078318759537, 2.784188599564971, 2.7719837341342917]",0.9341497275191626,0.8323719778749407,0.9995327106895436,2.7660544160836467,0.03063928511612657
27,52,40,17,1,sqrt,True,gini,balanced_subsample,"[0.916454562594309, 0.9604439627903926, 0.9351338523260917, 0.9646643507895373, 0.9263348067075193]","[0.8054831577007548, 0.8197936440095142, 0.8433859877799849, 0.8383545832763515, 0.8237988659827937]","[0.9988204671579382, 0.9997420615769872, 0.9997560757920294, 0.9997349717306311, 0.9997371362671078]","[2.720758187453002, 2.7799796683768943, 2.7782759158981056, 2.80275390579652, 2.749870808957421]",0.9406063070415701,0.8261632477498798,0.9995581425049387,2.766327697296389,0.028296340077826956
28,101,46,19,2,log2,True,gini,balanced_subsample,"[0.9202334463563792, 0.9568189790176465, 0.9431978087548383, 0.9743487959327752, 0.9466999062464945]","[0.7948037345344687, 0.8054320457889319, 0.8221432764807465, 0.7992170619384167, 0.8111508927345028]","[0.9987718912698078, 0.9996037299849854, 0.9997845733738637, 0.9996418777868061, 0.9996949198504307]","[2.7138090721606556, 2.761854754791564, 2.765125658609448, 2.773207735657998, 2.757545718831428]",0.9482597872616267,0.8065494022954134,0.9994993984531787,2.7543085880102187,0.020889333312749763
29,166,39,15,1,,False,gini,balanced_subsample,"[0.8726052818575174, 0.9114282936624182, 0.8993339254583613, 0.9256451120831515, 0.857422856478654]","[0.7062267673520257, 0.709243867707322, 0.7306489064724602, 0.7359112402452033, 0.7234393132013196]","[0.9648950401547408, 0.9787580058949785, 0.9730582805114638, 0.9769556143155133, 0.970068654008781]","[2.543727089364284, 2.5994301672647184, 2.6030411124422854, 2.638511966643868, 2.5509308236887547]",0.8932870939080205,0.7210940189956662,0.9727471189770955,2.587128231880782,0.03532352505545276
30,135,35,17,2,,True,gini,balanced_subsample,"[0.8905269149149478, 0.9300709393258759, 0.9279024063337511, 0.9416322967102333, 0.9077094762819204]","[0.7585667511845634, 0.7799236070153632, 0.8013492262823193, 0.7603476201885342, 0.7831536831703987]","[0.9782226841467342, 0.9992914873463797, 0.9986160031490391, 0.9986419584571284, 0.9984281142126425]","[2.6273163502462453, 2.709286033687619, 2.7278676357651093, 2.700621875355896, 2.6892912736649617]",0.9195684067133456,0.7766681775682358,0.9946400494623848,2.690876633743966,0.034189568513741775
31,200,40,17,1,sqrt,True,gini,balanced_subsample,"[0.9156061505893806, 0.958824053164607, 0.934881190506279, 0.9655758199238, 0.9313650544596567]","[0.8032625655841851, 0.8526067736137694, 0.8437228308990314, 0.8378387570190459, 0.8288231324273758]","[0.9990503956608378, 0.9997576904369361, 0.9997865474468548, 0.9997694794137082, 0.9997504939682261]","[2.7179191118344033, 2.8111885172153124, 2.7783905688521653, 2.803184056356554, 2.7599386808552584]",0.9412504537287447,0.8332508119086816,0.9996229213853125,2.7741241870227387,0.033456484138029416
32,165,46,14,1,sqrt,True,gini,balanced_subsample,"[0.9160641590587243, 0.9564378213061143, 0.9324574388905534, 0.9719932301123024, 0.9382617459286777]","[0.8085260987035215, 0.8588083470769914, 0.849461119019677, 0.8463256352860692, 0.8459312141524689]","[0.9991949206922331, 0.9997035676468884, 0.9997862879312177, 0.9997569396015706, 0.9997534225981294]","[2.723785178454479, 2.814949736029994, 2.7817048458414484, 2.8180758049999426, 2.783946382679276]",0.9430428790592744,0.8418104828477457,0.9996390276940078,2.784492389601028,0.033908493774604496
33,150,47,13,2,sqrt,True,gini,balanced_subsample,"[0.9187641431841613, 0.9510401630832495, 0.9334144410779308, 0.9716965150262264, 0.9408540481574448]","[0.8001910533338814, 0.8450220046732341, 0.8357650274905084, 0.8385908585649788, 0.833827459796393]","[0.998002010193376, 0.9995792956846665, 0.9997850191168726, 0.9996701744363566, 0.9996960394152385]","[2.7169572067114185, 2.79564146344115, 2.7689644876853117, 2.809957548027562, 2.7743775473690766]",0.9431538621058027,0.8306792807717992,0.999346507769302,2.7731796506469037,0.0317405498603113
34,181,46,14,1,sqrt,False,entropy,balanced_subsample,"[0.9118691495650026, 0.947271978117484, 0.9287360889175024, 0.9469175859451182, 0.936865800917896]","[0.8067951548582448, 0.8551578685654284, 0.8502306540315436, 0.8407849397496012, 0.8433291694581905]","[0.9990613053204283, 0.9995062396190242, 0.9996598210753901, 0.9995847343707537, 0.9995418551892871]","[2.7177256097436757, 2.8019360863019367, 2.778626564024436, 2.7872872600654732, 2.7797368255653736]",0.9343321206926006,0.8392595573326016,0.9994707911149765,2.773062469140179,0.02889188342186091
35,117,41,14,8,sqrt,True,gini,balanced_subsample,"[0.9200851520297956, 0.9605434478666867, 0.9388691146883117, 0.9682926453657559, 0.9493235875350277]","[0.768119301728504, 0.7879588277613458, 0.7931584872663838, 0.7807481805887879, 0.766475621168666]","[0.9981863539756507, 0.9994470272077183, 0.9997249421518885, 0.9995264428217874, 0.9995590878154931]","[2.6863908077339502, 2.747949302835751, 2.731752544106584, 2.7485672687763314, 2.7153582965191867]",0.9474227894971156,0.7792920837027375,0.9992887707945076,2.726003643994361,0.023264905661729448
36,164,7,16,4,sqrt,True,entropy,balanced,"[0.8911990730733449, 0.9085542566850148, 0.9068733620578868, 0.9191612955238, 0.8937581069728302]","[0.5059714103247973, 0.48677568434504354, 0.5180249045367249, 0.5178337280974554, 0.5020665114180519]","[0.9911273473607379, 0.9940336914595597, 0.9940518969242479, 0.9935061220347631, 0.9943883489568787]","[2.38829783075888, 2.389363632489618, 2.4189501635188595, 2.4305011456560184, 2.390212967347761]",0.9039092188625754,0.5061344477444146,0.9934214813472375,2.4034651479542273,0.01774965587777662
37,92,47,19,2,,False,gini,balanced_subsample,"[0.903540837509641, 0.9343053871592213, 0.9101124184070788, 0.9331975404640102, 0.8825950457906648]","[0.7017163788615521, 0.7110038766100868, 0.7414131338970544, 0.7061490684800772, 0.7324141267490143]","[0.9647860300955693, 0.9774922883764989, 0.9734782428520308, 0.9765817659893327, 0.9659436588853321]","[2.5700432464667626, 2.6228015521458072, 2.625003795156164, 2.61592837493342, 2.5809528314250114]",0.9127502458661233,0.718539316919557,0.9716563972397528,2.6029459600254325,0.022871912867562683
38,79,29,12,1,sqrt,True,gini,balanced,"[0.9197095217323585, 0.9492510965123893, 0.945592965638141, 0.9738523499598729, 0.9396666905475081]","[0.7921764643041022, 0.7946944985584815, 0.8229290665107297, 0.8176824339240156, 0.793970263651376]","[0.9978508492398263, 0.9996496941191972, 0.9997711409188297, 0.9997020000016701, 0.999591412685971]","[2.7097368352762867, 2.7435952891900683, 2.7682931730677005, 2.7912367838855587, 2.733228366884855]",0.9456145248780541,0.804290545389741,0.9993130193930989,2.7492180896608938,0.0281974681086578
39,135,38,15,4,log2,False,entropy,balanced,"[0.9290625677287154, 0.9691241511966718, 0.9402002132099263, 0.9728700011116832, 0.9480431526570939]","[0.7698566165427888, 0.7749453300500976, 0.7654887766624279, 0.7864552340937324, 0.7644154509176506]","[0.9985222802809904, 0.9993976425361568, 0.9996833041005658, 0.9994707189285572, 0.9995793463545251]","[2.6974414645524947, 2.743467123782926, 2.70537229397292, 2.758795954133973, 2.71203794992927]",0.9518600171808181,0.7722322816533396,0.9993306584401591,2.723422957274317,0.023594492237720862
40,184,35,10,5,sqrt,True,gini,balanced_subsample,"[0.920371030459314, 0.9586780158368345, 0.940602289301935, 0.969634970165268, 0.9432917318719143]","[0.7732837829928397, 0.7962651504431254, 0.8046427303464021, 0.8104310463351304, 0.8010211723654392]","[0.998443821141287, 0.9995973751829542, 0.9997612357834125, 0.9996516611570904, 0.9996029881706023]","[2.6920986345934406, 2.754540541462914, 2.7450062554317496, 2.779717677657489, 2.743915892407956]",0.9465156075270531,0.7971287764965874,0.9994114162870693,2.74305580031071,0.02855580256779904
41,220,41,16,1,sqrt,True,gini,balanced_subsample,"[0.9127373763802469, 0.9592200276529502, 0.9339981982022968, 0.9719015877731333, 0.939718309115048]","[0.8057911171958989, 0.8541837566021244, 0.8418888091091331, 0.8406716893436795, 0.8398294968378166]","[0.999193390090499, 0.9997471465835104, 0.9997882308292592, 0.9997680999675359, 0.9997550547679732]","[2.717721883666645, 2.813150930838585, 2.775675238140689, 2.8123413770843486, 2.7793028607208377]",0.943515099824735,0.8364729738177304,0.9996503844477556,2.779638458090221,0.03476218827047364
42,236,43,16,1,sqrt,True,gini,balanced_subsample,"[0.915688220364881, 0.959388841695257, 0.9341639777173847, 0.9697062337822525, 0.9394597229867333]","[0.8072009163887703, 0.8580344771171476, 0.8475297402451989, 0.836119654560656, 0.843179414947961]","[0.9991287241093232, 0.9997351709658966, 0.9997976018762853, 0.9997519563920101, 0.9997611027228165]","[2.722017860862975, 2.8171584897783015, 2.781491319838869, 2.805577844734919, 2.782400240657511]",0.9436813993093016,0.8384128406519468,0.9996349112132663,2.781729151174515,0.032832737729124095
43,217,42,16,3,sqrt,True,gini,balanced_subsample,"[0.9201538945405364, 0.9631423505430058, 0.933730059949457, 0.9705613323219627, 0.9466467831413206]","[0.7882869730638646, 0.8058565636947103, 0.8262860388058594, 0.8171433081999534, 0.829016743731386]","[0.9985323912139552, 0.9996241849558394, 0.9997811260043445, 0.9996820016615218, 0.9996785168047595]","[2.7069732588183566, 2.7686230991935554, 2.759797224759661, 2.7873866421834377, 2.7753420436774663]",0.9468468840992564,0.8133179254991546,0.9994596441280841,2.759624453726495,0.027824218001993164
44,232,48,14,1,sqrt,True,gini,balanced_subsample,"[0.9120125474410272, 0.9595152418533263, 0.9278546799226478, 0.9595935223526696, 0.9387330953937414]","[0.8089441571429556, 0.8607490350280704, 0.8493640320199267, 0.8443403265502641, 0.8479325049591977]","[0.9993760097368926, 0.9996765497504779, 0.9997721818830831, 0.9997345765636436, 0.9997470395334206]","[2.7203327143208753, 2.819940826631875, 2.7769908938256576, 2.8036684254665776, 2.78641263988636]",0.9395418173926824,0.842266011140083,0.9996612714935036,2.781469100026269,0.033926492221458375
45,235,47,12,3,,True,gini,balanced_subsample,"[0.910510691567272, 0.937005424694976, 0.9273756165387167, 0.9451729741555336, 0.9106216131343732]","[0.7758669628588494, 0.7962922180901338, 0.8203847725226465, 0.8059123845137914, 0.7996756192495947]","[0.9749574512970213, 0.9953200404074498, 0.9971834395968722, 0.9983420964840191, 0.9901525323850002]","[2.661335105723143, 2.7286176831925597, 2.7449438286582355, 2.749427455153344, 2.700449764768968]",0.9261372640181742,0.7996263914470032,0.9911911120340726,2.7169547674992502,0.0326798056350591
46,300,48,14,2,sqrt,True,gini,balanced,"[0.9188368254379401, 0.9488340092829821, 0.9334122517616966, 0.9723573465363156, 0.9402349170438132]","[0.8025871986944815, 0.8470845233958181, 0.8355189108847269, 0.8346349412408679, 0.8373255221777001]","[0.9987755411418694, 0.9996330319733989, 0.9997872830935199, 0.9996476283682127, 0.9997066124850132]","[2.720199565274291, 2.795551564652199, 2.7687184457399434, 2.8066399161453965, 2.7772670517065263]",0.9427350700125496,0.8314302192787189,0.9995100194124029,2.773675308703671,0.02987427710147037
47,236,45,19,1,sqrt,True,gini,balanced_subsample,"[0.9180165723155682, 0.9598232991949405, 0.9350351313236237, 0.9714506404176602, 0.9385742264182602]","[0.8100606147491638, 0.8562397800472498, 0.8484860869903151, 0.8329823281982566, 0.8436832147884185]","[0.9992266764567542, 0.9997137408772484, 0.9997940697637392, 0.9997401161259059, 0.999736221586257]","[2.7273038635214863, 2.8157768201194386, 2.783315288077678, 2.8041730847418225, 2.7819936627929356]",0.9445799739340106,0.8382904049546808,0.999642164961981,2.7825125438506726,0.030412507712841815
48,246,45,19,9,log2,False,entropy,balanced_subsample,"[0.9277754197960251, 0.9583996805908019, 0.9387935286613482, 0.9661895462152014, 0.9402145054745964]","[0.7486078715828401, 0.7432454859225308, 0.7439755533492506, 0.7526630719993274, 0.7367845448186502]","[0.9980039364514561, 0.9992404262024965, 0.9996122499565402, 0.9992950402675095, 0.9994581520663159]","[2.674387227830321, 2.7008855927158293, 2.682381331967139, 2.7181476584820383, 2.6764572023595625]",0.9462745361475946,0.7450553055345199,0.9991219609888636,2.6904518026709785,0.016703151222903664
49,269,19,18,2,sqrt,True,gini,balanced_subsample,"[0.8843878355861206, 0.9464131341590151, 0.9417801873293646, 0.9606132436496165, 0.9336586947316897]","[0.7403738085371238, 0.7451577122104873, 0.7755463782001448, 0.732134202828022, 0.7168291676148455]","[0.9970811804383366, 0.9987672295976994, 0.9990927966484182, 0.9989856827569291, 0.9987748491394628]","[2.621842824561581, 2.690338075967202, 2.716419362177928, 2.6917331292345676, 2.649262711485998]",0.9333706190911613,0.7420082538781246,0.9985403477161693,2.673919220685455,0.0338025757970983
