trial_number,param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,param_gamma,param_reg_alpha,param_reg_lambda,param_min_child_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,154,37,0.0010007110473405194,0.7209330290527359,0.6587023563268452,0.461692973843989,0.0008536916958038761,0.005343227125594123,4,"[0.9156456898494231, 0.953930143322599, 0.9368267409029615, 0.9726309822648203, 0.9491207830711795]","[0.7409387358787963, 0.7448677801013125, 0.7641348990305891, 0.7562249280372069, 0.7437195392076353]","[0.9974647784063646, 0.9988396624671689, 0.9991971541314778, 0.9989112542068191, 0.9988225550275479]","[2.654049204134584, 2.6976375858910804, 2.7001587940650285, 2.727767164508846, 2.6916628773063627]",0.9456308678821965,0.7499771764511081,0.9986470808478757,2.69425512518118,0.0236329725717811
1,185,23,0.07069470359901726,0.6817808998926069,0.9512469745563782,0.13693796598963082,0.22508033397597493,0.012204612973233806,6,"[0.9149548352993719, 0.9550170687368109, 0.9304903334705017, 0.9531425029574961, 0.9359363241158917]","[0.7826405472630039, 0.8028463649892345, 0.8171448902242464, 0.8031805104687842, 0.8128336158983924]","[0.9982267551748909, 0.9994783979362086, 0.9994944312179124, 0.9995715200247807, 0.9995370265387933]","[2.6958221377372666, 2.757341831662254, 2.7471296549126603, 2.755894533451061, 2.748306966553077]",0.9379082129160144,0.8037291857687323,0.9992616261785171,2.7408990248632636,0.02289478227499718
2,85,12,0.1449391039224441,0.987304630287759,0.7253696712636971,3.4616130783465704,2.4096044772653196,2.9718940160716776,1,"[0.9188514153970786, 0.9529357221725152, 0.9285814958834239, 0.9716512691945884, 0.938791384701623]","[0.7501778021589136, 0.754197770918082, 0.7848041793109083, 0.7658094512156234, 0.7507248775001203]","[0.9985379461249434, 0.9996371790766904, 0.9996103432366755, 0.9996658827858192, 0.9995893545063556]","[2.6675671636809355, 2.7067706721672877, 2.712996018431008, 2.7371266031960313, 2.689105616708099]",0.9421622574698458,0.7611428162207294,0.9994081411460968,2.7027132148366726,0.023353337863320233
3,59,11,0.2344662169622342,0.63933873353322,0.7684430500020208,4.78944765075251,0.04632617302122406,0.2879954123982888,4,"[0.914384369733587, 0.9551876953144685, 0.9358403329957125, 0.9676360691631579, 0.941405314817401]","[0.7569863886511654, 0.762923291571099, 0.7884675402349042, 0.7550750161199321, 0.752044469243262]","[0.9982502308648549, 0.9994584453260926, 0.9995429126763236, 0.9995261081977423, 0.9994325981831637]","[2.6696209892496072, 2.71756943221166, 2.72385078590694, 2.7222371934808325, 2.6928823822438264]",0.9428907564048654,0.7630993411640725,0.9992420590496354,2.7052321566185733,0.02101763627438568
4,222,43,0.0011203649455690872,0.9000577259779869,0.9955444355625979,3.740828271899197,0.0025247591820719948,0.883886787952931,2,"[0.9120569099133156, 0.9447782844700247, 0.9286846685219217, 0.9505169522351897, 0.9262536460221046]","[0.6875777776879946, 0.6927256480921443, 0.7254429718634442, 0.6877985562982016, 0.6907048924779648]","[0.9954242772143087, 0.9979861457917782, 0.9981431390169194, 0.9979133897913681, 0.9974725819543996]","[2.595058964815619, 2.635490078353947, 2.6522707794022855, 2.6362288983247595, 2.614431120454469]",0.9324580922325112,0.6968499692839499,0.9973879067537549,2.626695968270216,0.01986761471118393
5,162,46,0.006200915015422598,0.7151101354345395,0.652011428847311,0.09683478935148537,0.24784357488176478,0.0011432483414320436,3,"[0.9172662181336138, 0.9597087630828013, 0.939651465854261, 0.9768403977308298, 0.941636842910583]","[0.7535426616802416, 0.7699185788930157, 0.783520851315191, 0.7819954828687985, 0.7639394823738815]","[0.9988728930045769, 0.9994485956743915, 0.9996345312820044, 0.9994538506008511, 0.9994529516138373]","[2.669681772818432, 2.7290759376502085, 2.7228068484514565, 2.7582897312004793, 2.7050292768983017]",0.9470207375424178,0.7705834114262257,0.9993725644351322,2.7169767134037754,0.029211983108080566
6,173,5,0.03544265082686398,0.658691429962324,0.8357222147613137,3.498791800104656,0.0003248419763874515,0.011756551187580217,7,"[0.914734742163125, 0.9563451681990446, 0.9292293590038571, 0.9717570970941837, 0.9481690381798898]","[0.7118415329782529, 0.7101881322197591, 0.7426804488130062, 0.7605830165043919, 0.7211600027328889]","[0.9980286696457461, 0.9993071215462658, 0.999559343624356, 0.9993956466045049, 0.9993574272444096]","[2.624604944787124, 2.6658404219650693, 2.671469151441219, 2.7317357602030805, 2.6686864681571882]",0.9440470809280199,0.7292906266496597,0.9991296417330565,2.6724673493107365,0.03424255225246617
7,153,5,0.027949132012721846,0.8655178580879155,0.8059556448233234,4.722973779954066,0.08565943440779818,3.288588823207351,2,"[0.9122616021399333, 0.956945841927174, 0.9256097902559962, 0.9664274903994479, 0.9418239762759564]","[0.696514943643094, 0.6906879901083961, 0.7246312241160427, 0.7221006824754684, 0.6796191455138617]","[0.997358171321008, 0.9990904515299417, 0.9994604322946948, 0.9990346916152952, 0.9990306598960352]","[2.6061347171040357, 2.646724283565512, 2.6497014466667337, 2.6875628644902116, 2.6204737816858534]",0.9406137401997017,0.7027107971713725,0.998794881331395,2.642119418702469,0.02795435938992218
8,84,41,0.011839077252754508,0.6661416788467731,0.9710034321584136,1.738829298727533,0.5676236940053256,0.4265696246133853,9,"[0.9122791089495883, 0.9497818907391873, 0.9219766812106173, 0.9651863304572995, 0.9355534364705477]","[0.6739408631114213, 0.6802161391395383, 0.7011819076482, 0.6957854647709608, 0.682422901890677]","[0.9954015621064595, 0.9976988838265075, 0.9980647787341198, 0.9977594786216887, 0.99775813193109]","[2.581621534167469, 2.627696913705233, 2.621223367592937, 2.658731273849949, 2.6157344702923147]",0.9369554895654479,0.6867094553121594,0.9973365670439731,2.621001511921581,0.024685772969844543
9,206,39,0.008743114371278077,0.7079711567060104,0.9583544872784268,2.1404559493564745,6.671142779167521,0.20759050676584984,7,"[0.9113763771143687, 0.9513805947703049, 0.9197243494568044, 0.9666639392845927, 0.9298755811921378]","[0.6807661670684643, 0.6865838800827505, 0.6891766566990873, 0.6983240544113529, 0.6689569312390153]","[0.9956547096928189, 0.998074489773058, 0.9986758733227278, 0.9983323217062083, 0.9980643380611501]","[2.5877972538756517, 2.6360389646261133, 2.6075768794786196, 2.663320315402154, 2.5968968504923033]",0.9358041683636417,0.6847615379001342,0.9977603465111926,2.618326052774968,0.0277308273041819
