trial_number,param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,param_gamma,param_reg_alpha,param_reg_lambda,param_min_child_weight,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,292,29,0.42193534890240725,0.8859263974697458,0.8790915298389084,1.080447477901882,7.609783021777679,0.00010743635758480375,3,"[0.8894590167746926, 0.9152504814750951, 0.9435921843263234, 0.938776105422722, 0.9230051710604938]","[0.7561733749715407, 0.7567597753452737, 0.7742575285283059, 0.7532329204746405, 0.7606804945063783]","[0.9979112930529438, 0.9991427406134612, 0.9995627354144193, 0.9994100765263336, 0.9978216897198152]","[2.643543684799177, 2.67115299743383, 2.7174124482690485, 2.691419102423696, 2.6815073552866875]",0.9220165918118655,0.7602208187652278,0.9987697070653947,2.681007117642488,0.02422651542548334
1,159,40,0.0034162220117615527,0.9451972942396889,0.9933602708701251,0.8192112070234936,0.0969772176375961,0.00011089972988111857,4,"[0.8822986764170104, 0.9203638019512452, 0.9790172696937381, 0.9525449005780415, 0.9181724058432041]","[0.7178604394697932, 0.7230785319480327, 0.7437495053112271, 0.7395176533902579, 0.7241306230554677]","[0.9966820365643626, 0.9918559633805663, 0.9988247683782626, 0.9978003608485038, 0.9971105067318827]","[2.5968411524511663, 2.635298297279844, 2.721591543383228, 2.6898629148168034, 2.639413535630555]",0.930479410896648,0.7296673506349557,0.9964547271807156,2.6566014887123193,0.04393308356814358
2,61,48,0.015036498573411461,0.9795909227126252,0.9145223943740244,4.331446492908492,0.0007342215165736994,0.00023699704719740323,7,"[0.9363090598781737, 0.929655897506903, 0.976179914000922, 0.9548575611288059, 0.9193188526097148]","[0.7069894028990749, 0.7158657599924375, 0.721183334715602, 0.7199502306804768, 0.7046484968652179]","[0.9974237688365644, 0.9981563969692544, 0.9989058267988875, 0.9985943812669608, 0.9980026721073181]","[2.640722231613813, 2.643678054468595, 2.6962690755154117, 2.6734021730762434, 2.621970021582251]",0.9432642570249039,0.713727445030562,0.9982166091957969,2.6552083112512626,0.026323298406242514
3,92,38,0.012658368286050131,0.8111635293671682,0.9750286335803768,2.60848061222479,0.0003475096863385014,0.0006181829688383955,6,"[0.928572963990221, 0.929804238885716, 0.9773516220701518, 0.9502033919142133, 0.9133758454310023]","[0.7045001663406929, 0.7142757837275717, 0.7257903480934338, 0.7249293892260957, 0.7048554990987838]","[0.9972385247407425, 0.9975848148076897, 0.9989669292435264, 0.9982221163956585, 0.9975816424638906]","[2.6303116550716563, 2.6416648374209775, 2.702108899407112, 2.6733548975359676, 2.6158129869936766]",0.9398616124582608,0.7148702372973156,0.9979188055303017,2.6526506552858775,0.03114969177582334
4,181,33,0.01212339231209846,0.8599220436077368,0.7587600011606931,3.1195805677411155,0.6871077316537374,0.0007849998074265786,4,"[0.9453426081609788, 0.9403498063659487, 0.982270580908694, 0.9624385859174655, 0.9222960416471477]","[0.7432602722041239, 0.744158235078224, 0.7540409984373736, 0.7578466398985513, 0.729329933336537]","[0.9988747412861099, 0.9993160728402818, 0.9996147777677729, 0.9994102216143615, 0.9990067839174427]","[2.6874776216512126, 2.6838241142844543, 2.735926357113841, 2.7196954474303783, 2.650632758901127]",0.9505395246000468,0.7457272157909619,0.9992445194851938,2.6955112598762025,0.02977738597448032
5,176,35,0.004838087988480903,0.8218963451770234,0.8499723376256391,4.47750583028073,0.006520305465210518,0.15409387094990393,2,"[0.9384717458556651, 0.9293521185044391, 0.9768446204961633, 0.9568221743433308, 0.9221627755242706]","[0.7400463042335944, 0.7467787463614529, 0.7513143214074981, 0.7862351104271693, 0.7261249630967219]","[0.9986578513161376, 0.9991552031568856, 0.9994618428075343, 0.9992606049512771, 0.9987597241746222]","[2.677175901405397, 2.6752860680227775, 2.7276207847111955, 2.742317889721777, 2.647047462795615]",0.9447306869447738,0.7500998891052874,0.9990590452812913,2.6938896213313526,0.035504132176432945
6,174,11,0.30108441456524204,0.772728828536491,0.9320752408393385,2.083881523391813,3.3368596755309405,0.010571243743222504,4,"[0.9341406520682359, 0.9167907184773431, 0.9660728729982133, 0.9395807908279873, 0.9102969146074505]","[0.7705854051190814, 0.7765241362959807, 0.7769033054945902, 0.763448546073359, 0.7624401631608437]","[0.998041635946073, 0.9991389000403441, 0.9996309492096155, 0.9995056361059848, 0.9981019633137094]","[2.7027676931333904, 2.692453754813668, 2.742607127702419, 2.702534973007331, 2.6708390410820035]",0.933376389795846,0.769980311228771,0.9988838169231453,2.702240517947762,0.02328802817989034
7,193,43,0.21079087213831446,0.8382752468273338,0.633864644408164,2.9863330365958745,0.0016875962159927384,0.46022185962636536,9,"[0.9418101766445934, 0.9333457644596725, 0.9798631036451456, 0.9611577374570204, 0.9250598523593961]","[0.766681503890356, 0.7941409823355433, 0.8136371506202856, 0.7988244996578255, 0.7703901389425454]","[0.9989939099176811, 0.9994328118540052, 0.9998071521915038, 0.9996316004809497, 0.9992026265126526]","[2.7074855904526305, 2.7269195586492208, 2.793307406456935, 2.7596138375957957, 2.6946526178145938]",0.9482473269131656,0.7887348550893112,0.9994136201913586,2.736395802193835,0.0359057122042827
8,179,31,0.0014983596660618542,0.8160298918571225,0.6516747134681751,3.07281423175166,0.006580391538141432,0.6899063966691875,1,"[0.9464086912061918, 0.9443855560763356, 0.9831679918811274, 0.9652191529367193, 0.9323759428851963]","[0.7525766051340022, 0.7609800517831321, 0.7712404720334978, 0.76416217181343, 0.7506357230361935]","[0.9990665151641447, 0.9994297389203223, 0.9995880399706136, 0.9994670167734435, 0.9992082540744106]","[2.698051811504339, 2.70479534677979, 2.7539965038852388, 2.728848341523593, 2.6822199199958003]",0.9543114669971141,0.7599190047600511,0.999351912980587,2.713582384737752,0.025172863956163825
9,77,35,0.024492600065350485,0.8286565486458997,0.9374827975962622,2.4386881957483713,1.1238856099928074,0.0355809997343672,10,"[0.9352268193123645, 0.9303715011761944, 0.9768069297523888, 0.9567851045709164, 0.9106881633786154]","[0.7011208441152011, 0.7003929382945528, 0.722192244705743, 0.7241719107314347, 0.7000557238998608]","[0.9973743109744254, 0.9981706348685637, 0.9991364176394539, 0.9985580168581913, 0.9978934681663537]","[2.633721974401991, 2.628935074339311, 2.698135592097586, 2.6795150321605425, 2.60863735544483]",0.9419757036380959,0.7095867323493585,0.9982265697013977,2.6497890056888522,0.033488873770503164
10,279,20,0.10256687372674075,0.6500678151937743,0.6184556196074236,3.975317335242097,0.0001334771217015456,6.068143921945056,10,"[0.9494939482179242, 0.9327677636100846, 0.9792565904132526, 0.9605495335250608, 0.9241158581736747]","[0.7556881361103717, 0.7688855850218056, 0.7866761276057129, 0.7681403959088304, 0.7637092501776113]","[0.9990105296877606, 0.9993478778920882, 0.9997746980599074, 0.9995721136002015, 0.9991075944101762]","[2.7041926140160566, 2.7010012265239784, 2.7657074160788726, 2.7282620430340927, 2.686932702761462]",0.9492367387879994,0.7686198989648665,0.9993625627300269,2.7172192004828926,0.02765153884265043
11,294,18,0.0972426126347487,0.6489834394717304,0.6071048884892002,3.6416711524089997,0.00010388460338167832,7.503069758219218,10,"[0.9448747243825248, 0.9324021078104627, 0.9792507086667007, 0.9606103695375987, 0.9240685989977065]","[0.7570487608577305, 0.7694294009203198, 0.7719994031100675, 0.7932971304442036, 0.7655359380118694]","[0.9990143295857298, 0.9993061432261152, 0.9998035097292912, 0.9995624611914791, 0.9991229099122456]","[2.700937814825985, 2.7011376519568975, 2.7510536215060597, 2.7534699611732814, 2.6887274469218214]",0.9482413018789988,0.7714621266688382,0.9993618707289722,2.7190652992768087,0.02748572369688661
12,247,20,0.09260470927352768,0.7125322587038939,0.6984471458589078,3.52766083398811,0.0019401299437699247,5.864456040296033,8,"[0.946110901803269, 0.92403733746923, 0.9798010962473449, 0.9606887411651672, 0.9244450651937792]","[0.7779721000704809, 0.7788076141411637, 0.7838398265229465, 0.8018930291372091, 0.7666062152010733]","[0.9990912038160998, 0.9992815806707759, 0.9997767106470564, 0.9995842837533233, 0.998999408305233]","[2.72317420568985, 2.7021265322811696, 2.763417633417348, 2.7621660540556996, 2.6900506887000857]",0.9470166283757582,0.7818237570145747,0.9993466374384976,2.7281870228288305,0.03018088126476478
13,234,5,0.09684385180096099,0.7205913617046458,0.7026072449537222,4.923192330595813,0.002038462415037082,0.7924783447090861,8,"[0.9397476133080279, 0.9317022236430104, 0.9793029637998338, 0.96020452086399, 0.9247774438245147]","[0.7668175267598925, 0.7575632594047507, 0.7550717527865047, 0.7884999222934168, 0.7502811547319524]","[0.9989980507156436, 0.9992271444988136, 0.9997840810743116, 0.9995150299115301, 0.9989923145519533]","[2.7055631907835638, 2.688492627546575, 2.7341587976606503, 2.7482194730689367, 2.6740509131084202]",0.9471469530878753,0.7636467231953034,0.9993033241504505,2.710097000433629,0.027636634291702572
14,233,50,0.04650637889398411,0.7113344848942553,0.7191530575053033,1.768858206181091,0.034539468002400354,1.3170076584685506,8,"[0.94069411790169, 0.9244690093446217, 0.9801794637009713, 0.9610948044379133, 0.9257632922175085]","[0.7686364322156649, 0.789283755226946, 0.7931201833377862, 0.8139427991010577, 0.777024424482613]","[0.999304602804944, 0.999388951475066, 0.9998338317525756, 0.9996104517453613, 0.9992544316064156]","[2.708635152922299, 2.713141716046634, 2.773133478791333, 2.7746480552843322, 2.7020421483065373]",0.9464401375205409,0.7884015188728136,0.9994784538768725,2.734320110270227,0.03250516564917051
15,219,50,0.037035987645812965,0.7245449229688928,0.7760093803121808,1.5035941917362798,0.04008872331109352,0.6910210069246817,8,"[0.938703827619942, 0.9235395605860139, 0.9796997048711453, 0.9609039284385436, 0.9256997330400923]","[0.7668792442362415, 0.7861405978651743, 0.7907335737151366, 0.7912988482701079, 0.7731622404764765]","[0.999269225761477, 0.9993054041573717, 0.9998059682076184, 0.9995706326141903, 0.9992311507027631]","[2.7048522976176606, 2.70898556260856, 2.7702392467939, 2.751773409322842, 2.698093124219332]",0.9457093509111474,0.7816429009126273,0.999436476288684,2.7267887281124588,0.028753362365032453
