trial_number,param_alpha,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,0.19628224813442816,"[0.8650986684048131, 0.8897760586131956, 0.878377390051105, 0.8406240810290535, 0.8754304106884361]","[0.7776538238775161, 0.7928873717977865, 0.7842610152208798, 0.7779078448884867, 0.7948204115389329]","[0.9996194008686972, 0.999704471894848, 0.9997014873132417, 0.9991296667115682, 0.9996655484429531]","[2.6423718931510267, 2.68236790230583, 2.6623398925852264, 2.6176615926291085, 2.669916370670322]",0.8698613217573206,0.7855060934647204,0.9995641150462615,2.6549315302683025,0.02271112732041946
1,1.9549524484259886,"[0.7611540285423989, 0.7657353105762678, 0.7636182457328904, 0.7681133975805879, 0.7801625354455125]","[0.7356948427284301, 0.7300252242606057, 0.7347615619307635, 0.7437953390115086, 0.738218107492598]","[0.9937472169511671, 0.9972888885748588, 0.9973441492691122, 0.9862822112147539, 0.9935136164399008]","[2.490596088221996, 2.4930494234117324, 2.495723956932766, 2.4981909478068505, 2.5118942593780114]",0.7677567035755316,0.7364990150847811,0.9936352164899585,2.4978909351502714,0.007450287501000758
2,0.41359973938398914,"[0.8095743337789607, 0.8047325449751626, 0.8242046732590168, 0.8060050293015227, 0.8294290778855192]","[0.7522598736819777, 0.7512898985539271, 0.7509311198409587, 0.7598920432620015, 0.7594387804319754]","[0.9994608078850772, 0.9995727281487966, 0.9995981253589278, 0.9986037875712132, 0.9994792278245154]","[2.5612950153460154, 2.5555951716778864, 2.5747339184589033, 2.5645008601347374, 2.58834708614201]",0.8147891318400365,0.754762343154168,0.999342935357706,2.5688944103519105,0.011544958099546882
3,0.1859084363016964,"[0.8918099375337972, 0.8898096062394043, 0.8784220320239569, 0.8606270396089352, 0.875679769359911]","[0.8101678931211331, 0.7932445278715733, 0.7833701420204815, 0.7862407312084718, 0.7977290254519047]","[0.9996261327369127, 0.9997087652902041, 0.9997055673720822, 0.9991729311783044, 0.999672245326549]","[2.701603963391843, 2.682762899401182, 2.6614977414165204, 2.6460407019957115, 2.6730810401383645]",0.8792696769532009,0.794150463934713,0.9995771283808106,2.6729972692687243,0.018828771378209062
4,0.034828020870283326,"[0.910980124196456, 0.9263422479868989, 0.9223476031737219, 0.8745772305901973, 0.9226558239467576]","[0.8387569913620081, 0.8418942313791952, 0.834003135746143, 0.8073476450975023, 0.8442834045688578]","[0.9997434817002222, 0.9997852736648882, 0.9997927621983353, 0.9995259902483502, 0.9997870029467992]","[2.749480597258686, 2.7680217530309825, 2.7561435011182, 2.68145086593605, 2.766726231462415]",0.9113806059788063,0.8332570816307413,0.9997269021517191,2.744364589761267,0.03219551932975867
5,0.750524162234955,"[0.7943212792109251, 0.7924361483687234, 0.8196860023962829, 0.7963737213973705, 0.8176624464797558]","[0.7563834022347707, 0.7505434063443078, 0.7654508608727297, 0.7545488378998203, 0.7597388191571562]","[0.9990702754220251, 0.9993509595412675, 0.9993849770863246, 0.9976256161714403, 0.9990509781964344]","[2.5497749568677213, 2.542330514254299, 2.584521840355337, 2.548548175468631, 2.5764522438333466]",0.8040959195706116,0.757333065301757,0.9988965612834984,2.560325546155867,0.016848582128703195
6,0.042220489831498315,"[0.9059371643030122, 0.9261426471884956, 0.922119791376651, 0.8661438135798574, 0.9226111397348715]","[0.8324429211343051, 0.8410359997106128, 0.8302772565870111, 0.8010912722527038, 0.8416904127599873]","[0.9997344194540535, 0.9997802489693798, 0.9997885455646042, 0.9995016469995771, 0.9997788953050843]","[2.738114504891371, 2.766958895868488, 2.7521855935282664, 2.6667367328321383, 2.764080447799943]",0.9085909112365776,0.8293075724889241,0.9997167512585398,2.7376152349840415,0.03687211577693189
7,22.420123713724433,"[0.5453737070122949, 0.5462986716793296, 0.5437912549877002, 0.5504975298909531, 0.5501499509344239]","[0.5701349390838095, 0.5715052187992957, 0.567819892940674, 0.5697895001732199, 0.5713753545695365]","[0.8491988074617685, 0.8536788605745174, 0.8582133698447599, 0.8437046582445029, 0.8584261093013964]","[1.9647074535578728, 1.9714827510531427, 1.9698245177731342, 1.963991688308676, 1.979951414805357]",0.5472222229009404,0.5701249811133071,0.8526443610853889,1.9699915650996367,0.005751008656058026
8,60.53082080079022,"[0.3267847569728466, 0.3317144303386679, 0.3267197722759912, 0.32712753960821334, 0.3240556948703016]","[0.35131359285069913, 0.35433952232144733, 0.35205063638242223, 0.3518168335055127, 0.34762632822044937]","[0.7644906762625625, 0.7754372820189437, 0.7747223537148484, 0.7679216635602253, 0.7767245408006321]","[1.4425890260861083, 1.461491234679059, 1.4534927623732619, 1.4468660366739514, 1.4484065638913832]",0.3272804388132041,0.3514293826561062,0.7718593032714424,1.450569124740753,0.006479377249493059
9,0.019982467392329464,"[0.9122703567545956, 0.927397519972459, 0.9225136796184553, 0.8748287151270765, 0.9229341791330209]","[0.8381272291961818, 0.8450211030023137, 0.8343154510470094, 0.8089414918405072, 0.8454278010873709]","[0.999764225932251, 0.9997966027280434, 0.9998047134368414, 0.9995626818372203, 0.9998037048124736]","[2.750161811883028, 2.772215225702816, 2.756633844102306, 2.683332888804804, 2.7681656850328653]",0.9119888901211214,0.8343666152346767,0.9997463857493658,2.7461018911051642,0.032360685674849794
