trial_number,param_C,param_penalty,param_l1_ratio,cv_bal_accs,cv_macro_f1s,cv_macro_aucs,cv_total_scores,mean_bal_acc,mean_macro_f1,mean_macro_auc,mean_total_score,std_total_score
0,17.40108853820366,l1,0.28618266238183254,"[0.9498475107817768, 0.9404049892691738, 0.9315803864144299, 0.9371849946402869, 0.9610404095211037]","[0.8213432325183975, 0.7981910816046338, 0.7870919984130347, 0.7685235094290802, 0.7911715600959326]","[0.999683188083057, 0.9997269535760952, 0.9992862923537414, 0.9994182743137147, 0.9998167824287801]","[2.770873931383231, 2.738323024449903, 2.717958677181206, 2.705126778383082, 2.7520287520458164]",0.9440116581253543,0.7932642764122158,0.9995862981510777,2.736862232688648,0.023466726831306566
1,0.00011705576987546885,elasticnet,0.482713436641922,"[0.04, 0.04, 0.04, 0.04, 0.04]","[0.00014662859962637906, 8.465907086669724e-05, 8.465907086669724e-05, 2.5416548997458346e-05, 0.0003431665553250589]","[0.5, 0.5, 0.5, 0.5, 0.5]","[0.5401466285996264, 0.5400846590708667, 0.5400846590708667, 0.5400254165489975, 0.5403431665553251]",0.04,0.00013690596913645817,0.5,0.5401369059691364,0.00011002483948552474
2,0.21485172403017136,l2,0.5957456768827517,"[0.9161873266797466, 0.9378949018132662, 0.9195711825210171, 0.893571466123742, 0.8988494669882935]","[0.5214463533858367, 0.607378878744404, 0.6655010590127024, 0.7311368158779, 0.6260179823176673]","[0.9971190534645625, 0.9987195242438576, 0.9985782674950826, 0.996090649146666, 0.9958377779344865]","[2.434752733530146, 2.5439933048015275, 2.5836505090288022, 2.620798931148308, 2.5207052272404473]",0.913214868825213,0.6302962178677021,0.997269054456931,2.5407801411498463,0.06308092096754973
3,0.03602057347659586,l2,0.2750408486558624,"[0.8000403909803572, 0.8199803163264572, 0.8106761465299835, 0.8245539356675831, 0.837957217599743]","[0.5884121103017843, 0.5282766928189048, 0.4555394140115661, 0.4400666797359697, 0.5181892235481895]","[0.9855545588983233, 0.9888966139061047, 0.9922259845410523, 0.9843687680156418, 0.9930991870976633]","[2.374007060180465, 2.3371536230514667, 2.258441545082602, 2.2489893834191945, 2.349245628245596]",0.8186416014208249,0.5060968240832828,0.9888290224917571,2.313567447995865,0.0503813031137181
4,0.000248227747703435,l1,0.156754275800159,"[0.044800000000000006, 0.04, 0.04, 0.11800397219463754, 0.13802544975866607]","[0.00013083334235649776, 5.371024734982332e-05, 2.6321561745996928e-05, 0.0013497302819773078, 0.08126175220069229]","[0.6487105024665181, 0.660918203843778, 0.559566868396149, 0.7522497140754492, 0.6459753624572041]","[0.6936413358088745, 0.7009719140911278, 0.599593189957895, 0.871603416552064, 0.8652625644165625]",0.07616588439066072,0.01656446952682438,0.6534841302478196,0.7462144841653047,0.10602212954537464
5,0.002231616859673897,l2,0.8877995498282171,"[0.679837898084772, 0.5850226459700963, 0.5385317081505259, 0.7449752035200619, 0.7379397591362722]","[0.3564238749607325, 0.3801802126870219, 0.4082276954703547, 0.47324489989007473, 0.35020941554081003]","[0.9164792877295311, 0.9230994130642373, 0.8726195870601966, 0.9815933413361637, 0.9832487595008191]","[1.9527410607750357, 1.8883022717213556, 1.8193789906810771, 2.1998134447463, 2.0713979341779014]",0.6572614429723457,0.3936572197097988,0.9354080777381896,1.9863267404203342,0.1352198405673185
6,0.00014872784792042227,elasticnet,0.8510431306486174,"[0.04, 0.04, 0.04, 0.04, 0.04]","[1.9769822777660104e-05, 8.465907086669724e-05, 0.00011847255033320404, 0.00012410534851743467, 7.338154877403422e-05]","[0.5, 0.5, 0.5, 0.5, 0.5]","[0.5400197698227777, 0.5400846590708667, 0.5401184725503332, 0.5401241053485174, 0.540073381548774]",0.04,8.407766825380605e-05,0.5,0.5400840776682537,3.751124389098874e-05
7,0.008282067749076546,elasticnet,0.610591044898497,"[0.8085341855826214, 0.7451936165970743, 0.7762705944329205, 0.8153626151480503, 0.7189873836517614]","[0.5182288240590671, 0.43934734955624694, 0.41727084660173164, 0.4411174147387268, 0.4032867263710266]","[0.985644593295636, 0.9801174318500157, 0.9817036006209164, 0.9790596800691087, 0.9665259442940184]","[2.3124076029373244, 2.164658398003337, 2.1752450416555686, 2.235539709955886, 2.088800054316806]",0.7728696790824856,0.4438502322653598,0.9786102500259389,2.1953301613737843,0.07485555147370102
8,0.00025830975098462407,l2,0.4643582576847465,"[0.8320176602880011, 0.8190800485485364, 0.8940921418287741, 0.7579802225657748, 0.7446013898138846]","[0.4613987442519335, 0.4086552693408153, 0.48524477034913877, 0.5281436956257212, 0.4027837115049286]","[0.9939344226717621, 0.9532529146035904, 0.9505057156893661, 0.9395156346043767, 0.9348843397434061]","[2.2873508272116965, 2.1809882324929424, 2.3298426278672792, 2.2256395527958728, 2.0822694410622193]",0.8095542926089943,0.45724523821450747,0.9544186054625003,2.2212181362860024,0.08615978988821715
9,5.508524026467934,l1,0.45713832601432214,"[0.9582202908228732, 0.944805722808002, 0.9479447586890574, 0.9435966516793138, 0.9575526113395383]","[0.8006355756983013, 0.7860852350384526, 0.7761741809768198, 0.7711752263201498, 0.8107683868311898]","[0.9995528522280626, 0.9996102366669898, 0.9992724014489935, 0.9990731913346262, 0.9996777319080175]","[2.758408718749237, 2.7305011945134443, 2.723391341114871, 2.7138450693340896, 2.7679987300787454]",0.950424007067757,0.7889677209729826,0.9994372827173379,2.738829010758077,0.020813980814635365
10,89.07453515777902,l1,0.7176506848052665,"[0.948785332620757, 0.9251564591879976, 0.9164607185936434, 0.9133295293169053, 0.9575044455986104]","[0.7740552479953344, 0.7479815107859312, 0.7957228978807064, 0.7524457863737436, 0.7604807664668276]","[0.9995731466843019, 0.9993942947366468, 0.9992908744809559, 0.9992165719194542, 0.9994326181716289]","[2.722413727300393, 2.6725322647105756, 2.7114744909553057, 2.664991887610103, 2.717417830237067]",0.9322472970635827,0.7661372419005087,0.9993815011985975,2.6977660401626893,0.02405207457416939
11,13.72386321752608,l1,0.3212997571340467,"[0.9594753893997898, 0.9389119252020773, 0.9420559959534303, 0.9340379418336081, 0.953899412539306]","[0.8110451155544521, 0.7804444218828496, 0.7906366244557741, 0.7372594247505079, 0.7785261404757712]","[0.9996031293514619, 0.9997395546116468, 0.9995368080015691, 0.9988690105831769, 0.9996070443269396]","[2.770123634305704, 2.7190959016965737, 2.7322294284107733, 2.670166377167293, 2.732032597342017]",0.9456761329856423,0.7795823454238711,0.999471109374959,2.724729587784472,0.03218410598224189
12,1.7329372219832127,l1,0.34280852219544594,"[0.961318395206857, 0.9463695794694761, 0.935429234562418, 0.9426660098044499, 0.961201181737688]","[0.7618274390606823, 0.7852473668925374, 0.7040101854735679, 0.7446790992210385, 0.811241319093069]","[0.9996936124728869, 0.9997031562721673, 0.999168578542104, 0.9991528390749703, 0.9997140781120392]","[2.722839446740426, 2.731320102634181, 2.63860799857809, 2.6864979481004587, 2.772156578942796]",0.9493968801561777,0.7614010819481789,0.9994864528948335,2.7102844149991907,0.04501466055822308
13,2.4791773470569747,l1,0.10548917489301099,"[0.9516080135887034, 0.9436942882833581, 0.9047606080492169, 0.9316361837866282, 0.9656207947495657]","[0.7923447395908346, 0.7742198245699942, 0.7547745837138621, 0.7718479582786439, 0.7359933521708681]","[0.9996004621218428, 0.9997011267630665, 0.9994439605452109, 0.9989376568677666, 0.9992215739404757]","[2.7435532153013806, 2.717615239616419, 2.65897915230829, 2.7024217989330386, 2.7008357208609093]",0.9394639776914945,0.7658360916648406,0.9993809560476725,2.7046810254040077,0.027520511334069922
14,72.55495355406615,l1,0.40762438265720674,"[0.9754431995454478, 0.9557182650193136, 0.9140398773014006, 0.9423537738067445, 0.9586763731671095]","[0.8191402386495485, 0.8016944315960726, 0.7621630887556238, 0.7773110641468486, 0.8186842353632383]","[0.9997681887277945, 0.9998167042071471, 0.999355584451395, 0.9995899584602956, 0.9997089700865596]","[2.794351626922791, 2.757229400822533, 2.6755585505084194, 2.719254796413889, 2.7770695786169073]",0.9492462977680031,0.7957986117022664,0.9996478811866384,2.744692790656908,0.04265690500809953
15,99.93627817509574,l1,0.41912626149140253,"[0.9545713176984898, 0.9538907833205549, 0.9428427721131114, 0.9431091265498295, 0.9589878940338065]","[0.8031774690518738, 0.7604575192752265, 0.8095607625301752, 0.7564288911958564, 0.8113276003287647]","[0.9997078694094992, 0.9994880047066819, 0.9996181543522853, 0.9995065347353769, 0.999729415957313]","[2.757456656159863, 2.713836307302463, 2.7520216889955718, 2.6990445524810625, 2.7700449103198843]",0.9506803787431585,0.7881904484763793,0.9996099958322313,2.738480823051769,0.027211396475621107
16,0.6877762855013492,l1,0.5791797685963074,"[0.9606792091680549, 0.9310781533946806, 0.9215486594404606, 0.9332661460131465, 0.9552560016389049]","[0.7883358953807859, 0.7716156198185041, 0.7470117133341481, 0.72498297843617, 0.7488478259633388]","[0.9997061342410605, 0.999528072920763, 0.999308339945894, 0.9982063223289728, 0.9994649542927782]","[2.7487212387899014, 2.7022218461339476, 2.6678687127205025, 2.6564554467782893, 2.703568781895022]",0.9403656339310494,0.7561588065865894,0.9992427647458936,2.6957672052635324,0.032343150417949156
17,7.702255032465019,l1,0.7156264640844725,"[0.9735629096901337, 0.9564539027866482, 0.9323728616288153, 0.9222879998540152, 0.9460584551776756]","[0.7675970713939761, 0.7957715052183159, 0.7813057939198196, 0.75881217278887, 0.8188772412050705]","[0.9996373484159972, 0.9998197669474532, 0.9992320538788168, 0.9995595055966718, 0.9996718839252783]","[2.740797329500107, 2.7520451749524173, 2.7129107094274514, 2.680659678239557, 2.7646075803080246]",0.9461472258274577,0.7844727569052105,0.9995841117528433,2.7302040944855115,0.030088401781068107
