scenario,train_val_TVD,train_test_TVD,val_test_TVD,train_val_PSI,train_test_PSI,val_test_PSI
S1,-0.5464676828035472,-0.5015805130409997,-0.4378546521515244,-9.701712156160461,-9.051636082129601,-9.66012501730316
S2,-0.47357909717139707,-0.49568135681018993,-0.3947453027901845,-9.655299343760563,-9.04981835772152,-9.633694841897182
S3,-0.5226510654681809,-0.4922186670116077,-0.42056160664071185,-9.689613075255103,-9.046711120816477,-9.649071321301903
S4,-0.5498726650282271,-0.5077592336345453,-0.4466394190249673,-9.704550355431131,-9.053845277062198,-9.661517062720476
S5,-0.5051570901383217,-0.49215959528323133,-0.4310413765311929,-9.662945235906134,-9.031837757076136,-9.647260382745749
S6,-0.5550901040555686,-0.5166206019604259,-0.45354049837309934,-9.704613952948336,-9.05455556907251,-9.661820650910498
S7,-0.5581259471623196,-0.5218260894876284,-0.4568815200160819,-9.705894574251,-9.056010701357557,-9.662553813462688
