split_file,scenario,type,class,train_ratio,val_ratio,test_ratio
S1_seed_0.pkl,original,Source,Universal instruments manufacturing,0.041666666666666664,0.0,0.0
S1_seed_0.pkl,original,Source,Veterinary drug manufacturing,0.041666666666666664,0.018518518518518517,0.012195121951219513
S1_seed_0.pkl,original,Source,Wood processing,0.041666666666666664,0.018518518518518517,0.0
S1_seed_0.pkl,original,Source,Metal surface treatment and heat treatment processing,0.16666666666666666,0.1111111111111111,0.18292682926829268
S1_seed_0.pkl,original,Source,Fur tanning and products processing,0.041666666666666664,0.018518518518518517,0.0
S1_seed_0.pkl,original,Source,Basic chemical raw materials manufacturing,0.125,0.3148148148148148,0.24390243902439024
S1_seed_0.pkl,original,Source,Synthetic materials manufacturing,0.08333333333333333,0.0,0.012195121951219513
S1_seed_0.pkl,original,Source,Commonly used non-ferrous metal smelting,0.25,0.12962962962962962,0.2073170731707317
S1_seed_0.pkl,original,Source,Arts and crafts and etiquette supplies manufacturing,0.041666666666666664,0.0,0.0
S1_seed_0.pkl,original,Source,Commonly used non-ferrous metal acquisition,0.041666666666666664,0.037037037037037035,0.0
S1_seed_0.pkl,original,Source,Rare and rare earth metals smelting,0.041666666666666664,0.0,0.012195121951219513
S1_seed_0.pkl,original,Source,Refined petroleum products manufacturing,0.041666666666666664,0.0,0.036585365853658534
S1_seed_0.pkl,original,Source,Unspecified,0.041666666666666664,0.09259259259259259,0.07317073170731707
S1_seed_0.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.0,0.018518518518518517,0.012195121951219513
S1_seed_0.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.0,0.018518518518518517,0.06097560975609756
S1_seed_0.pkl,original,Source,Environmental governance industry,0.0,0.037037037037037035,0.036585365853658534
S1_seed_0.pkl,original,Source,Electronic components and electronic special materials,0.0,0.018518518518518517,0.024390243902439025
S1_seed_0.pkl,original,Source,Glass manufacturing,0.0,0.037037037037037035,0.0
S1_seed_0.pkl,original,Source,Battery manufacturing,0.0,0.05555555555555555,0.024390243902439025
S1_seed_0.pkl,original,Source,Steelmaking,0.0,0.018518518518518517,0.0
S1_seed_0.pkl,original,Source,Gas drilling,0.0,0.018518518518518517,0.012195121951219513
S1_seed_0.pkl,original,Source,Noble metal smelting,0.0,0.018518518518518517,0.0
S1_seed_0.pkl,original,Source,Lighting appliance manufacturing,0.0,0.018518518518518517,0.0
S1_seed_0.pkl,original,Source,Ferroalloy smelting,0.0,0.0,0.036585365853658534
S1_seed_0.pkl,original,Source,Noble metal acquisition,0.0,0.0,0.012195121951219513
S1_seed_0.pkl,S1,Source,Veterinary drug manufacturing,0.012062033314187249,0.013490725126475547,0.011801730920535013
S1_seed_0.pkl,S1,Source,Wood processing,0.01723147616312464,0.01770657672849916,0.01730920535011802
S1_seed_0.pkl,S1,Source,Metal surface treatment and heat treatment processing,0.12837449741527857,0.12563237774030353,0.12903225806451613
S1_seed_0.pkl,S1,Source,"Coatings, printing ink, paint and similar products manufacture",0.02125215393452039,0.02023608768971332,0.022816679779701022
S1_seed_0.pkl,S1,Source,"Explosives, fire and fireworks product manufacturing",0.0002871912693854107,0.0008431703204047217,0.0007867820613690008
S1_seed_0.pkl,S1,Source,Environmental governance industry,0.0993681792073521,0.09780775716694773,0.09284028324154209
S1_seed_0.pkl,S1,Source,Basic chemical raw materials manufacturing,0.15422171165996554,0.15345699831365936,0.16129032258064516
S1_seed_0.pkl,S1,Source,Fur tanning and products processing,0.002584721424468696,0.0042158516020236085,0.003147128245476003
S1_seed_0.pkl,S1,Source,Ferroalloy smelting,0.010626076967260195,0.010961214165261383,0.011801730920535013
S1_seed_0.pkl,S1,Source,Electronic components and electronic special materials,0.004595060310166571,0.00505902192242833,0.0055074744295830055
S1_seed_0.pkl,S1,Source,Glass manufacturing,0.01694428489373923,0.016863406408094434,0.01730920535011802
S1_seed_0.pkl,S1,Source,Battery manufacturing,0.018954623779437105,0.0193929173693086,0.020456333595594022
S1_seed_0.pkl,S1,Source,Steelmaking,0.0060310166570936245,0.006745362563237774,0.006294256490952006
S1_seed_0.pkl,S1,Source,Unspecified,0.0537047673750718,0.05311973018549747,0.05586152635719906
S1_seed_0.pkl,S1,Source,Gas drilling,0.005169442848937392,0.005902192242833052,0.006294256490952006
S1_seed_0.pkl,S1,Source,Commonly used non-ferrous metal acquisition,0.02527283170591614,0.025295109612141653,0.024390243902439025
S1_seed_0.pkl,S1,Source,Noble metal smelting,0.0022975301550832855,0.003372681281618887,0.003147128245476003
S1_seed_0.pkl,S1,Source,Synthetic materials manufacturing,0.0017231476163124641,0.002529510961214165,0.003147128245476003
S1_seed_0.pkl,S1,Source,Commonly used non-ferrous metal smelting,0.32337736932797245,0.3178752107925801,0.31235247836349334
S1_seed_0.pkl,S1,Source,Lighting appliance manufacturing,0.0008615738081562321,0.0016863406408094434,0.0015735641227380016
S1_seed_0.pkl,S1,Source,Universal instruments manufacturing,0.0002871912693854107,0.0008431703204047217,0.0007867820613690008
S1_seed_0.pkl,S1,Source,Arts and crafts and etiquette supplies manufacturing,0.015508328546812177,0.016020236087689713,0.014948859166011016
S1_seed_0.pkl,S1,Source,Noble metal acquisition,0.013210798391728892,0.013490725126475547,0.013375295043273014
S1_seed_0.pkl,S1,Source,Rare and rare earth metals smelting,0.020390580126364157,0.021079258010118045,0.01966955153422502
S1_seed_0.pkl,S1,Source,Refined petroleum products manufacturing,0.0456634118322803,0.046374367622259695,0.044059795436664044
S1_seed_1.pkl,original,Source,Electronic components and electronic special materials,0.08333333333333333,0.0,0.0
S1_seed_1.pkl,original,Source,Synthetic materials manufacturing,0.027777777777777776,0.02531645569620253,0.0
S1_seed_1.pkl,original,Source,Veterinary drug manufacturing,0.027777777777777776,0.012658227848101266,0.021739130434782608
S1_seed_1.pkl,original,Source,Wood processing,0.027777777777777776,0.012658227848101266,0.0
S1_seed_1.pkl,original,Source,Metal surface treatment and heat treatment processing,0.08333333333333333,0.17721518987341772,0.17391304347826086
S1_seed_1.pkl,original,Source,Environmental governance industry,0.05555555555555555,0.02531645569620253,0.021739130434782608
S1_seed_1.pkl,original,Source,Basic chemical raw materials manufacturing,0.1388888888888889,0.26582278481012656,0.30434782608695654
S1_seed_1.pkl,original,Source,Fur tanning and products processing,0.05555555555555555,0.0,0.0
S1_seed_1.pkl,original,Source,Commonly used non-ferrous metal acquisition,0.027777777777777776,0.02531645569620253,0.0
S1_seed_1.pkl,original,Source,Noble metal smelting,0.027777777777777776,0.0,0.0
S1_seed_1.pkl,original,Source,Commonly used non-ferrous metal smelting,0.2777777777777778,0.16455696202531644,0.15217391304347827
S1_seed_1.pkl,original,Source,Unspecified,0.05555555555555555,0.06329113924050633,0.10869565217391304
S1_seed_1.pkl,original,Source,Glass manufacturing,0.027777777777777776,0.012658227848101266,0.0
S1_seed_1.pkl,original,Source,Battery manufacturing,0.027777777777777776,0.0379746835443038,0.021739130434782608
S1_seed_1.pkl,original,Source,Noble metal acquisition,0.027777777777777776,0.0,0.0
S1_seed_1.pkl,original,Source,Refined petroleum products manufacturing,0.027777777777777776,0.02531645569620253,0.021739130434782608
S1_seed_1.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.0,0.012658227848101266,0.021739130434782608
S1_seed_1.pkl,original,Source,Universal instruments manufacturing,0.0,0.012658227848101266,0.021739130434782608
S1_seed_1.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.0,0.0379746835443038,0.06521739130434782
S1_seed_1.pkl,original,Source,Ferroalloy smelting,0.0,0.02531645569620253,0.021739130434782608
S1_seed_1.pkl,original,Source,Steelmaking,0.0,0.012658227848101266,0.0
S1_seed_1.pkl,original,Source,Gas drilling,0.0,0.012658227848101266,0.021739130434782608
S1_seed_1.pkl,original,Source,Lighting appliance manufacturing,0.0,0.012658227848101266,0.0
S1_seed_1.pkl,original,Source,Arts and crafts and etiquette supplies manufacturing,0.0,0.012658227848101266,0.0
S1_seed_1.pkl,original,Source,Rare and rare earth metals smelting,0.0,0.012658227848101266,0.021739130434782608
S1_seed_1.pkl,S1,Source,Veterinary drug manufacturing,0.012058570198105082,0.013490725126475547,0.011811023622047244
S1_seed_1.pkl,S1,Source,Wood processing,0.01751363766867643,0.01770657672849916,0.01653543307086614
S1_seed_1.pkl,S1,Source,Metal surface treatment and heat treatment processing,0.12833763996554695,0.12563237774030353,0.12913385826771653
S1_seed_1.pkl,S1,Source,"Coatings, printing ink, paint and similar products manufacture",0.020958943439563595,0.021079258010118045,0.02283464566929134
S1_seed_1.pkl,S1,Source,"Explosives, fire and fireworks product manufacturing",0.0002871088142405972,0.0008431703204047217,0.0007874015748031496
S1_seed_1.pkl,S1,Source,Environmental governance industry,0.09905254091300603,0.09780775716694773,0.09370078740157481
S1_seed_1.pkl,S1,Source,Basic chemical raw materials manufacturing,0.15446454206144128,0.15345699831365936,0.16062992125984252
S1_seed_1.pkl,S1,Source,Fur tanning and products processing,0.002583979328165375,0.0042158516020236085,0.0031496062992125984
S1_seed_1.pkl,S1,Source,Ferroalloy smelting,0.010623026126902095,0.010961214165261383,0.011811023622047244
S1_seed_1.pkl,S1,Source,Electronic components and electronic special materials,0.004593741027849555,0.00505902192242833,0.005511811023622047
S1_seed_1.pkl,S1,Source,Glass manufacturing,0.016939420040195233,0.016863406408094434,0.01732283464566929
S1_seed_1.pkl,S1,Source,Battery manufacturing,0.018949181739879414,0.0193929173693086,0.02047244094488189
S1_seed_1.pkl,S1,Source,Steelmaking,0.006029285099052541,0.006745362563237774,0.006299212598425197
S1_seed_1.pkl,S1,Source,Unspecified,0.053689348262991675,0.05311973018549747,0.05590551181102362
S1_seed_1.pkl,S1,Source,Gas drilling,0.00516795865633075,0.005902192242833052,0.006299212598425197
S1_seed_1.pkl,S1,Source,Commonly used non-ferrous metal acquisition,0.025265575653172553,0.025295109612141653,0.024409448818897637
S1_seed_1.pkl,S1,Source,Noble metal smelting,0.0022968705139247776,0.003372681281618887,0.0031496062992125984
S1_seed_1.pkl,S1,Source,Synthetic materials manufacturing,0.0017226528854435831,0.002529510961214165,0.0031496062992125984
S1_seed_1.pkl,S1,Source,Commonly used non-ferrous metal smelting,0.32357163364915303,0.3178752107925801,0.31181102362204727
S1_seed_1.pkl,S1,Source,Lighting appliance manufacturing,0.0008613264427217916,0.0016863406408094434,0.0015748031496062992
S1_seed_1.pkl,S1,Source,Universal instruments manufacturing,0.0002871088142405972,0.0008431703204047217,0.0007874015748031496
S1_seed_1.pkl,S1,Source,Arts and crafts and etiquette supplies manufacturing,0.015503875968992248,0.016020236087689713,0.014960629921259842
S1_seed_1.pkl,S1,Source,Noble metal acquisition,0.01320700545506747,0.013490725126475547,0.013385826771653543
S1_seed_1.pkl,S1,Source,Rare and rare earth metals smelting,0.0203847258110824,0.02023608768971332,0.02047244094488189
S1_seed_1.pkl,S1,Source,Refined petroleum products manufacturing,0.04565030146425495,0.046374367622259695,0.04409448818897638
S1_seed_2.pkl,original,Source,Basic chemical raw materials manufacturing,0.22033898305084745,0.4166666666666667,0.21052631578947367
S1_seed_2.pkl,original,Source,Fur tanning and products processing,0.01694915254237288,0.0,0.0
S1_seed_2.pkl,original,Source,Veterinary drug manufacturing,0.01694915254237288,0.0,0.05263157894736842
S1_seed_2.pkl,original,Source,Wood processing,0.01694915254237288,0.0,0.0
S1_seed_2.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.0423728813559322,0.0,0.05263157894736842
S1_seed_2.pkl,original,Source,Metal surface treatment and heat treatment processing,0.16101694915254236,0.125,0.15789473684210525
S1_seed_2.pkl,original,Source,Environmental governance industry,0.03389830508474576,0.041666666666666664,0.0
S1_seed_2.pkl,original,Source,Ferroalloy smelting,0.00847457627118644,0.08333333333333333,0.0
S1_seed_2.pkl,original,Source,Glass manufacturing,0.01694915254237288,0.0,0.0
S1_seed_2.pkl,original,Source,Electronic components and electronic special materials,0.00847457627118644,0.041666666666666664,0.05263157894736842
S1_seed_2.pkl,original,Source,Battery manufacturing,0.03389830508474576,0.0,0.05263157894736842
S1_seed_2.pkl,original,Source,Steelmaking,0.00847457627118644,0.0,0.0
S1_seed_2.pkl,original,Source,Gas drilling,0.00847457627118644,0.041666666666666664,0.0
S1_seed_2.pkl,original,Source,Commonly used non-ferrous metal acquisition,0.025423728813559324,0.0,0.0
S1_seed_2.pkl,original,Source,Noble metal smelting,0.00847457627118644,0.0,0.0
S1_seed_2.pkl,original,Source,Synthetic materials manufacturing,0.00847457627118644,0.041666666666666664,0.05263157894736842
S1_seed_2.pkl,original,Source,Commonly used non-ferrous metal smelting,0.211864406779661,0.041666666666666664,0.21052631578947367
S1_seed_2.pkl,original,Source,Unspecified,0.0847457627118644,0.041666666666666664,0.05263157894736842
S1_seed_2.pkl,original,Source,Arts and crafts and etiquette supplies manufacturing,0.00847457627118644,0.0,0.0
S1_seed_2.pkl,original,Source,Noble metal acquisition,0.00847457627118644,0.0,0.0
S1_seed_2.pkl,original,Source,Rare and rare earth metals smelting,0.01694915254237288,0.0,0.0
S1_seed_2.pkl,original,Source,Refined petroleum products manufacturing,0.03389830508474576,0.0,0.0
S1_seed_2.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.0,0.041666666666666664,0.05263157894736842
S1_seed_2.pkl,original,Source,Universal instruments manufacturing,0.0,0.041666666666666664,0.05263157894736842
S1_seed_2.pkl,original,Source,Lighting appliance manufacturing,0.0,0.041666666666666664,0.0
S1_seed_2.pkl,S1,Source,Veterinary drug manufacturing,0.01204473759678807,0.013490725126475547,0.011848341232227487
S1_seed_2.pkl,S1,Source,Wood processing,0.01720676799541153,0.01770657672849916,0.017377567140600316
S1_seed_2.pkl,S1,Source,Metal surface treatment and heat treatment processing,0.1281904215658159,0.12563237774030353,0.12954186413902052
S1_seed_2.pkl,S1,Source,"Coatings, printing ink, paint and similar products manufacture",0.02122168052767422,0.021079258010118045,0.022116903633491312
S1_seed_2.pkl,S1,Source,"Explosives, fire and fireworks product manufacturing",0.00028677946659019213,0.0008431703204047217,0.0007898894154818325
S1_seed_2.pkl,S1,Source,Environmental governance industry,0.09922569544020649,0.09780775716694773,0.09320695102685624
S1_seed_2.pkl,S1,Source,Basic chemical raw materials manufacturing,0.15457413249211358,0.15345699831365936,0.160347551342812
S1_seed_2.pkl,S1,Source,Fur tanning and products processing,0.0028677946659019216,0.003372681281618887,0.00315955766192733
S1_seed_2.pkl,S1,Source,Ferroalloy smelting,0.01061084026383711,0.010961214165261383,0.011848341232227487
S1_seed_2.pkl,S1,Source,Electronic components and electronic special materials,0.004301691998852882,0.00505902192242833,0.00631911532385466
S1_seed_2.pkl,S1,Source,Glass manufacturing,0.016919988528821338,0.016863406408094434,0.017377567140600316
S1_seed_2.pkl,S1,Source,Battery manufacturing,0.019214224261542873,0.01854974704890388,0.020537124802527645
S1_seed_2.pkl,S1,Source,Steelmaking,0.006022368798394035,0.006745362563237774,0.00631911532385466
S1_seed_2.pkl,S1,Source,Unspecified,0.05362776025236593,0.05311973018549747,0.05608214849921011
S1_seed_2.pkl,S1,Source,Gas drilling,0.005162030398623459,0.005902192242833052,0.00631911532385466
S1_seed_2.pkl,S1,Source,Commonly used non-ferrous metal acquisition,0.025236593059936908,0.025295109612141653,0.02448657187993681
S1_seed_2.pkl,S1,Source,Noble metal smelting,0.002294235732721537,0.003372681281618887,0.00315955766192733
S1_seed_2.pkl,S1,Source,Synthetic materials manufacturing,0.0017206767995411529,0.003372681281618887,0.002369668246445498
S1_seed_2.pkl,S1,Source,Commonly used non-ferrous metal smelting,0.3234872383137367,0.3178752107925801,0.31200631911532384
S1_seed_2.pkl,S1,Source,Lighting appliance manufacturing,0.0008603383997705764,0.0016863406408094434,0.001579778830963665
S1_seed_2.pkl,S1,Source,Universal instruments manufacturing,0.00028677946659019213,0.0008431703204047217,0.0007898894154818325
S1_seed_2.pkl,S1,Source,Arts and crafts and etiquette supplies manufacturing,0.015486091195870376,0.016020236087689713,0.015007898894154818
S1_seed_2.pkl,S1,Source,Noble metal acquisition,0.01319185546314884,0.013490725126475547,0.013428120063191154
S1_seed_2.pkl,S1,Source,Rare and rare earth metals smelting,0.020361342127903644,0.021079258010118045,0.019747235387045814
S1_seed_2.pkl,S1,Source,Refined petroleum products manufacturing,0.04559793518784055,0.046374367622259695,0.044233807266982623
S1_seed_3.pkl,original,Source,Electronic components and electronic special materials,0.09090909090909091,0.014285714285714285,0.0125
S1_seed_3.pkl,original,Source,Veterinary drug manufacturing,0.09090909090909091,0.02857142857142857,0.0
S1_seed_3.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.09090909090909091,0.05714285714285714,0.0125
S1_seed_3.pkl,original,Source,Metal surface treatment and heat treatment processing,0.09090909090909091,0.2,0.125
S1_seed_3.pkl,original,Source,Fur tanning and products processing,0.09090909090909091,0.014285714285714285,0.0
S1_seed_3.pkl,original,Source,Gas drilling,0.09090909090909091,0.0,0.0125
S1_seed_3.pkl,original,Source,Basic chemical raw materials manufacturing,0.09090909090909091,0.3142857142857143,0.2125
S1_seed_3.pkl,original,Source,Synthetic materials manufacturing,0.09090909090909091,0.02857142857142857,0.0
S1_seed_3.pkl,original,Source,Commonly used non-ferrous metal smelting,0.09090909090909091,0.12857142857142856,0.25
S1_seed_3.pkl,original,Source,Unspecified,0.18181818181818182,0.07142857142857142,0.0625
S1_seed_3.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.0,0.014285714285714285,0.0125
S1_seed_3.pkl,original,Source,Universal instruments manufacturing,0.0,0.014285714285714285,0.0125
S1_seed_3.pkl,original,Source,Ferroalloy smelting,0.0,0.02857142857142857,0.0125
S1_seed_3.pkl,original,Source,Noble metal smelting,0.0,0.014285714285714285,0.0
S1_seed_3.pkl,original,Source,Lighting appliance manufacturing,0.0,0.014285714285714285,0.0
S1_seed_3.pkl,original,Source,Glass manufacturing,0.0,0.014285714285714285,0.0125
S1_seed_3.pkl,original,Source,Battery manufacturing,0.0,0.014285714285714285,0.05
S1_seed_3.pkl,original,Source,Commonly used non-ferrous metal acquisition,0.0,0.014285714285714285,0.025
S1_seed_3.pkl,original,Source,Rare and rare earth metals smelting,0.0,0.014285714285714285,0.0125
S1_seed_3.pkl,original,Source,Wood processing,0.0,0.0,0.025
S1_seed_3.pkl,original,Source,Environmental governance industry,0.0,0.0,0.0625
S1_seed_3.pkl,original,Source,Steelmaking,0.0,0.0,0.0125
S1_seed_3.pkl,original,Source,Arts and crafts and etiquette supplies manufacturing,0.0,0.0,0.0125
S1_seed_3.pkl,original,Source,Noble metal acquisition,0.0,0.0,0.0125
S1_seed_3.pkl,original,Source,Refined petroleum products manufacturing,0.0,0.0,0.05
S1_seed_3.pkl,S1,Source,Veterinary drug manufacturing,0.012058570198105082,0.013468013468013467,0.011829652996845425
S1_seed_3.pkl,S1,Source,Wood processing,0.017226528854435832,0.017676767676767676,0.017350157728706624
S1_seed_3.pkl,S1,Source,Metal surface treatment and heat treatment processing,0.12776342233706575,0.12542087542087543,0.1309148264984227
S1_seed_3.pkl,S1,Source,"Coatings, printing ink, paint and similar products manufacture",0.020958943439563595,0.021043771043771045,0.022870662460567823
S1_seed_3.pkl,S1,Source,"Explosives, fire and fireworks product manufacturing",0.0002871088142405972,0.0008417508417508417,0.0007886435331230284
S1_seed_3.pkl,S1,Source,Environmental governance industry,0.09905254091300603,0.09764309764309764,0.09384858044164038
S1_seed_3.pkl,S1,Source,Basic chemical raw materials manufacturing,0.15446454206144128,0.1531986531986532,0.1608832807570978
S1_seed_3.pkl,S1,Source,Fur tanning and products processing,0.002583979328165375,0.004208754208754209,0.0031545741324921135
S1_seed_3.pkl,S1,Source,Ferroalloy smelting,0.010623026126902095,0.010942760942760943,0.011829652996845425
S1_seed_3.pkl,S1,Source,Electronic components and electronic special materials,0.004593741027849555,0.005050505050505051,0.005520504731861199
S1_seed_3.pkl,S1,Source,Glass manufacturing,0.016939420040195233,0.017676767676767676,0.016561514195583597
S1_seed_3.pkl,S1,Source,Battery manufacturing,0.01923629055412001,0.01936026936026936,0.01971608832807571
S1_seed_3.pkl,S1,Source,Steelmaking,0.006029285099052541,0.006734006734006734,0.006309148264984227
S1_seed_3.pkl,S1,Source,Unspecified,0.05397645707723227,0.05303030303030303,0.055205047318611984
S1_seed_3.pkl,S1,Source,Gas drilling,0.00516795865633075,0.005892255892255892,0.006309148264984227
S1_seed_3.pkl,S1,Source,Commonly used non-ferrous metal acquisition,0.024978466838931956,0.025252525252525252,0.025236593059936908
S1_seed_3.pkl,S1,Source,Noble metal smelting,0.0022968705139247776,0.003367003367003367,0.0031545741324921135
S1_seed_3.pkl,S1,Source,Synthetic materials manufacturing,0.0020097616996841805,0.0025252525252525255,0.002365930599369085
S1_seed_3.pkl,S1,Source,Commonly used non-ferrous metal smelting,0.32357163364915303,0.31734006734006737,0.31230283911671924
S1_seed_3.pkl,S1,Source,Lighting appliance manufacturing,0.0008613264427217916,0.0016835016835016834,0.0015772870662460567
S1_seed_3.pkl,S1,Source,Universal instruments manufacturing,0.0002871088142405972,0.0008417508417508417,0.0007886435331230284
S1_seed_3.pkl,S1,Source,Arts and crafts and etiquette supplies manufacturing,0.015503875968992248,0.015993265993265993,0.01498422712933754
S1_seed_3.pkl,S1,Source,Noble metal acquisition,0.01320700545506747,0.013468013468013467,0.013406940063091483
S1_seed_3.pkl,S1,Source,Rare and rare earth metals smelting,0.0203847258110824,0.021043771043771045,0.01971608832807571
S1_seed_3.pkl,S1,Source,Refined petroleum products manufacturing,0.04593741027849555,0.046296296296296294,0.04337539432176656
S1_seed_4.pkl,original,Source,Lighting appliance manufacturing,0.01098901098901099,0.0,0.0
S1_seed_4.pkl,original,Source,Veterinary drug manufacturing,0.02197802197802198,0.0,0.027777777777777776
S1_seed_4.pkl,original,Source,Metal surface treatment and heat treatment processing,0.18681318681318682,0.11764705882352941,0.1111111111111111
S1_seed_4.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.06593406593406594,0.0,0.0
S1_seed_4.pkl,original,Source,Environmental governance industry,0.02197802197802198,0.058823529411764705,0.027777777777777776
S1_seed_4.pkl,original,Source,Basic chemical raw materials manufacturing,0.31868131868131866,0.17647058823529413,0.1388888888888889
S1_seed_4.pkl,original,Source,Fur tanning and products processing,0.02197802197802198,0.0,0.0
S1_seed_4.pkl,original,Source,Ferroalloy smelting,0.03296703296703297,0.0,0.0
S1_seed_4.pkl,original,Source,Glass manufacturing,0.01098901098901099,0.029411764705882353,0.0
S1_seed_4.pkl,original,Source,Steelmaking,0.01098901098901099,0.0,0.0
S1_seed_4.pkl,original,Source,Unspecified,0.08791208791208792,0.058823529411764705,0.05555555555555555
S1_seed_4.pkl,original,Source,Battery manufacturing,0.03296703296703297,0.029411764705882353,0.027777777777777776
S1_seed_4.pkl,original,Source,Gas drilling,0.02197802197802198,0.0,0.0
S1_seed_4.pkl,original,Source,Noble metal smelting,0.01098901098901099,0.0,0.0
S1_seed_4.pkl,original,Source,Synthetic materials manufacturing,0.02197802197802198,0.0,0.027777777777777776
S1_seed_4.pkl,original,Source,Commonly used non-ferrous metal smelting,0.0989010989010989,0.35294117647058826,0.25
S1_seed_4.pkl,original,Source,Rare and rare earth metals smelting,0.01098901098901099,0.0,0.027777777777777776
S1_seed_4.pkl,original,Source,Refined petroleum products manufacturing,0.01098901098901099,0.058823529411764705,0.027777777777777776
S1_seed_4.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.0,0.029411764705882353,0.027777777777777776
S1_seed_4.pkl,original,Source,Electronic components and electronic special materials,0.0,0.029411764705882353,0.05555555555555555
S1_seed_4.pkl,original,Source,Universal instruments manufacturing,0.0,0.029411764705882353,0.027777777777777776
S1_seed_4.pkl,original,Source,Commonly used non-ferrous metal acquisition,0.0,0.029411764705882353,0.05555555555555555
S1_seed_4.pkl,original,Source,Wood processing,0.0,0.0,0.05555555555555555
S1_seed_4.pkl,original,Source,Arts and crafts and etiquette supplies manufacturing,0.0,0.0,0.027777777777777776
S1_seed_4.pkl,original,Source,Noble metal acquisition,0.0,0.0,0.027777777777777776
S1_seed_4.pkl,S1,Source,Veterinary drug manufacturing,0.012062033314187249,0.013513513513513514,0.01178318931657502
S1_seed_4.pkl,S1,Source,Wood processing,0.01723147616312464,0.017736486486486486,0.01728201099764336
S1_seed_4.pkl,S1,Source,Metal surface treatment and heat treatment processing,0.12808730614589317,0.1258445945945946,0.12961508248232523
S1_seed_4.pkl,S1,Source,"Coatings, printing ink, paint and similar products manufacture",0.02096496266513498,0.021114864864864864,0.022780832678711706
S1_seed_4.pkl,S1,Source,"Explosives, fire and fireworks product manufacturing",0.0002871912693854107,0.0008445945945945946,0.0007855459544383347
S1_seed_4.pkl,S1,Source,Environmental governance industry,0.09908098793796669,0.09797297297297297,0.09347996857816182
S1_seed_4.pkl,S1,Source,Basic chemical raw materials manufacturing,0.15422171165996554,0.15371621621621623,0.1610369206598586
S1_seed_4.pkl,S1,Source,Fur tanning and products processing,0.002871912693854107,0.0033783783783783786,0.003142183817753339
S1_seed_4.pkl,S1,Source,Ferroalloy smelting,0.010626076967260195,0.01097972972972973,0.01178318931657502
S1_seed_4.pkl,S1,Source,Electronic components and electronic special materials,0.004595060310166571,0.005067567567567568,0.0054988216810683424
S1_seed_4.pkl,S1,Source,Glass manufacturing,0.01694428489373923,0.016891891891891893,0.01728201099764336
S1_seed_4.pkl,S1,Source,Battery manufacturing,0.018954623779437105,0.018581081081081082,0.021209740769835034
S1_seed_4.pkl,S1,Source,Steelmaking,0.0060310166570936245,0.006756756756756757,0.006284367635506678
S1_seed_4.pkl,S1,Source,Unspecified,0.0537047673750718,0.05320945945945946,0.05577376276512176
S1_seed_4.pkl,S1,Source,Gas drilling,0.005169442848937392,0.0059121621621621625,0.006284367635506678
S1_seed_4.pkl,S1,Source,Commonly used non-ferrous metal acquisition,0.02527283170591614,0.02533783783783784,0.024351924587588374
S1_seed_4.pkl,S1,Source,Noble metal smelting,0.0022975301550832855,0.0033783783783783786,0.003142183817753339
S1_seed_4.pkl,S1,Source,Synthetic materials manufacturing,0.0017231476163124641,0.002533783783783784,0.003142183817753339
S1_seed_4.pkl,S1,Source,Commonly used non-ferrous metal smelting,0.32395175186674324,0.31841216216216217,0.3102906520031422
S1_seed_4.pkl,S1,Source,Lighting appliance manufacturing,0.0008615738081562321,0.0016891891891891893,0.0015710919088766694
S1_seed_4.pkl,S1,Source,Universal instruments manufacturing,0.0002871912693854107,0.0008445945945945946,0.0007855459544383347
S1_seed_4.pkl,S1,Source,Arts and crafts and etiquette supplies manufacturing,0.015508328546812177,0.016047297297297296,0.014925373134328358
S1_seed_4.pkl,S1,Source,Noble metal acquisition,0.013210798391728892,0.013513513513513514,0.01335428122545169
S1_seed_4.pkl,S1,Source,Rare and rare earth metals smelting,0.020390580126364157,0.02027027027027027,0.0204241948153967
S1_seed_4.pkl,S1,Source,Refined petroleum products manufacturing,0.0456634118322803,0.0464527027027027,0.04399057344854674
S1_seed_5.pkl,original,Source,"Explosives, fire and fireworks product manufacturing",0.01098901098901099,0.0,0.0
S1_seed_5.pkl,original,Source,Rare and rare earth metals smelting,0.01098901098901099,0.0,0.03571428571428571
S1_seed_5.pkl,original,Source,Veterinary drug manufacturing,0.03296703296703297,0.0,0.0
S1_seed_5.pkl,original,Source,"Coatings, printing ink, paint and similar products manufacture",0.03296703296703297,0.04878048780487805,0.03571428571428571
S1_seed_5.pkl,original,Source,Metal surface treatment and heat treatment processing,0.18681318681318682,0.0975609756097561,0.14285714285714285
S1_seed_5.pkl,original,Source,Environmental governance industry,0.04395604395604396,0.0,0.03571428571428571
S1_seed_5.pkl,original,Source,Basic chemical raw materials manufacturing,0.27472527472527475,0.2682926829268293,0.14285714285714285
