scenario,train_val_TVD,train_test_TVD,val_test_TVD,train_val_PSI,train_test_PSI,val_test_PSI
original,0.0226173975843387,0.022077758246792117,0.020879988465264385,0.23033314240207314,0.21702788652872013,0.23017161456058882
S1,0.0017352132070059016,0.0021088329865374695,0.0021870108889625933,0.000504124971379474,0.00044788570328956523,0.0007254617062559188
S2,0.004137480259769138,0.0024030616673108626,0.003880970272450562,0.0012343580608821848,0.0005192880760899589,0.0011695975586196296
S3,0.0029556847383267293,0.0031844041458794284,0.003439898138520787,0.0010008772180573246,0.0007990394013519495,0.001405389967487516
S4,0.0015929900817531293,0.00181975643186997,0.0018209320198141197,0.00019190651541097962,0.0002250400236449984,0.00026481578796548497
S5,0.00602474841843069,0.005647328731357302,0.00618723039125541,0.003969513027490022,0.004463295323799008,0.006392637727106368
S6,0.0016831376184371224,0.0017939476192184365,0.0017772647160697558,0.00018254081683867574,0.00019176363272174263,0.00016721455189552632
S7,0.0006054848601693769,0.000653993730465603,0.000707631063860066,2.0058181235782726e-05,2.022922352133338e-05,2.4035551481259282e-05
